[LXX | EL | OT | Exodus | Chapter 40 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Exodus | Chapter 40 | Verse 15] Καὶ ἀλείψεις αὐτοὺς ὃν τρόπον ἤλειψας τὸν πατέρα αὐτῶν, καὶ ἱερατεύσουσί μοι· καὶ ἔσται, ὥστε εἶναι αὐτοῖς χρίσμα ἱερατείας εἰς τὸν αἰῶνα, εἰς τὰς γενεὰς αὐτῶν.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 16] Καὶ ἐποίησε Μωυσῆς πάντα, ὅσα ἐνετείλατο αὐτῷ Κύριος, οὕτως ἐποίησε.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 17] Καὶ ἐγένετο ἐν τῷ μηνὶ τῷ πρώτῳ, τῷ δευτέρῳ ἔτει, ἐκπορευομένων αὐτῶν ἐξ Αἰγύπτου, νουμηνίᾳ ἐστάθη ἡ σκηνή.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 18] Καὶ ἔστησε Μωυσῆς τὴν σκηνὴν, καὶ ἐπέθηκε τὰς κεφαλιδας, καὶ διενέβαλε τοὺς μοχλοὺς, καὶ ἔστησε τοὺς στύλους.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 19] Καὶ ἐξέτεινε τὰς αὐλαίας ἐπὶ τὴν σκηνὴν, καὶ ἐπέθηκε τὸ κατακάλυμμα τῆς σκηνῆς ἐπʼ αὐτὴν ἄνωθεν, καθὰ συνέταξε Κύριος τῷ Μωυσῇ.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 20] Καὶ λαβὼν τὰ μαρτύρια ἐνέβαλεν εἰς τὴν κιβωτόν· καὶ ὑπέθηκε τοὺς διωστῆρας ὑπὸ τὴν κιβωτὸν,
[LXX | EL | OT | Exodus | Chapter 40 | Verse 21] καὶ εἰσήνεγκε τὴν κιβωτὸν εἰς τὴν σκηνὴν, καὶ ἐπέθηκε τὸ κατακάλυμμα τοῦ καταπετάσματος, καὶ ἐσκέπασε τὴν κιβωτὸν τοῦ μαρτυρίου, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ·
[LXX | EL | OT | Exodus | Chapter 40 | Verse 22] Καὶ ἐπέθηκε τὴν τράπεζαν εἰς τὴν σκηνὴν τοῦ μαρτυρίου, τὸ πρὸς Βοῤῥᾶν ἔξωθεν τοῦ καταπετάσματος τῆς σκηνῆς.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 23] Καὶ προσέθηκεν ἐπʼ αὐτῆς ἄρτους τῆς προθέσεως ἔναντι Κυρίου, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 24] Καὶ ἔθηκε τὴν λυχνίαν εἰς τὴν σκηνὴν τοῦ μαρτυρίου, εἰς τὸ κλίτος τῆς σκηνῆς τὸ πρὸς Νότον.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 25] Καὶ ἐπέθηκε τοὺς λύχνους αὐτῆς ἔναντι Κυρίου, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 26] Καὶ ἔθηκε τὸ θυσιαστήριον τὸ χρυσοῦν ἐν τῇ σκηνῇ τοῦ μαρτυρίου ἀπέναντι τοῦ καταπετάσματος,
[LXX | EL | OT | Exodus | Chapter 40 | Verse 27] καὶ ἐθυμίασεν ἐνʼ αὐτοῦ θυμίαμα τῆς συνθέσεως, καθάπερ συνέταξε Κύριος τῷ Μωυσῇ.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 29] Καὶ τὸ θυσιαστήριον τῶν καρπωμάτων ἔθηκε παρὰ τὰς θύρας τῆς σκηνῆς.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 33] Καὶ ἔστησε τὴν αὐλὴν κύκλῳ τῆς σκηνῆς, και τοῦ θυσιαστηρίου· καὶ συνετέλεσε Μωυσῆς πάντα τὰ ἔργα.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 34] Καὶ ἐκάλυψεν ἡ νεφέλη τὴν σκηνὴν τοῦ μαρτυρίου· καὶ δόξης Κυρίου ἐπλήσθη ἡ σκηνή.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 35] Καὶ οὐκ ἠδυνάσθη Μωυσῆς εἰσελθεῖν εἰς τὴν σκηνὴν τοῦ μαρτυρίου, ὅτι ἐπεσκίαζεν ἐπʼ αὐτὴν ἡ νεφέλη, καὶ δόξης Κυρίου ἐνεπλήσθη ἡ σκηνή.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 36] Ἡνίκα δʼ ἂν ἀνέβη ἡ νεφέλη ἀπὸ τῆς σκηνῆς, ἀνεζεύγνυσαν οἱ υἱοὶ Ἰσραὴλ σὺν τῇ ἀπαρτίᾳ αὐτῶν.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 37] Εἰ δὲ μὴ ἀνέβη ἡ νεφέλη, οὐκ ἀνεζεύγνυσαν ἕως ἡμέρας, ἧς ἀνέβη ἡ νεφέλη.
[LXX | EL | OT | Exodus | Chapter 40 | Verse 38] Νεφέλη γὰρ ἦν ἐπὶ τῆς σκηνῆς ἡμέρας, καὶ πῦρ ἦν ἐπʼ αὐτῆς νυκτὸς ἐναντίον παντὸς Ἰσραὴλ, ἐν πάσαις ταῖς ἀναζυγαῖς αὐτῶν.
