[LXX | EL | OT | Exodus | Chapter 28 | Verse 1] Καὶ σὺ προσαγάγου πρὸς σεαυτὸν τόν τε Ἀαρὼν τὸν ἀδελφόν σου, καὶ τοὺς υἱοὺς αὐτοῦ, καὶ ἐκ τῶν υἱῶν Ἰσραὴλ, ἱερατεύειν μοι Ἀαρὼν, καὶ Ναδὰβ, καὶ Ἀβιοὺδ, καὶ Ἐλεάζαρ, καὶ Ἰθάμαρ, υἱοὺς Ἀαρών.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 12] Καὶ θήσεις τοὺς δύο λίθους ἐπὶ τῶς ὤμων τῆς ἐπωμίδος· λίθοι μνημοσύνου εἰσὶ τοῖς υἱοῖς Ἰσραήλ· καὶ ἀναλήψεται Ἀαρὼν τὰ ὀνόματα τῶν υἱῶν Ἰσραὴλ ἔναντι Κυρίου ἐπὶ τῶν δύο ὤμων αὐτοῦ, μνημόσυνον πεπὶ αὐτῶν.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 13] Καὶ ποιήσεις ἀσπιδίσκας ἐκ χρυσίου καθαροῦ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 14] Καὶ ποιήσεις δύο κροσωτὰ ἐκ χρυσίου καθαροῦ, καταμεμιγμένα ἐν ἄνθεσιν, ἔργον πλοκῆς· καὶ ἐπιθήσεις τὰ κροσσωτὰ τὰ πεπλεγμένα ἐπὶ τὰς ἀσπιδίσκας, κατὰ τὰς παρωμίδας αὐτῶν ἐκ τῶν ἐμπροσθίων.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 15] Καὶ ποιήσεις λογεῖον τῶν κρίσεων, ἔργον ποικιλτοῦ· κατὰ τὸν ῥυθμὸν τῆς ἐπωμίδος ποιήσεις αὐτὸ ἐκ χρυσίου, καὶ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου κεκλωσμένου, καὶ βύσσου κεκλωσμένης.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 16] Ποιήσεις αὐτό τετράγωνον· ἔσται διπλοῦν, σπιθαμῆς τὸ μῆκος αὐτοῦ, καὶ σπιθαμῆς τὸ εὖρος.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 17] Καὶ καθυφανεῖς ἐν αὐτῷ ὕφασμα κατάλιθον τετράστιχον· στίχος λίθων ἔσται, σάρδιον, τοπάζιον, καὶ σμαράγδος, ὁ στίχος ὁ εἷς.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 18] Καὶ ὁ στίχος ὁ δεύτερος, ἄνθραξ, καὶ σάπφειρος, καὶ ἴασπις.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 19] Καὶ ὁ στίχος ὁ τρίτος, λιγύριον, ἀχάτης, ἀμέθυστος.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 20] Καὶ ὁ στίχος ὁ τέταρτος, χρυσόλιθος, καὶ βηρύλλιον, καὶ ὀνύχιον, περικεκαλυμμένα χρυσίῳ, συνδεδεμένα ἐν χρυσίῳ· ἔστωσαν κατὰ στίχον αὐτῶν.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 21] Καὶ οἱ λίθοι ἔστωσαν ἐκ τῶν ὀνομάτων τῶν υἱῶν Ἰσραὴλ δεκαδύο κατὰ τὰ ὀνόματα αὐτῶν· γλυφαὶ σφραγίδων, ἕκαστος κατὰ τὸ ὄνομα ἔστωσαν εἰς δεκαδύο φυλάς.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 22] Καὶ ποιήσεις ἐπὶ τὸ λογιον κρωσσοὺς συμπεπλεγμένους, ἔργον ἁλυσιδωτὸν ἐκ χρυσίου καθαροῦ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 29] Καὶ λήψεται Ἀαρὼν τὰ ὀνόματα τῶν υἱῶν Ἰσραὴλ ἐπὶ τοῦ λογείου τῆς κρίσεως ἐπὶ τοῦ στήθους, εἰσιόντι εἰς τὸ ἅγιον μνημόσυνου ἐναντίον τοῦ Θεοῦ. Καὶ θήσεις ἐπὶ τὸ λογεῖον τῆς κρίσεως τοὺς κρωσσούς· τὰ ἁλυσιδωτὰ ἐπʼ ἀμφοτέρων τῶν κλιτῶν τοῦ λογείου ἐπιθήσεις. Καὶ τὰς δύο ἀσπιδίσκας ἐπιθήσεις ἐπʼ ἀμφοτέρους τοὺς ὤμους τῆς ἐπωμίδος κατὰ πρόσωπον.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 30] Καὶ ἐπιθήσεις ἐπὶ τὸ λογεῖον τῆς κρίσεως τὴν δήλωσιν καὶ τὴν ἀλήθειαν· καὶ ἔσται ἐπὶ τοῦ στήθους Ἀαρὼν, ὃταν εἰσπορεύεται εἰς τὸ ἅγιον ἔναντὶ Κυρίου· καὶ οἴσει Ἀαρὼν τὰς κρίσεις τῶν υἱῶν Ἰσραὴλ ἐπὶ τοῦ στήθους ἔναντι Κυρίου διαπαντός.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 31] Καὶ ποιήσεις ὑποδύτην ποδήρη ὅλον ὑακίνθινον.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 32] Καὶ ἔσται τὸ περιστόμιον ἐξ αὐτοῦ μέσον, ὤαν ἔχον κύκλῳ τοῦ περιστομίου, ἔργον ὑφαντου, τὴν συμβολὴν συνυφασμένην ἐξ αὐτοῦ, ἵνα μὴ ῥαγῇ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 33] Καὶ ποιήσεις ὑπὸ τὸ λῶμα τοῦ ὑποδύτου κάτωθεν, ὡσεὶ ἐξανθούσης ῥόας ῥοΐσκους ἐξ ὑακίνθου, καὶ πορφύρας, καὶ κοκκίνου διανενησμένου, καὶ βύσσου κεκλωσμένης, ὑπὸ τοῦ λώματος τοῦ ὑποδύτου κύκλῳ· τὸ αὐτὸ εἶδος ῥοΐσκους χρυσοῦς, καὶ κώδωνας ἀναμέσον τούτων περικύκλῳ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 34] Παρὰ ῥοΐσκον χρυσοῦν δώδωνα, καὶ ἄνθινον ἐπὶ τοῦ λώματος τοῦ ὑποδύτου κύκλῳ·
[LXX | EL | OT | Exodus | Chapter 28 | Verse 35] Καὶ ἔσται Ἀαρὼν ἐν τῷ λειτουργεῖν ἀκουστὴ ἡ φωνὴ αὐτοῦ, εἰσιόντι εἰς τὸ ἅγιον ἔναντι Κυρίου, καὶ ἐξιόντι, ἵνα μὴ ἀποθάνῃ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 36] Καὶ ποιήσεις πέταλον χρυσοῦν καθαρόν· καὶ ἐκτυπώσεις ἐν αὐτῷ ἐκτύπωμα σφραγίδος, Ἁγίασμα Κυρίου.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 37] Καὶ ἐπιθήσεις αὐτὸ ἐπὶ ὑακίνθου κεκλωσμένης· καὶ ἔσται ἐπὶ τῆς μίτρας, κατὰ πρόσωπον τῆς μίτρας ἔσται.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 38] Καὶ ἔσται ἐπὶ τοῦ μετώπου Ἀαρών· καὶ ἐξαρεῖ Ἀαρὼν τὰ ἁμαρτήματα τῶν ἁγίων, ὅσα ἂν ἁγιάσωσιν οἱ υἱοὶ Ἰσραὴλ παντὸς δόματος τῶν ἁγίων αὐτῶν· καὶ ἔσται ἐπὶ τοῦ μετώπου Ἀαρὼν διαπαντὸς δεκτὸν αὐτοῖς ἔναντι Κυρίου.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 39] Καὶ οἱ κοσυμβωτοὶ τῶν χιτώνων ἐκ βύσσου· καὶ ποιήσεις κίδαριν βυσσίνην· καὶ ζώνην ποιήσεις, ἔργον ποικιλτοῦ.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 40] Καὶ τοῖς υἱοῖς Ἀαρὼν ποιήσεις χιτῶνας καὶ ζώνας, καὶ κιδάρεις ποιήσεις αὐτοῖς εἰς τιμὴν καὶ δόξαν.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 41] Καὶ ἐνδύσεις αὐτὰ Ἀαρὼν τὸν ἀδελφόν σου, καὶ τοὺς υἱοὺς αὐτοῦ μετʼ αὐτοῦ· καὶ χρίσεις αὐτοὺς, καὶ ἐμπλήσεις αὐτῶν τὰς χεῖρας· καὶ ἁγιάσεις αὐτοὺς, ἵνα ἱερατεύωσί μοι.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 42] Καὶ ποιήσεις αὐτοῖς περισκελῆ λινᾶ καλύψαι ἀσχημοσύνην χρωτὸς αὐτῶν, ἀπὸ ὀσφύος ἕως μηρῶν ἔσται.
[LXX | EL | OT | Exodus | Chapter 28 | Verse 43] Καὶ ἕξει Ἀαρὼν αὐτὰ καὶ οἱ υἱοὶ αὐτοῦ, ὅταν εἰσπορεύωνται εἰς τὴν σκηνὴν τοῦ μαρτυρίου, ἢ ὅταν προσπορεύωνται λειτουργεῖν πρὸς τὸ θυσιαστήριον τοῦ ἁγίου· καὶ οὐκ ἐπάξονται πρὸς ἑαυτοὺς ἁμαρτίαν, ἵνα μὴ ἀποθάνωσι· νόμιμον αἰώνιον αὐτῷ, καὶ τῷ σπέρματι αὐτοῦ μετʼ αὐτόν.
