[LXX | EL | OT | Exodus | Chapter 15 | Verse 1] Τότε ᾖσε Μωυσῆς καὶ οἱ υἱοὶ Ἰσραὴλ τὴν ᾠδὴν ταύτην τῷ Θεῷ, καὶ εἶπαν, λέγοντες, ᾄσωμεν τῷ Κυρίῳ, ἐνδόξως γὰρ δεδόξασται· ἵππον καὶ ἀναβάτην ἔῤῥιψεν εἰς θάλασσαν.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 17] Εἰσαγαγὼν καταφύτευσον αὐτοὺς εἰς ὄρος κληρονομίας σου, εἰς ἕτοιμον κατοικητήριόν σου, ὃ κατηρτίσω, Κύριε, ἁγίασμα, Κύριε, ὃ ἡτοίμασαν αἱ χεῖρές σου.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 18] Κύριος βασιλεύων τὸν αἰῶνα, καὶ ἐπʼ αἰῶνα, καὶ ἔτι.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 19] Ὅτι εἰσῆλθεν ἵππος Φαραὼ σὺν ἅρμασιν καὶ ἀναβάταις εἰς θάλασσαν, καὶ ἐπήγαγεν ἐπʼ αὐτοὺς Κύριος τὸ ὕδωρ τῆς θαλάσσης· οἱ δὲ υἱοὶ Ἰσραὴλ ἐπορεύθησαν διὰ ξηρᾶς ἐν μέσῳ τῆς θαλάσσης.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 20] Λαβοῦσα δὲ Μαριὰμ ἡ προφῆτις ἡ ἀδελφὴ Ἀαρὼν τὸ τύμπανον ἐν τῇ χειρὶ αὐτῆς, καὶ ἐξήλθοσαν πᾶσαι αἱ γυναῖκες ὀπίσω αὐτῆς μετὰ τυμπάνων καὶ χορῶν.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 21] Ἐξῆρχε δὲ αὐτῶν Μαριὰμ, λέγουσα, ᾄσωμεν τῷ Κυρίῳ, ἐνδόξως γὰρ δεδόξασται· ἵππον καὶ ἀναβάτην ἔῤῥιψεν εἰς θάλασσαν.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 22] Ἐξῆρε δὲ Μωυσῆς τοὺς υἱοὺς Ἰσραὴλ ἀπὸ θαλάσσης ἐρυθρᾶς, καὶ ἤγαγεν αὐτοὺς εἰς τὴν ἔρημον Σούρ· καὶ ἐπορεύοντο τρεῖς ἡμέρας ἐν τῇ ἐρήμῳ, καὶ οὐχ ηὕρισκον ὕδωρ, ὥστε πιεῖν.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 23] Ἦλθον δὲ εἰς Μεῤῥᾶ, καὶ οὐκ ἠδύναντο πιεῖν ἐκ Μεῤῥᾶς· πικρὸν γὰρ ἦν· διὰ τοῦτο ἐπωνόμασε τὸ ὄνομα τοῦ τόπου ἐκείνου, Πικρία.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 24] Καὶ διεγόγγυζεν ὁ λαὸς ἐπὶ Μωυσῇ, λέγοντες, τί πιόμεθα;
[LXX | EL | OT | Exodus | Chapter 15 | Verse 25] Ἐβόησε δὲ Μωυσῆς πρὸς Κύριον· καὶ ἔδειξεν αὐτῷ Κύριος ξύλον, καὶ ἐνέβαλεν αὐτὸ εἰς τὸ ὕδωρ, καὶ ἐγλυκάνθη τὸ ὕδωρ· ἐκεῖ ἔθετο αὐτῷ δικαιώματα καὶ κρίσεις· καὶ ἐκεῖ αὐτὸν ἐπείρασε,
[LXX | EL | OT | Exodus | Chapter 15 | Verse 26] καὶ εἶπεν, ἐὰν ἀκοῇ ἀκούσῃς τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, καὶ τὰ ἀρεστὰ ἐναντίον αὐτοῦ ποιήσῃς, καὶ ἐνωτίσῃ ταῖς ἐντολαῖς αὐτοῦ, καὶ φυλάξῃς πάντα τὰ δικαιώματα αὐτοῦ, πᾶσαν νόσον, ἣν ἐπήγαγον τοῖς Αἰγυπτίοις, οὐκ ἐπάξω ἐπὶ σέ· ἐγὼ γάρ εἰμι Κύριος ὁ Θεός σου ὁ ἰώμενός σε.
[LXX | EL | OT | Exodus | Chapter 15 | Verse 27] Καὶ ἤλθοσαν εἰς Αἰλείμ· καὶ ἦσαν ἐκεῖ δώδεκα πηγαὶ ὑδάτων, καὶ ἑβδομήκοντα στελέχη φοινίκων· παρενέβαλον δὲ ἐκεῖ παρὰ τὰ ὕδατα.
