[LXX | EL | OT | Exodus | Chapter 4 | Verse 1] Ἀπεκρίθη δὲ Μωυσῆς, καὶ εἶπεν, ἐὰν μὴ πιστεύσωσί μοι, μηδὲ εἰσακούσωσι τῆς φωνῆς μου, ἐροῦσι γὰρ, ὅτι οὐκ ὦπταί σοι ὁ Θεὸς, τί ἐρῶ πρὸς αὐτούς;
[LXX | EL | OT | Exodus | Chapter 4 | Verse 12] Καὶ νῦν πορεύου, καὶ ἐγὼ ἀνοίξω τὸ στόμα σου, καὶ συμβιβάσω σε ὃ μέλλεις λαλῆσαι.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 13] Καὶ εἶπε Μωυσῆς, δέομαι, Κύριε· προχείρισαι δυνάμενον ἄλλον, ὃν ἀποστελεῖς.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 14] Καὶ θυμωθεὶς ὀργῇ Κύριος ἐπὶ Μωυσῆν, εἶπεν, οὐκ ἰδοὺ Ἀαρὼν ὁ ἄδελφός σου ὁ Λευίτης; ἐπίσταμαι ὅτι λαλῶν λαλήσει αὐτός σοι· καὶ ἰδοὺ αὐτὸς ἐξελεύσεται εἰς συνάντησίν σοι, καὶ ἰδών σε χαρήσεται ἐν ἑαυτῷ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 15] Καὶ ἐρεῖς πρὸς αὐτὸν, καὶ δώσεις τὰ ῥήματά μου εἰς τὸ στόμα αὐτοῦ, καὶ ἐγὼ ἀνοίξω τὸ στόμα σου καὶ τὸ στόμα αὐτοῦ, καί συμβιβάσω ὑμᾶς ἃ ποιήσετε.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 16] Καὶ αὐτός σοι λαλήσει πρὸς τὸν λαὸν, καὶ αὐτὸς ἔσται σου στόμα· σὺ δὲ αὐτῷ ἔσῃ τὰ πρὸς τὸν Θεόν.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 17] Καὶ τὴν ῥάβδον ταύτην, τὴν στραφεῖσαν εἰς ὄφιν, λήψῃ ἐν τῇ χειρί σου, ἐν ᾗ ποιήσεις ἐν αὐτῇ τὰ σημεῖα.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 18] Ἐπορεύθη δὲ Μωυσῆς, καὶ ἀπέστρεψε πρὸς Ἰοθὸρ τὸν γαμβρὸν αὐτοῦ, καὶ λέγει, πορεύσομαι καὶ ἀποστρέψω πρὸς τοὺς ἀδελφούς μου τοὺς ἐν Αἰγύπτῳ, καὶ ὄψομαι εἰ ἔτι ζῶσι· καὶ εἶπεν Ἰοθὸρ Μωυσῇ, βάδιζε ὑγιαίνων· μετὰ δὲ τὰς ἡμέρας τὰς πολλὰς ἐκείνας ἐτελεύτησεν ὁ βασιλεὺς Αἰγύπτου.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 19] Εἶπε δὲ Κύριος πρὸς Μωυσῆν ἐν Μαδιὰμ, βάδιζε, ἄπελθε εἰς Αἴγυπτον, τεθνήκασι γὰρ πάντες οἱ ζητοῦντες σου τὴν ψυχήν.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 20] Ἀναλαβὼν δὲ Μωυσῆς τὴν γυναῖκα καὶ τὰ παιδία, ἀνεβίβασεν αὐτὰ ἐπὶ τὰ ὑποζύγια, καὶ ἐπέστρεψεν εἰς Αἴγυπτον· ἔλαβε δὲ Μωυσῆς τὴν ῥάβδον τὴν παρὰ τοῦ Θεοῦ ἐν τῇ χειρὶ αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 21] Εἶπε δὲ Κύριος πρὸς Μωυσῆν, πορευομένου σου καὶ ἀποστρέφοντος εἰς Αἴγυπτον, ὅρα πάντα τὰ τέρατα ἃ δέδωκα ἐν ταῖς χερσί σου, ποιήσεις αὐτὰ ἐναντίον Φαραώ· ἐγὼ δὲ σκληρυνῶ τὴν καρδίαν αὐτοῦ, καὶ οὐ μὴ ἐξαποστείλῃ τὸν λαόν.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 22] Σὺ δὲ ἐρεῖς τῷ Φαραῴ, τάδε λέγει Κύριος, υἱὸς πρωτότοκός μου Ἰσραήλ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 23] Εἶπα δέ σοι, ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι λατρεύσῃ· εἰ μὲν οὖν μὴ βούλει ἐξαποστεῖλαι αὐτούς, ὅρα οὖν, ἐγὼ ἀποκτένῶ τὸν υἱόν σου τὸν πρωτότοκον.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 24] Ἐγένετο δὲ ἐν τῇ ὁδῷ ἐν τῷ καταλύματι συνήντησεν αὐτῷ Ἄγγελος Κυρίου, καὶ ἐζήτει αὐτὸν ἀποκτεῖναι.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 25] Καὶ λαβοῦσα Σεπφώρα ψῆφον, περιέτεμε τὴν ἀκροβυστίαν τοῦ υἱοῦ αὐτῆς· καὶ προσέπεσε πρὸς τοὺς πόδας αὐτοῦ, καὶ εἶπεν, ἔστη τὸ αἷμα τῆς περιτομῆς τοῦ παιδίου μου.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 26] Καὶ ἀπῆλθεν ἀπʼ αὐτοῦ, διότι εἶπεν, ἔστη τὸ αἷμα τῆς περιτομῆς τοῦ παιδίου μου.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 27] Εἶπε δὲ Κύριος πρὸς Ἀαρὼν, πορεύθητι εἰς συνάντησιν Μωυσῇ εἰς τὴν ἔρημον· καὶ ἐπορεύθη, καὶ συνήντησεν αὐτῷ ἐν τῷ ὄρει τοῦ Θεοῦ, καὶ κατεφίλησαν ἀλλήλους.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 28] Καὶ ἀνήγγειλε Μωυσῆς τῷ Ἀαρὼν πάντας τοὺς λόγους Κυρίου, οὓς ἀπέστειλε, καὶ πάντα τὰ ῥήματα, ἃ ἐνετείλατο αὐτῷ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 29] Ἐπορεύθη δὲ Μωυσῆς καὶ Ἀαρὼν, καὶ συνήγαγον τὴν γερουσίαν τῶν υἱῶν Ἰσραήλ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 30] Καὶ ἐλάλησεν Ἀαρὼν πάντα τὰ ῥήματα ταῦτα, ἃ ἐλάλησεν ὁ Θεὸς πρὸς Μωυσῆν, καὶ ἐποίησε τὰ σημεῖα ἐναντίον τοῦ λαοῦ.
[LXX | EL | OT | Exodus | Chapter 4 | Verse 31] Καὶ ἐπίστευσεν ὁ λαὸς καὶ ἐχάρη, ὅτι ἐπεσκέψατο ὁ Θεὸς τοὺς υἱοὺς Ἰσραὴλ, καὶ ὅτι εἶδεν αὐτῶν τὴν θλίψιν· κύψας δὲ ὁ λαὸς προσεκύνησε.
