[LXX | EL | OT | Exodus | Chapter 25 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Exodus | Chapter 25 | Verse 18] Καὶ ποιήσεις δύο χερουβὶμ χρυσοτορευτὰ, καὶ ἐπιθήσεις αὐτὰ ἐξ ἀμφοτέρων τῶν κλιτῶν τοῦ ἱλαστηρίου.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 19] Ποιηθήσονται χεροὺβ εἷς ἐκ τοῦ κλίτους τούτου, καὶ χεροὺβ εἷς ἐκ τοῦ κλίτους τοῦ δευτέρου τοῦ ἱλαστηρίου· καὶ ποιήσεις τοὺς δύο χερουβὶμ ἐπὶ τὰ δύο κλίτη.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 20] Ἔσονται οἱ χερουβὶμ ἐκτείνοντες τὰς πτέρυγας ἐπάνωθεν, συσκιάζοντες ἐν ταῖς πτέρυξιν αὐτῶν ἐπὶ τοῦ ἱλαστηρίου, καὶ τὰ πρόσωπα αὐτῶν εἰς ἄλληλα, εἰς τὸ ἱλαστήριον ἔσονται τὰ πρόσωπα τῶν χερουβίμ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 21] Καὶ ἐπιθήσεις τὸ ἱλαστήριον ἐπὶ τὴν κιβωτὸν ἄνωθεν, καὶ εἰς τὴν κιβωτὸν ἐμβαλεῖς τὰ μαρτύρια, ἃ ἂν δῶ σοι.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 22] Καὶ γνωσθήσομαί σοι ἐκεῖθεν, καὶ λαλήσω σοι ἄνωθεν τοῦ ἱλαστηρίου ἀνὰ μέσον τῶν δύο χερουβὶμ, τῶν ὄντων ἐπὶ τῆς κιβωτοῦ τοῦ μαρτυρίου, καὶ κατὰ πάντα ὅσα ἐὰν ἐντείλωμαί σοι πρὸς τοὺς υἱοὺς Ἰσραήλ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 23] Καὶ ποιήσεις τράπεζαν χρυσῆν χρυσίου καθαροῦ, δύο πήχεων τὸ μῆκος, καὶ πήχεως τὸ εὖρος, καὶ πήχεως καὶ ἡμίσους τὸ ὕψος.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 24] Καὶ ποιήσεις αὐτῇ στρεπτὰ κυμάτια χρυσᾶ κύκλῳ· καὶ ποιήσεις αὐτῇ στεφάνην παλαιστοῦ κύκλῳ·
[LXX | EL | OT | Exodus | Chapter 25 | Verse 25] Καὶ ποιήσεις στρεπτὸν κυμάτιον τῇ στεφάνῃ κύκλῳ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 26] Καὶ ποιήσεις τέσσαρας δακτυλίους χρυσοῦς, καὶ ἐπιθήσεις τοὺς τέσσαρας δακτυλίους ἐπὶ τὰ τέσσαρα μέρη τῶν ποδῶν αὐτῆς ὑπὸ τὴν στεφάνην.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 27] Καὶ ἔσονται οἱ δακτύλιοι εἰς θήκας τοῖς ἀναφορεῦσιν, ὥστε αἴρειν ἐν αὐτοῖς τὴν τράπεζαν.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 28] Καὶ ποιήσεις τοὺς ἀναφορεῖς ἐκ ξύλων ἀσήπτων, καὶ καταχρυσώσεις αὐτοὺς χρυσίῳ καθαρῷ, καὶ ἀρθήσεται ἐν αὐτοῖς ἡ τράπεζα.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 29] Καὶ ποιήσεις τὰ τρυβλία αὐτῆς, καὶ τὰς θυΐσκας, καὶ τὰ σπονδεῖα, καὶ τοὺς κυάθους, ἐν οἷς σπείσεις ἐν αὐτοῖς, ἐκ χρυσίου καθαροῦ ποιήσεις αὐτά.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 30] Καὶ ἐπιθήσεις ἐπὶ τὴν τράπεζαν ἄρτους ἐνωπίους ἐναντίον μου διαπαντός.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 31] Καὶ ποιήσεις λυχνίαν ἐκ χρυσίου καθαροῦ, τορευτὴν ποιήσεις τὴν λυχνίαν· ὁ καυλὸς αὐτῆς, καὶ ὁ καλαμίσκοι, καὶ οἱ κρατῆρες, καὶ οἱ σφαιρωτῆρες, καὶ τὰ κρίνα ἐξ αὐτῆς ἔσται.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 32] Ἓξ δὲ καλαμίσκοι ἐκπορευόμενοι ἐκ πλαγίων, τρεῖς καλαμίσκοι τῆς λυχνίας ἐκ τοῦ κλίτους τοῦ ἑνὸς αὐτῆς, καὶ τρεῖς καλαμίσκοι τῆς λυχνίας ἐκ τοῦ κλίτους τοῦ δευτέρου.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 33] Καὶ τρεῖς κρατῆρες ἐκτετυπωμένοι καρυΐσκους· ἐν τῷ ἑνὶ καλαμίσκῳ σφαιρωτὴρ καὶ κρίνον· οὕτω τοῖς ἓξ καλαμίσκοις τοῖς ἐκπορευομένοις ἐκ τῆς λυχνίας.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 34] Καὶ ἐν τῇ λυχνίᾳ τέσσαρες κρατῆρες ἐκτετυπωμένοι καρυΐσκους· ἐν τῷ ἑνὶ καλαμίσκῳ σφαιρωτῆρες, καὶ τὰ κρίνα αὐτῆς.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 35] Ὁ σφαιρωτὴρ ὑπὸ τοὺς δύο καλαμίσκους ἐξ αὐτῆς· καὶ σφαιρωτὴρ ὑπὸ τοὺς τέσσαρας καλαμίσκους ἐξ αὐτῆς· οὕτω τοῖς ἓξ καλαμίσκοις τοῖς ἐκπορευομένοις ἐκ τῆς λυχνίας· καὶ ἐν τῇ λυχνίᾳ τέσσαρες κρατῆρες ἐκτετυπωμένοι καρυΐσκους.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 36] Οἱ σφαιρωτῆρες καὶ οἱ καλαμίσκοι ἐξ αὐτῆς ἔστωσαν· ὅλη τορευτὴ ἐξ ἑνὸς χρυσίου καθαροῦ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 37] Καὶ ποιήσεις τοὺς λύχνους αὐτῆς ἑπτά· καὶ ἐπιθήσεις τοὺς λύχνους, καὶ φανοῦσιν ἐκ τοῦ ἑνὸς προσώπου.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 38] Καὶ τὸν ἐπαρυστῆρα αὐτῆς, καὶ τὰ ὑποθέματα αὐτῆς ἐκ χρυσίου καθαροῦ ποιήσεις.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 39] Πάντα τὰ σκεύη ταῦτα τάλαντον χρυσίου καθαροῦ.
[LXX | EL | OT | Exodus | Chapter 25 | Verse 40] Ὅρα, ποιήσεις κατὰ τὸν τύπον τὸν δεδειγμένον σοι ἐν τῷ ὄρει.
