[LXX | EL | OT | Exodus | Chapter 23 | Verse 1] Οὐ παραδέξῃ ἀκοὴν ματαίαν· οὐ συγκαταθήσῃ μετὰ τοῦ ἀδίκου γενέσθαι μάρτυς ἄδικος.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 13] Πάντα ὅσα εἴρηκα πρὸς ὑμᾶς, φυλάξασθε· καὶ ὄνομα θεῶν ἑτέρων οὐκ ἀναμνησθήσεσθε, οὐδὲ μὴ ἀκουσθῇ ἐκ τοῦ στόματος ὑμῶν.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 14] Τρεῖς καιροὺς τοῦ ἐνιαυτοῦ ἑορτάσατέ μοι.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 15] Τὴν ἑορτὴν τῶν ἀζύμων φυλάξασθε ποιεῖν· ἑπτὰ ἡμέρας ἔδεσθε ἄζυμα, καθάπερ ἐνετειλάμην σοι κατὰ τὸν καιρὸν τοῦ μηνὸς τῶν νέων· ἐν γὰρ αὐτῷ ἐξῆλθες ἐξ Αἰγύπτου· οὐκ ὀφθήσῃ ἐνώπίον μου κενός.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 16] Καὶ ἑορτὴν θερισμοῦ πρωτογεννημάτων ποιήσεις τῶν ἔργων σου, ὧν ἐὰν σπείρῃς ἐν τῷ ἀγρῷ σου, καὶ ἑορτὴν συντελείας ἐπʼ ἐξόδου τοῦ ἐνιαυτοῦ ἐν τῇ συναγωγῇ τῶν ἔργων σου τῶν ἐκ τοῦ ἀγροῦ σου.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 17] Τρεῖς καιροὺς τοῦ ἐνιαυτοῦ ὀφθήσεται πᾶν ἀρσενικόν σου ἐνώπιον Κυρίου τοῦ Θεοῦ σου.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 18] Ὅταν γὰρ ἐκβάλω τὰ ἔθνη ἀπὸ προσώπου σου, καὶ ἐμπλατύνω τὰ ὅριά σου, οὐ θύσεις ἐπὶ ζύμῃ αἷμα θυμιάματός μου, οὐδὲ μὴ κοιμηθῇ στέαρ τῆς ἑορτῆς μου ἕως πρωΐ.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 19] Τὰς ἀπαρχὰς τῶν πρωτογενημάτων τῆς γνς σου εἰσοίσεις εἰς τὸν οἶκον Κυρίου τοῦ Θεοῦ σου· οὐχ ἑψήσεις ἄρνα ἐν γάλακτι μητρὸς αὐτοῦ.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 20] Καὶ ἰδοὺ ἐγὼ ἀποστέλλω τὸν ἄγγελόν μου πρὸ προσώπου σου, ἵνα φυλάξῃ σε ἐν τῇ ὁδῷ, ὅπως εἰσαγάγῃ σε εἰς τὴν γῆν, ἣν ἡτοίμασά σοι.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 21] Πρόσεχε σεαυτῷ, καὶ εἰσάκουε αὐτοῦ, καὶ μὴ ἀπείθει αὐτῷ, οὐ γὰρ μὴ ὑποστείληταί σε· τὸ γὰρ ὄνομά μου ἐστὶν ἐπʼ αὐτῷ.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 22] Ἐὰν ἀκοῇ ἀκούσητε τῆς ἐμῆς φωνῆς, καὶ ποιήσῃς πάντα ὅσα ἂν ἐντείλωμαί σοι, καὶ φυλάξητε τὴν διαθήκην μου, ἔσεσθέ μοι λαὸς περιούσιος ἀπὸ πάντων τῶν ἐθνῶν· ἐμὴ γάρ ἐστι πᾶσα ἡ γῆ· ὑμεῖς δὲ ἔσεσθέ μοι βασίλειον ἱεράτευμα, καὶ ἔθνος ἅγιον· ταῦτα τὰ ῥήματα ἐρεῖς τοῖς υἱοῖς Ἰσραὴλ, ἐὰν ἀκοῇ ἀκούσητε τῆς φωνῆς μου, καὶ ποιήσητε πάντα ὅσα ἂν εἴπω σοι, ἐχθρεύσω τοῖς ἐχθροῖς σου, καὶ ἀντικείσομαι τοῖς ἀντικειμένοις σοι.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 23] Πορεύσεται γὰρ ὁ ἄγγελός μου ἡγούμενός σου, καὶ εἰσάξει σε πρὸς τὸν Ἀμοῤῥαῖον, καὶ Χετταῖον, καὶ Φερεζαῖον, καὶ Χαναναῖον, καὶ Γεργεσαῖον, καὶ Εὑαῖον, καὶ Ἰεβουσαῖον, καὶ ἐκτρίψω αὐτούς.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 24] Οὐ προσκυνήσεις τοῖς θεοῖς αὐτῶν, οὐδὲ μὴ λατρεύσῃς αὐτοῖς· οὐ ποιήσεις κατὰ τὰ ἔργα αὐτῶν· ἀλλὰ καθαιρέσει καθελεῖς, καὶ συντρίβων συντρίψεις τὰς στήλας αὐτῶν.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 25] Καὶ λατρεύσεις Κυρίῳ τῷ Θεῷ σου· καὶ εὐλογήσω τὸν ἄρτον σου καὶ τὸν οἶνόν σου καὶ τὸ ὕδωρ σου, καὶ ἀποστρέψω μαλακίαν ἀφʼ ὑμῶν.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 26] Οὐκ ἔσται ἄγονος, οὐδὲ στεῖρα ἐπὶ τῆς γῆς σου· τὸν ἀριθμὸν τῶν ἡμερῶν σου ἀναπληρῶν ἀναπληρώσω.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 27] Καὶ τὸν φόβον ἀποστελῶ ἡγούμενόν σου, καὶ ἐκστήσω πάντα τὰ ἔθνη, εἰς οὓς σὺ εἰσπορεύῃ εἰς αὐτούς· καὶ δώσω πάντας τοὺς ὑπεναντίους σου φυγάδας.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 28] Καὶ ἀποστελῶ τὰς σφηκίας προτέρας σου· καὶ ἐκβαλεῖς τοὺς Ἀμοῤῥαίους, καὶ τοὺς Εὑαίους, καὶ τοὺς Χαναναίους, καὶ τοὺς Χετταίους ἀπὸ σοῦ.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 29] Οὐκ ἐκβαλῶ αὐτοὺς ἐν ἐνιαυτῷ ἑνὶ, ἵνα μὴ γένηται ἡ γῆ ἔρημος, καὶ πολλὰ γένηται ἐπὶ σὲ τὰ θηρία τῆς γῆς.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 30] Κατὰ μικρὸν ἐκβαλῶ αὐτοὺς ἀπὸ σοῦ, ἕως ἂν αὐξηθῇς καὶ κληρονομήσῃς τὴν γῆν.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 31] Καὶ θήσω τὰ ὅριά σου ἀπὸ τῆς ἐρυθρᾶς θαλάσσης, ἕως τῆς θαλάσσης τῆς Φυλιστιείμ· καὶ ἀπὸ τῆς ἐρήμου, ἕως τοῦ μεγάλου ποταμοῦ Εὐφράτου· καὶ παραδώσω εἰς τὰς χεῖρας ὑμῶν τοὺς ἐγκαθημένους ἐν τῇ γῇ, καὶ ἐκβαλῶ αὐτοὺς ἀπὸ σοῦ.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 32] Οὐ συγκαταθήσῃ αὐτοῖς καὶ τοῖς θεοῖς αὐτῶν διαθήκην.
[LXX | EL | OT | Exodus | Chapter 23 | Verse 33] Καὶ οὐκ ἐνκαθήσονται ἐν τῇ γῇ σου, ἵνα μὴ ἁμαρτεῖν σε ποιήσωσι πρὸς μέ· ἐὰν γὰρ δουλεύσῃς τοῖς θεοῖς αὐτῶν, οὗτοι ἔσονταί σοι πρόσκομμα.
