[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਮੇਰੇ ਕੋਲ ਆਇਆ
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 23] ਤੂੰ ਕਿਵੇਂ ਆਖ ਸਕਦੀ ਹੈ, ਮੈਂ ਭਰਿਸ਼ਟ ਨਹੀਂ ਹੋਈ, ਮੈਂ ਬਆਲਾਂ ਦੇ ਪਿੱਛੇ ਨਹੀਂ ਗਈ? ਵਾਦੀ ਵਿੱਚ ਆਪਣੇ ਰਾਹ ਨੂੰ ਵੇਖ, ਜਾਣ ਲੈ ਕਿ ਤੂੰ ਕੀ ਕੁਝ ਕੀਤਾ ਹੈ, ਤੂੰ ਆਪਣਿਆਂ ਰਾਹਾਂ ਵਿੱਚ ਫਿਰਨ ਵਾਲੀ ਇੱਕ ਤੇਜ਼ ਊਠਣੀ ਹੈਂ!
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 24] ਇੱਕ ਜੰਗਲੀ ਗਧੀ ਜਿਹੜੀ ਉਜਾੜ ਦੀ ਗਿੱਝੀ ਹੋਈ ਹੈ, ਜੋ ਆਪਣੇ ਵੇਗ ਵਿੱਚ ਹਵਾ ਨੂੰ ਸੁੰਘਦੀ ਹੈ, ਉਹ ਦੀ ਮਸਤੀ ਦੇ ਵੇਲੇ ਕੌਣ ਉਹ ਨੂੰ ਡੱਕ ਸਕਦਾ ਹੈ? ਉਹ ਦੇ ਸਾਰੇ ਭਾਲਣ ਵਾਲੇ ਨਹੀਂ ਥੱਕਣਗੇ, ਉਹ ਦੇ ਮਹੀਨੇ ਵਿੱਚ ਉਹ ਉਸ ਨੂੰ ਪਾ ਲੈਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 25] ਤੂੰ ਆਪਣੇ ਪੈਰਾਂ ਨੂੰ ਨੰਗੇ ਹੋਣ ਤੋਂ, ਅਤੇ ਆਪਣੇ ਸੰਘ ਨੂੰ ਖੁਸ਼ਕੀ ਤੋਂ ਬਚਾ। ਪਰ ਤੂੰ ਆਖਿਆ, ਕੁਝ ਆਸ ਨਹੀਂ, ਮੈਂ ਪਰਦੇਸੀਆਂ ਨੂੰ ਪਿਆਰ ਜੋ ਕੀਤਾ, ਮੈਂ ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ ਜਾਂਵਾਂਗੀ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 26] ਜਿਵੇਂ ਚੋਰ ਜਦ ਫੜਿਆ ਗਿਆ ਸ਼ਰਮਿੰਦਾ ਹੁੰਦਾ ਹੈ, ਤਿਵੇਂ ਇਸਰਾਏਲ ਦਾ ਘਰਾਣਾ, ਉਹ, ਉਹਨਾਂ ਦੇ ਪਾਤਸ਼ਾਹ, ਉਹਨਾਂ ਦੇ ਸਰਦਾਰ, ਉਹਨਾਂ ਦੇ ਜਾਜਕ, ਅਤੇ ਉਹਨਾਂ ਦੇ ਨਬੀ ਸ਼ਰਮਿੰਦੇ ਹੋਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 27] ਉਹ ਰੁੱਖ ਨੂੰ ਆਖਦੇ ਹਨ ਤੂੰ ਮੇਰਾ ਪਿਤਾ ਹੈ, ਅਤੇ ਪੱਥਰ ਨੂੰ, ਤੂੰ ਮੈਨੂੰ ਜਣਿਆ! ਉਹਨਾਂ ਨੇ ਆਪਣੀ ਪਿੱਠ ਮੇਰੀ ਵੱਲ ਕੀਤੀ ਅਤੇ ਆਪਣਾ ਮੂੰਹ ਨਹੀਂ, ਪਰ ਬਿਪਤਾ ਦੇ ਵੇਲੇ ਉਹ ਆਖਣਗੇ, ਉੱਠ ਤੇ ਸਾਨੂੰ ਬਚਾ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 28] ਕਿੱਥੇ ਹਨ ਤੇਰੇ ਦੇਵਤੇ, ਜਿਹਨਾਂ ਨੂੰ ਤੂੰ ਆਪਣੇ ਲਈ ਬਣਾਇਆ? ਉਹ ਉੱਠਣ ਜੇ ਉਹ ਤੇਰੀ ਬਿਪਤਾ ਦੇ ਵੇਲੇ ਤੈਨੂੰ ਬਚਾ ਸਕਣ। ਹੇ ਯਹੂਦਾਹ ਜਿੰਨੇ ਕੁ ਤੇਰੇ ਸ਼ਹਿਰ ਹਨ, ਓਨ੍ਹੇ ਤੇਰੇ ਦੇਵਤੇ ਹਨ!
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 29] ਤੁਸੀਂ ਕਿਉਂ ਮੇਰੇ ਨਾਲ ਝਗੜੋਗੇ? ਤੁਸੀਂ ਸਭ ਦੇ ਸਭ ਮੇਰੇ ਅਪਰਾਧੀ ਹੋ ਗਏ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 30] ਮੈਂ ਐਂਵੇਂ ਕਿਵੇਂ ਤੇਰੇ ਪੁੱਤਰਾਂ ਨੂੰ ਮਾਰਿਆ, ਉਹਨਾਂ ਨਾ ਮੰਨਿਆ, ਤੁਸੀਂ ਆਪਣੀ ਤਲਵਾਰ ਨਬੀਆਂ ਨੂੰ ਮਾਰਿਆ ਜਿਵੇਂ ਹੜੱਪ ਕਰਨ ਵਾਲਾ ਬੱਬਰ ਸ਼ੇਰ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 31] ਓਏ ਤੁਸੀਂ ਜਿਹੜੇ ਇਸ ਪੀੜ੍ਹੀ ਦੇ ਹੋ, ਯਹੋਵਾਹ ਦੇ ਬਚਨ ਦਾ ਧਿਆਨ ਕਰੋ। ਕੀ ਮੈਂ ਇਸਰਾਏਲ ਲਈ ਉਜਾੜ, ਜਾਂ ਗੂੜ੍ਹੇ ਅਨ੍ਹੇਰ ਦੀ ਧਰਤੀ ਹੋਇਆ ਹਾਂ? ਤਦ ਮੇਰੀ ਪਰਜਾ ਕਿਉਂ ਆਖਦੀ ਹੈ, ਅਸੀਂ ਤਾਂ ਅਜ਼ਾਦ ਹਾਂ, ਅਸੀਂ ਫਿਰ ਤੇਰੇ ਕੋਲ ਨਾ ਆਵਾਂਗੇ?
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 32] ਕੀ ਕੋਈ ਕੁਆਰੀ ਆਪਣੇ ਗਹਿਣੇ, ਜਾਂ ਲਾੜੀ ਆਪਣਾ ਸ਼ਿੰਗਾਰ ਭੁੱਲ ਸਕਦੀ ਹੈ? ਪਰ ਮੇਰੀ ਪਰਜਾ ਨੇ ਅਣਗਿਣਤ ਦਿਨਾਂ ਤੋਂ ਮੈਨੂੰ ਭੁਲਾ ਛੱਡਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 33] ਤੂੰ ਕਿਵੇਂ ਆਪਣੇ ਪ੍ਰੇਮੀਆਂ ਦੇ ਭਾਲਣ ਲਈ ਆਪਣੇ ਰਾਹ ਸੁਆਰਦੀ ਹੈਂ! ਭਈ ਤੂੰ ਬੁਰੀਆਂ ਔਰਤਾਂ ਨੂੰ ਆਪਣੇ ਰਾਹ ਸਿਖਾਏ ਹਨ!
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 34] ਨਾਲੇ ਤੇਰੇ ਪੱਲੇ ਉੱਤੇ ਬੇਦੋਸ਼ ਕੰਗਾਲਾਂ ਦੀਆਂ ਜਾਨਾਂ ਦਾ ਲਹੂ ਲੱਭਿਆ, ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਸੰਨ੍ਹ ਲਾਉਂਦਿਆਂ ਨਹੀਂ ਦੇਖਿਆ, ਪਰ ਇਹਨਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੇ ਹੁੰਦਿਆਂ,
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 35] ਤੂੰ ਆਖਦੀ ਹੈ, ਮੈਂ ਬੇਦੋਸ਼ ਹਾਂ! ਸੱਚ-ਮੁੱਚ ਉਸ ਦਾ ਕ੍ਰੋਧ ਮੈਥੋਂ ਟਲ ਗਿਆ ਹੈ। ਕਿਉਂਕਿ ਤੂੰ ਆਖਿਆ, ਮੈਂ ਪਾਪ ਨਹੀਂ ਕੀਤਾ
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 36] ਤੂੰ ਆਪਣਾ ਰਾਹ ਬਦਲਣ ਲਈ ਕਿਉਂ ਬਹੁਤ ਬੇਚੈਨ ਫਿਰਦੀ ਹੈਂ? ਤੂੰ ਮਿਸਰ ਤੋਂ ਵੀ ਲੱਜਿਆਵਾਨ ਹੋਵੇਂਗੀ, ਜਿਵੇਂ ਅੱਸ਼ੂਰ ਤੋਂ ਲੱਜਿਆਵਾਨ ਹੋਈ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 2 | Verse 37] ਉੱਥੋਂ ਵੀ ਤੂੰ ਸਿਰ ਉੱਤੇ ਆਪਣੇ ਹੱਥ ਰੱਖ ਕੇ ਨਿੱਕਲੇਗੀ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਉਹਨਾਂ ਨੂੰ ਰੱਦ ਦਿੱਤਾ, ਜਿਹਨਾਂ ਉੱਤੇ ਤੂੰ ਭਰੋਸਾ ਕੀਤਾ, ਤੂੰ ਉਹਨਾਂ ਨਾਲ ਸਫ਼ਲ ਨਾ ਹੋਵੇਗੀ।
