[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 1] ਉਹ ਬਚਨ ਜਿਹੜਾ ਯਹੋਵਾਹ ਬਾਬਲ ਲਈ ਕਸਦੀਆਂ ਦੇ ਦੇਸ ਦੇ ਬਾਰੇ ਯਿਰਮਿਯਾਹ ਨਬੀ ਦੇ ਰਾਹੀਂ ਬੋਲਿਆ, -
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 12] ਤੁਹਾਡੀ ਮਾਂ ਬਹੁਤ ਸ਼ਰਮਿੰਦੀ ਹੋਵੇਗੀ, ਜਿਸ ਤੁਹਾਨੂੰ ਜਣਿਆ ਉਹ ਬੇਪਤ ਹੋਵੇਗੀ, ਵੇਖੋ, ਉਹ ਕੌਮਾਂ ਵਿੱਚ ਨੀਚ ਹੋਵੇਗੀ, ਸੁੱਕੀ ਉਜਾੜ ਅਤੇ ਥਲ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 13] ਯਹੋਵਾਹ ਦੇ ਕੋਪ ਦੇ ਕਾਰਨ ਉਹ ਨਾ ਵਸਾਈ ਜਾਵੇਗੀ, ਪਰ ਉਹ ਉੱਕੀ ਵਿਰਾਨ ਕੀਤੀ ਜਾਵੇਗੀ, ਹਰੇਕ ਜਿਹੜਾ ਬਾਬਲ ਦੇ ਕੋਲੋਂ ਦੀ ਲੰਘੇਗਾ ਹੈਰਾਨ ਹੋਵੇਗਾ, ਉਹ ਦੀਆਂ ਸਾਰੀਆਂ ਬਵਾਂ ਦੇ ਕਾਰਨ ਉਹ ਨੱਕ ਚੜ੍ਹਾਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 14] ਤੁਸੀਂ ਬਾਬਲ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਆਪਣੀਆਂ ਪਾਲਾਂ ਬੰਨ੍ਹੋ, ਤੁਸੀਂ ਸਾਰੇ ਜਿਹੜੇ ਧਣੁੱਖ ਚਲਾਉਂਦੇ ਹੋ, ਉਹ ਦੇ ਉੱਤੇ ਚਲਾਓ ਅਤੇ ਤੀਰਾਂ ਦਾ ਸਰਫ਼ਾ ਨਾ ਕਰੋ, ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਯਹੋਵਾਹ ਦਾ ਪਾਪ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 15] ਉਹ ਦੇ ਵਿਰੁੱਧ ਆਲਿਓਂ-ਦੁਆਲਿਓਂ ਲਲਕਾਰੋ, ਉਸ ਨੇ ਹਾਰ ਮੰਨੀ, ਉਹ ਦੀਆਂ ਨੀਹਾਂ ਡਿੱਗ ਪਾਈਆਂ, ਉਹ ਦੀ ਸ਼ਹਿਰਪਨਾਹ ਢਾਹੀ ਗਈ, ਕਿਉਂ ਜੋ ਇਹ ਯਹੋਵਾਹ ਦਾ ਬਦਲਾ ਹੈ। ਉਸ ਤੋਂ ਬਦਲਾ ਲਓ, ਜਿਵੇਂ ਉਸ ਕੀਤਾ, ਉਸ ਦੇ ਨਾਲ ਕਰੋ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 16] ਬਾਬਲ ਵਿੱਚੋਂ ਬੀਜਣ ਵਾਲੇ ਨੂੰ, ਅਤੇ ਫਸਲ ਦੇ ਵੇਲੇ ਦਾਤੀ ਫੜਨ ਵਾਲੇ ਨੂੰ ਵੱਢ ਸੁੱਟੋ! ਸਤਾਉਣ ਵਾਲੇ ਦੀ ਤਲਵਾਰ ਦੇ ਕਾਰਨ, ਹਰੇਕ ਆਪਣੇ ਲੋਕਾਂ ਵੱਲ ਮੁੜੇਗਾ, ਹਰੇਕ ਆਪਣੇ ਦੇਸ ਵੱਲ ਨੱਠੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 17] ਇਸਰਾਏਲ ਇੱਕ ਭਟਕੀ ਹੋਈ ਭੇਡ ਹੈ ਜਿਹ ਨੂੰ ਬੱਬਰ ਸ਼ੇਰਾਂ ਨੇ ਧੱਕ ਦਿੱਤਾ ਹੈ। ਪਹਿਲਾਂ ਉਹ ਨੂੰ ਅੱਸ਼ੂਰ ਦੇ ਰਾਜਾ ਨੇ ਖਾਧਾ ਅਤੇ ਓੜਕ ਨੂੰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਉਹ ਦੀਆਂ ਹੱਡੀਆਂ ਚੱਬ ਗਿਆ ਹੈ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 18] ਇਸ ਲਈ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਵੇਖੋ, ਮੈਂ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੂੰ ਅਤੇ ਉਸ ਦੇ ਦੇਸ ਨੂੰ ਸਜ਼ਾ ਦਿਆਂਗਾ ਜਿਵੇਂ ਮੈਂ ਅੱਸ਼ੂਰ ਦੇ ਰਾਜਾ ਨੂੰ ਸਜ਼ਾ ਦਿੱਤੀ ਹੈ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 19] ਮੈਂ ਇਸਰਾਏਲ ਨੂੰ ਉਹ ਦੀ ਚਰਾਂਦ ਵਿੱਚ ਮੋੜ ਲਿਆਵਾਂਗਾ। ਉਹ ਕਰਮਲ ਅਤੇ ਬਾਸ਼ਾਨ ਵਿੱਚ ਚੁੱਗੇਗਾ ਅਤੇ ਇਫ਼ਰਾਈਮ ਅਤੇ ਗਿਲਆਦ ਦੇ ਪਰਬਤ ਉੱਤੇ ਉਹ ਦੀ ਜਾਨ ਰੱਜ ਜਾਵੇਗੀ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 20] ਉਹਨਾਂ ਦਿਨਾਂ ਵਿੱਚ ਅਤੇ ਉਸ ਵੇਲੇ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਇਸਰਾਏਲ ਦੀ ਬਦੀ ਭਾਲੀ ਜਾਵੇਗੀ ਪਰ ਹੋਵੇਗੀ ਨਹੀਂ ਅਤੇ ਯਹੂਦਾਹ ਦੇ ਪਾਪ, ਪਰ ਪਾਏ ਨਾ ਜਾਣਗੇ। ਜਿਹਨਾਂ ਨੂੰ ਮੈਂ ਬਾਕੀ ਰੱਖਾਂਗਾ ਉਹਨਾਂ ਨੂੰ ਮਾਫ਼ ਕਰਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 21] ਮਰਾਥਇਮ ਦੇ ਦੇਸ ਉੱਤੇ ਚੜ੍ਹ ਜਾ, ਅਤੇ ਪਕੋਦ ਦੇ ਵਾਸੀਆਂ ਦੇ ਵਿਰੁੱਧ, ਉਹਨਾਂ ਨੂੰ ਵਿਰਾਨ ਕਰ ਅਤੇ ਉਹਨਾਂ ਦੇ ਪਿੱਛੇ ਪੈ ਕੇ ਉਹਨਾਂ ਦਾ ਸੱਤਿਆਨਾਸ ਕਰ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਉਹ ਸਭ ਕੁਝ ਕਰ ਜਿਹ ਦਾ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 22] ਦੇਸ ਵਿੱਚ ਲੜਾਈ ਦੀ ਅਵਾਜ਼ ਹੈ, ਅਤੇ ਵੱਡੇ ਭੰਨ ਤੋੜ ਦੀ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 23] ਸਾਰੀ ਧਰਤੀ ਦਾ ਹਥੌੜਾ ਕਿਵੇਂ ਕੱਟਿਆ ਗਿਆ ਅਤੇ ਭੰਨਿਆ ਗਿਆ! ਬਾਬਲ ਕੌਮਾਂ ਦੇ ਵਿੱਚ ਵਿਰਾਨ ਕਿਵੇਂ ਹੋ ਗਿਆ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 24] ਹੇ ਬਾਬਲ, ਮੈਂ ਤੇਰੇ ਲਈ ਫਾਹੀ ਲਾਈ ਅਤੇ ਤੂੰ ਫੜਿਆ ਗਿਆ, ਤੂੰ ਨਾ ਜਾਣਿਆ, ਤੂੰ ਲੱਭ ਪਿਆ ਅਤੇ ਫੜਿਆ ਵੀ ਗਿਆ, ਕਿਉਂ ਜੋ ਤੂੰ ਯਹੋਵਾਹ ਨਾਲ ਝਗੜਾ ਕੀਤਾ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 25] ਯਹੋਵਾਹ ਨੇ ਆਪਣਾ ਸ਼ਸਤਰ-ਖ਼ਾਨਾ ਖੋਲ੍ਹਿਆ ਹੈ, ਨਾਲੇ ਆਪਣੇ ਗਜ਼ਬ ਦੇ ਹਥਿਆਰਾਂ ਨੂੰ ਬਾਹਰ ਕੱਢਿਆ ਹੈ, ਕਿਉਂ ਜੋ ਸੈਨਾਂ ਦੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਨੇ ਕਸਦੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਇੱਕ ਕੰਮ ਕਰਨਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 26] ਹਰ ਪਾਸਿਓਂ ਉਹ ਦੇ ਵਿਰੁੱਧ ਆਓ, ਉਹ ਦੇ ਖੱਤਿਆਂ ਨੂੰ ਖੋਲ੍ਹੋ ਅੰਨ ਦੀਆਂ ਢੇਰੀਆਂ ਵਾਂਗੂੰ ਉਹ ਦੀਆਂ ਢੇਰੀਆਂ ਲਾ ਦਿਓ, ਉਹ ਦਾ ਸੱਤਿਆਨਾਸ ਕਰ ਦਿਓ, ਉਹ ਦਾ ਕੁਝ ਬਾਕੀ ਨਾ ਰਹੇ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 27] ਉਹ ਦੇ ਸਾਰੇ ਬਲ਼ਦਾਂ ਨੂੰ ਕੱਟ ਸੁੱਟੋ, ਉਹਨਾਂ ਨੂੰ ਵੱਢੇ ਜਾਣ ਲਈ ਹੇਠਾਂ ਜਾਣ ਦਿਓ, ਉਹਨਾਂ ਉੱਤੇ ਅਫ਼ਸੋਸ, ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਦਾ ਦਿਨ ਆ ਗਿਆ, ਉਹਨਾਂ ਦੀ ਸਜ਼ਾ ਦਾ ਵੇਲਾ!।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 28] ਬਾਬਲ ਦੇ ਦੇਸ ਵਿੱਚੋਂ ਨੱਠਣ ਵਾਲਿਆਂ ਅਤੇ ਬਚਣ ਵਾਲਿਆਂ ਦੀ ਅਵਾਜ਼ ਹੈ ਭਈ ਉਹ ਸੀਯੋਨ ਵਿੱਚ ਯਹੋਵਾਹ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਦਲਾ, ਉਹ ਦੀ ਹੈਕਲ ਦਾ ਬਦਲਾ ਦੱਸਣ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 29] ਧਣੁੱਖ ਦੇ ਘਾਗਾਂ ਨੂੰ ਸਾਰੇ ਜਿਹੜੇ ਧਣੁੱਖ ਝੁਕਾਉਂਦੇ ਹਨ ਬਾਬਲ ਦੇ ਵਿਰੁੱਧ ਬੁਲਾ ਲਓ। ਉਹ ਉਸ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਤੰਬੂ ਲਾਉਣ, ਕੋਈ ਨਾ ਹੋਵੇ ਜਿਹੜਾ ਬਚ ਜਾਵੇ! ਉਸ ਦੇ ਕੰਮ ਦਾ ਵੱਟਾ ਉਸ ਨੂੰ ਦਿਓ। ਉਹ ਦੇ ਅਨੁਸਾਰ ਜੋ ਉਸ ਨੇ ਕੀਤਾ ਉਸ ਦੇ ਨਾਲ ਕਰੋ ਕਿਉਂ ਜੋ ਉਸ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਹੰਕਾਰ ਕੀਤਾ, ਇਸਰਾਏਲ ਦੇ ਪਵਿੱਤਰ ਪੁਰਖ ਦੇ ਵਿਰੁੱਧ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 30] ਇਸ ਲਈ ਉਸ ਦੇ ਚੁਗਵੇਂ ਉਸ ਦੇ ਚੌਂਕਾਂ ਵਿੱਚ ਡਿੱਗਣਗੇ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਯੋਧੇ ਉਸ ਦਿਨ ਨਾਸ ਹੋ ਜਾਣਗੇ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 31] ਵੇਖ, ਹੇ ਹੰਕਾਰੀ, ਮੈਂ ਤੇਰੇ ਵਿਰੁੱਧ ਹਾਂ, ਸੈਨਾਂ ਦੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਕਿਉਂ ਜੋ ਤੇਰਾ ਦਿਨ ਆ ਗਿਆ, ਤੇਰੀ ਸਜ਼ਾ ਦਾ ਸਮਾਂ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 32] ਹੰਕਾਰੀ ਠੇਡਾ ਖਾਵੇਗਾ ਅਤੇ ਡਿੱਗ ਪਵੇਗਾ, ਉਹ ਨੂੰ ਕੋਈ ਨਾ ਉਠਾਵੇਗਾ, ਮੈਂ ਉਹ ਦੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਅੱਗ ਬਾਲਾਂਗਾ, ਉਹ ਉਸ ਦਾ ਸਾਰਾ ਆਲਾ-ਦੁਆਲਾ ਭੱਖ ਲਵੇਗੀ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 33] ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਕਿ ਇਸਰਾਏਲੀਆਂ ਅਤੇ ਯਹੂਦੀਆਂ ਉੱਤੇ ਇਕੱਠਾ ਅਨ੍ਹੇਰ ਹੋਇਆ ਹੈ ਅਤੇ ਉਹ ਸਾਰੇ ਜਿਹਨਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਗ਼ੁਲਾਮ ਕੀਤਾ ਹੈ ਉਹਨਾਂ ਨੂੰ ਫੜੀ ਬੈਠੇ ਹਨ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਛੱਡਣ ਤੋਂ ਮੁੱਕਰਦੇ ਹਨ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 34] ਉਹਨਾਂ ਦਾ ਛੁਟਕਾਰਾ ਦੇਣ ਵਾਲਾ ਤਕੜਾ ਹੈ, ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਉਸ ਦਾ ਨਾਮ ਹੈ, ਉਹ ਜ਼ਰੂਰ ਉਹਨਾਂ ਦਾ ਮੁਕੱਦਮਾ ਲੜੇਗਾ ਤਾਂ ਜੋ ਉਹ ਦੇਸ ਨੂੰ ਆਰਾਮ ਦੇਵੇ ਪਰ ਬਾਬਲ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਹੈਰਾਨ ਕਰੇ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 35] ਕਸਦੀਆਂ ਉੱਤੇ ਤਲਵਾਰ ਹੈ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਅਤੇ ਬਾਬਲ ਦੇ ਵਾਸੀਆਂ ਉੱਤੇ ਵੀ, ਨਾਲੇ ਉਸ ਦੇ ਸਰਦਾਰਾਂ ਅਤੇ ਬੁੱਧਵਾਨਾਂ ਉੱਤੇ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 36] ਬੜਬੋਲਿਆਂ ਉੱਤੇ ਤਲਵਾਰ ਹੈ, ਕਿ ਉਹ ਮੂਰਖ ਹੋ ਜਾਣ! ਉਹ ਦੇ ਸੂਰਮਿਆਂ ਉੱਤੇ ਤਲਵਾਰ ਹੈ, ਕਿ ਉਹ ਘਬਰਾ ਜਾਣ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 37] ਉਹ ਦੇ ਘੋੜਿਆਂ ਅਤੇ ਰੱਥਾਂ ਉੱਤੇ ਤਲਵਾਰ ਹੈ, ਉਹਨਾਂ ਸਾਰੀਆਂ ਰਲਿਆਂ-ਮਿਲਿਆਂ ਉੱਤੇ ਜਿਹੜੇ ਉਹ ਦੇ ਵਿੱਚ ਹਨ, ਭਈ ਉਹ ਔਰਤਾਂ ਵਰਗੇ ਹੋ ਜਾਣ! ਉਹ ਦੇ ਸਾਰੇ ਖ਼ਜ਼ਾਨਿਆਂ ਉੱਤੇ ਤਲਵਾਰ ਹੈ, ਭਈ ਉਹ ਲੁੱਟ ਦਾ ਮਾਲ ਹੋਣ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 38] ਉਹ ਦੇ ਪਾਣੀਆਂ ਉੱਤੇ ਔੜ ਹੈ, ਕਿ ਉਹ ਸੁੱਕ ਜਾਣ! ਕਿਉਂ ਜੋ ਇਹ ਘੜ੍ਹੀਆਂ ਹੋਈਆਂ ਮੂਰਤਾਂ ਦਾ ਦੇਸ ਹੈ, ਉਹ ਬੁੱਤਾਂ ਉੱਤੇ ਪਾਗਲ ਹੋਏ ਪਏ ਹਨ!।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 39] ਇਸ ਲਈ ਜੰਗਲੀ ਜਾਨਵਰ ਅਤੇ ਗਿੱਦੜ ਉੱਥੇ ਵੱਸਣਗੇ ਅਤੇ ਸ਼ੁਤਰਮੁਰਗ ਉਸ ਦੇ ਵਿੱਚ ਵੱਸੋਂ ਕਰਨਗੇ, ਉਹ ਸਦਾ ਤੱਕ ਫਿਰ ਨਾ ਵਸਾਇਆ ਜਾਵੇਗਾ ਅਤੇ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਉਸ ਦੇ ਵਿੱਚ ਕੋਈ ਨਾ ਵੱਸੇਗਾ
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 40] ਜਿਵੇਂ ਹੋਇਆ ਜਦ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸਦੂਮ ਅਤੇ ਅਮੂਰਾਹ ਅਤੇ ਉਹ ਦੇ ਵਾਸਾਂ ਨੂੰ ਉਲਟਾ ਦਿੱਤਾ, ਸੋ ਉਸ ਦੇ ਵਿੱਚ ਕੋਈ ਮਨੁੱਖ ਨਹੀਂ ਵੱਸੇਗਾ, ਨਾ ਕੋਈ ਆਦਮ ਵੰਸ਼ ਉਸ ਦੇ ਵਿੱਚ ਟਿਕੇਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 41] ਵੇਖੋ, ਉੱਤਰ ਵੱਲੋਂ ਇੱਕ ਉੱਮਤ ਆਉਂਦੀ ਹੈ, ਇੱਕ ਵੱਡੀ ਕੌਮ ਅਤੇ ਬਹੁਤੇ ਰਾਜੇ, ਧਰਤੀ ਦੀਆਂ ਹੱਦਾਂ ਤੋਂ ਉਹ ਉਕਸਾਏ ਗਏ ਹਨ।
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 42] ਉਹਨਾਂ ਧਣੁੱਖ ਅਤੇ ਭਾਲਾ ਫੜਿਆ ਹੈ, ਉਹ ਜ਼ਾਲਮ ਹਨ, ਉਹਨਾਂ ਵਿੱਚ ਰਹਮ ਨਹੀਂ, ਉਹਨਾਂ ਦੀ ਅਵਾਜ਼ ਸਮੁੰਦਰ ਵਾਂਗੂੰ ਗੱਜਦੀ ਹੈ, ਉਹ ਘੋੜਿਆਂ ਉੱਤੇ ਸਵਾਰ ਹਨ, ਉਹ ਜੰਗੀ ਮਨੁੱਖਾਂ ਵਾਂਗੂੰ ਪਾਲਾਂ ਬੰਨ੍ਹਦੇ ਹਨ, ਹੇ ਬਾਬਲ ਦੀਏ ਧੀਏ, ਤੇਰੇ ਵਿਰੁੱਧ!
[IRV | PA | OT | Jeremiah | Chapter 50 | Verse 43] ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੇ ਉਹਨਾਂ ਦੀ ਅਵਾਈ ਸੁਣੀ, ਉਹ ਦੇ ਹੱਥ ਢਿੱਲੇ ਪੈ ਗਏ, ਦੁੱਖ ਨੇ ਉਹ ਨੂੰ ਆ ਫੜਿਆ, ਉਹ ਨੂੰ ਜਣਨ ਵਾਲੀ ਔਰਤ ਵਾਂਗੂੰ ਪੀੜਾਂ ਲੱਗੀਆਂ ਹਨ।
