[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 1] ਹੇ ਇਸਰਾਏਲ, ਜੇ ਤੂੰ ਮੁੜੇਂ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਤਾਂ ਤੂੰ ਮੇਰੀ ਵੱਲ ਮੁੜੇਂਗਾ। ਜੇ ਤੂੰ ਆਪਣੀਆਂ ਘਿਣਾਉਣੀਆਂ ਚੀਜ਼ਾਂ ਨੂੰ ਮੇਰੇ ਅੱਗੋਂ ਦੂਰ ਕਰੇਂ, ਜੇ ਤੂੰ ਅਵਾਰਾ ਨਾ ਫਿਰੇਂ,
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 21] ਮੈਂ ਕਦ ਤੱਕ ਇਹ ਝੰਡਾ ਵੇਖਾਂਗਾ, ਅਤੇ ਤੁਰ੍ਹੀ ਦੀ ਅਵਾਜ਼ ਸੁਣਾਂਗਾ?
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 22] ਮੇਰੀ ਪਰਜਾ ਤਾਂ ਮੂਰਖ ਹੈ, ਉਹ ਮੈਨੂੰ ਨਹੀਂ ਜਾਣਦੀ। ਉਹ ਮੂਰਖ ਬੱਚੇ ਹਨ, ਉਹਨਾਂ ਨੂੰ ਕੋਈ ਸਮਝ ਨਹੀਂ। ਉਹ ਬੁਰਿਆਈ ਕਰਨ ਵਿੱਚ ਬੁੱਧਵਾਨ ਹਨ, ਪਰ ਉਹ ਨੇਕੀ ਕਰਨੀ ਨਹੀਂ ਜਾਣਦੇ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 23] ਮੈਂ ਧਰਤੀ ਨੂੰ ਦੇਖਿਆ ਅਤੇ ਵੇਖੋ, ਉਹ ਬੇਡੌਲ ਅਤੇ ਸੁੰਨੀ ਸੀ, ਅਤੇ ਅਕਾਸ਼ਾਂ ਵੱਲ ਅਤੇ ਉਹਨਾਂ ਵਿੱਚ ਚਾਨਣ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 24] ਮੈਂ ਪਹਾੜਾਂ ਨੂੰ ਦੇਖਿਆ ਅਤੇ ਵੇਖੋ, ਉਹ ਕੰਬ ਰਹੇ ਸਨ, ਅਤੇ ਸਾਰੇ ਟਿੱਲੇ ਅੱਗੇ ਪਿੱਛੇ ਹੋ ਜਾਂਦੇ ਸਨ!
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 25] ਮੈਂ ਦੇਖਿਆ ਅਤੇ ਵੇਖੋ, ਕੋਈ ਆਦਮੀ ਨਹੀਂ ਸੀ, ਅਤੇ ਅਕਾਸ਼ ਦੇ ਸਾਰੇ ਪੰਛੀ ਉੱਡ ਗਏ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 26] ਮੈਂ ਦੇਖਿਆ ਅਤੇ ਵੇਖੋ, ਉਹ ਦਾ ਮੇਵੇਦਾਰ ਮੈਦਾਨ ਉਜਾੜ ਹੋ ਗਿਆ, ਉਹ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰ ਯਹੋਵਾਹ ਅੱਗੇ, ਉਹ ਦੇ ਡਾਢੇ ਕ੍ਰੋਧ ਦੇ ਅੱਗੇ ਬਰਬਾਦ ਹੋ ਗਏ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 27] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਸਾਰੀ ਧਰਤੀ ਵਿਰਾਨ ਹੋ ਜਾਵੇਗੀ, ਤਾਂ ਵੀ ਮੈਂ ਉਹ ਨੂੰ ਉੱਕਾ ਹੀ ਨਹੀਂ ਮੁਕਾਵਾਂਗਾ!
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 28] ਇਸ ਉੱਤੇ ਧਰਤੀ ਸੋਗ ਕਰੇਗੀ ਅਤੇ ਅਕਾਸ਼ ਕਾਲੇ ਹੋ ਜਾਣਗੇ, ਕਿਉਂ ਜੋ ਮੈਂ ਇਸ ਉੱਤੇ ਬੋਲ ਚੁੱਕਿਆ ਹਾਂ, ਮੈਂ ਇਹ ਠਾਣਿਆ ਹੈ, ਮੈਂ ਨਾ ਹੀ ਗਰੰਜ ਹੋਵਾਂਗਾ ਨਾ ਹੀ ਇਸ ਤੋਂ ਮੁੜਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 29] ਘੋੜ ਚੜ੍ਹੇ ਅਤੇ ਤੀਰ-ਅੰਦਾਜ਼ ਦੀ ਅਵਾਜ਼ ਨਾਲ, ਹਰੇਕ ਸ਼ਹਿਰ ਨੱਠ ਜਾਂਦਾ ਹੈ। ਉਹ ਝੰਗੀ ਵਿੱਚ ਵੜਦੇ ਅਤੇ ਚਟਾਨਾਂ ਉੱਤੇ ਚੜ੍ਹ ਜਾਂਦੇ ਹਨ। ਹਰੇਕ ਸ਼ਹਿਰ ਛੱਡਿਆ ਜਾਂਦਾ ਹੈ, ਅਤੇ ਕੋਈ ਮਨੁੱਖ ਉਹਨਾਂ ਵਿੱਚ ਨਹੀਂ ਵੱਸਦਾ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 30] ਹੇ ਉਜਾੜਨ ਵਾਲੀਏ, ਤੂੰ ਕੀ ਕਰਦੀ ਹੈਂ? ਭਾਵੇਂ ਤੂੰ ਲਾਲ ਜੋੜਾ ਪਾਵੇਂ, ਭਾਵੇਂ ਤੂੰ ਆਪ ਨੂੰ ਸੋਨੇ ਦੇ ਗਹਿਣਿਆਂ ਦੇ ਨਾਲ ਸਜਾਵੇਂ, ਭਾਵੇਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਸੁਰਮਾ ਪਾਵੇਂ, ਤੂੰ ਵਿਅਰਥ ਆਪਣੇ ਆਪ ਨੂੰ ਸੋਹਣੀ ਬਣਾਉਂਦੀ ਹੈ, ਤੇਰੇ ਪ੍ਰੇਮੀ ਤੈਥੋਂ ਘਿਣ ਕਰਦੇ ਹਨ, ਉਹ ਤੇਰੀ ਜਾਨ ਨੂੰ ਭਾਲਦੇ ਹਨ।
[IRV | PA | OT | Jeremiah | Chapter 4 | Verse 31] ਮੈਂ ਤਾਂ ਉਸ ਔਰਤ ਵਰਗੀ ਇੱਕ ਅਵਾਜ਼ ਸੁਣੀ, ਜਿਹ ਨੂੰ ਜਣਨ ਦੀਆਂ ਪੀੜਾਂ ਹੋਣ, - ਉਹ ਦੇ ਵਰਗੀ ਡਾਢੀ ਪੀੜ ਦੀ ਅਵਾਜ਼, ਜਿਹੜੀ ਆਪਣਾ ਪਹਿਲੌਠਾ ਪੁੱਤਰ ਜਣਦੀ, ਸੀਯੋਨ ਦੀ ਧੀ ਦੀ ਅਵਾਜ਼ ਜਿਹੜੀ ਸਾਹ ਲਈ ਹੌਂਕਦੀ ਹੈ, ਜਿਹੜੀ ਆਪਣੇ ਹੱਥ ਵਧਾਉਂਦੀ ਹੈ, ਹਾਏ ਮੇਰੇ ਉੱਤੇ ਭਈ ਮੇਰੀ ਜਾਨ ਨੂੰ ਖ਼ੂਨੀਆਂ ਅੱਗੇ ਡੋਬ ਪੈ ਗਿਆ!।
