[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 1] ਮੱਤਾਨ ਦੇ ਪੁੱਤਰ ਸ਼ਫਟਯਾਹ, ਪਸ਼ਹੂਰ ਦੇ ਪੁੱਤਰ ਗਦਲਯਾਹ, ਸ਼ਲਮਯਾਹ ਦੇ ਪੁੱਤਰ ਯੂਕਲ ਅਤੇ ਮਲਕੀਯਾਹ ਦੇ ਪੁੱਤਰ ਪਸ਼ਹੂਰ ਨੇ ਉਹ ਗੱਲਾਂ ਜਿਹੜੀਆਂ ਯਿਰਮਿਯਾਹ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਬੋਲਦਾ ਸੀ ਸੁਣੀਆਂ ਕਿ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 12] ਅਬਦ-ਮਲਕ ਕੂਸ਼ੀ ਨੇ ਯਿਰਮਿਯਾਹ ਨੂੰ ਆਖਿਆ, ਇਹਨਾਂ ਚਿੱਥੜਿਆਂ ਅਤੇ ਹੰਢੇ ਹੋਇਆਂ ਲੀੜਿਆਂ ਨੂੰ ਰੱਸੀਆਂ ਦੇ ਹੇਠ ਦੀ ਆਪਣੀਆਂ ਬਗਲਾਂ ਹੇਠ ਰੱਖ। ਸੋ ਯਿਰਮਿਯਾਹ ਨੇ ਉਵੇਂ ਹੀ ਕੀਤਾ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 13] ਤਾਂ ਉਹਨਾਂ ਨੇ ਯਿਰਮਿਯਾਹ ਨੂੰ ਰੱਸੀਆਂ ਨਾਲ ਖਿੱਚਿਆ ਅਤੇ ਭੋਰੇ ਵਿੱਚੋਂ ਉਤਾਹਾਂ ਲਿਆਂਦਾ। ਫਿਰ ਯਿਰਮਿਯਾਹ ਪਹਿਰੇਦਾਰਾਂ ਦੇ ਵੇਹੜੇ ਵਿੱਚ ਰਿਹਾ।
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 14] ਤਾਂ ਸਿਦਕੀਯਾਹ ਰਾਜਾ ਨੇ ਯਿਰਮਿਯਾਹ ਨਬੀ ਕੋਲ ਮਨੁੱਖ ਘੱਲੇ ਅਤੇ ਉਹ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੇ ਤੀਜੇ ਲਾਂਘੇ ਵਿੱਚ ਆਪਣੇ ਕੋਲ ਸਦਵਾਇਆ ਅਤੇ ਰਾਜਾ ਨੇ ਯਿਰਮਿਯਾਹ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਤੈਥੋਂ ਇੱਕ ਗੱਲ ਪੁੱਛਦਾ ਹਾਂ, ਤੂੰ ਮੈਥੋਂ ਕੋਈ ਗੱਲ ਨਾ ਲੁਕਾਈਂ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 15] ਤਾਂ ਯਿਰਮਿਯਾਹ ਨੇ ਸਿਦਕੀਯਾਹ ਨੂੰ ਆਖਿਆ, ਜੇ ਮੈਂ ਤੈਨੂੰ ਦੱਸਾਂ ਤਾਂ ਕੀ ਤੂੰ ਜ਼ਰੂਰ ਮੈਨੂੰ ਨਾ ਮਾਰੇਂਗਾ? ਅਤੇ ਜੇ ਮੈਂ ਤੈਨੂੰ ਸਲਾਹ ਦਿਆਂ ਤਾਂ ਤੂੰ ਮੇਰੀ ਨਾ ਸੁਣੇਂਗਾ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 16] ਤਾਂ ਸਿਦਕੀਯਾਹ ਰਾਜਾ ਨੇ ਪੜਦੇ ਵਿੱਚ ਯਿਰਮਿਯਾਹ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਅਤੇ ਆਖਿਆ, ਜੀਉਂਦੇ ਯਹੋਵਾਹ ਦੀ ਸਹੁੰ, ਜਿਸ ਸਾਡੀਆਂ ਜਾਨਾਂ ਬਣਾਈਆਂ ਹਨ, ਮੈਂ ਤੈਨੂੰ ਨਾ ਮਾਰਾਂਗਾ, ਨਾ ਤੈਨੂੰ ਉਹਨਾਂ ਮਨੁੱਖਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ ਜਿਹੜੇ ਤੇਰੀ ਜਾਨ ਦੇ ਗਾਹਕ ਹਨ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 17] ਤਾਂ ਯਿਰਮਿਯਾਹ ਨੇ ਸਿਦਕੀਯਾਹ ਨੂੰ ਆਖਿਆ, ਯਹੋਵਾਹ ਸੈਨਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਜੇ ਤੂੰ ਸੱਚ-ਮੁੱਚ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਸਰਦਾਰਾਂ ਕੋਲ ਚਲਾ ਜਾਵੇਂ ਤਾਂ ਤੂੰ ਆਪਣੀ ਜਾਣ ਨੂੰ ਜੀਉਂਦਾ ਰੱਖੇਗਾ ਅਤੇ ਇਹ ਸ਼ਹਿਰ ਅੱਗ ਨਾਲ ਸੜਿਆ ਨਾ ਜਾਵੇਗਾ ਅਤੇ ਤੂੰ ਜੀਉਂਦਾ ਰਹੇਗਾ ਅਤੇ ਤੇਰਾ ਘਰਾਣਾ ਵੀ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 18] ਪਰ ਜੇ ਤੂੰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਸਰਦਾਰਾਂ ਕੋਲ ਨਾ ਜਾਵੇਂਗਾ ਤਾਂ ਇਹ ਸ਼ਹਿਰ ਕਸਦੀਆਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿੱਤਾ ਜਾਵੇਗਾ। ਉਹ ਇਸ ਨੂੰ ਅੱਗ ਨਾਲ ਸਾੜ ਸੁੱਟਣਗੇ ਅਤੇ ਤੂੰ ਉਹਨਾਂ ਦੇ ਹੱਥੋਂ ਨਾ ਛੁੱਟੇਗਾ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 19] ਤਾਂ ਸਿਦਕੀਯਾਹ ਰਾਜਾ ਨੇ ਯਿਰਮਿਯਾਹ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਇਹਨਾਂ ਯਹੂਦੀਆਂ ਤੋਂ ਡਰਦਾ ਹਾਂ ਜਿਹੜੇ ਕਸਦੀਆਂ ਨਾਲ ਮਿਲੇ ਹੋਏ ਹਨ, ਮਤੇ ਉਹ ਮੈਨੂੰ ਉਹਨਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦੇ ਦੇਣ ਅਤੇ ਉਹ ਮੈਨੂੰ ਤਾਹਨਾ ਮਾਰਨ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 20] ਯਿਰਮਿਯਾਹ ਨੇ ਆਖਿਆ, ਉਹ ਤੈਨੂੰ ਨਾ ਫੜਾ ਦੇਣਗੇ, ਜ਼ਰਾ ਯਹੋਵਾਹ ਦੀ ਅਵਾਜ਼ ਸੁਣੋ ਜੋ ਮੈਂ ਤੈਨੂੰ ਬੋਲਦਾ ਹਾਂ ਸੋ ਤੇਰਾ ਭਲਾ ਹੋਵੇਗਾ ਅਤੇ ਤੇਰੀ ਜਾਨ ਜੀਉਂਦੀ ਰਹੇਗੀ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 21] ਪਰ ਜੇ ਤੂੰ ਜਾਣ ਤੋਂ ਨਾਂਹ ਕਰੇਂ ਤਾਂ ਇਹ ਉਹ ਬਚਨ ਹੈ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਵਿਖਾਇਆ ਹੈ, -
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 22] ਵੇਖ, ਸਾਰੀਆਂ ਔਰਤਾਂ ਜਿਹੜੀਆਂ ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਦੇ ਮਹਿਲ ਵਿੱਚ ਬਾਕੀ ਰਹਿ ਗਈਆਂ ਹਨ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਸਰਦਾਰਾਂ ਕੋਲ ਲੈ ਜਾਈਆਂ ਜਾਣਗੀਆਂ ਅਤੇ ਉਹ ਆਖਣਗੀਆਂ, - ਤੇਰੇ ਦਿਲੀ ਯਾਰਾਂ ਨੇ ਤੈਨੂੰ ਧੋਖਾ ਦਿੱਤਾ, ਅਤੇ ਤੇਰੇ ਉੱਤੇ ਦਬਾ ਪਾਇਆ। ਹੁਣ ਤੇਰੇ ਪੈਰ ਗਾਰੇ ਵਿੱਚ ਖੁੱਭ ਗਏ ਹਨ, ਉਹ ਤੈਥੋਂ ਮੁੜ ਗਏ ਹਨ।
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 23] ਤੇਰੀਆਂ ਸਾਰੀਆਂ ਰਾਣੀਆਂ ਅਤੇ ਤੇਰੇ ਰਾਜਕੁਮਾਰ ਕਸਦੀਆਂ ਕੋਲ ਪੁਚਾਏ ਜਾਣਗੇ ਅਤੇ ਤੂੰ ਉਹਨਾਂ ਦੇ ਹੱਥੋਂ ਨਾ ਛੁੱਟੇਗਾ ਕਿਉਂ ਜੋ ਤੂੰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਦੇ ਹੱਥੀਂ ਫੜਿਆ ਜਾਵੇਗਾ ਅਤੇ ਇਹ ਸ਼ਹਿਰ ਅੱਗ ਨਾਲ ਸਾੜਿਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 24] ਤਾਂ ਸਿਦਕੀਯਾਹ ਨੇ ਯਿਰਮਿਯਾਹ ਨੂੰ ਆਖਿਆ ਕਿ ਇਹਨਾਂ ਗੱਲਾਂ ਨੂੰ ਕੋਈ ਮਨੁੱਖ ਨਾ ਜਾਣੇ ਅਤੇ ਤੂੰ ਨਾ ਮਰੇਂਗਾ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 25] ਜੇ ਸਰਦਾਰ ਸੁਣਨ ਕਿ ਮੈਂ ਤੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕੀਤੀਆਂ ਹਨ ਅਤੇ ਉਹ ਤੇਰੇ ਕੋਲ ਆਉਣ ਅਤੇ ਤੈਨੂੰ ਆਖਣ ਕਿ ਸਾਨੂੰ ਜ਼ਰਾ ਦੱਸ ਤਾਂ, ਤੂੰ ਰਾਜਾ ਨਾਲ ਕੀ ਗੱਲਾਂ ਕੀਤੀਆਂ ਹਨ? ਸਾਡੇ ਕੋਲੋਂ ਨਾ ਲੁਕਾ, ਅਸੀਂ ਤੈਨੂੰ ਨਾ ਮਰਾਂਗੇ। ਰਾਜਾ ਤੈਨੂੰ ਕੀ ਬੋਲਿਆ ਹੈ?
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 26] ਤਾਂ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖੀਂ ਕਿ ਮੈਂ ਰਾਜਾ ਦੇ ਅੱਗੇ ਆਪਣੀ ਬੇਨਤੀ ਕੀਤੀ ਸੀ ਕਿ ਮੈਨੂੰ ਯੋਨਾਥਾਨ ਦੇ ਘਰ ਨਾ ਮੋੜ ਕੇ ਘੱਲੇ ਭਈ ਮੈਂ ਉੱਥੇ ਮਰ ਨਾ ਜਾਂਵਾਂ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 27] ਤਾਂ ਸਾਰੇ ਸਰਦਾਰ ਯਿਰਮਿਯਾਹ ਕੋਲ ਆਏ ਅਤੇ ਉਹਨਾਂ ਨੇ ਉਸ ਤੋਂ ਪੁੱਛਿਆ ਸੋ ਉਸ ਉਹਨਾਂ ਨੂੰ ਉਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੱਸੀਆਂ ਜਿਵੇਂ ਰਾਜਾ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ। ਉਹ ਉਸ ਦੇ ਕੋਲੋਂ ਚੁੱਪ ਕੀਤੇ ਚੱਲੇ ਗਏ ਕਿਉਂ ਜੋ ਇਹ ਗੱਲ ਸੁਣੀ ਨਾ ਗਈ
[IRV | PA | OT | Jeremiah | Chapter 38 | Verse 28] ਯਰੂਸ਼ਲਮ ਦੇ ਲਏ ਜਾਣ ਦੇ ਦਿਨ ਤੱਕ ਯਿਰਮਿਯਾਹ ਪਹਿਰੇਦਾਰਾਂ ਦੇ ਵੇਹੜੇ ਵਿੱਚ ਟਿਕਿਆ ਰਿਹਾ ਅਤੇ ਜਦ ਯਰੂਸ਼ਲਮ ਲਿਆ ਗਿਆ ਤਾਂ ਉਹ ਉੱਥੇ ਸੀ।
