[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਿਆ ਕਿ ਜਾ ਅਤੇ ਆਪਣੇ ਲਈ ਇੱਕ ਕਤਾਨ ਦਾ ਕਮਰ ਕੱਸਾ ਮੁੱਲ ਲੈ ਅਤੇ ਉਹ ਨੂੰ ਆਪਣੇ ਲੱਕ ਉੱਤੇ ਪਾ ਲੈ ਪਰ ਉਹ ਨੂੰ ਪਾਣੀ ਵਿੱਚ ਨਾ ਭੇਵੀਂ
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 12] ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਇਹ ਗੱਲ ਆਖ, ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ ਭਈ ਸਾਰੇ ਮਟਕੇ ਮਧ ਨਾਲ ਭਰੇ ਜਾਣਗੇ ਅਤੇ ਉਹ ਤੈਨੂੰ ਆਖਣਗੇ, ਕੀ ਅਸੀਂ ਸੱਚ-ਮੁੱਚ ਨਹੀਂ ਜਾਣਿਆ ਕਿ ਸਾਰੇ ਮਟਕੇ ਮਧ ਨਾਲ ਭਰੇ ਜਾਣਗੇ?
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 13] ਤਦ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖ, ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਵੇਖ, ਮੈਂ ਇਸ ਦੇ ਸਾਰੇ ਵਾਸੀਆਂ ਨੂੰ ਅਤੇ ਰਾਜਿਆਂ ਨੂੰ ਜਿਹੜੇ ਦਾਊਦ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠਦੇ ਹਨ, ਜਾਜਕਾਂ ਨੂੰ, ਨਬੀਆਂ ਨੂੰ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਸਾਰੇ ਵਾਸੀਆਂ ਨੂੰ ਨਸ਼ੇ ਨਾਲ ਦਬਾ ਕੇ ਭਰ ਦਿਆਂਗਾ
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 14] ਮੈਂ ਉਹਨਾਂ ਸਾਰਿਆਂ ਨੂੰ ਟਕਰਾ ਦਿਆਂਗਾ, ਮਨੁੱਖ ਨੂੰ ਉਹ ਦੇ ਭਰਾ ਨਾਲ, ਪਿਉ ਨੂੰ ਪੁੱਤਰ ਨਾਲ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਨਾ ਮੈਂ ਤਰਸ ਕਰਾਂਗਾ, ਨਾ ਪੱਖ ਕਰਾਂਗਾ, ਨਾ ਰਹਮ ਕਰਾਂਗਾ ਭਈ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਨਾਸ ਨਾ ਕਰ ਦੇ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 15] ਸੁਣੋ ਅਤੇ ਕੰਨ ਲਾਓ, ਹੰਕਾਰ ਨਾ ਕਰੋ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਬੋਲਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 16] ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਵਡਿਆਈ ਦਿਓ, ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਕਿ ਉਹ ਅਨ੍ਹੇਰਾ ਲਿਆਵੇ, ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਭਈ ਤੁਹਾਡੇ ਪੈਰਾਂ ਨੂੰ ਠੇਡਾ ਲੱਗੇ, ਘੁਸਮੁਸੇ ਦੇ ਪਰਬਤ ਉੱਤੇ, ਜਦ ਤੁਸੀਂ ਚਾਨਣ ਨੂੰ ਉਡੀਕਦੇ ਹੋ, ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਅਨ੍ਹੇਰੇ ਨਾਲ ਬਦਲ ਦੇਵੇ, ਅਤੇ ਉਸ ਨੂੰ ਮੌਤ ਦਾ ਸਾਯਾ ਕਰ ਦੇਵੇ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 17] ਪਰ ਜੇ ਤੁਸੀਂ ਨਾ ਸੁਣੋਗੇ, ਤਾਂ ਤੁਹਾਡੇ ਹੰਕਾਰ ਦੇ ਕਾਰਨ ਮੇਰੀ ਜਾਣ ਪੜਦੇ ਵਿੱਚ ਰੋਵੇਗੀ, ਮੇਰੀਆਂ ਅੱਖਾਂ ਫੁੱਟ-ਫੁੱਟ ਕੇ ਰੋਣਗੀਆਂ ਅਤੇ ਅੱਥਰੂ ਵਗਾਉਣਗੀਆਂ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਇੱਜੜ ਫੜਿਆ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 18] ਰਾਜਾ ਅਤੇ ਰਾਣੀ ਨੂੰ ਆਖ, ਹੇਠਾਂ ਬੈਠੋ! ਕਿਉਂ ਜੋ ਤੁਹਾਡਾ ਸੋਹਣਾ ਮੁਕਟ ਤੁਹਾਡੇ ਸਿਰ ਤੋਂ ਹੇਠਾਂ ਡਿੱਗ ਪਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 19] ਦੱਖਣ ਦੇ ਸ਼ਹਿਰ ਬੰਦ ਹੋ ਗਏ, ਉਹਨਾਂ ਨੂੰ ਖੋਲ੍ਹਣ ਵਾਲਾ ਕੋਈ ਨਹੀਂ, ਯਹੂਦਾਹ ਗ਼ੁਲਾਮ ਹੋ ਗਿਆ, ਸਾਰੇ ਦੇ ਸਾਰੇ ਗ਼ੁਲਾਮ ਹੋ ਗਏ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 20] ਆਪਣੀਆਂ ਅੱਖਾਂ ਚੁੱਕ, ਤੇ ਉੱਤਰ ਵਲੋਂ ਆਉਣ ਵਾਲਿਆ ਨੂੰ ਵੇਖ! ਉਹ ਇੱਜੜ ਕਿੱਥੇ ਹੈ ਜਿਹੜਾ ਤੈਨੂੰ ਦਿੱਤਾ ਗਿਆ ਸੀ? ਹਾਂ, ਤੇਰਾ ਸੋਹਣਾ ਇੱਜੜ?
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 21] ਤੂੰ ਕੀ ਆਖੇਗੀ ਜਦ ਉਹ ਤੇਰੇ ਉੱਤੇ ਆਗੂ ਹੋਣ ਲਈ, ਉਹਨਾਂ ਨੂੰ ਠਹਿਰਾਵੇ ਜਿਹਨਾਂ ਨੂੰ ਤੂੰ ਆਪ ਸਿਖਾਇਆ, ਭਈ ਉਹ ਤੇਰੇ ਯਾਰ ਹੋਣ? ਕੀ ਤੈਨੂੰ ਪੀੜਾਂ ਨਾ ਲੱਗਣਗੀਆਂ? ਜਿਵੇਂ ਔਰਤ ਨੂੰ ਜਣਨ ਦੀਆਂ ਲੱਗਦੀਆਂ ਹਨ?
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 22] ਜੇ ਤੂੰ ਆਪਣੇ ਦਿਲ ਵਿੱਚ ਆਖੇ, ਇਹ ਗੱਲਾਂ ਮੇਰੇ ਉੱਤੇ ਕਿਉਂ ਆਈਆਂ? ਇਹ ਤੇਰੀ ਬਦੀ ਦੇ ਵਾਫ਼ਰ ਹੋਣ ਦੇ ਕਾਰਨ ਹੈ, ਕਿ ਤੇਰਾ ਲਹਿੰਗਾ ਚੁੱਕਿਆ ਗਿਆ, ਅਤੇ ਤੇਰੀਆਂ ਅੱਡੀਆਂ ਉੱਤੇ ਜ਼ੋਰ ਮਾਰਿਆ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 23] ਭਲਾ, ਕੂਸ਼ੀ ਆਪਣੀ ਖੱਲ ਨੂੰ, ਜਾਂ ਚੀਤਾ ਆਪਣੇ ਦਾਗਾਂ ਨੂੰ ਬਦਲ ਸਕਦਾ ਹੈ? ਤਾਂ ਤੂੰ ਵੀ ਭਲਿਆਈ ਕਰ ਸਕਦਾ ਹੈਂ, ਜਿਸ ਨੇ ਬੁਰਿਆਈ ਸਿੱਖੀ ਹੋਈ ਹੈ!
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 24] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਭੋਹ ਵਾਂਗੂੰ ਖਿਲਾਰ ਦਿਆਂਗਾ, ਜਿਹੜਾ ਉਜਾੜ ਦੀ ਹਵਾ ਨਾਲ ਉੱਡਦਾ ਫਿਰਦਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 25] ਇਹ ਤੇਰਾ ਗੁਣਾ ਹੈ, ਮੇਰੇ ਵੱਲੋਂ ਤੇਰਾ ਮਿਣਿਆ ਹੋਇਆ ਭਾਗ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਕਿਉਂ ਜੋ ਤੂੰ ਮੈਨੂੰ ਵਿਸਾਰ ਦਿੱਤਾ, ਅਤੇ ਝੂਠ ਉੱਤੇ ਭਰੋਸਾ ਕੀਤਾ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 26] ਮੈਂ ਵੀ ਤੇਰਾ ਲਹਿੰਗਾ ਤੇਰੇ ਮੂੰਹ ਉੱਤੇ ਚੁੱਕ ਦਿਆਂਗਾ, ਸੋ ਤੇਰੀ ਸ਼ਰਮ ਵੇਖੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Jeremiah | Chapter 13 | Verse 27] ਤੇਰਾ ਵਿਭਚਾਰ, ਤੇਰਾ ਹਿਣਕਣਾ, ਤੇਰੇ ਗੁੰਡੇ ਵਿਭਚਾਰ, ਪੈਲੀਆਂ ਵਿੱਚ, ਟਿੱਬਿਆਂ ਉੱਤੇ, ਇਹ ਤੇਰੇ ਘਿਣਾਉਣੇ ਕੰਮ ਮੈਂ ਵੇਖੇ। ਹੇ ਯਰੂਸ਼ਲਮ, ਹਾਏ ਤੇਰੇ ਉੱਤੇ! ਤੂੰ ਪਾਕ ਸਾਫ਼ ਨਾ ਹੋਵੇਂਗਾ! ਕਿੰਨ੍ਹਾਂ ਸਮਾਂ ਅਜੇ ਹੋਰ ਹੈ?
