[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 1] ਮੋਆਬ ਦੇ ਵਿਖੇ, ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਨਬੋ ਲਈ ਅਫ਼ਸੋਸ! ਉਹ ਵਿਰਾਨ ਜੋ ਹੋ ਗਿਆ, ਕਿਰਯਾਤਾਇਮ ਸ਼ਰਮਿੰਦਾ ਹੋਇਆ, ਉਹ ਲੈ ਗਿਆ, ਉੱਚਾ ਬੁਰਜ ਵੀ ਸ਼ਰਮਿੰਦਾ ਹੋਇਆ ਅਤੇ ਘਬਰਾ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 12] ਇਸ ਲਈ ਵੇਖ, ਉਹ ਦਿਨ ਆਉਂਦੇ ਹਨ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਮੈਂ ਉਸ ਦੇ ਕੋਲ ਉਲੱਦਣ ਵਾਲਿਆਂ ਨੂੰ ਭੇਜਾਂਗਾ। ਉਹ ਉਸ ਦੇ ਭਾਂਡਿਆਂ ਨੂੰ ਉਲੱਦਣਗੇ ਅਤੇ ਸੱਖਣਾ ਕਰਨਗੇ, ਅਤੇ ਮੱਟਾਂ ਨੂੰ ਚੂਰ-ਚੂਰ ਕਰਨਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 13] ਤਾਂ ਮੋਆਬ ਕਮੋਸ਼ ਤੋਂ ਸ਼ਰਮਾਵੇਗਾ, ਜਿਵੇਂ ਇਸਰਾਏਲ ਦਾ ਘਰਾਣਾ ਬੈਤਏਲ ਤੋਂ ਸ਼ਰਮਾਇਆ, ਜਿਹੜਾ ਉਹ ਦਾ ਭਰੋਸਾ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 14] ਤੁਸੀਂ ਕਿਵੇਂ ਆਖਦੇ ਭਈ ਅਸੀਂ ਸੂਰਮੇ ਹਾਂ! ਲੜਾਈ ਲਈ ਫ਼ੌਜੀ ਮਨੁੱਖ ਹਾਂ!
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 15] ਮੋਆਬ ਅਤੇ ਉਸ ਦੇ ਸ਼ਹਿਰਾਂ ਦਾ ਬਰਬਾਦ ਕਰਨ ਵਾਲਾ ਚੜ੍ਹ ਆਇਆ ਹੈ, ਉਸ ਦੇ ਚੁਗਵੇਂ ਜੁਆਨ ਘਾਤ ਹੋਣ ਲਈ ਉਤਰ ਗਏ, ਰਾਜਾ ਦਾ ਵਾਕ ਹੈ ਜਿਹ ਦਾ ਨਾਮ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 16] ਮੋਆਬ ਦਾ ਦੁੱਖ ਨੇੜੇ ਹੈ, ਉਸ ਦੀ ਬਿਪਤਾ ਬਹੁਤ ਛੇਤੀ ਲੱਗੀ ਆਉਂਦੀ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 17] ਤੁਸੀਂ ਸਾਰੇ ਜਿਹੜੇ ਆਲੇ-ਦੁਆਲੇ ਹੋ, ਰੋਵੋ। ਤੁਸੀਂ ਸਾਰੇ ਜਿਹੜੇ ਉਸ ਦਾ ਨਾਮ ਜਾਣਦੇ ਹੋ, ਆਖੋ, ਕਿਵੇਂ ਇਹ ਤਕੜਾ ਢਾਂਗਾ ਟੁੱਟ ਗਿਆ, ਉਹ ਸੋਹਣਾ ਡੰਡਾ!
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 18] ਆਪਣੇ ਪਰਤਾਪ ਤੋਂ ਹੇਠਾਂ ਆ, ਅਤੇ ਤਿਹਾਈ ਬੈਠ, ਹੇ ਦੀਬੋਨ ਦੀਏ ਵਸਨੀਕ ਧੀਏ, - ਕਿਉਂ ਜੋ ਮੋਆਬ ਦਾ ਲੁੱਟਣ ਵਾਲਾ ਤੇਰੇ ਵਿਰੁੱਧ ਚੜ੍ਹਿਆ ਹੈ, ਉਸ ਤੇਰੇ ਗੜ੍ਹਾਂ ਨੂੰ ਬਰਬਾਦ ਕਰ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 19] ਰਾਹ ਉੱਤੇ ਖਲੋ ਅਤੇ ਵੇਖ, ਹੇ ਅਰੋਏਰ ਸ਼ਹਿਰ ਦੇ ਵੱਸਣ ਵਾਲੇ! ਨੱਠੇ ਜਾਂਦੇ ਤੋਂ ਅਤੇ ਬਚੇ ਹੋਏ ਤੋਂ ਪੁੱਛ, ਅਤੇ ਆਖ, ਕੀ ਹੋਇਆ ਹੈ?
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 20] ਮੋਆਬ ਸ਼ਰਮਿੰਦਾ ਹੋਇਆ, ਉਹ ਢਾਹਿਆ ਜੋ ਗਿਆ, - ਤੁਸੀਂ ਰੋਵੋ ਅਤੇ ਚਿੱਲਾਓ! ਅਰਨੋਨ ਨਦੀ ਵਿੱਚ ਦੱਸੋ, ਭਈ ਮੋਆਬ ਲੁੱਟਿਆ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 21] ਪੱਧਰੇ ਦੇਸ ਉੱਤੇ, ਹੋਲੋਨ, ਯਹਾਸ ਅਤੇ ਮੇਫ਼ਾਅਥ ਸ਼ਹਿਰ ਉੱਤੇ ਇਨਸਾਫ਼ ਆਇਆ ਹੈ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 22] ਦੀਬੋਨ ਉੱਤੇ, ਨਬੋ ਉੱਤੇ, ਬੈਤ-ਦਿਬਲਾਤਇਮ ਉੱਤੇ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 23] ਕਿਰਯਾਤਾਇਮ ਉੱਤੇ, ਬੈਤ ਗਾਮੂਲ ਉੱਤੇ ਅਤੇ ਬੈਤ ਮਾਓਨ ਉੱਤੇ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 24] ਕਰੀਯੋਥ ਉੱਤੇ, ਬਾਸਰਾਹ ਉੱਤੇ ਅਤੇ ਮੋਆਬ ਦੇਸ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰਾਂ ਉੱਤੇ ਜਿਹੜੇ ਦੂਰ ਅਤੇ ਨੇੜੇ ਦੇ ਹਨ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 25] ਮੋਆਬ ਦਾ ਸਿੰਗ ਭੰਨਿਆ ਗਿਆ ਅਤੇ ਉਹ ਦੀ ਬਾਂਹ ਤੋੜੀ ਗਈ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 26] ਉਸ ਨੂੰ ਨਸ਼ਈ ਕਰੋ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਵੱਡਾ ਬਣਾਇਆ ਹੈ। ਮੋਆਬ ਆਪਣੀ ਕੈ ਵਿੱਚ ਲੇਟੇਗਾ, ਨਾਲੇ ਉਹ ਹਾਸੇ ਲਈ ਹੋਵੇਗਾ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 27] ਕੀ ਇਸਰਾਏਲ ਤੇਰੇ ਲਈ ਹਾਸਾ ਨਾ ਸੀ? ਕੀ ਉਹ ਚੋਰਾਂ ਵਿੱਚ ਪਾਇਆ ਗਿਆ ਕਿ ਜਦ ਕਦੀਂ ਤੂੰ ਉਹ ਦੀ ਗੱਲ ਕੀਤੀ ਤੂੰ ਆਪਣਾ ਸਿਰ ਹਿਲਾਇਆ?।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 28] ਸ਼ਹਿਰਾਂ ਨੂੰ ਤਿਆਗੋ ਅਤੇ ਚੱਟਾਨ ਵਿੱਚ ਵੱਸੋ, ਹੇ ਮੋਆਬ ਦੇ ਵਾਸੀਓ! ਘੁੱਗੀ ਵਾਂਗੂੰ ਬਣੋ ਜਿਹੜੀ ਗੁਫ਼ਾ ਦੇ ਮੂੰਹ ਦੇ ਇੱਕ ਪਾਸੇ ਵੱਲ ਆਪਣਾ ਆਲ੍ਹਣਾ ਬਣਾਉਂਦੀ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 29] ਅਸੀਂ ਮੋਆਬ ਦਾ ਹੰਕਾਰ ਸੁਣਿਆ, - ਉਹ ਬਹੁਤ ਹੰਕਾਰੀ ਹੈ, - ਉਸ ਦਾ ਘਮੰਡ, ਉਸ ਦਾ ਹੰਕਾਰ, ਉਸ ਦੀ ਹੈਂਕੜੀ, ਅਤੇ ਉਸ ਦੇ ਦਿਲ ਦੀ ਆਕੜ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 30] ਮੈਂ ਉਸ ਦੇ ਕਹਿਰ ਨੂੰ ਜਾਣਦਾ ਹਾਂ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਉਹ ਕੁਝ ਵੀ ਨਹੀਂ ਹੈ, ਉਸ ਦੀ ਸ਼ੇਖੀ ਤੋਂ ਕੁਝ ਨਹੀਂ ਬਣਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 31] ਇਸ ਲਈ ਮੈਂ ਮੋਆਬ ਲਈ ਰੋਵਾਂਗਾ, ਮੈਂ ਸਾਰੇ ਮੋਆਬ ਲਈ ਚਿੱਲਾਵਾਂਗਾ, ਉਹ ਕੀਰ-ਹਰਸ ਦੇ ਮਨੁੱਖਾਂ ਲਈ ਵਿਰਲਾਪ ਕਰਨਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 32] ਯਾਜ਼ੇਰ ਦੇ ਰੋਣ ਨਾਲੋਂ ਮੈਂ ਉਸ ਲਈ ਵੱਧ ਰੋਵਾਂਗਾ, ਹੇ ਸਿਬਮਾਹ ਦੀ ਦਾਖ! ਤੇਰੀਆਂ ਟਹਿਣੀਆਂ ਸਮੁੰਦਰੋਂ ਲੰਘ ਗਈਆਂ ਹਨ, ਉਹ ਯਅਜ਼ੇਰ ਦੇ ਸਮੁੰਦਰ ਤੱਕ ਪੁੱਜ ਗਈਆਂ ਹਨ। ਤੇਰੇ ਗਰਮ ਰੁੱਤ ਦੇ ਮੇਵਿਆਂ ਉੱਤੇ, ਤੇਰੀ ਅੰਗੂਰਾਂ ਦੀ ਫਸਲ ਉੱਤੇ, ਲੁਟੇਰਾ ਆ ਡਿੱਗਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 33] ਅਨੰਦ ਅਤੇ ਮੌਜ ਫਲਦਾਰ ਖੇਤ ਤੋਂ, ਮੋਆਬ ਦੇ ਦੇਸ ਤੋਂ ਚੁੱਕੇ ਗਏ। ਮੈਂ ਚੁਬੱਚਿਆਂ ਤੋਂ ਮੈ ਬੰਦ ਕਰ ਦਿੱਤੀ, ਕੋਈ ਲਲਕਾਰ ਕੇ ਨਾ ਲਤਾੜੇਗਾ, ਉਹਨਾਂ ਦੀ ਲਲਕਾਰ, ਲਲਕਾਰ ਨਾ ਹੋਵੇਗੀ!।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 34] ਹਸ਼ਬੋਨ ਅਲਾਲੇਹ ਤੱਕ ਚਿੱਲਾਉਂਦਾ ਹੈ, ਯਹਸ ਤੱਕ ਉਹਨਾਂ ਦੀ ਅਵਾਜ਼ ਸੋਆਰ ਵਿੱਚੋਂ ਹੋਰੋਨਇਮ ਅਤੇ ਅਗਲਥ-ਸ਼ਲੀਸ਼ੀਯਾਹ ਤੱਕ ਆਉਂਦੀ ਹੈ ਕਿਉਂ ਜੋ ਨਿਮਰੀਮ ਦੇ ਪਾਣੀ ਵੀ ਵਿਰਾਨ ਹੋ ਜਾਣਗੇ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 35] ਮੈਂ ਮੋਆਬ ਵਿੱਚ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਉਹ ਨੂੰ ਜਿਹੜਾ ਉੱਚੇ ਸਥਾਨ ਉੱਤੇ ਬਲੀ ਚੜ੍ਹਾਉਂਦਾ ਹੈ ਅਤੇ ਆਪਣੇ ਦੇਵਤਿਆਂ ਲਈ ਧੂਪ ਧੁਖਾਉਂਦਾ ਹੈ ਮੁਕਾ ਦਿਆਂਗਾ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 36] ਇਸ ਲਈ ਮੇਰਾ ਦਿਲ ਮੋਆਬ ਲਈ ਬੰਸਰੀ ਵਾਂਗੂੰ ਹਡਕੋਰੇ ਲੈਂਦਾ ਅਤੇ ਮੇਰਾ ਦਿਲ ਕੀਰ-ਹਰਸ ਦੇ ਮਨੁੱਖਾਂ ਲਈ ਵੀ ਬੰਸਰੀਆਂ ਵਾਂਗੂੰ ਹਡਕੋਰੇ ਲੈਂਦਾ ਹੈ, ਇਸ ਲਈ ਜਿਹੜਾ ਧਨ ਬਚਤ ਦਾ ਸੀ ਉਹ ਨਾਸ ਹੋ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 37] ਕਿਉਂ ਜੋ ਹਰੇਕ ਸਿਰ ਮੁੰਨਿਆ ਹੈ, ਹਰੇਕ ਦਾੜ੍ਹੀ ਕਤਰੀ ਗਈ ਹੈ, ਹਰੇਕ ਦੇ ਹੱਥ ਵਿੱਚ ਘਾਓ ਲਾਇਆ ਗਿਆ ਹੈ ਅਤੇ ਹਰੇਕ ਲੱਕ ਉੱਤੇ ਤੱਪੜ ਹੈ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 38] ਮੋਆਬ ਦੀਆਂ ਸਾਰੀਆਂ ਛੱਤਾਂ ਉੱਤੇ ਅਤੇ ਉਸ ਦੀਆਂ ਗਲੀਆਂ ਵਿੱਚ ਹਰ ਥਾਂ ਰੋਣਾ-ਪਿੱਟਣਾ ਹੈ ਕਿਉਂ ਜੋ ਮੈਂ ਮੋਆਬ ਨੂੰ ਉਸ ਭਾਂਡੇ ਵਾਂਗੂੰ ਭੰਨ ਸੁੱਟਿਆ ਹੈ ਜਿਹੜਾ ਚੰਗਾ ਨਹੀਂ ਲੱਗਦਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 39] ਇਹ ਕਿਵੇਂ ਢਾਹਿਆ ਗਿਆ, ਉਹਨਾਂ ਸਿਆਪਾ ਕੀਤਾ, ਕਿਵੇਂ ਮੋਆਬ ਨੇ ਸ਼ਰਮ ਨਾਲ ਆਪਣੀ ਪਿੱਠ ਮੋੜੀ ਹੈ! ਮੋਆਬ ਇੱਕ ਹਾਸਾ ਅਤੇ ਆਪਣੇ ਸਾਰੇ ਆਲੇ-ਦੁਆਲੇ ਲਈ ਭੈਅ ਬਣਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 40] ਯਹੋਵਾਹ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਵੇਖੋ, ਉਹ ਉਕਾਬ ਵਾਂਗੂੰ ਉੱਡੇਗਾ, ਮੋਆਬ ਦੇ ਵਿਰੁੱਧ ਆਪਣੇ ਪਰਾਂ ਨੂੰ ਖਿਲਾਰੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 41] ਨਗਰ ਲੈ ਲਏ ਜਾਣਗੇ, ਗੜ੍ਹ ਫੜੇ ਜਾਣਗੇ। ਮੋਆਬ ਦੇ ਸੂਰਮਿਆਂ ਦੇ ਦਿਲ ਉਸ ਦਿਨ ਪੀੜਾਂ ਵਾਲੀ ਦੇ ਦਿਲ ਵਾਂਗੂੰ ਹੋ ਜਾਣਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 42] ਮੋਆਬ ਦਾ ਨਾਸ ਹੋ ਜਾਵੇਗਾ, ਉਹ ਕੌਮ ਨਾ ਰਹੇਗਾ, ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਵੱਡਾ ਬਣਾਇਆ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 43] ਭੋਂ, ਭੋਹਰਾ ਤੇ ਫੰਧਾ ਤੇਰੇ ਉੱਤੇ ਹੋਵੇਗਾ, ਹੇ ਮੋਆਬ ਦੇ ਵਾਸੀ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 44] ਉਹ ਜਿਹੜਾ ਭੋਂ ਤੋਂ ਨੱਠੇਗਾ ਭੋਹਰੇ ਵਿੱਚ ਡਿੱਗੇਗਾ, ਉਹ ਜਿਹੜਾ ਭੋਹਰੇ ਵਿੱਚੋਂ ਉਤਾਹਾਂ ਆਵੇਗਾ, ਫੰਧੇ ਵਿੱਚ ਫਸ ਜਾਵੇਗਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਉਸ ਉੱਤੇ, ਹਾਂ, ਮੋਆਬ ਉੱਤੇ, ਉਹਨਾਂ ਦੀ ਸਜ਼ਾ ਦਾ ਵਰ੍ਹਾ ਲਿਆਵਾਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 45] ਹਸ਼ਬੋਨ ਦੀ ਛਾਂ ਵਿੱਚ, ਬਲਹੀਣ ਭਗੌੜੇ ਖਲੋਤੇ ਹਨ, ਕਿਉਂ ਜੋ ਹਸ਼ਬੋਨ ਤੋਂ ਅੱਗ, ਸੀਹੋਨ ਦੇ ਵਿਚਕਾਰੋਂ ਭਬੂਕਾ ਨਿੱਕਲਿਆ ਹੈ। ਉਹ ਮੋਆਬ ਦੇ ਮੱਥੇ ਨੂੰ ਅਤੇ ਫਸਾਦੀਆਂ ਦੀ ਖੋਪੜੀ ਨੂੰ ਖਾ ਗਿਆ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 46] ਹੇ ਮੋਆਬ, ਤੇਰੇ ਲਈ ਅਫ਼ਸੋਸ! ਕਮੋਸ਼ ਦੇ ਲੋਕ ਨਾਸ ਹੋਏ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਪੁੱਤਰ ਗ਼ੁਲਾਮ ਹੋ ਕੇ ਲਏ ਗਏ, ਤੇਰੀਆਂ ਧੀਆਂ ਵੀ ਗ਼ੁਲਾਮੀ ਵਿੱਚ ਹਨ।
[IRV | PA | OT | Jeremiah | Chapter 48 | Verse 47] ਤਦ ਵੀ ਮੈਂ ਮੋਆਬ ਦੀ ਗ਼ੁਲਾਮੀ ਨੂੰ ਮੁਕਾ ਦਿਆਂਗਾ, ਪਰ ਆਖਰੀ ਦਿਨਾਂ ਵਿੱਚ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ। ਏਥੇ ਤੱਕ ਮੋਆਬ ਦਾ ਨਿਆਂ ਹੈ।
