[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 1] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਵੇਖ, ਮੈਂ ਇੱਕ ਨਾਸ ਕਰਨ ਵਾਲੀ ਹਵਾ ਚਲਾਵਾਂਗਾ, ਬਾਬਲ ਦੇ ਵਿਰੁੱਧ, ਲੇਬ-ਕਾਮਾਈ ਦੇ ਵਿਰੁੱਧ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 20] ਤੂੰ ਮੇਰੇ ਲਈ ਹਥੌੜਾ ਅਤੇ ਲੜਾਈ ਦਾ ਹਥਿਆਰ ਹੈਂ, ਤੇਰੇ ਨਾਲ ਮੈਂ ਕੌਮਾਂ ਨੂੰ ਭੰਨਾਂਗਾ, ਤੇਰੇ ਨਾਲ ਪਾਤਸ਼ਾਹੀਆਂ ਦਾ ਨਾਸ ਕਰਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 21] ਮੈਂ ਤੇਰੇ ਨਾਲ ਘੋੜੇ ਅਤੇ ਉਸ ਦੇ ਸਵਾਰ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਰਥ ਅਤੇ ਸਾਰਥੀ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 22] ਮੈਂ ਤੇਰੇ ਨਾਲ ਮਨੁੱਖ ਅਤੇ ਔਰਤ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਬੁੱਢੇ ਅਤੇ ਜੁਆਨ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ ਮੈਂ ਤੇਰੇ ਨਾਲ ਗੱਭਰੂ ਅਤੇ ਕੁਆਰੀ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 23] ਮੈਂ ਤੇਰੇ ਨਾਲ ਅਯਾਲੀ ਅਤੇ ਉਸ ਦੇ ਇੱਜੜ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਹਾਲ੍ਹੀ ਅਤੇ ਉਸ ਦੀ ਜੋਗ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਸੂਬੇਦਾਰ ਅਤੇ ਰਈਸਾਂ ਨੂੰ ਭੰਨ ਸੁੱਟਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 24] ਮੈਂ ਬਾਬਲ ਅਤੇ ਕਸਦੀਆਂ ਦੇ ਸਾਰੇ ਵਾਸੀਆਂ ਨੂੰ ਉਸ ਸਾਰੀ ਬੁਰਿਆਈ ਦਾ ਜਿਹੜੀ ਉਹਨਾਂ ਸੀਯੋਨ ਵਿੱਚ ਤੁਹਾਡੇ ਵੇਖਦਿਆਂ ਕੀਤੀ ਬਦਲਾ ਦਿਆਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 25] ਵੇਖ, ਹੇ ਨਾਸ ਕਰਨ ਵਾਲੇ ਪਰਬਤ, ਮੈਂ ਤੇਰੇ ਵਿਰੁੱਧ ਹਾਂ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਜਿਸ ਨੇ ਸਾਰੀ ਧਰਤੀ ਨੂੰ ਨਾਸ ਕਰ ਦਿੱਤਾ ਹੈ, ਮੈਂ ਤੇਰੇ ਵਿਰੁੱਧ ਆਪਣੇ ਹੱਥ ਪਸਾਰਾਂਗਾ, ਅਤੇ ਤੈਨੂੰ ਚਟਾਨਾਂ ਵਿੱਚੋਂ ਰੇੜ੍ਹ ਦਿਆਂਗਾ, ਤੈਨੂੰ ਬਲਿਆ ਹੋਇਆ ਪਰਬਤ ਬਣਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 26] ਉਹ ਤੇਰੇ ਵਿੱਚੋਂ ਨਾ ਕੋਈ ਪੱਥਰ ਖੂੰਜੇ ਲਈ, ਨਾ ਕੋਈ ਪੱਥਰ ਨੀਹਾਂ ਲਈ ਲੈਣਗੇ, ਪਰ ਤੂੰ ਸਦਾ ਲਈ ਵਿਰਾਨ ਰਹੇਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 27] ਤੁਸੀਂ ਦੇਸ ਵਿੱਚ ਝੰਡਾ ਖੜਾ ਕਰੋ, ਕੌਮਾਂ ਵਿੱਚ ਤੁਰ੍ਹੀ ਫੂਕੋ, ਕੌਮਾਂ ਨੂੰ ਉਸ ਦੇ ਵਿਰੁੱਧ ਤਿਆਰ ਕਰੋ, ਪਾਤਸ਼ਾਹੀਆਂ ਨੂੰ ਉਸ ਦੇ ਵਿਰੁੱਧ ਬੁਲਾਓ, ਅਰਥਾਤ ਅਰਾਰਾਤ, ਮਿੰਨੀ ਅਤੇ ਅਸ਼ਕਨਜ਼ ਨੂੰ, ਉਸ ਦੇ ਵਿਰੁੱਧ ਸੈਨਾਪਤੀ ਠਹਿਰਾਓ, ਵਾਲਾਂ ਵਾਲੀਆਂ ਸਲਾ ਵਾਂਗੂੰ ਘੋੜਿਆਂ ਨੂੰ ਚੜ੍ਹਾ ਲਿਆਓ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 28] ਉਸ ਦੇ ਵਿਰੁੱਧ ਕੌਮਾਂ ਨੂੰ ਤਿਆਰ ਕਰੋ, ਮਾਦੀ ਰਾਜਿਆਂ ਨੂੰ, ਉਸ ਦੇ ਸੂਬੇਦਾਰਾਂ ਨੂੰ, ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਰਈਸਾਂ ਨੂੰ, ਉਹਨਾਂ ਦੀ ਹਕੂਮਤ ਦੇ ਹਰੇਕ ਦੇਸ ਨੂੰ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 29] ਉਹ ਦੇਸ ਕੰਬਦਾ ਹੈ ਅਤੇ ਪੀੜਾਂ ਲੱਗੀਆਂ ਹੋਈਆਂ ਹਨ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦੇ ਪਰੋਜਨ ਬਾਬਲ ਦੇ ਵਿਰੁੱਧ ਕਾਇਮ ਹਨ, ਭਈ ਬਾਬਲ ਦੇ ਦੇਸ ਨੂੰ ਵਿਰਾਨ ਕਰੇ, ਜਿਸ ਦੇ ਵਿੱਚ ਕੋਈ ਨਾ ਵੱਸੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 30] ਬਾਬਲ ਦੇ ਸੂਰਮਿਆਂ ਨੇ ਲੜਨਾ ਛੱਡ ਦਿੱਤਾ ਹੈ, ਉਹ ਆਪਣੇ ਗੜ੍ਹਾਂ ਵਿੱਚ ਰਹਿੰਦੇ ਹਨ, ਉਹਨਾਂ ਦੀ ਸੂਰਮਤਾਈ ਘੱਟ ਗਈ ਹੈ, ਉਹ ਔਰਤਾਂ ਵਾਂਗੂੰ ਹੋ ਗਏ, ਉਸ ਦੇ ਵਾਸ ਸੜ ਗਏ, ਉਸ ਦੇ ਅਰਲ ਤੋੜੇ ਗਏ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 31] ਇੱਕ ਨੱਠਣ ਵਾਲਾ ਦੂਜੇ ਨੱਠਣ ਵਾਲੇ ਨੂੰ ਮਿਲਣ ਲਈ, ਅਤੇ ਇੱਕ ਦੱਸਣ ਵਾਲਾ ਦੂਜੇ ਦੱਸਣ ਵਾਲੇ ਨੂੰ ਮਿਲਣ ਲਈ ਨੱਠੇਗਾ, ਬਾਬਲ ਦੇ ਰਾਜਾ ਨੂੰ ਦੱਸਣ ਲਈ, ਭਈ ਉਹ ਦਾ ਸ਼ਹਿਰ ਹਰ ਪਾਸਿਓਂ ਲੈ ਲਿਆ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 32] ਪੱਤਣ ਵੀ ਖੋਹ ਲਏ ਗਏ, ਕਾਨੇ ਅੱਗ ਨਾਲ ਸਾੜੇ ਗਏ, ਅਤੇ ਯੋਧੇ ਘਬਰਾ ਗਏ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 33] ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਕਹਿੰਦਾ ਹੈ, ਕਿ ਬਾਬਲ ਦੀ ਧੀ ਪਿੜ ਵਾਂਗੂੰ ਹੈ, ਉਸ ਵੇਲੇ ਜਦ ਗਾਹੁੰਦੇ ਹਨ, ਥੋੜਾ ਚਿਰ ਬਾਕੀ ਹੈ, ਕਿ ਉਸ ਦੀ ਫਸਲ ਦਾ ਵੇਲਾ ਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 34] ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਨੇ ਮੈਨੂੰ ਭੱਖ ਲਿਆ, ਉਸ ਨੇ ਮੈਨੂੰ ਭੰਨ ਸੁੱਟਿਆ ਹੈ, ਉਸ ਨੇ ਮੈਨੂੰ ਇੱਕ ਸੱਖਣਾ ਭਾਂਡਾ ਕਰ ਦਿੱਤਾ ਹੈ, ਉਸ ਨੇ ਸਰਾਲ ਵਾਂਗੂੰ ਮੈਨੂੰ ਹੜੱਪ ਲਿਆ, ਉਸ ਨੇ ਆਪਣੇ ਢਿੱਡ ਨੂੰ ਮੇਰਿਆਂ ਪਦਾਰਥਾਂ ਨਾਲ ਭਰ ਲਿਆ, ਉਸ ਨੇ ਮੈਨੂੰ ਕੱਢ ਦਿੱਤਾ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 35] ਸੀਯੋਨ ਦੇ ਵੱਸਣ ਵਾਲੀ ਆਖੇਗੀ, ਮੇਰਾ ਅਤੇ ਮੇਰੇ ਸਾਕਾਂ ਦਾ ਜ਼ੁਲਮ ਬਾਬਲ ਉੱਤੇ ਹੋਵੇ! ਯਰੂਸ਼ਲਮ ਆਖੇਗੀ, ਮੇਰਾ ਲਹੂ ਕਸਦੀਆਂ ਵਾਲਿਆ ਵਾਸੀਆਂ ਉੱਤੇ ਹੋਵੇ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 36] ਇਸ ਲਈ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਵੇਖ, ਮੈਂ ਤੇਰਾ ਮੁਕੱਦਮਾ ਆਪ ਲੜਾਂਗਾ, ਤੇਰਾ ਬਦਲਾ ਮੈਂ ਲਵਾਂਗਾ, ਮੈਂ ਉਸ ਦੇ ਸਮੁੰਦਰ ਨੂੰ ਮੁਕਾ ਦਿਆਂਗਾ, ਉਸ ਦੇ ਸੋਤੇ ਨੂੰ ਮੈਂ ਸੁਕਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 37] ਬਾਬਲ ਥੇਹ ਹੋ ਜਾਵੇਗਾ, ਉਹ ਗਿੱਦੜਾਂ ਦੀ ਖੋਹ ਹੋਵੇਗਾ, ਉਹ ਹੈਰਾਨੀ ਅਤੇ ਸੂੰ-ਸੂੰ ਦਾ ਕਾਰਨ ਹੋਵੇਗਾ, ਉੱਥੇ ਕੋਈ ਨਾ ਵੱਸੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 38] ਉਹ ਇਕੱਠੇ ਜੁਆਨ ਬੱਬਰ ਸ਼ੇਰਾਂ ਵਾਂਗੂੰ ਬੁੱਕਣਗੇ, ਉਹ ਸ਼ੇਰਨੀ ਦੇ ਬੱਚਿਆਂ ਵਾਂਗੂੰ ਗੁਰ ਗੁਰ ਕਰਨਗੇ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 39] ਉਹਨਾਂ ਦੀ ਮਸਤੀ ਵਿੱਚ ਮੈਂ ਉਹਨਾਂ ਦੀ ਦਾਵਤ ਕਰਾਂਗਾ, ਭਈ ਉਹ ਖੀਵੇ ਹੋ ਜਾਣ ਅਤੇ ਖੁਸ਼ ਹੋਣ, ਸਦਾ ਦੀ ਨੀਂਦ ਸੌਂ ਜਾਣ, ਅਤੇ ਨਾ ਜਾਗਣ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 40] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਲੇਲਿਆਂ ਵਾਂਗੂੰ ਮੇਂਢਿਆਂ ਅਤੇ ਬੱਕਰਿਆਂ ਵਾਂਗੂੰ ਘਾਤ ਹੋਣ ਲਈ ਹੇਠਾਂ ਲਾਹ ਲਿਆਵਾਂਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 41] ਸ਼ੇਸ਼ਕ ਕਿਵੇਂ ਲੈ ਲਿਆ ਗਿਆ, ਸਾਰੀ ਧਰਤੀ ਦੀ ਵਡਿਆਈ ਫੜੀ ਗਈ! ਬਾਬਲ ਕਿਵੇਂ ਕੌਮਾਂ ਵਿੱਚ ਵਿਰਾਨ ਹੋ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 42] ਬਾਬਲ ਉੱਤੇ ਸਮੁੰਦਰ ਚੜ੍ਹ ਗਿਆ, ਉਹ ਉਸ ਦੀਆਂ ਠਾਠਾਂ ਦੀ ਵਾਫ਼ਰੀ ਨਾਲ ਕੱਜਿਆ ਗਿਆ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 43] ਉਸ ਦੇ ਸ਼ਹਿਰ ਵਿਰਾਨ ਹੋ ਗਏ, ਉਹ ਧਰਤੀ ਸੁੱਕੀ ਅਤੇ ਥਲ ਹੋ ਗਈ, ਉਹ ਧਰਤੀ ਜਿਸ ਵਿੱਚ ਕੋਈ ਨਹੀਂ ਵੱਸਦਾ, ਜਿਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਆਦਮ ਵੰਸ਼ ਨਹੀਂ ਲੰਘਦਾ।
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 44] ਮੈਂ ਬਾਬਲ ਵਿੱਚ ਬੇਲ ਉੱਤੇ ਸਜ਼ਾ ਲਾਵਾਂਗਾ, ਮੈਂ ਉਸ ਦੇ ਨਿਗਲੇ ਹੋਏ ਨੂੰ ਉਸ ਦੇ ਮੂੰਹੋਂ ਕੱਢਾਂਗਾ, ਕੌਮਾਂ ਫਿਰ ਉਸ ਦੀ ਵੱਲ ਨਾ ਵੱਗਣਗੀਆਂ, ਹਾਂ, ਬਾਬਲ ਦੀ ਕੰਧ ਢਾਹੀ ਜਾਵੇਗੀ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 45] ਹੇ ਮੇਰੀ ਪਰਜਾ, ਉਸ ਦੇ ਵਿਚਕਾਰੋਂ ਨਿੱਕਲ ਜਾ, ਹਰ ਮਨੁੱਖ ਯਹੋਵਾਹ ਦੇ ਤੇਜ ਕ੍ਰੋਧ ਤੋਂ ਆਪਣੀ ਜਾਨ ਬਚਾਵੇ!
[IRV | PA | OT | Jeremiah | Chapter 51 | Verse 46] ਨਾ ਤਾਂ ਤੁਹਾਡਾ ਦਿਲ ਘਬਰਾਏ ਅਤੇ ਨਾ ਤੁਸੀਂ ਡਰੋ, ਦੇਸ ਦੇ ਅਵਾਈਆਂ ਦੇ ਸੁਣਨ ਕਰਕੇ, - ਇੱਕ ਸਾਲ ਇੱਕ ਅਫ਼ਵਾਹ ਆਉਂਦੀ ਹੈ, ਉਹ ਦੇ ਪਿੱਛੋਂ ਦੂਜੇ ਸਾਲ ਹੋਰ ਅਫ਼ਵਾਹ, ਦੇਸ ਵਿੱਚ ਧੱਕਾ ਧੋੜਾ ਅਤੇ ਹਾਕਮ, ਹਾਕਮ ਦੇ ਵਿਰੁੱਧ ਹੋਵੇਗਾ।
