[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 1] ਯਹੂਦਾਹ ਦਾ ਪਾਪ, ਲੋਹੇ ਦੀ ਕਲਮ ਅਤੇ ਹੀਰੇ ਦੀ ਨੋਕ ਨਾਲ ਲਿਖਿਆ ਗਿਆ, ਉਹਨਾਂ ਦੇ ਦਿਲ ਦੀ ਤਖ਼ਤੀ ਉੱਤੇ ਅਤੇ ਤੁਹਾਡੀਆਂ ਜਗਵੇਦੀਆਂ ਦੇ ਸਿੰਗਾਂ ਉੱਤੇ ਉੱਕਰਿਆ ਗਿਆ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 12] ਇੱਕ ਪਰਤਾਪ ਵਾਲਾ ਸਿੰਘਾਸਣ ਆਦ ਤੋਂ ਉਚਿਆਈ ਤੋਂ ਥਾਪਿਆ ਹੋਇਆ ਸਾਡਾ ਪਵਿੱਤਰ ਸਥਾਨ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 13] ਹੇ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦੀ ਆਸਾ, ਤੇਰੇ ਸਾਰੇ ਤਿਆਗਣ ਵਾਲੇ ਲੱਜਿਆਵਾਨ ਹੋਣਗੇ। ਉਹ “ਮੇਰੇ ਫਿਰਤੂ” ਧਰਤੀ ਵਿੱਚ ਲਿਖੇ ਜਾਣਗੇ, ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਤਿਆਗ ਦਿੱਤਾ, ਜਿਹੜਾ ਜਿਉਂਦੇ ਪਾਣੀ ਦਾ ਸੋਤਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 14] ਹੇ ਯਹੋਵਾਹ, ਮੈਨੂੰ ਵੱਲ ਕਰ ਤਾਂ ਮੈਂ ਵਲ ਹੋਵਾਂਗਾ! ਮੈਨੂੰ ਬਚਾ ਤਾਂ ਮੈਂ ਬਚਾਂਗਾ! ਕਿਉਂ ਜੋ ਤੂੰ ਮੇਰੀ ਉਸਤਤ ਹੈਂ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 15] ਵੇਖ, ਉਹ ਮੈਨੂੰ ਆਖਦੇ ਹਨ, ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਕਿੱਥੇ ਹੈ? ਉਹ ਆਵੇ ਤਾਂ ਸਹੀ!
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 16] ਮੈਂ ਤੇਰੇ ਪਿੱਛੇ ਆਜੜੀ ਹੋਣ ਲਈ ਸ਼ਤਾਬੀ ਨਹੀਂ ਕੀਤੀ, ਨਾ ਸੋਗ ਦੇ ਦਿਨ ਦੀ ਚਾਹ ਕੀਤੀ ਹੈ, ਤੂੰ ਇਹ ਜਾਣਦਾ ਹੈ। ਜੋ ਕੁਝ ਮੇਰੇ ਬੁੱਲ੍ਹਾਂ ਤੋਂ ਨਿੱਕਲਿਆ, ਉਹ ਤੇਰੇ ਮੂੰਹ ਦੇ ਸਨਮੁਖ ਸੀ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 17] ਤੂੰ ਮੇਰੇ ਲਈ ਡਰਾਉਣਾ ਨਾ ਬਣ, ਬਿਪਤਾ ਦੇ ਦਿਨ ਤੂੰ ਮੇਰੀ ਪਨਾਹ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 18] ਜਿਹੜੇ ਮੈਨੂੰ ਸਤਾਉਂਦੇ ਹਨ ਉਹ ਲੱਜਿਆਵਾਨ ਹੋਣ, ਪਰ ਮੈਨੂੰ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਣ ਦੇਹ, ਉਹ ਘਬਰਾਉਣ, ਪਰ ਮੈਨੂੰ ਘਬਰਾਉਣ ਨਾ ਦੇ। ਉਹਨਾਂ ਉੱਤੇ ਬਿਪਤਾ ਦਾ ਦਿਨ ਲਿਆ, ਉਹਨਾਂ ਨੂੰ ਦੁੱਗਣੀ ਮਾਰ ਨਾਲ ਭੰਨ ਸੁੱਟ!।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 19] ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ ਕਿ ਜਾ, ਆਮ ਲੋਕਾਂ ਦੇ ਫਾਟਕ ਉੱਤੇ ਜਿਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਅੰਦਰ ਆਉਂਦੇ ਹਨ ਅਤੇ ਜਿਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਬਾਹਰ ਜਾਂਦੇ ਹਨ ਸਗੋਂ ਯਰੂਸ਼ਲਮ ਦੇ ਫਾਟਕਾਂ ਉੱਤੇ ਖਲੋ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 20] ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਆਖ, ਹੇ ਯਹੂਦਾਹ ਦੇ ਪਾਤਸ਼ਾਹੋ ਅਤੇ ਹੇ ਸਾਰੇ ਯਹੂਦਾਹ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਸਾਰੇ ਵਾਸੀਓ ਜਿਹੜੇ ਇਹਨਾਂ ਫਾਟਕਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਅੰਦਰ ਆਉਂਦੇ ਹਨ, ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਸੁਣੋ!
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 21] ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, - ਤੁਸੀਂ ਆਪਣੀਆਂ ਜਾਨਾਂ ਲਈ ਖ਼ਬਰਦਾਰ ਹੋਵੋ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਕੋਈ ਭਾਰ ਨਾ ਚੁੱਕੋ ਅਤੇ ਨਾ ਯਰੂਸ਼ਲਮ ਦੇ ਫਾਟਕਾਂ ਵਿੱਚ ਦੀ ਅੰਦਰ ਲਿਆਓ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 22] ਨਾ ਤੁਸੀਂ ਸਬਤ ਦੇ ਦਿਨ ਆਪਣੇ ਘਰਾਂ ਤੋਂ ਭਾਰ ਚੁੱਕ ਕੇ ਬਾਹਰ ਲੈ ਜੋ ਅਤੇ ਨਾ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਕਰੋ। ਤੁਸੀਂ ਸਬਤ ਦੇ ਦਿਨ ਨੂੰ ਪਵਿੱਤਰ ਮੰਨੋ ਜਿਵੇਂ ਮੈਂ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 23] ਪਰ ਉਹਨਾਂ ਨੇ ਨਾ ਸੁਣਿਆ ਨਾ ਆਪਣਾ ਕੰਨ ਲਾਇਆ ਸਗੋਂ ਆਪਣੀਆਂ ਧੌਣਾਂ ਨੂੰ ਅਕੜਾ ਲਿਆ ਭਈ ਉਹ ਨਾ ਸੁਣਨ, ਨਾ ਮੱਤ ਲੈਣ।
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 24] ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਜੇ ਤੁਸੀਂ ਦਿਲ ਲਾ ਕੇ ਮੇਰੀ ਸੁਣੋਗੇ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਇਸ ਸ਼ਹਿਰ ਦੇ ਫਾਟਕਾਂ ਦੇ ਵਿੱਚ ਭਾਰ ਨਾ ਲਿਆਓਗੇ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਨੂੰ ਪਵਿੱਤਰ ਰੱਖੋਗੇ ਅਤੇ ਉਸ ਵਿੱਚ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕਰੋਗੇ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 25] ਤਦ ਇਸ ਸ਼ਹਿਰ ਦੇ ਫਾਟਕਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਰਾਜਾ ਅਤੇ ਸਰਦਾਰ, ਦਾਊਦ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠਣ ਵਾਲੇ, ਰੱਥਾਂ ਉੱਤੇ ਤੇ ਘੋੜਿਆਂ ਉੱਤੇ ਚੜ੍ਹ ਕੇ, ਉਹ ਅਤੇ ਉਹਨਾਂ ਦੇ ਸਰਦਾਰ ਯਹੂਦਾਹ ਦੇ ਮਨੁੱਖ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਵਾਸੀ ਇਸ ਵਿੱਚ ਵੜਨਗੇ, ਅਤੇ ਇਹ ਸ਼ਹਿਰ ਸਦਾ ਤੱਕ ਵੱਸਿਆ ਰਹੇਗਾ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 26] ਤਾਂ ਯਹੂਦਾਹ ਦੇ ਸ਼ਹਿਰ ਤੋਂ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਤੋਂ, ਬਿਨਯਾਮੀਨ ਦੇ ਇਲਾਕੇ ਤੋਂ, ਮੈਦਾਨ ਤੋਂ, ਪਰਬਤ ਤੋਂ ਅਤੇ ਦੱਖਣ ਤੋਂ, ਉਹ ਆਉਣਗੇ ਅਤੇ ਹੋਮ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਬਲੀਆਂ ਅਤੇ ਮੈਦੇ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਲੁਬਾਨ ਲੈ ਕੇ ਆਉਣਗੇ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਵਿੱਚ ਧੰਨਵਾਦ ਦੀਆਂ ਭੇਟਾਂ ਲਿਆਉਣਗੇ
[IRV | PA | OT | Jeremiah | Chapter 17 | Verse 27] ਪਰ ਜੇ ਤੁਸੀਂ ਮੇਰੀ ਨਾ ਸੁਣੋ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਨੂੰ ਪਵਿੱਤਰ ਨਾ ਰੱਖੋ ਪਰ ਸਬਤ ਦੇ ਦਿਨ ਯਰੂਸ਼ਲਮ ਦੇ ਫਾਟਕਾਂ ਵਿੱਚੋਂ ਦੀ ਭਾਰ ਚੁੱਕ ਕੇ ਵੜਨ ਤੋਂ ਨਾ ਰੁਕੋ ਤਦ ਮੈਂ ਇਸ ਦੇ ਫਾਟਕਾਂ ਨੂੰ ਅੱਗ ਲਾਵਾਂਗਾ। ਅਤੇ ਉਹ ਯਰੂਸ਼ਲਮ ਦੇ ਮਹਿਲਾਂ ਨੂੰ ਭਸਮ ਕਰੇਗੀ ਅਤੇ ਉਹ ਬੁਝੇਗੀ ਨਹੀਂ।
