[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਬਚਨ ਜਿਹੜਾ ਕੌਮਾਂ ਦੇ ਬਾਰੇ ਯਿਰਮਿਯਾਹ ਨਬੀ ਨੂੰ ਆਇਆ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 12] ਕੌਮਾਂ ਨੇ ਤੇਰੀ ਸ਼ਰਮ ਨੂੰ ਸੁਣਿਆ, ਧਰਤੀ ਤੇਰੀ ਦੁਹਾਈ ਨਾਲ ਭਰ ਗਈ। ਸੂਰਮੇ ਨੇ ਸੂਰਮੇ ਨਾਲ ਠੋਕਰ ਖਾਧੀ, ਉਹ ਦੋਵੇਂ ਇਕੱਠੇ ਡਿੱਗ ਪਏ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 13] ਉਹ ਬਚਨ ਜਿਹੜਾ ਯਹੋਵਾਹ ਯਿਰਮਿਯਾਹ ਨੂੰ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਦੇ ਬਾਰੇ ਬੋਲਿਆ ਕਿ ਉਹ ਆ ਕੇ ਮਿਸਰ ਦੇਸ ਨੂੰ ਮਾਰੇਗਾ, -
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 14] ਮਿਸਰ ਵਿੱਚ ਦੱਸੋ, ਮਿਗਦੋਲ ਵਿੱਚ ਸੁਣਾਓ, ਨੋਫ਼ ਵਿੱਚ ਅਤੇ ਤਹਪਨਹੇਸ ਵਿੱਚ ਵੀ ਸੁਣਾਓ, ਆਖੋ, ਖਲੋ ਜਾਓ ਅਤੇ ਤਿਆਰ ਰਹੋ, ਕਿਉਂ ਜੋ ਤਲਵਾਰ ਤੇਰੇ ਆਲਿਓਂ-ਦੁਆਲਿਓਂ ਖਾ ਲਵੇਗੀ!
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 15] ਤੇਰੇ ਜ਼ੋਰਾਵਰ ਕਿਉਂ ਹੂੰਝੇ ਗਏ? ਉਹ ਖੜੇ ਨਾ ਰਹੇ, ਯਹੋਵਾਹ ਨੇ ਉਹਨਾਂ ਨੂੰ ਦਫ਼ਾ ਜੋ ਕਰ ਦਿੱਤਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 16] ਉਸ ਨੇ ਬਹੁਤਿਆਂ ਨੂੰ ਠੋਕਰ ਖੁਆਈ, ਹਰ ਮਨੁੱਖ ਆਪਣੇ ਸਾਥੀ ਉੱਤੇ ਡਿੱਗਿਆ, ਉਹਨਾਂ ਨੇ ਆਖਿਆ, ਉੱਠੀਏ, ਅਸੀਂ ਆਪਣੇ ਲੋਕਾਂ ਕੋਲ ਅਤੇ ਆਪਣੀ ਜਨਮ ਭੂਮੀ ਨੂੰ ਸਤਾਉਣ ਵਾਲੀ ਤਲਵਾਰ ਦੇ ਕਾਰਨ ਮੁੜ ਚੱਲੀਏ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 17] ਉਹਨਾਂ ਨੇ ਉੱਥੇ ਪੁਕਾਰਿਆ ਕਿ ਮਿਸਰ ਦਾ ਰਾਜਾ ਫ਼ਿਰਊਨ ਸ਼ੋਰ ਹੀ ਹੈ! ਉਸ ਨੇ ਮਿਥੇ ਹੋਏ ਵੇਲੇ ਨੂੰ ਲੰਘਣ ਦਿੱਤਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 18] ਮੈਨੂੰ ਆਪਣੀ ਹਯਾਤੀ ਦੇ ਸਹੁੰ, ਰਾਜਾ ਦਾ ਵਾਕ ਹੈ, ਉਸ ਦਾ ਨਾਮ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਹੈ, ਨਿਸੰਗ ਜਿਵੇਂ ਪਹਾੜਾਂ ਵਿੱਚ ਤਾਬੋਰ, ਅਤੇ ਜਿਵੇਂ ਸਮੁੰਦਰ ਕੋਲ ਕਰਮਲ, ਓਵੇਂ ਉਹ ਆਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 19] ਗ਼ੁਲਾਮੀ ਲਈ ਆਪਣਾ ਲਕਾ ਤੁਕਾ ਤਿਆਰ ਕਰ, ਹੇ ਮਿਸਰ ਦੀਏ ਵਸਨੀਕ ਧੀਏ! ਕਿਉਂ ਜੋ ਨੋਫ਼ ਵਿਰਾਨ ਹੋਵੇਗਾ, ਉਹ ਭਸਮ ਕੀਤਾ ਜਾਵੇਗਾ, ਜਿਹ ਦੇ ਵਿੱਚ ਕੋਈ ਨਾ ਵੱਸੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 20] ਮਿਸਰ ਇੱਕ ਬਹੁਤ ਸੁੰਦਰ ਵੱਛੀ ਹੈ, ਪਰ ਉੱਤਰ ਵੱਲੋਂ ਮੱਖ ਉਸ ਉੱਤੇ ਲਗਾ ਆਉਂਦਾ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 21] ਉਹ ਦੇ ਭਾੜੇ ਦੇ ਸਿਪਾਹੀ ਵੀ ਉਹ ਦੇ ਵਿਚਕਾਰ ਪਲੇ ਹੋਏ ਵੱਛਿਆਂ ਵਾਂਗੂੰ ਹਨ। ਹਾਂ, ਉਹ ਮੁੜ ਕੇ ਇਕੱਠੇ ਨੱਠ ਗਏ, ਉਹ ਖਲੋ ਨਾ ਸਕੇ, ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਦੀ ਬਿਪਤਾ ਦਾ ਦਿਨ ਉਹਨਾਂ ਉੱਤੇ ਆਇਆ ਹੈ, ਉਹਨਾਂ ਦੀ ਸਜ਼ਾ ਦਾ ਸਮਾਂ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 22] ਉਹ ਦੀ ਅਵਾਜ਼ ਸੱਪ ਵਾਂਗੂੰ ਉੱਠੇਗੀ, ਉਹ ਫੌਜ ਨਾਲ ਆਉਣਗੇ, ਉਹ ਉਸ ਦੇ ਉੱਤੇ ਲੱਕੜਹਾਰਿਆਂ ਵਾਂਗੂੰ ਕੁਹਾੜਿਆਂ ਨਾਲ ਆਉਣਗੇ!
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 23] ਉਹ ਉਸ ਦੇ ਜੰਗਲ ਵੱਢ ਸੁੱਟਣਗੇ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਭਾਵੇਂ ਉਹ ਦੀ ਮਿਣਤੀ ਨਾ ਹੋ ਸਕੇ, ਕਿਉਂ ਜੋ ਉਹ ਸਲਾ ਨਾਲੋਂ ਬਹੁਤ ਵਧੀਕ ਹਨ, ਉਹਨਾਂ ਨੂੰ ਕੋਈ ਗਿਣ ਨਹੀਂ ਸਕਦਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 24] ਮਿਸਰ ਦੀ ਧੀ ਲੱਜਿਆਵਾਨ ਹੋਵੇਗੀ, ਉਹ ਉੱਤਰ ਵੱਲ ਦੇ ਲੋਕਾਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿੱਤੀ ਜਾਵੇਗੀ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 25] ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਆਖਦਾ ਹੈ, ਵੇਖੋ, ਮੈਂ ਨੋ ਦੇ ਆਮੋਨ ਦੀ, ਫ਼ਿਰਊਨ ਦੀ, ਮਿਸਰ ਦੀ, ਉਹ ਦੇ ਦੇਵਤਿਆਂ ਦੀ, ਉਹ ਦੇ ਰਾਜਿਆਂ ਦੀ, ਫ਼ਿਰਊਨ ਦੀ ਅਤੇ ਉਹਨਾਂ ਦੀ ਜਿਹੜੇ ਉਹ ਦਾ ਭਰੋਸਾ ਕਰਦੇ ਹਨ ਖ਼ਬਰ ਲੈਂਦਾ ਹਾਂ
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 26] ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਉਹਨਾਂ ਦੀ ਜਾਨ ਦੇ ਗਾਹਕਾਂ ਦੇ ਹੱਥ ਵਿੱਚ, ਅਰਥਾਤ ਬਾਬਲ ਦੇ ਰਾਜਾ ਨਬੂਕਦਨੱਸਰ ਅਤੇ ਉਹ ਦੇ ਟਹਿਲੂਆਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦਿਆਂਗਾ। ਇਸ ਦੇ ਪਿੱਛੋਂ ਉਹ ਅਜਿਹੀ ਅਬਾਦ ਹੋਵੇਗੀ ਜਿਵੇਂ ਪਹਿਲਿਆਂ ਦਿਨਾਂ ਵਿੱਚ ਸੀ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 27] ਪਰ ਤੂੰ, ਹੇ ਯਾਕੂਬ ਮੇਰੇ ਦਾਸ, ਨਾ ਡਰ, ਹੇ ਇਸਰਾਏਲ, ਨਾ ਘਬਰਾ, ਕਿਉਂ ਜੋ ਵੇਖ, ਮੈਂ ਤੈਨੂੰ ਦੂਰ ਤੋਂ, ਅਤੇ ਤੇਰੀ ਨਸਲ ਨੂੰ ਗ਼ੁਲਾਮੀ ਦੇ ਦੇਸ ਤੋਂ ਬਚਾਵਾਂਗਾ। ਯਾਕੂਬ ਮੁੜੇਗਾ ਅਤੇ ਆਰਾਮ ਅਤੇ ਚੈਨ ਕਰੇਗਾ, ਉਹ ਨੂੰ ਕੋਈ ਨਾ ਡਰਾਵੇਗਾ।
[IRV | PA | OT | Jeremiah | Chapter 46 | Verse 28] ਹੇ ਯਾਕੂਬ ਮੇਰੇ ਦਾਸ, ਨਾ ਡਰ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਜੋ ਹਾਂ, ਮੈਂ ਸਾਰੀਆਂ ਕੌਮਾਂ ਦਾ ਅੰਤ ਕਰ ਦਿਆਂਗਾ, ਜਿਹਨਾਂ ਵਿੱਚ ਮੈਂ ਤੈਨੂੰ ਹੱਕ ਦਿੱਤਾ, ਪਰ ਮੈਂ ਤੇਰਾ ਅੰਤ ਨਾ ਕਰਾਂਗਾ, ਮੈਂ ਨਰਮਾਈ ਨਾਲ ਤੇਰਾ ਸੁਧਾਰ ਕਰਾਂਗਾ, ਪਰ ਤੈਨੂੰ ਸਜ਼ਾ ਦਿੱਤੇ ਬਿਨ੍ਹਾਂ ਨਾ ਛੱਡਾਂਗਾ।
