[GNV | EN | OT | Ezra | Chapter 2 | Verse 1] These also are the sonnes of the prouince, that went vp out of the captiuitie (whome Nebuchadnezzar King of Babel had caried away vnto Babel) and returned to Ierusalem, and to Iudah, euery one vnto his citie,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 18] The sonnes of Iorah, an hudreth and twelue:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 19] The sonnes of Hasshum, two hundreth and three and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 20] The sonnes of Gibbar, ninetie and fiue:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 21] The sonnes of Beth-lehem, an hundreth and three and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 22] The men of Netophah, sixe and fiftie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 23] The men of Anothoth, an hundreth and eight and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 24] The sonnes of Azmaueth, two and fourtie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 25] The sonnes of Kiriath-arim, of Chephirah, and Beeroth, seuen hundreth and three and fourtie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 26] The sonnes of Haramah and Gaba, six hundreth, and one and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 27] The men of Michmas, an hundreth and two and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 28] The sonnes of Beth-el and Ai, two hundreth, and three and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 29] The sonnes of Nebo, two and fiftie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 30] The sonnes of Magbish, an hundreth and sixe and fiftie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 31] The sonnes of the other Elam, a thousand, and two hundreth, and foure and fiftie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 32] The sonnes of Harim, three hundreth and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 33] The sonnes of Lod-hadid, and Ono, seuen hundreth, and fiue and twentie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 34] The sonnes of Iericho, three hundreth and fiue and fourtie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 35] The sonnes of Senaah, three thousand, sixe hundreth and thirtie.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 36] The Priests: of the sonnes of Iedaiah of the house of Ieshua, nine hundreth seuentie and three:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 37] The sonnes of Immer, a thousand and two and fiftie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 38] The sonnes of Pashur, a thousand, two hundreth and seuen and fourtie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 39] The sonnes of Harim, a thousande and seuenteene.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 40] The Leuites: the sonnes of Ieshua, and Kadmiel of the sonnes of Hodauiah, seuentie and foure.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 41] The Singers: the sonnes of Asaph, an hundreth and eight and twentie.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 42] The sonnes of the porters: the sonnes of Shallum, the sonnes of Ater, the sonnes of Talmon, the sonnes of Akkub, the sonnes of Hatita, the sonnes of Shobai: all were an hundreth and nine and thirtie.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 43] The Nethinims: the sonnes of Ziha, the sonnes of Hasupha, the sonnes of Tabbaoth,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 44] The sonnes of Keros, the sonnes of Siaha, the sonnes of Padon,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 45] The sonnes of Lebanah, the sonnes of Hagabah, the sonnes of Akkub,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 46] The sonnes of Hagab, the sonnes of Shamlai, the sonnes of Hanan,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 47] The sonnes of Giddel, the sonnes of Gahar, the sonnes of Reaiah,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 48] The sonnes of Rezin, the sonnes of Nekoda, the sonnes of Gazzam,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 49] The sonnes of Vzza, the sonnes of Paseah, the sonnes of Besai,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 50] The sonnes of Asnah, the sonnes of Meunim, the sonnes of Nephusim,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 51] The sonnes of Bakbuk, the sonnes of Hakupa, the sonnes of Harhur,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 52] The sonnes of Bazluth, the sonnes of Mehida, the sonnes of Harsha,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 53] The sonnes of Barcos, the sonnes of Sisara, the sonnes of Thamah,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 54] The sonnes of Neziah, the sonnes of Hatipha,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 55] The sonnes of Salomons seruantes: the sonnes of Sotai, the sonnes of Sophereth, the sonnes of Peruda,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 56] The sonnes of Iaalah, the sonnes of Darkon, the sonnes of Giddel,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 57] The sonnes of Shephatiah, the sonnes of Hattil, the sonnes of Pochereth Hazzebaim, the sonnes of Ami.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 58] All the Nethinims, and the sonnes of Salomons seruants were three hundreth ninetie and two.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 59] And these went vp from Telmelah, and from Telharsha, Cherub, Addan, and Immer, but they could not discerne their fathers house and their seede, whether they were of Israel.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 60] The sonnes of Delaiah, the sonnes of Tobiah, the sonnes of Nekoda, six hundreth and two and fiftie.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 61] And of the sonnes of the Priestes, the sonnes of Habaiah, the sonnes of Coz, the sonnes of Barzillai: which tooke of the daughters of Barzillai the Giliadite to wife, and was called after their name.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 62] These sought their writing of the genealogies, but they were not founde: therefore were they put from the Priesthood.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 63] And Tirshatha saide vnto them, that they should not eate of the most holy thing, tell there rose vp a Priest with Vrim and Thummim.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 64] The whole Congregation together was two and fourtie thousande, three hundreth and threescore,
[GNV | EN | OT | Ezra | Chapter 2 | Verse 65] Beside their seruants and their maydes: of whome were seuen thousande, three hundreth and seuen and thirtie: and among them were two hundreth singing men and singing women.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 66] Their horses were seuen hundreth, and sixe and thirtie: their mules, two hundreth and fiue and fourtie:
[GNV | EN | OT | Ezra | Chapter 2 | Verse 67] Their camels foure hundreth, and fiue and thirtie: their asses, sixe thousand, seuen hundreth and twentie.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 68] And certeine of the chiefe fathers, when they came to the house of the Lord, which was in Ierusalem, they offred willingly for the house of God, to set it vp vpon his fundation.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 69] They gaue after their abilitie vnto the treasure of the worke, euen one and threescore thousand drammes of golde, and fiue thousand pieces of siluer, and an hundreth Priests garments.
[GNV | EN | OT | Ezra | Chapter 2 | Verse 70] So the Priests and the Leuites, and a certeine of the people, and the singers, and the porters, and the Nethinims dwelt in their cities, and all Israel in their cities.
