[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 1] Μετʼ ὀλίγον δὲ παντελῶς χρόνον Λυσίας ἐπίτροπος τοῦ βασιλέως καὶ συγγενὴς, καὶ ἐπὶ τῶν πραγμάτων, λίαν βαρέως φέρων ἐπὶ τοῖς γεγονόσι,
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 12] Οἱ πλείονες δὲ αὐτῶν τραυματίαι γυμνοὶ διεσώθησαν· καὶ αὐτὸς δὲ ὁ Λυσίας αἰσχρῶς φεύγων διεσώθη.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 13] Οὐκ ἄνους δὲ ὑπάρχων, πρὸς ἑαυτὸν ἀντιβάλλων τὸ γεγονὸς περὶ ἐαυτὸν ἐλάσσωμα, καὶ συννοήσας ἀνικήτους εἶναι τοὺς Ἑβραίους, τοῦ πάντα δυναμένου Θεοῦ συμμαχοῦντος αὐτοῖς,
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 14] προσαποστείλας ἔπεισε συλλύσεσθαι ἐπὶ πᾶσι τοῖς δικαίοις· καὶ διότι καὶ τὸν βασιλέα πείσειν φίλον αὐτοῖς ἀναγκάζειν γενέσθαι.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 15] Ἐπένευσε δὲ ὁ Μακκαβαῖος ἐπὶ πᾶσιν οἷς ὁ Λυσίας παρεκάλει τοῦ συμφέροντος φροντίζων· ὅσα γὰρ ὁ Μακκαβαῖος ἐπέδωκε τῷ Λυσίᾳ διὰ γραπτῶν περὶ τῶν Ἰουδαίων, συνεχώρησεν ὁ βασιλεύς.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 16] Ἦσαν γὰρ αἱ γεγραμμέναι τοῖς Ἰουδαίοις ἐπιοτολαὶ παρὰ μὲν Λυσίου περιέχουσαι τὸν τρόπον τοῦτον· Λυσίας τῷ πλήθει τῶν Ἰουδαίων χαίρειν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 17] Ἰωάννης καὶ Ἀβεσσαλὼμ οἱ πεμφθέντες παρʼ ὑμῶν, ἐπιδόντες τὸν ὑπογεγραμμένον χρηματισμὸν, ἠξίουν περὶ τῶν διʼ αὐτοῦ σημαινομένων.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 18] Ὅσα μὲν οὖν ἔδει καὶ τῷ βασιλεῖ προσενεχθῆναι διεσάφησα, ἃ δὲ ἦν ἐνδεχόμενα, συνεχώρησεν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 19] Ἐὰν μὲν οὖν συντηρήσητε τὴν εἰς τὰ πράγματα εὔνοιαν, καὶ εἰς τὸ λοιπὸν πειράσομαι παραίτιος ὑμῖν ἀγαθῶν γενέσθαι.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 20] Ὑπὲρ δὲ τῶν κατὰ μέρος ἐντέταλμαι τούτοις τε καὶ τοῖς παρʼ ἐμοῦ διαλεχθῆναι ὑμῖν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 21] Ἔῤῥωσθε· ἔτους ἑκατοστοῦ τεσσαρακοστοῦ ὀγδόου, Διοσκορινθίου εἰκοστῇ τετάρτῃ.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 22] Ἡ δὲ τοῦ βασιλέως ἐπιστολὴ περιεῖχεν οὕτως· βασιλεὺς Ἀντίοχος τῷ ἀδελφῷ Λυσίᾳ χαίρειν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 23] Τοῦ πατρὸς ἡμῶν εἰς θεοὺς μεταστάντος, βουλόμενοι τοὺς ἐκ τῆς βασιλείας ἀταράχους ὄντας γενέσθαι πρὸς τὴν τῶν ἰδίων ἐπιμέλειαν,
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 24] ἀκηκοότες τοὺς Ἰουδαίους μὴ συνευδοκοῦντας τῇ τοῦ πατρὸς ἐπὶ τὰ Ἑλληνικὰ μεταθέσει, ἀλλὰ τὴν ἑαυτῶν ἀγωγὴν αἱρετίζοντας, καὶ διὰ τοῦτο ἀξιοῦντας συγχωρηθῆναι αὐτοῖς τὰ νόμιμα αὐτῶν·
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 25] Αἱρούμενοι οὖν καὶ τοῦτο τὸ ἔθνος ἐκτὸς ταραχῆς εἶναι, κρίνομεν τό, τε ἱερὸν αὐτοῖς ἀποκατασταθῆναι, καὶ πολιτεύεσθαι κατὰ τὰ ἐπὶ τῶν προγόνων αὐτῶν ἔθη.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 26] Εὖ οὖν ποιήσεις διαπεμψάμενος πρὸς αὐτοὺς καὶ δοὺς δεξιὰς, ὅπως εἰδότες τὴν ἡμετέραν προαίρεσιν, εὔθυμοί τε ὦσι, καὶ ἡδέως διαγίνωνται πρὸς τὴν τῶν ἰδίων ἀντίληψιν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 27] Πρὸς δὲ τὸ ἔθνος ἡ τοῦ βασιλέως ἐπιστολὴ τοιαύτη ἦν· βασιλεὺς Ἀντίοχος τῇ γερουσίᾳ τῶν Ἰουδαίων καὶ τοῖς ἄλλοις Ἰουδαίοις χαίρειν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 28] Εἰ ἔῤῥωσθε, εἴη ἂν ὡς βουλόμεθα· καὶ αὐτοὶ δὲ ὑγιαίνομεν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 29] Ἐνεφάνισεν ἡμῖν ὁ Μενέλαος βούλεσθαι κατελθόντας ὑμᾶς γίνεσθαι πρὸς τοῖς ἰδίοις.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 30] Τοῖς οὖν καταπορευομένοις μέχρι τριακάδος Ξανθικοῦ ὑπάρξει δεξιὰ μετὰ τῆς ἀδείας,
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 31] χρῆσθαι τοὺς Ἰουδαίους τοῖς ἑαυτῶν δαπανήμασι καὶ νόμοις καθὰ καὶ τὸ πρότερον, καὶ οὐδεὶς αὐτῶν κατʼ οὐδένα τρόπον παρενοχληθήσεται περὶ τῶν ἠγνοημένων.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 32] Πέπομφα δὲ καὶ τὸν Μενέλαον παρακαλέσοντα ὑμᾶς.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 33] Ἔῤῥωσθε· ἔτους ἑκατοστοῦ τεσσαρακοστοῦ ὀγδόου, Ξανθικοῦ πέμπτῃ καὶ δεκάτῃ.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 34] Ἔπεμψαν δὲ καὶ οἱ Ῥωμαιοῖ πρὸς αὐτοὺς ἐπιστολὴν ἔχουσαν οὕτως· Κόϊντος Μέμμιος, Τίτος Μάνλιος, πρεσβύται Ῥωμαίων, τῷ δήμῳ τῶν Ἰουδαίων χαίρειν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 35] Ὑπὲρ ὧν Λυσίας ὁ συγγενὴς τοῦ βασιλέως συνεχώρησεν ὑμῖν, καὶ ἡμεῖς συνευδοκοῦμεν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 36] Ἃ δὲ ἔκρινε προσανενεχθῆναι τῷ βασιλεῖ, πέμψατέ τινα παραχρῆμα ἐπισκεψάμενοι περὶ τούτων, ἵνα ἐκθῶμεν ὡς καθήκει ὑμῖν· ἡμεῖς γὰρ προσάγομεν πρὸς Ἀντιόχειαν.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 37] Διὸ σπεύσατε, καὶ πέμψατέ τινας, ὅπως καὶ ἡμεῖς ἐπιγνῶμεν ὁποίας ἐστὲ γνώμης.
[LXX | EL | OT | 2 Maccabees | Chapter 11 | Verse 38] Ὑγιαίνετε· ἔτους ἑκατοστοῦ τεσσαρακοστοῦ ὀγδόου, Ξανθικοῦ πέμπτῃ καὶ δεκάτῃ.
