[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 1] Μακκαβαῖος δὲ καὶ οἱ σὺν αὐτῷ, τοῦ Κυρίου προάγοντος αὐτοὺς, τὸ μὲν ἱερὸν ἐκομίσαντο καὶ τὴν πόλιν,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 26] ἐπὶ τὴν ἀπέναντι τοῦ θυσιαστηρίου κρηπίδα προσπεσόντες, ἠξίουν ἵλεων αὐτοῖς γενόμενον ἐχθρεῦσαι τοῖς ἐχθροῖς αὐτῶν, καὶ ἀντικεῖσθαι τοῖς ἀντικειμένοις, καθὼς ὁ νόμος διασαφεῖ.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 27] Γενόμενοι δὲ ἀπὸ τῆς δεήσεως, ἀναλαβόντες τὰ ὅπλα, προῆγον ἀπὸ τῆς πόλεως ἐπὶ πλεῖον· συνεγγίσαντες δὲ τοῖς πολεμίοις, ἐφʼ ἑαυτῶν ἦσαν.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 28] Ἄρτι δὲ τῆς ἀνατολῆς διαδεχομένης, προσέβαλον ἑκάτεροι· οἱ μὲν ἔγγυον ἔχοντες εὐημερίας καὶ νίκης μετʼ ἀρετῆς τὴν ἐπὶ τὸν Κύριον καταφυγὴν, οἱ δὲ καθηγεμόνα τῶν ἀγώνων ταττόμενοι τὸν θυμόν.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 29] Γενομένης δὲ καρτερᾶς μάχης, ἐφάνησαν τοῖς ὑπεναντίοις ἐξ οὐρανοῦ ἐφʼ ἵππων χρυσοχαλίνων ἄνδρες πέντε διαπρεπεῖς, καὶ ἀφηγούμενοι τῶν Ἰουδαίων οἱ δύο,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 30] καὶ τὸν Μακκαβαῖον μέσον λαβόντες, καὶ σκεπάζοντες ταῖς ἑαυτῶν πανοπλίαις, ἄτρωτον διεφύλαττον· εἰς δὲ τοὺς ὑπεναντίους τοξεύματα καὶ κεραυνοὺς ἐξεῤῥίπτουν· διὸ συγχυθέντες ἀορασίᾳ, κατεκόπτοντο ταραχῆς πεπληρωμένοι.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 31] Κατεσφάγησαν δὲ δισμύριοι πρὸς τοῖς πεντακοσίοις, ἱππεῖς δὲ ἑξακόσιοι.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 32] Αὐτὸς δὲ ὁ Τιμόθεος συνέφυγεν εἰς Γάζαρα λεγόμενον ὀχύρωμα, εὖ μάλα φρούριον, στρατηγοῦντος ἐκεῖ Χαιρέου.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 33] Οἱ δὲ περὶ τὸν Μακκαβαῖον ἄσμενοι περιεκάθισαν τὸ φρούριον ἡμέρας τέσσαρας.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 34] Οἱ δὲ ἔνδον τῇ ἐρυμνότητι τοῦ τόπου πεποιθότες, ὑπεράγαν ἐβλασφήμουν, καὶ λόγους ἀθεμίτους προΐοντο.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 35] Ὑποφαινούσης δὲ τῆς πέμπτης ἡμέρας, εἴκοσι νεανίαι τῶν περὶ τὸν Μακκαβαῖον πυρωθέντες τοῖς θυμοῖς διὰ τὰς βλασφημίας, προσβαλόντες τῷ τείχει, ἀῤῥενωδῶς καὶ θηριώδει θυμῷ τὸν ἐμπίπτοντα ἔκοπτον,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 36] ἕτεροι δὲ ὁμοίως προσαναβάντες ἐν τῷ περισπασμῷ πρὸς τοὺς ἔνδον, ἐνεπίμπρων τοὺς πύργους, καὶ πυρὰς ἀνάψαντες ζῶντας τοὺς βλασφήμους κατέκαιον· οἱ δὲ τὰς πύλας διέκοπτον, εἰσδεξάμενοι δὲ τὴν λοιπὴν τάξιν, προκατελάβοντο τὴν πόλιν,
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 37] καὶ τὸν Τιμόθεον ἀποκεκρυμμένον ἔν τινι λάκκῳ κατέσφαξαν, καὶ τὸν τούτου ἀδελφὸν Χαιρέαν, καὶ τὸν Ἀπολλοφάνη.
[LXX | EL | OT | 2 Maccabees | Chapter 10 | Verse 38] Ταῦτα δὲ διαπραξάμενοι, μεθʼ ὕμνων καὶ ἐξομολογήσεων εὐλόγουν τῷ Κυρίῳ τῷ μεγάλως εὐεργετοῦντι τὸν Ἰσραὴλ, καὶ τὸ νῖκος αὐτοῖς διδόντι.
