[IRV | GU | NT | Matthew | Chapter 10 | Verse 1] પછી ઈસુએ પોતાના બાર શિષ્યોને પાસે બોલાવીને અશુદ્ધ આત્માઓને કાઢવાનો, તથા દરેક પ્રકારનો મંદવાડ તથા દરેક જાતનો રોગ મટાડવાનો અધિકાર તેઓને આપ્યો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 26] તે માટે તેઓથી તમે ગભરાશો નહિ, કેમ કે ઉઘાડું નહિ કરાશે એવું કંઈ ઢાંકેલું નથી, અને પ્રગટ નહિ થશે એવું કશું ગુપ્ત નથી.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 27] હું તમને અંધારામાં જે કહું છું તે તમે અજવાળામાં કહો, તમે કાને જે સાંભળો છો તે ધાબાઓ પરથી પ્રગટ કરો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 28] શરીરને જેઓ મારી નાખે છે, પણ આત્માને મારી નાખી શકતા નથી, તેઓથી બીહો મા. પણ એના કરતાં આત્મા તથા શરીર એ બન્નેનો નાશ નર્કમાં કરી શકે છે તેનાથી ગભરાઓ.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 29] શું ચકલીઓ બે પૈસે વેચાતી નથી? તોપણ તમારા પિતાની ઇચ્છા વગર તેમાંથી એક પણ જમીન પર પડનાર નથી.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 30] તમારા માથાના બધા વાળ પણ ગણેલા છે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 31] તે માટે ગભરાશો નહિ; ઘણી ચકલીઓ કરતાં તમે મૂલ્યવાન છો.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 32] માટે માણસોની આગળ જે કોઈ મને કબૂલ કરશે, તેને હું પણ મારા સ્વર્ગમાંના પિતાની આગળ કબૂલ કરીશ;
[IRV | GU | NT | Matthew | Chapter 10 | Verse 33] પણ માણસોની આગળ જે કોઈ મારો ઇનકાર કરશે, તેનો હું પણ મારા સ્વર્ગમાંના પિતાની આગળ ઇનકાર કરીશ.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 34] એમ ન ધારો કે હું પૃથ્વી પર શાંતિ લાવવા આવ્યો છું; શાંતિ તો નહિ, પણ તલવાર લઈને આવ્યો છું.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 35] કેમ કે પુત્રને તેના પિતાની વિરુદ્ધ, દીકરીને તેની માની વિરુદ્ધ તથા પુત્રવધૂને તેની સાસુની વિરુદ્ધ કરવાને હું આવ્યો છું.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 36] માણસના દુશ્મન તેના ઘરનાં થશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 37] મારા કરતાં જે પોતાની મા અથવા પોતાના પિતા પર વધારે પ્રેમ કરે છે તે મારે યોગ્ય નથી; અને દીકરા કે દીકરી પર જે મારા કરતાં વધારે પ્રેમ કરે છે, તે પણ મારે યોગ્ય નથી.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 38] જે પોતાનો વધસ્તંભ ઊંચકીને મારી પાછળ આવતો નથી તે મારે યોગ્ય નથી.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 39] જે પોતાનું જીવન બચાવે છે તે તેને ખોશે, મારે લીધે જે પોતાનું જીવન ગુમાવે છે તે તેને બચાવશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 40] જે તમારો આવકાર કરે છે તે મારો આવકાર કરે છે, જે મારો આવકાર કરે છે તે મારા મોકલનારનો પણ આવકાર કરે છે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 41] જે કોઈ વ્યક્તિ પ્રબોધકનો આવકાર કરે છે, કેમ કે તે પ્રબોધક છે, તે પ્રબોધકનો બદલો પામશે; અને જે કોઈ વ્યક્તિ ન્યાયીનો આવકાર કરે છે, કેમ કે તે ન્યાયી છે, તે ન્યાયીનો બદલો પામશે.
[IRV | GU | NT | Matthew | Chapter 10 | Verse 42] હું તમને નિશ્ચે કહું છું કે શિષ્યને નામે જે કોઈ આ નાનામાંના એકને માત્ર ઠંડા પાણીનું પ્યાલું પીવાને આપશે તે તેનો બદલો પામ્યા વિના રહેશે જ નહિ.”
