[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 1] യഹോവയുടെ അരുളപ്പാടു എനിക്കുണ്ടായതെന്തെന്നാൽ:
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 12] ഞാൻ നിന്റെ മൂക്കിന്നു മൂക്കുത്തിയും കാതിൽ കുണുക്കും ഇട്ടു, തലയിൽ ഭംഗിയുള്ളോരു കിരീടവും വെച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 13] ഇങ്ങനെ നീ പൊന്നും വെള്ളിയും അണിഞ്ഞു; നിന്റെ ഉടുപ്പു ശണപടവും പട്ടും വിചിത്രവസ്ത്രവും ആയിരുന്നു; നീ നേരിയ മാവും തേനും എണ്ണയും ഉപജീവിച്ചു ഏറ്റവും സൗന്ദര്യമുള്ളവളായിത്തീർന്നു; നിനക്കു രാജത്വവും സിദ്ധിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 14] ഞാൻ നിന്നെ അണിയിച്ച അലങ്കാരംകൊണ്ടു നിന്റെ സൗന്ദര്യം പരിപൂർണ്ണമായതിനാൽ നിന്റെ കീർത്തി ജാതികളിൽ പരന്നു എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 15] എന്നാൽ നീ നിന്റെ സൗന്ദര്യത്തിൽ ആശ്രയിച്ചു, നിന്റെ കീർത്തിഹേതുവായി പരസംഗം ചെയ്തു, വഴിപോകുന്ന ഏവന്റെമേലും നിന്റെ പരസംഗം ചെലവഴിച്ചു; അതു അവന്നുള്ളതായിരുന്നു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 16] നിന്റെ വസ്ത്രങ്ങളിൽ ചിലതു നീ എടുത്തു, പല നിറത്തിൽ പൂജാഗിരികളെ തീർത്തലങ്കരിച്ചു, അവയുടെമേൽ പരസംഗം ചെയ്തു; ഈവക സംഭവിച്ചിട്ടില്ല, സംഭവിക്കയും ഇല്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 17] ഞാൻ നിനക്കു തന്ന പൊന്നും വെള്ളിയുംകൊണ്ടുള്ള ആഭരണങ്ങളെ നീ എടുത്തു, പുരുഷരൂപങ്ങളെ ഉണ്ടാക്കി അവയോടു പരസംഗം ചെയ്തു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 18] നിന്റെ വിചിത്രവസ്ത്രങ്ങളെ നീ എടുത്തു അവയെ പുതപ്പിച്ചു, എന്റെ എണ്ണയും കുന്തുരുക്കവും അവയുടെ മുമ്പിൽ വെച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 19] ഞാൻ നിനക്കു തന്ന ആഹാരമായി, നിന്റെ പോഷണത്തിന്നുള്ള നേരിയ മാവും എണ്ണയും തേനും നീ അവയുടെ മുമ്പിൽ സൗരഭ്യവാസനയായി നിവേദിച്ചു; കാര്യം ഇങ്ങനെയായി എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 20] നീ എനിക്കു പ്രസവിച്ച നിന്റെ പുത്രന്മാരെയും പുത്രിമാരെയും നീ എടുത്തു അവെക്കു ഭോജനബലിയായി അർപ്പിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 21] നിന്റെ പരസംഗം പോരാഞ്ഞിട്ടോ നീ എന്റെ മക്കളെ അറുത്തു അഗ്നിപ്രവേശം ചെയ്യിച്ചു അവെക്കു ഏല്പിച്ചുകൊടുത്തതു?
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 22] എന്നാൽ നിന്റെ സകലമ്ലേച്ഛതകളിലും പരസംഗങ്ങളിലും നീ മുമ്പെ നഗ്നയും അനാവൃതയും ആയി രക്തത്തിൽ കിടന്നുരുണ്ട നിന്റെ യൗവനകാലം ഓർത്തില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 23] നിന്റെ ദുഷ്ടതയൊക്കെയും പ്രവർത്തിച്ചശേഷമോ - നിനക്കുകഷ്ടം, കഷ്ടം! എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു -
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 24] നീ ഒരു കമാനം പണിതു, സകലവീഥിയിലും ഓരോ പൂജാഗിരി ഉണ്ടാക്കി.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 25] എല്ലാ വഴിത്തലക്കലും പൂജാഗിരി പണിതു, നീ നിന്റെ സൗന്ദര്യത്തെ വഷളാക്കി, വഴിപോകുന്ന ഏവന്നും നിന്റെ കാലുകളെ അകത്തി നിന്റെ പരസംഗം വർദ്ധിപ്പിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 26] മാംസപുഷ്ടിയുള്ള മിസ്രയീമ്യരായ നിന്റെ അയല്ക്കാരോടും നീ പരസംഗംചെയ്തു, എന്നെ കോപിപ്പിക്കേണ്ടതിന്നു നിന്റെ പരസംഗം വർദ്ധിപ്പിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 27] അതുകൊണ്ടു ഞാൻ നിന്റെ നേരെ കൈ നീട്ടി, നിന്റെ നിത്യച്ചെലവു കുറെച്ചു, നിന്നെ ദ്വേഷിക്കയും നിന്റെ ദുർമ്മാർഗ്ഗത്തെക്കുറിച്ചു ലജ്ജിക്കയും ചെയ്യുന്ന ഫെലിസ്ത്യ പുത്രിമാരുടെ ഇഷ്ടത്തിന്നു നിന്നെ ഏല്പിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 28] മതിവാരാത്തവളാകയാൽ നീ അശ്ശൂര്യരോടും പരസംഗം ചെയ്തു; അവരുമായി പരസംഗം ചെയ്തിട്ടും നിനക്കു തൃപ്തിവന്നില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 29] നീ കനാൻദേശത്തും കല്ദയദേശംവരെയും നിന്റെ പരസംഗം വർദ്ധിപ്പിച്ചു; എന്നിട്ടും അതിനാലും നിനക്കു തൃപ്തിവന്നില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 30] നാണം കെട്ട വേശ്യയുടെ പ്രവൃത്തിയായിരിക്കുന്ന ഇതൊക്കെയും ചെയ്തതിൽ, നീ എല്ലാവഴിത്തലെക്കലും കമാനം പണിതു, സകലവീഥിയിലും പൂജാഗിരി ഉണ്ടാക്കിയതിൽ,
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 31] നിന്റെ ഹൃദയം എത്ര മാരമാൽ പൂണ്ടിരിക്കുന്നു എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു; നീ കൂലി നിരസിക്കുന്നതുകൊണ്ടു വേശ്യയെപ്പോലെയല്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 32] ഭർത്താവിന്നു പകരം അന്യന്മാരെ പരിഗ്രഹിച്ചു വ്യഭിചാരം ചെയ്യുന്ന സ്ത്രീയേ!
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 33] സകലവേശ്യാസ്ത്രീകളും സമ്മാനം വാങ്ങുന്നു; നീയോ നിന്റെ സകലജാരന്മാർക്കും സമ്മാനം നല്കുകയും നീയുമായി പരസംഗം ചെയ്യേണ്ടതിന്നു നാലുപുറത്തുനിന്നും നിന്റെ അടുക്കൽ വരുവാൻ അവർക്കു കൈക്കൂലി കൊടുക്കയും ചെയ്യുന്നു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 34] നിന്റെ പരസംഗത്തിൽ നിനക്കു മറ്റു സ്ത്രീകളുമായി ഒരു വൈപരീത്യം ഉണ്ടു; നിന്റെ അടുക്കൽ പരസംഗത്തിന്നു ആരും വരുന്നില്ല; നീ സമ്മാനം വാങ്ങുകയല്ല, സമ്മാനം കൊടുക്കുകയത്രേ ചെയ്യുന്നതു; അതിലാകുന്നു വൈപരീത്യം ഉള്ളതു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 35] ആകയാൽ വേശ്യാസ്ത്രീയേ, യഹോവയുടെ വചനം കേൾക്ക.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 36] യഹോവയായ കർത്താവു ഇപ്രകാരം അരുളിച്ചെയ്യുന്നു: ജാരന്മാരുമായുള്ള നിന്റെ പരസംഗങ്ങളാൽ നിന്റെ പണം ചെലവഴിക്കയും നിന്റെ നഗ്നത അനാവൃതമാകയും ചെയ്കകൊണ്ടു നിന്റെ സകലമ്ലേച്ഛവിഗ്രഹങ്ങളുംനിമിത്തവും നീ അവെക്കു കൊടുത്ത നിന്റെ മക്കളുടെ രക്തംനിമിത്തവും
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 37] നീ രമിച്ച നിന്റെ സകലജാരന്മാരെയും നീ സ്നേഹിച്ച ഏവരെയും നീ പകെച്ച ഏവരെയും ഞാൻ കൂട്ടിവരുത്തും; ഞാൻ അവരെ നിനക്കു വിരോധമായി ചുറ്റും കൂട്ടിവരുത്തി, അവർ നിന്റെ നഗ്നത ഒക്കെയും കാണത്തക്കവണ്ണം നിന്റെ നഗ്നത അവരുടെ മുമ്പിൽ അനാവൃതമാക്കും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 38] വ്യഭിചരിക്കയും രക്തം ചിന്നുകയും ചെയ്യുന്ന സ്ത്രീകളെ വിധിക്കുന്നതുപോലെ ഞാൻ നിന്നെ ന്യായം വിധിച്ചു ക്രോധത്തിന്റെയും ജാരശങ്കയുടെയും രക്തം നിന്റെമേൽ ചൊരിയും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 39] ഞാൻ നിന്നെ അവരുടെ കയ്യിൽ ഏല്പിക്കും; അവർ നിന്റെ കമാനം പൊളിച്ചു, നിന്റെ പൂജാഗിരികളെ ഇടിച്ചുകളയും അവർ നിന്റെ വസ്ത്രം അഴിച്ചു ആഭരണങ്ങളെ എടുത്തു, നിന്നെ നഗ്നയും അനാവൃതയും ആക്കിവിടും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 40] അവർ നിനക്കു വിരോധമായി ഒരു സഭയെ കൂട്ടിവരുത്തി നിന്നെ കല്ലെറിഞ്ഞു വാൾകൊണ്ടു വെട്ടിക്കളയും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 41] അവർ നിന്റെ വീടുകളെ തീവെച്ചു ചുട്ടുകളയും; അനേകം സ്ത്രീകൾ കാൺകെ നിന്റെമേൽ ന്യായവിധി നടത്തും; നിന്റെ പരസംഗം ഞാൻ നിർത്തലാക്കും; നീ ഇനി ആർക്കും കൂലി കൊടുക്കയില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 42] ഇങ്ങനെ ഞാൻ എന്റെ ക്രോധം നിന്നിൽ നിവർത്തിച്ചിട്ടു എന്റെ തീക്ഷ്ണത നിന്നെ വിട്ടുമാറും; പിന്നെ ഞാൻ കോപിക്കാതെ അടങ്ങിയിരിക്കും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 43] നീ നിന്റെ യൗവനകാലം ഓർക്കാതെ ഇവയാൽ ഒക്കെയും എന്നെ കോപിപ്പിച്ചതുകൊണ്ടു, ഞാനും നിന്റെ നടപ്പിന്നു തക്കവണ്ണം നിനക്കു പകരം ചെയ്യും എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു; നിന്റെ സകലമ്ലേച്ഛതകൾക്കും പുറമെ നീ ഈ ദുഷ്കർമ്മവും ചെയ്തിട്ടില്ലയോ.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 44] പഴഞ്ചൊല്ലു പറയുന്നവനൊക്കെയും: യഥാമാതാതഥാപുത്രീ എന്നുള്ള പഴഞ്ചൊല്ലു നിന്നെക്കുറിച്ചു പറയും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 45] നീ ഭർത്താവിനെയും മക്കളെയും വെറുക്കുന്ന അമ്മയുടെ മകളും ഭർത്താക്കന്മാരെയും മക്കളെയും വെറുത്തിരിക്കുന്ന സഹോദരിമാർക്കു നീ സഹോദരിയുമാകുന്നു; നിങ്ങളുടെ അമ്മ ഹിത്യസ്ത്രീയും അപ്പൻ അമോര്യനും അത്രേ.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 46] നിന്റെ ജ്യേഷ്ഠത്തി നിന്റെ ഇടത്തുഭാഗത്തു തന്റെ പുത്രിമാരുമായി പാർക്കുന്ന ശമര്യ; നിന്റെ അനുജത്തി നിന്റെ വലത്തുഭാഗത്തു തന്റെ പുത്രിമാരുമായി പാർക്കുന്ന സൊദോം.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 47] നീ അവരുടെ വഴികളിൽ നടന്നില്ല; അവരുടെ മ്ലേച്ഛതകൾപോലെ ചെയ്തില്ല; അതു പോരാ എന്നുവെച്ചു നീ നിന്റെ എല്ലാവഴികളിലും അവരെക്കാൾ അധികം വഷളത്വം പ്രവർത്തിച്ചു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 48] എന്നാണ, നീയും നിന്റെ പുത്രിമാരും ചെയ്തിരിക്കുന്നതുപോലെ നിന്റെ സഹോദരിയായ സൊദോമും അവളുടെ പുത്രിമാരും ചെയ്തിട്ടില്ല എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 49] നിന്റെ സഹോദരിയായ സൊദോമിന്റെ അകൃത്യമോ: ഗർവ്വവും തീൻ പുളെപ്പും നിർഭയസ്വൈരവും അവൾക്കും അവളുടെ പുത്രിമാർക്കും ഉണ്ടായിരുന്നു; എളിയവനെയും ദരിദ്രനെയും അവൾ സഹായിച്ചതുമില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 50] അവർ അഹങ്കാരികളായി എന്റെ മുമ്പിൽ മ്ലേച്ഛത ചെയ്തു; അതുകൊണ്ടു എനിക്കു ബോധിച്ചതുപോലെ ഞാൻ അവരെ നീക്കിക്കളഞ്ഞു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 51] ശമര്യയും നിന്റെ പാപങ്ങളിൽ പാതിയോളം ചെയ്തിട്ടില്ല; നീ അവരെക്കാൾ നിന്റെ മ്ലേച്ഛതകളെ വർദ്ധിപ്പിച്ചു, നീ ചെയ്തിരിക്കുന്ന സകലമ്ലേച്ഛതകളാലും നിന്റെ സഹോദരിമാരെ നീതീകരിച്ചിരിക്കുന്നു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 52] സഹോദരിമാരെ ന്യായം വിധിച്ചിരിക്കുന്ന നീയും നിന്റെ ലജ്ജ വഹിക്ക; നീ അവരെക്കാൾ അധികം മ്ലേച്ഛതയായി പ്രവർത്തിച്ചിരിക്കുന്ന നിന്റെ പാപങ്ങളാൽ അവർ നിന്നെക്കാൾ നീതിയുള്ളവരല്ലോ; അതേ, നീ നിന്റെ സഹോദരിമാരെ നീതീകരിച്ചതിൽ നാണിച്ചു നിന്റെ ലജ്ജ വഹിച്ചുകൊൾക.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 53] നീ അവർക്കു ആശ്വാസമായി നിന്റെ ലജ്ജ വഹിക്കേണ്ടതിന്നും നീ ചെയ്തിട്ടുള്ള എല്ലാവറ്റെയും കുറിച്ചു ലജ്ജിക്കേണ്ടതിനും
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 54] ഞാൻ സൊദോമിന്റെയും അവളുടെ പുത്രിമാരുടെയും സ്ഥിതിയും ശമര്യയുടെയും അവളുടെ പുത്രിമാരുടെയും സ്ഥിതിയും അവരുടെ നടുവിൽ ഉള്ള നിന്റെ പ്രവാസികളുടെ സ്ഥിതിയും മാറ്റും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 55] നിന്റെ സഹോദരിയായ സൊദോമും അവളുടെ പുത്രിമാരും തങ്ങളുടെ പൂർവ്വാവസ്ഥയിലേക്കു മടങ്ങിവരും; ശമര്യയും അവളുടെ പുത്രിമാരും തങ്ങളുടെ പൂർവ്വാവസ്ഥയിലേക്കു മടങ്ങിവരും; നീയും നിന്റെ പുത്രിമാരും നിങ്ങളുടെ പൂർവ്വാവസ്ഥയിലേക്കു മടങ്ങിവരും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 56] അരാമിന്റെ പുത്രിമാരും അവളുടെ ചുറ്റുമുള്ളവരൊക്കെയും നിന്റെ ചുറ്റും നിന്നു നിന്നെ നിന്ദിക്കുന്ന ഫെലിസ്ത്യപുത്രിമാരും നിന്നെ നിന്ദിച്ച കാലത്തു എന്നപോലെ നിന്റെ ദുഷ്ടത വെളിപ്പെടുന്നതിന്നു മുമ്പെ
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 57] നിന്റെ ഗർവ്വത്തിന്റെ നാളിൽ നിന്റെ സഹോദരിയായ സൊദോമിന്റെ പേരുപോലും നീ ഉച്ചരിച്ചിട്ടില്ല.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 58] നിന്റെ ദുഷ്കർമ്മവും നിന്റെ മ്ലേച്ഛതകളും നീ വഹിക്കുന്നു എന്നു യഹോവയുടെ അരുളപ്പാടു.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 59] യഹോവയായ കർത്താവു ഇപ്രകാരം അരുളിച്ചെയ്യുന്നു: നിയമം ലംഘിച്ചു സത്യം തുച്ഛീകരിക്കുന്ന നീ ചെയ്തതുപോലെ ഞാൻ നിന്നോടും ചെയ്യും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 60] എങ്കിലും നിന്റെ യൗവനകാലത്തു നിന്നോടുള്ള എന്റെ നിയമം ഞാൻ ഓർത്തു ഒരു ശാശ്വതനിയമം നിന്നോടു ചെയ്യും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 61] നിന്റെ ജ്യേഷ്ഠത്തിമാരും അനുജത്തിമാരുമായ സഹോദരിമാരെ നീ കൈക്കൊള്ളുമ്പോൾ, അന്നു നീ നിന്റെ വഴികളെ ഓർത്തു നാണിക്കും; ഞാൻ അവരെ നിനക്കു പുത്രിമാരായി തരും; നിന്റെ നിയമപ്രകാരമല്ലതാനും.
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 62] നീ ചെയ്തതൊക്കെയും ഞാൻ നിന്നോടു ക്ഷമിക്കുമ്പോൾ നീ ഓർത്തു ലജ്ജിച്ചു നാണംനിമിത്തം ഇനി ഒരിക്കലും വായ് തുറക്കാതിരിക്കേണ്ടതിന്നു
[IRV | ML | OT | Ezekiel | Chapter 16 | Verse 63] ഞാൻ നിന്നോടു എന്റെ നിയമം ചെയ്യും; ഞാൻ യഹോവ എന്നു നീ അറിയും എന്നു യഹോവയായ കർത്താവിന്റെ അരുളപ്പാടു.
