[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 1] Καὶ ἤκουσα ⸂μεγάλης φωνῆς⸃ ἐκ τοῦ ναοῦ λεγούσης τοῖς ἑπτὰ ἀγγέλοις· Ὑπάγετε καὶ ⸀ἐκχέετε τὰς ἑπτὰ φιάλας τοῦ θυμοῦ τοῦ θεοῦ εἰς τὴν γῆν.
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 12] Καὶ ὁ ἕκτος ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὸν ποταμὸν τὸν μέγαν ⸀τὸν Εὐφράτην· καὶ ἐξηράνθη τὸ ὕδωρ αὐτοῦ, ἵνα ἑτοιμασθῇ ἡ ὁδὸς τῶν βασιλέων τῶν ἀπὸ ἀνατολῆς ἡλίου.
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 13] καὶ εἶδον ἐκ τοῦ στόματος τοῦ δράκοντος καὶ ἐκ τοῦ στόματος τοῦ θηρίου καὶ ἐκ τοῦ στόματος τοῦ ψευδοπροφήτου πνεύματα ⸂τρία ἀκάθαρτα⸃ ὡς βάτραχοι·
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 14] εἰσὶν γὰρ πνεύματα δαιμονίων ποιοῦντα σημεῖα, ἃ ἐκπορεύεται ἐπὶ τοὺς βασιλεῖς τῆς οἰκουμένης ὅλης, συναγαγεῖν αὐτοὺς εἰς τὸν πόλεμον τῆς ⸀ἡμέρας τῆς μεγάλης τοῦ θεοῦ τοῦ παντοκράτορος—
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 15] Ἰδοὺ ἔρχομαι ὡς κλέπτης. μακάριος ὁ γρηγορῶν καὶ τηρῶν τὰ ἱμάτια αὐτοῦ, ἵνα μὴ γυμνὸς περιπατῇ καὶ βλέπωσιν τὴν ἀσχημοσύνην αὐτοῦ—
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 16] καὶ συνήγαγεν αὐτοὺς εἰς τὸν τόπον τὸν καλούμενον Ἑβραϊστὶ Ἁρμαγεδών.
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 17] Καὶ ὁ ἕβδομος ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὸν ἀέρα— καὶ ἐξῆλθεν φωνὴ μεγάλη ⸀ἐκ τοῦ ⸀ναοῦ ἀπὸ τοῦ θρόνου λέγουσα· Γέγονεν—
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 18] καὶ ἐγένοντο ἀστραπαὶ καὶ ⸂φωναὶ καὶ βρονταί⸃, καὶ σεισμὸς ⸀ἐγένετο μέγας, οἷος οὐκ ἐγένετο ἀφʼ οὗ ⸂ἄνθρωποι ἐγένοντο⸃ ἐπὶ τῆς γῆς τηλικοῦτος σεισμὸς οὕτω μέγας,
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 19] καὶ ἐγένετο ἡ πόλις ἡ μεγάλη εἰς τρία μέρη, καὶ αἱ πόλεις τῶν ἐθνῶν ἔπεσαν· καὶ Βαβυλὼν ἡ μεγάλη ἐμνήσθη ἐνώπιον τοῦ θεοῦ δοῦναι αὐτῇ τὸ ποτήριον τοῦ οἴνου τοῦ θυμοῦ τῆς ὀργῆς αὐτοῦ·
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 20] καὶ πᾶσα νῆσος ἔφυγεν, καὶ ὄρη οὐχ εὑρέθησαν.
[SBLGNT | EL | NT | Revelation | Chapter 16 | Verse 21] καὶ χάλαζα μεγάλη ὡς ταλαντιαία καταβαίνει ἐκ τοῦ οὐρανοῦ ἐπὶ τοὺς ἀνθρώπους· καὶ ἐβλασφήμησαν οἱ ἄνθρωποι τὸν θεὸν ἐκ τῆς πληγῆς τῆς χαλάζης, ὅτι μεγάλη ἐστὶν ἡ πληγὴ αὐτῆς σφόδρα.
