[GRCGTR | EL | NT | John | Chapter 18 | Verse 1] Ταῦτα εἰπὼν ὁ Ἰησοῦς ἐξῆλθε σὺν τοῖς μαθηταῖς αὐτοῦ πέραν τοῦ χειμάρρου τῶν Κέδρων, ὅπου ἦν κῆπος, εἰς ὃν εἰσῆλθεν αὐτὸς καὶ οἱ μαθηταὶ αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 29] Ἐξῆλθεν οὖν ὁ Πιλάτος πρὸς αὐτούς, καὶ εἶπε, Τίνα κατηγορίαν φέρετε κατὰ τοῦ ἀνθρώπου τούτου;
[GRCGTR | EL | NT | John | Chapter 18 | Verse 30] Ἀπεκρίθησαν καὶ εἶπον αὐτῷ, Εἰ μὴ ἦν οὗτος κακοποιός, οὐκ ἄν σοι παρεδώκαμεν αὐτόν.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 31] Εἶπεν οὖν αὐτοῖς ὁ Πιλάτος, Λάβετε αὐτὸν ὑμεῖς, καὶ κατὰ τὸν νόμον ὑμῶν κρίνατε αὐτόν. Εἶπον οὖν αὐτῷ οἱ Ἰουδαῖοι, Ἡμῖν οὐκ ἔξεστιν ἀποκτεῖναι οὐδένα·
[GRCGTR | EL | NT | John | Chapter 18 | Verse 32] ἵνα ὁ λόγος τοῦ Ἰησοῦ πληρωθῇ, ὃν εἶπε, σημαίνων ποίῳ θανάτῳ ἤμελλεν ἀποθνῄσκειν.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 33] Εἰσῆλθεν οὖν εἰς τὸ πραιτώριον πάλιν ὁ Πιλάτος, καὶ ἐφώνησε τὸν Ἰησοῦν, καὶ εἶπεν αὐτῷ, Σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων;
[GRCGTR | EL | NT | John | Chapter 18 | Verse 34] Ἀπεκρίθη αὐτῷ ὁ Ἰησοῦς, Ἀφ᾿ ἑαυτοῦ σὺ τοῦτο λέγεις, ἢ ἄλλοι σοι εἶπον περὶ ἐμοῦ;
[GRCGTR | EL | NT | John | Chapter 18 | Verse 35] Ἀπεκρίθη ὁ Πιλάτος, Μήτι ἐγὼ Ἰουδαῖός εἰμι; Τὸ ἔθνος τὸ σὸν καὶ οἱ ἀρχιερεῖς παρέδωκάν σε ἐμοί· τί ἐποίησας;
[GRCGTR | EL | NT | John | Chapter 18 | Verse 36] Ἀπεκρίθη ὁ Ἰησοῦς, Ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐκ τοῦ κόσμου τούτου· εἰ ἐκ τοῦ κόσμου τούτου ἦν ἡ βασιλεία ἡ ἐμή, οἱ ὑπηρέται ἂν οἱ ἐμοὶ ἠγωνίζοντο, ἵνα μὴ παραδοθῶ τοῖς Ἰουδαίοις· νῦν δὲ ἡ βασιλεία ἡ ἐμὴ οὐκ ἔστιν ἐντεῦθεν.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 37] Εἶπεν οὖν αὐτῷ ὁ Πιλάτος, Οὐκοῦν βασιλεὺς εἶ σύ; Ἀπεκρίθη ὁ Ἰησοῦς, Σὺ λέγεις, ὅτι βασιλεύς εἰμι ἐγώ. Ἐγὼ εἰς τοῦτο γεγέννημαι, καὶ εἰς τοῦτο ἐλήλυθα εἰς τὸν κόσμον, ἵνα μαρτυρήσω τῇ ἀληθείᾳ. Πᾶς ὁ ὢν ἐκ τῆς ἀληθείας ἀκούει μου τῆς φωνῆς.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 38] Λέγει αὐτῷ ὁ Πιλάτος, Τί ἐστιν ἀλήθεια; Καὶ τοῦτο εἰπών, πάλιν ἐξῆλθε πρὸς τοὺς Ἰουδαίους, καὶ λέγει αὐτοῖς, Ἐγὼ οὐδεμίαν αἰτίαν εὑρίσκω ἐν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 18 | Verse 39] Ἔστι δὲ συνήθεια ὑμῖν, ἵνα ἕνα ὑμῖν ἀπολύσω ἐν τῷ Πάσχα· βούλεσθε οὖν ὑμῖν ἀπολύσω τὸν βασιλέα τῶν Ἰουδαίων;
[GRCGTR | EL | NT | John | Chapter 18 | Verse 40] Ἐκραύγασαν οὖν πάλιν πάντες, λέγοντες, Μὴ τοῦτον, ἀλλὰ τὸν Βαραββᾶν· ἦν δὲ ὁ Βαραββᾶς λῃστής.
