[GRCGTR | EL | NT | John | Chapter 9 | Verse 1] Καὶ παράγων εἶδεν ἄνθρωπον τυφλὸν ἐκ γενετῆς.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 18] Οὐκ ἐπίστευσαν οὖν οἱ Ἰουδαῖοι περὶ αὐτοῦ, ὅτι τυφλὸς ἦν καὶ ἀνέβλεψεν, ἕως ὅτου ἐφώνησαν τοὺς γονεῖς αὐτοῦ τοῦ ἀναβλέψαντος,
[GRCGTR | EL | NT | John | Chapter 9 | Verse 19] καὶ ἠρώτησαν αὐτοὺς λέγοντες, Οὗτός ἐστιν ὁ υἱὸς ὑμῶν, ὃν ὑμεῖς λέγετε ὅτι τυφλὸς ἐγεννήθη; Πῶς οὖν ἄρτι βλέπει;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 20] Ἀπεκρίθησαν αὐτοῖς οἱ γονεῖς αὐτοῦ καὶ εἶπον, Οἴδαμεν ὅτι οὗτός ἐστιν ὁ υἱὸς ἡμῶν, καὶ ὅτι τυφλὸς ἐγεννήθη·
[GRCGTR | EL | NT | John | Chapter 9 | Verse 21] πῶς δὲ νῦν βλέπει, οὐκ οἴδαμεν· ἢ τίς ἤνοιξεν αὐτοῦ τοὺς ὀφθαλμούς, ἡμεῖς οὐκ οἴδαμεν· αὐτὸς ἡλικίαν ἔχει· αὐτὸν ἐρωτήσατε, αὐτὸς περὶ αὐτοῦ λαλήσει.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 22] Ταῦτα εἶπον οἱ γονεῖς αὐτοῦ, ὅτι ἐφοβοῦντο τοὺς Ἰουδαίους· ἤδη γὰρ συνετέθειντο οἱ Ἰουδαῖοι, ἵνα ἐάν τις αὐτὸν ὁμολογήσῃ Χριστόν, ἀποσυνάγωγος γένηται.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 23] Διὰ τοῦτο οἱ γονεῖς αὐτοῦ εἶπον ὅτι Ἡλικίαν ἔχει, αὐτὸν ἐρωτήσατε.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 24] Ἐφώνησαν οὖν ἐκ δευτέρου τὸν ἄνθρωπον ὃς ἦν τυφλός, καὶ εἶπον αὐτῷ, Δὸς δόξαν τῷ Θεῷ· ἡμεῖς οἴδαμεν ὅτι ὁ ἄνθρωπος οὗτος ἁμαρτωλός ἐστιν.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 25] Ἀπεκρίθη οὖν ἐκεῖνος καὶ εἶπεν, Εἰ ἁμαρτωλός ἐστιν, οὐκ οἶδα· ἓν οἶδα, ὅτι τυφλὸς ὤν, ἄρτι βλέπω.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 26] Εἶπον δὲ αὐτῷ πάλιν, Τί ἐποίησέ σοι; Πῶς ἤνοιξέ σου τοὺς ὀφθαλμούς;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 27] Ἀπεκρίθη αὐτοῖς, Εἶπον ὑμῖν ἤδη, καὶ οὐκ ἠκούσατε. Τί πάλιν θέλετε ἀκούειν; Μὴ καὶ ὑμεῖς θέλετε αὐτοῦ μαθηταὶ γενέσθαι;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 28] Ἐλοιδόρησαν οὖν αὐτόν, καὶ εἶπον, Σὺ εἶ μαθητὴς ἐκείνου· ἡμεῖς δὲ τοῦ Μωσέως ἐσμὲν μαθηταί.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 29] Ἡμεῖς οἴδαμεν ὅτι Μωσῇ λελάληκεν ὁ Θεός· τοῦτον δὲ οὐκ οἴδαμεν πόθεν ἐστίν.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 30] Ἀπεκρίθη ὁ ἄνθρωπος καὶ εἶπεν αὐτοῖς, Ἐν γὰρ τούτῳ θαυμαστόν ἐστιν, ὅτι ὑμεῖς οὐκ οἴδατε πόθεν ἐστί, καὶ ἀνέῳξέ μου τοὺς ὀφθαλμούς.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 31] Οἴδαμεν δὲ ὅτι ἁμαρτωλῶν ὁ Θεὸς οὐκ ἀκούει· ἀλλ᾿ ἐάν τις θεοσεβὴς ᾖ, καὶ τὸ θέλημα αὐτοῦ ποιῇ, τούτου ἀκούει.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 32] Ἐκ τοῦ αἰῶνος οὐκ ἠκούσθη ὅτι ἤνοιξέ τις ὀφθαλμοὺς τυφλοῦ γεγεννημένου.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 33] Εἰ μὴ ἦν οὗτος παρὰ Θεοῦ, οὐκ ἠδύνατο ποιεῖν οὐδέν.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 34] Ἀπεκρίθησαν καὶ εἶπον αὐτῷ, Ἐν ἁμαρτίαις σὺ ἐγεννήθης ὅλος, καὶ σὺ διδάσκεις ἡμᾶς; Καὶ ἐξέβαλον αὐτὸν ἔξω.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 35] Ἤκουσεν ὁ Ἰησοῦς ὅτι ἐξέβαλον αὐτὸν ἔξω· καὶ εὑρὼν αὐτόν, εἶπεν αὐτῷ, Σὺ πιστεύεις εἰς τὸν υἱὸν τοῦ Θεοῦ;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 36] Ἀπεκρίθη ἐκεῖνος καὶ εἶπε, Τίς ἐστι, Κύριε, ἵνα πιστεύσω εἰς αὐτόν;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 37] Εἶπε δὲ αὐτῷ ὁ Ἰησοῦς, Καὶ ἑώρακας αὐτόν, καὶ ὁ λαλῶν μετὰ σοῦ ἐκεῖνός ἐστιν.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 38] Ὁ δὲ ἔφη, Πιστεύω, Κύριε· καὶ προσεκύνησεν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 39] Καὶ εἶπεν ὁ Ἰησοῦς, Εἰς κρίμα ἐγὼ εἰς τὸν κόσμον τοῦτον ἦλθον, ἵνα οἱ μὴ βλέποντες βλέπωσι, καὶ οἱ βλέποντες τυφλοὶ γένωνται.
[GRCGTR | EL | NT | John | Chapter 9 | Verse 40] Καὶ ἤκουσαν ἐκ τῶν Φαρισαίων ταῦτα οἱ ὄντες μετ᾿ αὐτοῦ, καὶ εἶπον αὐτῷ, Μὴ καὶ ἡμεῖς τυφλοί ἐσμεν;
[GRCGTR | EL | NT | John | Chapter 9 | Verse 41] Εἶπεν αὐτοῖς ὁ Ἰησοῦς, Εἰ τυφλοὶ ἦτε, οὐκ ἂν εἴχετε ἁμαρτίαν· νῦν δὲ λέγετε ὅτι Βλέπομεν· ἡ οὖν ἁμαρτία ὑμῶν μένει.
