[GRCGTR | EL | NT | John | Chapter 4 | Verse 1] Ὡς οὖν ἔγνω ὁ Κύριος ὅτι ἤκουσαν οἱ Φαρισαῖοι ὅτι Ἰησοῦς πλείονας μαθητὰς ποιεῖ καὶ βαπτίζει ἢ Ἰωάννης —
[GRCGTR | EL | NT | John | Chapter 4 | Verse 12] Μὴ σὺ μείζων εἶ τοῦ πατρὸς ἡμῶν Ἰακώβ, ὃς ἔδωκεν ἡμῖν τὸ φρέαρ, καὶ αὐτὸς ἐξ αὐτοῦ ἔπιε, καὶ οἱ υἱοὶ αὐτοῦ, καὶ τὰ θρέμματα αὐτοῦ;
[GRCGTR | EL | NT | John | Chapter 4 | Verse 13] Ἀπεκρίθη ὁ Ἰησοῦς καὶ εἶπεν αὐτῇ, Πᾶς ὁ πίνων ἐκ τοῦ ὕδατος τούτου, διψήσει πάλιν·
[GRCGTR | EL | NT | John | Chapter 4 | Verse 14] ὃς δ᾿ ἂν πίῃ ἐκ τοῦ ὕδατος οὗ ἐγὼ δώσω αὐτῷ, οὐ μὴ διψήσῃ εἰς τὸν αἰῶνα· ἀλλὰ τὸ ὕδωρ ὃ δώσω αὐτῷ γενήσεται ἐν αὐτῷ πηγὴ ὕδατος ἁλλομένου εἰς ζωὴν αἰώνιον.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 15] Λέγει πρὸς αὐτὸν ἡ γυνή, Κύριε, δός μοι τοῦτο τὸ ὕδωρ, ἵνα μὴ διψῶ, μηδὲ ἔρχωμαι ἐνθάδε ἀντλεῖν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 16] Λέγει αὐτῇ ὁ Ἰησοῦς, Ὕπαγε, φώνησον τὸν ἄνδρα σοῦ, καὶ ἐλθὲ ἐνθάδε.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 17] Ἀπεκρίθη ἡ γυνὴ καὶ εἶπεν, Οὐκ ἔχω ἄνδρα. Λέγει αὐτῇ ὁ Ἰησοῦς, Καλῶς εἶπας ὅτι Ἄνδρα οὐκ ἔχω·
[GRCGTR | EL | NT | John | Chapter 4 | Verse 18] πέντε γὰρ ἄνδρας ἔσχες, καὶ νῦν ὃν ἔχεις οὐκ ἔστι σου ἀνήρ· τοῦτο ἀληθὲς εἴρηκας.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 19] Λέγει αὐτῷ ἡ γυνή, Κύριε, θεωρῶ ὅτι προφήτης εἶ σύ.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 20] Οἱ πατέρες ἡμῶν ἐν τούτῳ τῷ ὄρει προσεκύνησαν· καὶ ὑμεῖς λέγετε ὅτι ἐν Ἱεροσολύμοις ἐστὶν ὁ τόπος ὅπου δεῖ προσκυνεῖν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 21] Λέγει αὐτῇ ὁ Ἰησοῦς, Γύναι, πίστευσόν μοι ὅτι ἔρχεται ὥρα, ὅτε οὔτε ἐν τῷ ὄρει τούτῳ οὔτε ἐν Ἱεροσολύμοις προσκυνήσετε τῷ πατρί.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 22] Ὑμεῖς προσκυνεῖτε ὃ οὐκ οἴδατε· ἡμεῖς προσκυνοῦμεν ὃ οἴδαμεν· ὅτι ἡ σωτηρία ἐκ τῶν Ἰουδαίων ἐστίν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 23] Ἀλλ᾿ ἔρχεται ὥρα καὶ νῦν ἐστιν, ὅτε οἱ ἀληθινοὶ προσκυνηταὶ προσκυνήσουσι τῷ πατρὶ ἐν πνεύματι καὶ ἀληθείᾳ· καὶ γὰρ ὁ πατὴρ τοιούτους ζητεῖ τοὺς προσκυνοῦντας + 4:23 αὐτόν ¦ αὑτόν ST αὐτόν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 24] Πνεῦμα ὁ Θεός· καὶ τοὺς προσκυνοῦντας αὐτόν, ἐν πνεύματι καὶ ἀληθείᾳ δεῖ προσκυνεῖν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 25] Λέγει αὐτῷ ἡ γυνή, Οἶδα ὅτι Μεσσίας ἔρχεται — ὁ λεγόμενος Χριστός· ὅταν ἔλθῃ ἐκεῖνος, ἀναγγελεῖ ἡμῖν πάντα.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 26] Λέγει αὐτῇ ὁ Ἰησοῦς, Ἐγώ εἰμι, ὁ λαλῶν σοι.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 27] Καὶ ἐπὶ τούτῳ ἦλθον οἱ μαθηταὶ αὐτοῦ, καὶ ἐθαύμασαν ὅτι μετὰ γυναικὸς ἐλάλει· οὐδεὶς μέντοι εἶπε, Τί ζητεῖς; ἤ, Τί λαλεῖς μετ᾿ αὐτῆς;
[GRCGTR | EL | NT | John | Chapter 4 | Verse 28] Ἀφῆκεν οὖν τὴν ὑδρίαν αὐτῆς ἡ γυνή, καὶ ἀπῆλθεν εἰς τὴν πόλιν, καὶ λέγει τοῖς ἀνθρώποις,
[GRCGTR | EL | NT | John | Chapter 4 | Verse 29] Δεῦτε, ἴδετε ἄνθρωπον, ὃς εἶπέ μοι πάντα ὅσα ἐποίησα· μήτι οὗτός ἐστιν ὁ Χριστός;
[GRCGTR | EL | NT | John | Chapter 4 | Verse 30] Ἐξῆλθον οὖν ἐκ τῆς πόλεως, καὶ ἤρχοντο πρὸς αὐτόν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 31] Ἐν δὲ τῷ μεταξὺ ἠρώτων αὐτὸν οἱ μαθηταί, λέγοντες, Ῥαββί, φάγε.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 32] Ὁ δὲ εἶπεν αὐτοῖς, Ἐγὼ βρῶσιν ἔχω φαγεῖν ἣν ὑμεῖς οὐκ οἴδατε.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 33] Ἔλεγον οὖν οἱ μαθηταὶ πρὸς ἀλλήλους, Μή τις ἤνεγκεν αὐτῷ φαγεῖν;
[GRCGTR | EL | NT | John | Chapter 4 | Verse 34] Λέγει αὐτοῖς ὁ Ἰησοῦς, Ἐμὸν βρῶμά ἐστιν, ἵνα ποιῶ τὸ θέλημα τοῦ πέμψαντός με, καὶ τελειώσω αὐτοῦ τὸ ἔργον.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 35] Οὐχ ὑμεῖς λέγετε ὅτι Ἔτι τετράμηνόν ἐστι, καὶ ὁ θερισμὸς ἔρχεται; Ἰδού, λέγω ὑμῖν, ἐπάρατε τοὺς ὀφθαλμοὺς ὑμῶν, καὶ θεάσασθε τὰς χώρας, ὅτι λευκαί εἰσι πρὸς θερισμὸν ἤδη.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 36] Καὶ ὁ θερίζων μισθὸν λαμβάνει, καὶ συνάγει καρπὸν εἰς ζωὴν αἰώνιον· ἵνα καὶ ὁ σπείρων ὁμοῦ χαίρῃ καὶ ὁ θερίζων.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 37] Ἐν γὰρ τούτῳ ὁ λόγος ἐστὶν + 4:37 ὁ ¦ — SCR ὁ ἀληθινός, ὅτι Ἄλλος ἐστὶν ὁ σπείρων, καὶ ἄλλος ὁ θερίζων.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 38] Ἐγὼ ἀπέστειλα ὑμᾶς θερίζειν ὃ οὐχ ὑμεῖς κεκοπιάκατε· ἄλλοι κεκοπιάκασι, καὶ ὑμεῖς εἰς τὸν κόπον αὐτῶν εἰσεληλύθατε.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 39] Ἐκ δὲ τῆς πόλεως ἐκείνης πολλοὶ ἐπίστευσαν εἰς αὐτὸν τῶν Σαμαρειτῶν διὰ τὸν λόγον τῆς γυναικὸς μαρτυρούσης ὅτι Εἶπέ μοι πάντα ὅσα ἐποίησα.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 40] Ὡς οὖν ἦλθον πρὸς αὐτὸν οἱ Σαμαρεῖται, ἠρώτων αὐτὸν μεῖναι παρ᾿ αὐτοῖς· καὶ ἔμεινεν ἐκεῖ δύο ἡμέρας.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 41] Καὶ πολλῷ πλείους ἐπίστευσαν διὰ τὸν λόγον αὐτοῦ,
[GRCGTR | EL | NT | John | Chapter 4 | Verse 42] τῇ τε γυναικὶ ἔλεγον ὅτι Οὐκέτι διὰ τὴν σὴν λαλιὰν πιστεύομεν· αὐτοὶ γὰρ ἀκηκόαμεν, καὶ οἴδαμεν ὅτι οὗτός ἐστιν ἀληθῶς ὁ σωτὴρ τοῦ κόσμου, ὁ Χριστός.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 43] Μετὰ δὲ τὰς δύο ἡμέρας ἐξῆλθεν ἐκεῖθεν, καὶ ἀπῆλθεν εἰς τὴν Γαλιλαίαν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 44] Αὐτὸς γὰρ ὁ Ἰησοῦς ἐμαρτύρησεν ὅτι προφήτης ἐν τῇ ἰδίᾳ πατρίδι τιμὴν οὐκ ἔχει.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 45] Ὅτε οὖν ἦλθεν εἰς τὴν Γαλιλαίαν, ἐδέξαντο αὐτὸν οἱ Γαλιλαῖοι, πάντα ἑωρακότες ἃ ἐποίησεν ἐν Ἱεροσολύμοις ἐν τῇ ἑορτῇ· καὶ αὐτοὶ γὰρ ἦλθον εἰς τὴν ἑορτήν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 46] Ἦλθεν οὖν ὁ Ἰησοῦς πάλιν εἰς τὴν Κανᾶ τῆς Γαλιλαίας, ὅπου ἐποίησε τὸ ὕδωρ οἶνον. Καὶ ἦν τις βασιλικός, οὗ ὁ υἱὸς ἠσθένει ἐν Καπερναούμ.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 47] Οὗτος ἀκούσας ὅτι Ἰησοῦς ἥκει ἐκ τῆς Ἰουδαίας εἰς τὴν Γαλιλαίαν, ἀπῆλθε πρὸς αὐτόν, καὶ ἠρώτα αὐτὸν ἵνα καταβῇ καὶ ἰάσηται αὐτοῦ τὸν υἱόν· ἤμελλε γὰρ ἀποθνῄσκειν.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 48] Εἶπεν οὖν ὁ Ἰησοῦς πρὸς αὐτόν, Ἐὰν μὴ σημεῖα καὶ τέρατα ἴδητε, οὐ μὴ πιστεύσητε.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 49] Λέγει πρὸς αὐτὸν ὁ βασιλικός, Κύριε, κατάβηθι πρὶν ἀποθανεῖν τὸ παιδίον μου.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 50] Λέγει αὐτῷ ὁ Ἰησοῦς, Πορεύου· ὁ υἱός σου ζῇ. Καὶ ἐπίστευσεν ὁ ἄνθρωπος τῷ λόγῳ ᾧ εἶπεν αὐτῷ Ἰησοῦς, καὶ ἐπορεύετο.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 51] Ἤδη δὲ αὐτοῦ καταβαίνοντος, οἱ δοῦλοι αὐτοῦ ἀπήντησαν αὐτῷ, καὶ ἀπήγγειλαν λέγοντες ὅτι Ὁ παῖς σου ζῇ.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 52] Ἐπύθετο οὖν παρ᾿ αὐτῶν τὴν ὥραν ἐν ᾗ κομψότερον ἔσχε. Καὶ εἶπον αὐτῷ ὅτι Χθὲς ὥραν ἑβδόμην ἀφῆκεν αὐτὸν ὁ πυρετός.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 53] Ἔγνω οὖν ὁ πατὴρ ὅτι ἐν ἐκείνῃ τῇ ὥρᾳ, ἐν ᾗ εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Ὁ υἱός σου ζῇ· καὶ ἐπίστευσεν αὐτὸς καὶ ἡ οἰκία αὐτοῦ ὅλη.
[GRCGTR | EL | NT | John | Chapter 4 | Verse 54] Τοῦτο πάλιν δεύτερον σημεῖον ἐποίησεν ὁ Ἰησοῦς, ἐλθὼν ἐκ τῆς Ἰουδαίας εἰς τὴν Γαλιλαίαν.
