[GRCGTR | EL | NT | John | Chapter 6 | Verse 1] Μετὰ ταῦτα ἀπῆλθεν ὁ Ἰησοῦς πέραν τῆς θαλάσσης τῆς Γαλιλαίας, τῆς Τιβεριάδος.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 33] Ὁ γὰρ ἄρτος τοῦ Θεοῦ ἐστιν ὁ καταβαίνων ἐκ τοῦ οὐρανοῦ καὶ ζωὴν διδοὺς τῷ κόσμῳ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 34] Εἶπον οὖν πρὸς αὐτόν, Κύριε, πάντοτε δὸς ἡμῖν τὸν ἄρτον τοῦτον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 35] Εἶπε δὲ αὐτοῖς ὁ Ἰησοῦς, Ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς· ὁ ἐρχόμενος πρός με οὐ μὴ πεινάσῃ· καὶ ὁ πιστεύων εἰς ἐμὲ οὐ μὴ διψήσῃ πώποτε.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 36] Ἀλλ᾿ εἶπον ὑμῖν ὅτι καὶ ἑωράκατέ με, καὶ οὐ πιστεύετε.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 37] Πᾶν ὃ δίδωσί μοι ὁ πατὴρ πρὸς ἐμὲ ἥξει· καὶ τὸν ἐρχόμενον πρός με οὐ μὴ ἐκβάλω ἔξω.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 38] Ὅτι καταβέβηκα ἐκ τοῦ οὐρανοῦ, οὐχ ἵνα ποιῶ τὸ θέλημα τὸ ἐμόν, ἀλλὰ τὸ θέλημα τοῦ πέμψαντός με.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 39] Τοῦτο δέ ἐστι τὸ θέλημα τοῦ πέμψαντός με πατρός, ἵνα πᾶν ὃ δέδωκέ μοι, μὴ ἀπολέσω ἐξ αὐτοῦ, ἀλλὰ ἀναστήσω αὐτὸ ἐν τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 40] Τοῦτο δέ ἐστι τὸ θέλημα τοῦ πέμψαντός με, ἵνα πᾶς ὁ θεωρῶν τὸν υἱὸν καὶ πιστεύων εἰς αὐτόν, ἔχῃ ζωὴν αἰώνιον, καὶ ἀναστήσω αὐτὸν ἐγὼ τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 41] Ἐγόγγυζον οὖν οἱ Ἰουδαῖοι περὶ αὐτοῦ, ὅτι εἶπεν, Ἐγώ εἰμι ὁ ἄρτος ὁ καταβὰς ἐκ τοῦ οὐρανοῦ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 42] Καὶ ἔλεγον, Οὐχ οὗτός ἐστιν Ἰησοῦς ὁ υἱὸς Ἰωσήφ, οὗ ἡμεῖς οἴδαμεν τὸν πατέρα καὶ τὴν μητέρα; Πῶς οὖν λέγει οὗτος ὅτι Ἐκ τοῦ οὐρανοῦ καταβέβηκα;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 43] Ἀπεκρίθη οὖν ὁ Ἰησοῦς καὶ εἶπεν αὐτοῖς, Μὴ γογγύζετε μετ᾿ ἀλλήλων.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 44] Οὐδεὶς δύναται ἐλθεῖν πρός με, ἐὰν μὴ ὁ πατὴρ ὁ πέμψας με ἑλκύσῃ αὐτόν, καὶ ἐγὼ ἀναστήσω αὐτὸν τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 45] Ἔστι γεγραμμένον ἐν τοῖς προφήταις, Καὶ ἔσονται πάντες διδακτοὶ τοῦ Θεοῦ. Πᾶς οὖν ὁ ἀκούσας παρὰ τοῦ πατρὸς καὶ μαθών, ἔρχεται πρός με.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 46] Οὐχ ὅτι τὸν πατέρα τις ἑώρακεν, εἰ μὴ ὁ ὢν παρὰ τοῦ Θεοῦ, οὗτος ἑώρακε τὸν πατέρα.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 47] Ἀμὴν ἀμὴν λέγω ὑμῖν, ὁ πιστεύων εἰς ἐμέ, ἔχει ζωὴν αἰώνιον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 48] Ἐγώ εἰμι ὁ ἄρτος τῆς ζωῆς.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 49] Οἱ πατέρες ὑμῶν ἔφαγον τὸ μάννα ἐν τῇ ἐρήμῳ, καὶ ἀπέθανον.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 50] Οὗτός ἐστιν ὁ ἄρτος ὁ ἐκ τοῦ οὐρανοῦ καταβαίνων, ἵνα τις ἐξ αὐτοῦ φάγῃ καὶ μὴ ἀποθάνῃ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 51] Ἐγώ εἰμι ὁ ἄρτος ὁ ζῶν, ὁ ἐκ τοῦ οὐρανοῦ καταβάς· ἐάν τις φάγῃ ἐκ τούτου τοῦ ἄρτου, ζήσεται εἰς τὸν αἰῶνα. Καὶ ὁ ἄρτος δὲ ὃν ἐγὼ δώσω, ἡ σάρξ μου ἐστίν, ἣν ἐγὼ δώσω ὑπὲρ τῆς τοῦ κόσμου ζωῆς.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 52] Ἐμάχοντο οὖν πρὸς ἀλλήλους οἱ Ἰουδαῖοι λέγοντες, Πῶς δύναται οὗτος ἡμῖν δοῦναι τὴν σάρκα φαγεῖν;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 53] Εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς, Ἀμὴν ἀμὴν λέγω ὑμῖν, ἐὰν μὴ φάγητε τὴν σάρκα τοῦ υἱοῦ τοῦ ἀνθρώπου καὶ πίητε αὐτοῦ τὸ αἷμα, οὐκ ἔχετε ζωὴν ἐν ἑαυτοῖς.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 54] Ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα, ἔχει ζωὴν αἰώνιον, καὶ ἐγὼ ἀναστήσω αὐτὸν τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 55] Ἡ γὰρ σάρξ μου ἀληθῶς ἐστι βρῶσις, καὶ τὸ αἷμά μου ἀληθῶς ἐστι πόσις.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 56] Ὁ τρώγων μου τὴν σάρκα καὶ πίνων μου τὸ αἷμα, ἐν ἐμοὶ μένει, κἀγὼ ἐν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 57] Καθὼς ἀπέστειλέ με ὁ ζῶν πατήρ, κἀγὼ ζῶ διὰ τὸν πατέρα· καὶ ὁ τρώγων με, κἀκεῖνος ζήσεται δι᾿ ἐμέ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 58] Οὗτός ἐστιν ὁ ἄρτος ὁ ἐκ τοῦ οὐρανοῦ καταβάς· οὐ καθὼς ἔφαγον οἱ πατέρες ὑμῶν τὸ μάννα, καὶ ἀπέθανον· ὁ τρώγων τοῦτον τὸν ἄρτον, ζήσεται εἰς τὸν αἰῶνα.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 59] Ταῦτα εἶπεν ἐν συναγωγῇ διδάσκων ἐν Καπερναούμ.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 60] Πολλοὶ οὖν ἀκούσαντες ἐκ τῶν μαθητῶν αὐτοῦ εἶπον, Σκληρός ἐστιν οὗτος ὁ λόγος· τίς δύναται αὐτοῦ ἀκούειν;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 61] Εἰδὼς δὲ ὁ Ἰησοῦς ἐν ἑαυτῷ ὅτι γογγύζουσι περὶ τούτου οἱ μαθηταὶ αὐτοῦ, εἶπεν αὐτοῖς, Τοῦτο ὑμᾶς σκανδαλίζει;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 62] Ἐὰν οὖν θεωρῆτε τὸν υἱὸν τοῦ ἀνθρώπου ἀναβαίνοντα ὅπου ἦν τὸ πρότερον;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 63] Τὸ πνεῦμά ἐστι τὸ ζῳοποιοῦν, ἡ σὰρξ οὐκ ὠφελεῖ οὐδέν· τὰ ῥήματα ἃ ἐγὼ λαλῶ ὑμῖν, πνεῦμά ἐστι καὶ ζωή ἐστιν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 64] Ἀλλ᾿ εἰσὶν ἐξ ὑμῶν τινες οἳ οὐ πιστεύουσιν. ᾜδει γὰρ ἐξ ἀρχῆς ὁ Ἰησοῦς, τίνες εἰσὶν οἱ μὴ πιστεύοντες, καὶ τίς ἐστιν ὁ παραδώσων αὐτόν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 65] Καὶ ἔλεγε, Διὰ τοῦτο εἴρηκα ὑμῖν ὅτι οὐδεὶς δύναται ἐλθεῖν πρός με, ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ πατρός μου.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 66] Ἐκ τούτου πολλοὶ ἀπῆλθον τῶν μαθητῶν αὐτοῦ εἰς τὰ ὀπίσω, καὶ οὐκέτι μετ᾿ αὐτοῦ περιεπάτουν.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 67] Εἶπεν οὖν ὁ Ἰησοῦς τοῖς δώδεκα, Μὴ καὶ ὑμεῖς θέλετε ὑπάγειν;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 68] Ἀπεκρίθη οὖν αὐτῷ Σίμων Πέτρος, Κύριε, πρὸς τίνα ἀπελευσόμεθα; Ῥήματα ζωῆς αἰωνίου ἔχεις.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 69] Καὶ ἡμεῖς πεπιστεύκαμεν καὶ ἐγνώκαμεν ὅτι σὺ εἶ ὁ Χριστὸς ὁ υἱὸς τοῦ Θεοῦ τοῦ ζῶντος.
[GRCGTR | EL | NT | John | Chapter 6 | Verse 70] Ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς, Οὐκ ἐγὼ ὑμᾶς τοὺς δώδεκα ἐξελεξάμην, καὶ ἐξ ὑμῶν εἷς διάβολός ἐστιν;
[GRCGTR | EL | NT | John | Chapter 6 | Verse 71] Ἔλεγε δὲ τὸν Ἰούδαν Σίμωνος Ἰσκαριώτην· οὗτος γὰρ ἤμελλεν αὐτὸν παραδιδόναι, εἷς ὢν ἐκ τῶν δώδεκα.
