[GRCGTR | EL | NT | John | Chapter 1 | Verse 1] Ἐν ἀρχῇ ἦν ὁ λόγος, καὶ ὁ λόγος ἦν πρὸς τὸν Θεόν, καὶ Θεὸς ἦν ὁ λόγος.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 31] Κἀγὼ οὐκ ᾔδειν αὐτόν· ἀλλ᾿ ἵνα φανερωθῇ τῷ Ἰσραήλ, διὰ τοῦτο ἦλθον ἐγὼ ἐν τῷ ὕδατι βαπτίζων.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 32] Καὶ ἐμαρτύρησεν Ἰωάννης λέγων ὅτι Τεθέαμαι τὸ πνεῦμα καταβαῖνον ὡσεὶ περιστερὰν ἐξ οὐρανοῦ, καὶ ἔμεινεν ἐπ᾿ αὐτόν.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 33] Κἀγὼ οὐκ ᾔδειν αὐτόν· ἀλλ᾿ ὁ πέμψας με βαπτίζειν ἐν ὕδατι, ἐκεῖνός μοι εἶπεν, Ἐφ᾿ ὃν ἂν ἴδῃς τὸ πνεῦμα καταβαῖνον καὶ μένον ἐπ᾿ αὐτόν, οὗτός ἐστιν ὁ βαπτίζων ἐν πνεύματι ἁγίῳ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 34] Κἀγὼ ἑώρακα, καὶ μεμαρτύρηκα ὅτι οὗτός ἐστιν ὁ υἱὸς τοῦ Θεοῦ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 35] Τῇ ἐπαύριον πάλιν εἱστήκει ὁ Ἰωάννης, καὶ ἐκ τῶν μαθητῶν αὐτοῦ δύο·
[GRCGTR | EL | NT | John | Chapter 1 | Verse 36] καὶ ἐμβλέψας τῷ Ἰησοῦ περιπατοῦντι, λέγει, Ἴδε ὁ ἀμνὸς τοῦ Θεοῦ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 37] Καὶ ἤκουσαν αὐτοῦ οἱ δύο μαθηταὶ λαλοῦντος, καὶ ἠκολούθησαν τῷ Ἰησοῦ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 38] Στραφεὶς δὲ ὁ Ἰησοῦς καὶ θεασάμενος αὐτοὺς ἀκολουθοῦντας, λέγει αὐτοῖς, Τί ζητεῖτε; Οἱ δὲ εἶπον αὐτῷ, Ῥαββί — ὃ λέγεται ἑρμηνευόμενον, Διδάσκαλε — ποῦ μένεις;
[GRCGTR | EL | NT | John | Chapter 1 | Verse 39] Λέγει αὐτοῖς, Ἔρχεσθε καὶ ἴδετε. Ἦλθον καὶ εἶδον ποῦ μένει· καὶ παρ᾿ αὐτῷ ἔμειναν τὴν ἡμέραν ἐκείνην· ὥρα δὲ ἦν ὡς δεκάτη.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 40] Ἦν Ἀνδρέας ὁ ἀδελφὸς Σίμωνος Πέτρου εἷς ἐκ τῶν δύο τῶν ἀκουσάντων παρὰ Ἰωάννου καὶ ἀκολουθησάντων αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 41] Εὑρίσκει οὗτος πρῶτος τὸν ἀδελφὸν τὸν ἴδιον Σίμωνα, καὶ λέγει αὐτῷ, Εὑρήκαμεν τὸν Μεσσίαν — ὅ ἐστι μεθερμηνευόμενον, ὁ Χριστός.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 42] Καὶ ἤγαγεν αὐτὸν πρὸς τὸν Ἰησοῦν. Ἐμβλέψας δὲ αὐτῷ ὁ Ἰησοῦς εἶπε, Σὺ εἶ Σίμων ὁ υἱὸς Ἰωνᾶ· σὺ κληθήσῃ Κηφᾶς — ὃ ἑρμηνεύεται Πέτρος.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 43] Τῇ ἐπαύριον ἠθέλησεν ὁ Ἰησοῦς ἐξελθεῖν εἰς τὴν Γαλιλαίαν, καὶ εὑρίσκει Φίλιππον, καὶ λέγει αὐτῷ, Ἀκολούθει μοι.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 44] Ἦν δὲ ὁ Φίλιππος ἀπὸ Βηθσαϊδά, ἐκ τῆς πόλεως Ἀνδρέου καὶ Πέτρου.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 45] Εὑρίσκει Φίλιππος τὸν Ναθαναήλ, καὶ λέγει αὐτῷ, Ὃν ἔγραψε Μωσῆς ἐν τῷ νόμῳ καὶ οἱ προφῆται εὑρήκαμεν, Ἰησοῦν τὸν υἱὸν τοῦ Ἰωσὴφ τὸν ἀπὸ + 1:45 Ναζαρέθ ¦ Ναζαρέτ STΝαζαρέθ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 46] Καὶ εἶπεν αὐτῷ Ναθαναήλ, Ἐκ + 1:46 Ναζαρὲθ ¦ Ναζαρὲτ STΝαζαρὲθ δύναταί τι ἀγαθὸν εἶναι; Λέγει αὐτῷ Φίλιππος, Ἔρχου καὶ ἴδε.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 47] Εἶδεν ὁ Ἰησοῦς τὸν Ναθαναὴλ ἐρχόμενον πρὸς αὐτόν, καὶ λέγει περὶ αὐτοῦ, Ἴδε ἀληθῶς Ἰσραηλίτης, ἐν ᾧ δόλος οὐκ ἔστι.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 48] Λέγει αὐτῷ Ναθαναήλ, Πόθεν με γινώσκεις; Ἀπεκρίθη ὁ Ἰησοῦς καὶ εἶπεν αὐτῷ, Πρὸ τοῦ σε Φίλιππον φωνῆσαι, ὄντα ὑπὸ τὴν συκῆν, εἶδόν σε.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 49] Ἀπεκρίθη Ναθαναὴλ καὶ λέγει αὐτῷ, Ῥαββί, σὺ εἶ ὁ υἱὸς τοῦ Θεοῦ, σὺ εἶ ὁ βασιλεὺς τοῦ Ἰσραήλ.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 50] Ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτῷ, Ὅτι εἶπόν σοι, Εἶδόν σε ὑποκάτω τῆς συκῆς, πιστεύεις; Μείζω τούτων ὄψει.
[GRCGTR | EL | NT | John | Chapter 1 | Verse 51] Καὶ λέγει αὐτῷ, Ἀμὴν ἀμὴν λέγω ὑμῖν, ἀπ᾿ ἄρτι ὄψεσθε τὸν οὐρανὸν ἀνεῳγότα, καὶ τοὺς ἀγγέλους τοῦ Θεοῦ ἀναβαίνοντας καὶ καταβαίνοντας ἐπὶ τὸν υἱὸν τοῦ ἀνθρώπου.
