[GRCGTR | EL | NT | John | Chapter 10 | Verse 1] Ἀμὴν ἀμὴν λέγω ὑμῖν, ὁ μὴ εἰσερχόμενος διὰ τῆς θύρας εἰς τὴν αὐλὴν τῶν προβάτων, ἀλλὰ ἀναβαίνων ἀλλαχόθεν, ἐκεῖνος κλέπτης ἐστὶ καὶ λῃστής.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 32] Ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς, Πολλὰ καλὰ ἔργα ἔδειξα ὑμῖν ἐκ τοῦ πατρός μου· διὰ ποῖον αὐτῶν ἔργον λιθάζετέ με;
[GRCGTR | EL | NT | John | Chapter 10 | Verse 33] Ἀπεκρίθησαν αὐτῷ οἱ Ἰουδαῖοι λέγοντες, Περὶ καλοῦ ἔργου οὐ λιθάζομέν σε, ἀλλὰ περὶ βλασφημίας, καὶ ὅτι σὺ ἄνθρωπος ὢν ποιεῖς σεαυτὸν Θεόν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 34] Ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς, Οὐκ ἔστι γεγραμμένον ἐν τῷ νόμῳ ὑμῶν, Ἐγὼ εἶπα, Θεοί ἐστε;
[GRCGTR | EL | NT | John | Chapter 10 | Verse 35] Εἰ ἐκείνους εἶπε θεούς, πρὸς οὓς ὁ λόγος τοῦ Θεοῦ ἐγένετο — καὶ οὐ δύναται λυθῆναι ἡ γραφή —
[GRCGTR | EL | NT | John | Chapter 10 | Verse 36] ὃν ὁ πατὴρ ἡγίασε καὶ ἀπέστειλεν εἰς τὸν κόσμον, ὑμεῖς λέγετε ὅτι Βλασφημεῖς, ὅτι εἶπον, Υἱὸς τοῦ Θεοῦ εἰμι;
[GRCGTR | EL | NT | John | Chapter 10 | Verse 37] Εἰ οὐ ποιῶ τὰ ἔργα τοῦ πατρός μου, μὴ πιστεύετέ μοι·
[GRCGTR | EL | NT | John | Chapter 10 | Verse 38] εἰ δὲ ποιῶ, κἂν ἐμοὶ μὴ πιστεύητε, τοῖς ἔργοις πιστεύσατε· ἵνα γνῶτε καὶ πιστεύσητε ὅτι ἐν ἐμοὶ ὁ πατήρ, κἀγὼ ἐν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 39] Ἐζήτουν οὖν πάλιν αὐτὸν πιάσαι· καὶ ἐξῆλθεν ἐκ τῆς χειρὸς αὐτῶν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 40] Καὶ ἀπῆλθε πάλιν πέραν τοῦ Ἰορδάνου εἰς τὸν τόπον ὅπου ἦν Ἰωάννης τὸ πρῶτον βαπτίζων· καὶ ἔμεινεν ἐκεῖ.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 41] Καὶ πολλοὶ ἦλθον πρὸς αὐτόν, καὶ ἔλεγον ὅτι Ἰωάννης μὲν σημεῖον ἐποίησεν οὐδέν· πάντα δὲ ὅσα εἶπεν Ἰωάννης περὶ τούτου, ἀληθῆ ἦν.
[GRCGTR | EL | NT | John | Chapter 10 | Verse 42] Καὶ ἐπίστευσαν πολλοὶ ἐκεῖ εἰς αὐτόν.
