[GRCGTR | EL | NT | John | Chapter 11 | Verse 1] Ἦν δέ τις ἀσθενῶν Λάζαρος ἀπὸ Βηθανίας, ἐκ τῆς κώμης Μαρίας καὶ Μάρθας τῆς ἀδελφῆς αὐτῆς.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 18] Ἦν δὲ ἡ Βηθανία ἐγγὺς τῶν Ἱεροσολύμων, ὡς ἀπὸ σταδίων δεκαπέντε·
[GRCGTR | EL | NT | John | Chapter 11 | Verse 19] καὶ πολλοὶ ἐκ τῶν Ἰουδαίων ἐληλύθεισαν πρὸς τὰς περὶ Μάρθαν καὶ Μαρίαν, ἵνα παραμυθήσωνται αὐτὰς περὶ τοῦ ἀδελφοῦ αὐτῶν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 20] Ἡ οὖν Μάρθα, ὡς ἤκουσεν ὅτι ὁ Ἰησοῦς ἔρχεται, ὑπήντησεν αὐτῷ· Μαρία δὲ ἐν τῷ οἴκῳ ἐκαθέζετο.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 21] Εἶπεν οὖν ἡ Μάρθα πρὸς τὸν Ἰησοῦν, Κύριε, εἰ ἦς ὧδε, ὁ ἀδελφός μου οὐκ ἂν ἐτεθνήκει.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 22] Ἀλλὰ καὶ νῦν οἶδα ὅτι ὅσα ἂν αἰτήσῃ τὸν Θεόν, δώσει σοι ὁ Θεός.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 23] Λέγει αὐτῇ ὁ Ἰησοῦς, Ἀναστήσεται ὁ ἀδελφός σου.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 24] Λέγει αὐτῷ Μάρθα, Οἶδα ὅτι ἀναστήσεται ἐν τῇ ἀναστάσει ἐν τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 25] Εἶπεν αὐτῇ ὁ Ἰησοῦς, Ἐγώ εἰμι ἡ ἀνάστασις καὶ ἡ ζωή· ὁ πιστεύων εἰς ἐμέ, κἂν ἀποθάνῃ, ζήσεται·
[GRCGTR | EL | NT | John | Chapter 11 | Verse 26] καὶ πᾶς ὁ ζῶν καὶ πιστεύων εἰς ἐμέ, οὐ μὴ ἀποθάνῃ εἰς τὸν αἰῶνα. Πιστεύεις τοῦτο;
[GRCGTR | EL | NT | John | Chapter 11 | Verse 27] Λέγει αὐτῷ, Ναί, Κύριε· ἐγὼ πεπίστευκα, ὅτι σὺ εἶ ὁ Χριστός, ὁ υἱὸς τοῦ Θεοῦ, ὁ εἰς τὸν κόσμον ἐρχόμενος.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 28] Καὶ ταῦτα εἰποῦσα ἀπῆλθε, καὶ ἐφώνησε Μαρίαν τὴν ἀδελφὴν αὐτῆς λάθρᾳ, εἰποῦσα, Ὁ διδάσκαλος πάρεστι καὶ φωνεῖ σε.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 29] Ἐκείνη ὡς ἤκουσεν, ἐγείρεται ταχὺ καὶ ἔρχεται πρὸς αὐτόν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 30] Οὔπω δὲ ἐληλύθει ὁ Ἰησοῦς εἰς τὴν κώμην, ἀλλ᾿ ἦν ἐν τῷ τόπῳ ὅπου ὑπήντησεν αὐτῷ ἡ Μάρθα.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 31] Οἱ οὖν Ἰουδαῖοι οἱ ὄντες μετ᾿ αὐτῆς ἐν τῇ οἰκίᾳ καὶ παραμυθούμενοι αὐτήν, ἰδόντες τὴν Μαρίαν ὅτι ταχέως ἀνέστη καὶ ἐξῆλθεν, ἠκολούθησαν αὐτῇ, λέγοντες ὅτι Ὑπάγει εἰς τὸ μνημεῖον, ἵνα κλαύσῃ ἐκεῖ.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 32] Ἡ οὖν Μαρία, ὡς ἦλθεν ὅπου ἦν ὁ Ἰησοῦς, ἰδοῦσα αὐτόν, ἔπεσεν εἰς τοὺς πόδας αὐτοῦ λέγουσα αὐτῷ, Κύριε, εἰ ἦς ὧδε, οὐκ ἂν ἀπέθανέ μου ὁ ἀδελφός.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 33] Ἰησοῦς οὖν ὡς εἶδεν αὐτὴν κλαίουσαν, καὶ τοὺς συνελθόντας αὐτῇ Ἰουδαίους κλαίοντας, ἐνεβριμήσατο τῷ πνεύματι, καὶ ἐτάραξεν ἑαυτόν,
[GRCGTR | EL | NT | John | Chapter 11 | Verse 34] καὶ εἶπε, Ποῦ τεθείκατε αὐτόν; Λέγουσιν αὐτῷ, Κύριε, ἔρχου καὶ ἴδε.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 35] Ἐδάκρυσεν ὁ Ἰησοῦς.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 36] Ἔλεγον οὖν οἱ Ἰουδαῖοι, Ἴδε πῶς ἐφίλει αὐτόν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 37] Τινὲς δὲ ἐξ αὐτῶν εἶπον, Οὐκ ἠδύνατο οὗτος, ὁ ἀνοίξας τοὺς ὀφθαλμοὺς τοῦ τυφλοῦ, ποιῆσαι ἵνα καὶ οὗτος μὴ ἀποθάνῃ;
[GRCGTR | EL | NT | John | Chapter 11 | Verse 38] Ἰησοῦς οὖν πάλιν ἐμβριμώμενος ἐν ἑαυτῷ ἔρχεται εἰς τὸ μνημεῖον. Ἦν δὲ σπήλαιον, καὶ λίθος ἐπέκειτο ἐπ᾿ αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 39] Λέγει ὁ Ἰησοῦς, Ἄρατε τὸν λίθον. Λέγει αὐτῷ ἡ ἀδελφὴ τοῦ τεθνηκότος Μάρθα, Κύριε, ἤδη ὄζει· τεταρταῖος γάρ ἐστι.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 40] Λέγει αὐτῇ ὁ Ἰησοῦς, Οὐκ εἶπόν σοι ὅτι ἐὰν πιστεύσῃς, ὄψει τὴν δόξαν τοῦ Θεοῦ;
[GRCGTR | EL | NT | John | Chapter 11 | Verse 41] Ἦραν οὖν τὸν λίθον, οὗ ἦν ὁ τεθνηκὼς κείμενος. Ὁ δὲ Ἰησοῦς ἦρε τοὺς ὀφθαλμοὺς ἄνω, καὶ εἶπε, Πάτερ, εὐχαριστῶ σοι ὅτι ἤκουσάς μου.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 42] Ἐγὼ δὲ ᾔδειν ὅτι πάντοτέ μου ἀκούεις· ἀλλὰ διὰ τὸν ὄχλον τὸν περιεστῶτα εἶπον, ἵνα πιστεύσωσιν ὅτι σύ με ἀπέστειλας.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 43] Καὶ ταῦτα εἰπών, φωνῇ μεγάλῃ ἐκραύγασε, Λάζαρε, δεῦρο ἔξω.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 44] Καὶ ἐξῆλθεν ὁ τεθνηκώς, δεδεμένος τοὺς πόδας καὶ τὰς χεῖρας κειρίαις, καὶ ἡ ὄψις αὐτοῦ σουδαρίῳ περιεδέδετο. Λέγει αὐτοῖς ὁ Ἰησοῦς, Λύσατε αὐτόν, καὶ ἄφετε ὑπάγειν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 45] Πολλοὶ οὖν ἐκ τῶν Ἰουδαίων, οἱ ἐλθόντες πρὸς τὴν Μαρίαν καὶ θεασάμενοι ἃ ἐποίησεν ὁ Ἰησοῦς, ἐπίστευσαν εἰς αὐτόν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 46] Τινὲς δὲ ἐξ αὐτῶν ἀπῆλθον πρὸς τοὺς Φαρισαίους, καὶ εἶπον αὐτοῖς ἃ ἐποίησεν ὁ Ἰησοῦς.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 47] Συνήγαγον οὖν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι συνέδριον, καὶ ἔλεγον, Τί ποιοῦμεν; Ὅτι οὗτος ὁ ἄνθρωπος πολλὰ σημεῖα ποιεῖ.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 48] Ἐὰν ἀφῶμεν αὐτὸν οὕτω, πάντες πιστεύσουσιν εἰς αὐτόν· καὶ ἐλεύσονται οἱ Ῥωμαῖοι καὶ ἀροῦσιν ἡμῶν καὶ τὸν τόπον καὶ τὸ ἔθνος.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 49] Εἷς δέ τις ἐξ αὐτῶν Καϊάφας, ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου, εἶπεν αὐτοῖς, Ὑμεῖς οὐκ οἴδατε οὐδέν,
[GRCGTR | EL | NT | John | Chapter 11 | Verse 50] οὐδὲ διαλογίζεσθε ὅτι συμφέρει ἡμῖν ἵνα εἷς ἄνθρωπος ἀποθάνῃ ὑπὲρ τοῦ λαοῦ, καὶ μὴ ὅλον τὸ ἔθνος ἀπόληται.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 51] Τοῦτο δὲ ἀφ᾿ ἑαυτοῦ οὐκ εἶπεν, ἀλλὰ ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου, προεφήτευσεν ὅτι ἔμελλεν ὁ Ἰησοῦς ἀποθνῄσκειν ὑπὲρ τοῦ ἔθνους,
[GRCGTR | EL | NT | John | Chapter 11 | Verse 52] καὶ οὐχ ὑπὲρ τοῦ ἔθνους μόνον, ἀλλ᾿ ἵνα καὶ τὰ τέκνα τοῦ Θεοῦ τὰ διεσκορπισμένα συναγάγῃ εἰς ἕν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 53] Ἀπ᾿ ἐκείνης οὖν τῆς ἡμέρας συνεβουλεύσαντο ἵνα ἀποκτείνωσιν αὐτόν.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 54] Ἰησοῦς οὖν οὐκέτι παρρησίᾳ περιεπάτει ἐν τοῖς Ἰουδαίοις, ἀλλὰ ἀπῆλθεν ἐκεῖθεν εἰς τὴν χώραν ἐγγὺς τῆς ἐρήμου, εἰς Ἐφραῒμ λεγομένην πόλιν, κἀκεῖ διέτριβε μετὰ τῶν μαθητῶν αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 55] Ἦν δὲ ἐγγὺς τὸ Πάσχα τῶν Ἰουδαίων· καὶ ἀνέβησαν πολλοὶ εἰς Ἱεροσόλυμα ἐκ τῆς χώρας πρὸ τοῦ Πάσχα, ἵνα ἁγνίσωσιν ἑαυτούς.
[GRCGTR | EL | NT | John | Chapter 11 | Verse 56] Ἐζήτουν οὖν τὸν Ἰησοῦν, καὶ ἔλεγον μετ᾿ ἀλλήλων ἐν τῷ ἱερῷ ἑστηκότες, Τί δοκεῖ ὑμῖν; Ὅτι οὐ μὴ ἔλθῃ εἰς τὴν ἑορτήν;
[GRCGTR | EL | NT | John | Chapter 11 | Verse 57] Δεδώκεισαν δὲ καὶ οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι ἐντολήν, ἵνα ἐάν τις γνῷ ποῦ ἐστι, μηνύσῃ, ὅπως πιάσωσιν αὐτόν.
