[GRCGTR | EL | NT | John | Chapter 12 | Verse 1] Ὁ οὖν Ἰησοῦς πρὸ ἓξ ἡμερῶν τοῦ Πάσχα ἦλθεν εἰς Βηθανίαν, ὅπου ἦν Λάζαρος ὁ τεθνηκώς, ὃν ἤγειρεν ἐκ νεκρῶν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 12] Τῇ ἐπαύριον ὄχλος πολὺς ὁ ἐλθὼν εἰς τὴν ἑορτήν, ἀκούσαντες ὅτι ἔρχεται ὁ Ἰησοῦς εἰς Ἱεροσόλυμα,
[GRCGTR | EL | NT | John | Chapter 12 | Verse 13] ἔλαβον τὰ βαΐα τῶν φοινίκων, καὶ ἐξῆλθον εἰς ὑπάντησιν αὐτῷ, καὶ ἔκραζον, Ὡσαννά· εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι Κυρίου, ὁ βασιλεὺς τοῦ Ἰσραήλ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 14] Εὑρὼν δὲ ὁ Ἰησοῦς ὀνάριον, ἐκάθισεν ἐπ᾿ αὐτό, καθώς ἐστι γεγραμμένον,
[GRCGTR | EL | NT | John | Chapter 12 | Verse 15] Μὴ φοβοῦ, θύγατερ Σιών· ἰδού, ὁ βασιλεύς σου ἔρχεται, καθήμενος ἐπὶ πῶλον ὄνου.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 16] Ταῦτα δὲ οὐκ ἔγνωσαν οἱ μαθηταὶ αὐτοῦ τὸ πρῶτον· ἀλλ᾿ ὅτε ἐδοξάσθη ὁ Ἰησοῦς, τότε ἐμνήσθησαν ὅτι ταῦτα ἦν ἐπ᾿ αὐτῷ γεγραμμένα, καὶ ταῦτα ἐποίησαν αὐτῷ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 17] Ἐμαρτύρει οὖν ὁ ὄχλος ὁ ὢν μετ᾿ αὐτοῦ + 12:17 ὅτε ¦ ὅτι ELZ ὅτε τὸν Λάζαρον ἐφώνησεν ἐκ τοῦ μνημείου, καὶ ἤγειρεν αὐτὸν ἐκ νεκρῶν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 18] Διὰ τοῦτο καὶ ὑπήντησεν αὐτῷ ὁ ὄχλος, ὅτι ἤκουσε τοῦτο αὐτὸν πεποιηκέναι τὸ σημεῖον.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 19] Οἱ οὖν Φαρισαῖοι εἶπον πρὸς ἑαυτούς, Θεωρεῖτε ὅτι οὐκ ὠφελεῖτε + 12:19 οὐδέν; ¦ οὐδέν· SCR οὐδέν; ἴδε ὁ κόσμος ὀπίσω αὐτοῦ ἀπῆλθεν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 20] Ἦσαν δέ τινες Ἕλληνες ἐκ τῶν ἀναβαινόντων ἵνα προσκυνήσωσιν ἐν τῇ ἑορτῇ·
[GRCGTR | EL | NT | John | Chapter 12 | Verse 21] οὗτοι οὖν προσῆλθον Φιλίππῳ τῷ ἀπὸ Βηθσαϊδὰ τῆς Γαλιλαίας, καὶ ἠρώτων αὐτὸν λέγοντες, Κύριε, θέλομεν τὸν Ἰησοῦν ἰδεῖν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 22] Ἔρχεται Φίλιππος καὶ λέγει τῷ Ἀνδρέᾳ· καὶ πάλιν Ἀνδρέας καὶ Φίλιππος λέγουσι τῷ Ἰησοῦ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 23] Ὁ δὲ Ἰησοῦς ἀπεκρίνατο αὐτοῖς λέγων, Ἐλήλυθεν ἡ ὥρα ἵνα δοξασθῇ ὁ υἱὸς τοῦ ἀνθρώπου.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 24] Ἀμὴν ἀμὴν λέγω ὑμῖν, ἐὰν μὴ ὁ κόκκος τοῦ σίτου πεσὼν εἰς τὴν γῆν ἀποθάνῃ, αὐτὸς μόνος μένει· ἐὰν δὲ ἀποθάνῃ, πολὺν καρπὸν φέρει.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 25] Ὁ φιλῶν τὴν ψυχὴν αὐτοῦ ἀπολέσει αὐτήν· καὶ ὁ μισῶν τὴν ψυχὴν αὐτοῦ ἐν τῷ κόσμῳ τούτῳ εἰς ζωὴν αἰώνιον φυλάξει αὐτήν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 26] Ἐὰν ἐμοὶ διακονῇ τις, ἐμοὶ ἀκολουθείτω· καὶ ὅπου εἰμὶ ἐγώ, ἐκεῖ καὶ ὁ διάκονος ὁ ἐμὸς ἔσται· καὶ ἐάν τις ἐμοὶ διακονῇ, τιμήσει αὐτὸν ὁ πατήρ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 27] Νῦν ἡ ψυχή μου τετάρακται· καὶ τί εἴπω; Πάτερ, σῶσόν με ἐκ τῆς ὥρας ταύτης. Ἀλλὰ διὰ τοῦτο ἦλθον εἰς τὴν ὥραν ταύτην.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 28] Πάτερ, δόξασόν σου τὸ ὄνομα. Ἦλθεν οὖν φωνὴ ἐκ τοῦ οὐρανοῦ, Καὶ ἐδόξασα, καὶ πάλιν δοξάσω.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 29] Ὁ οὖν ὄχλος ὁ ἑστὼς καὶ ἀκούσας ἔλεγε βροντὴν γεγονέναι· ἄλλοι ἔλεγον, Ἄγγελος αὐτῷ λελάληκεν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 30] Ἀπεκρίθη ὁ Ἰησοῦς καὶ εἶπεν, Οὐ δι᾿ ἐμὲ αὕτη ἡ φωνὴ γέγονεν, ἀλλὰ δι᾿ ὑμᾶς.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 31] Νῦν κρίσις ἐστὶ τοῦ κόσμου τούτου· νῦν ὁ ἄρχων τοῦ κόσμου τούτου ἐκβληθήσεται ἔξω.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 32] Κἀγὼ ἐὰν ὑψωθῶ ἐκ τῆς γῆς, πάντας ἑλκύσω πρὸς ἐμαυτόν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 33] Τοῦτο δὲ ἔλεγε, σημαίνων ποίῳ θανάτῳ ἤμελλεν ἀποθνῄσκειν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 34] Ἀπεκρίθη αὐτῷ ὁ ὄχλος, Ἡμεῖς ἠκούσαμεν ἐκ τοῦ νόμου ὅτι ὁ Χριστὸς μένει εἰς τὸν αἰῶνα· καὶ πῶς σὺ λέγεις ὅτι Δεῖ ὑψωθῆναι τὸν υἱὸν τοῦ ἀνθρώπου; Τίς ἐστιν οὗτος ὁ υἱὸς τοῦ ἀνθρώπου;
[GRCGTR | EL | NT | John | Chapter 12 | Verse 35] Εἶπεν οὖν αὐτοῖς ὁ Ἰησοῦς, Ἔτι μικρὸν χρόνον τὸ φῶς μεθ᾿ ὑμῶν ἐστι. Περιπατεῖτε ἕως τὸ φῶς ἔχετε, ἵνα μὴ σκοτία ὑμᾶς καταλάβῃ· καὶ ὁ περιπατῶν ἐν τῇ σκοτίᾳ οὐκ οἶδε ποῦ ὑπάγει.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 36] Ἕως τὸ φῶς ἔχετε, πιστεύετε εἰς τὸ φῶς, ἵνα υἱοὶ φωτὸς γένησθε. Ταῦτα ἐλάλησεν ὁ Ἰησοῦς, καὶ ἀπελθὼν ἐκρύβη ἀπ᾿ αὐτῶν.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 37] Τοσαῦτα δὲ αὐτοῦ σημεῖα πεποιηκότος ἔμπροσθεν αὐτῶν, οὐκ ἐπίστευον εἰς αὐτόν·
[GRCGTR | EL | NT | John | Chapter 12 | Verse 38] ἵνα ὁ λόγος Ἠσαΐου τοῦ προφήτου πληρωθῇ, ὃν εἶπε, Κύριε, τίς ἐπίστευσε τῇ ἀκοῇ ἡμῶν; Καὶ ὁ βραχίων Κυρίου τίνι ἀπεκαλύφθη;
[GRCGTR | EL | NT | John | Chapter 12 | Verse 39] Διὰ τοῦτο οὐκ ἠδύναντο πιστεύειν, ὅτι πάλιν εἶπεν Ἠσαΐας,
[GRCGTR | EL | NT | John | Chapter 12 | Verse 40] Τετύφλωκεν αὐτῶν τοὺς ὀφθαλμούς, καὶ πεπώρωκεν αὐτῶν τὴν καρδίαν· ἵνα μὴ ἴδωσι τοῖς ὀφθαλμοῖς, καὶ νοήσωσι τῇ καρδίᾳ, καὶ ἐπιστραφῶσι, καὶ ἰάσωμαι αὐτούς.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 41] Ταῦτα εἶπεν Ἠσαΐας, ὅτε εἶδε τὴν δόξαν αὐτοῦ, καὶ ἐλάλησε περὶ αὐτοῦ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 42] Ὅμως μέντοι καὶ ἐκ τῶν ἀρχόντων πολλοὶ ἐπίστευσαν εἰς αὐτόν· ἀλλὰ διὰ τοὺς Φαρισαίους οὐχ ὡμολόγουν, ἵνα μὴ ἀποσυνάγωγοι γένωνται.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 43] Ἠγάπησαν γὰρ τὴν δόξαν τῶν ἀνθρώπων μᾶλλον ἤπερ τὴν δόξαν τοῦ Θεοῦ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 44] Ἰησοῦς δὲ ἔκραξε καὶ εἶπεν, Ὁ πιστεύων εἰς ἐμέ, οὐ πιστεύει εἰς ἐμέ, ἀλλ᾿ εἰς τὸν πέμψαντά με·
[GRCGTR | EL | NT | John | Chapter 12 | Verse 45] καὶ ὁ θεωρῶν ἐμέ, θεωρεῖ τὸν πέμψαντά με.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 46] Ἐγὼ φῶς εἰς τὸν κόσμον ἐλήλυθα, ἵνα πᾶς ὁ πιστεύων εἰς ἐμέ, ἐν τῇ σκοτίᾳ μὴ μείνῃ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 47] Καὶ ἐάν τίς μου ἀκούσῃ τῶν ῥημάτων καὶ μὴ πιστεύσῃ, ἐγὼ οὐ κρίνω αὐτόν· οὐ γὰρ ἦλθον ἵνα κρίνω τὸν κόσμον, ἀλλ᾿ ἵνα σώσω τὸν κόσμον.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 48] Ὁ ἀθετῶν ἐμὲ καὶ μὴ λαμβάνων τὰ ῥήματά μου, ἔχει τὸν κρίνοντα αὐτόν· ὁ λόγος ὃν ἐλάλησα, ἐκεῖνος κρινεῖ αὐτὸν ἐν τῇ ἐσχάτῃ ἡμέρᾳ.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 49] Ὅτι ἐγὼ ἐξ ἐμαυτοῦ οὐκ ἐλάλησα· ἀλλ᾿ ὁ πέμψας με πατήρ, αὐτός μοι ἐντολὴν ἔδωκε, τί εἴπω καὶ τί λαλήσω.
[GRCGTR | EL | NT | John | Chapter 12 | Verse 50] Καὶ οἶδα ὅτι ἡ ἐντολὴ αὐτοῦ ζωὴ αἰώνιός ἐστιν· ἃ οὖν λαλῶ ἐγώ, καθὼς εἴρηκέ μοι ὁ πατήρ, οὕτω λαλῶ.
