[IRV | PA | OT | Lamentations | Chapter 3 | Verse 1] ਮੈਂ ਉਹ ਮਨੁੱਖ ਹਾਂ ਜਿਸ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਕ੍ਰੋਧ ਦੇ ਡੰਡੇ ਨਾਲ ਕਸ਼ਟ ਭੋਗਿਆ ਹੈ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 42] ਅਸੀਂ ਅਪਰਾਧ ਅਤੇ ਵਿਦਰੋਹ ਕੀਤਾ, ਅਤੇ ਤੂੰ ਮੁਆਫ਼ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 43] ਤੂੰ ਆਪਣੇ ਕ੍ਰੋਧ ਨਾਲ ਸਾਨੂੰ ਢੱਕ ਲਿਆ ਅਤੇ ਸਾਡਾ ਪਿੱਛਾ ਕੀਤਾ, ਤੂੰ ਬਿਨ੍ਹਾਂ ਤਰਸ ਖਾਧੇ ਸਾਨੂੰ ਮਾਰਿਆ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 44] ਤੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਬੱਦਲ ਨਾਲ ਢੱਕ ਲਿਆ, ਤਾਂ ਜੋ ਕੋਈ ਪ੍ਰਾਰਥਨਾ ਤੇਰੇ ਕੋਲ ਨਾ ਪਹੁੰਚੇ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 45] ਤੂੰ ਸਾਨੂੰ ਕੌਮਾਂ ਦੇ ਵਿਚਕਾਰ ਕੂੜੇ ਅਤੇ ਰੂੜ੍ਹੀ ਵਰਗਾ ਠਹਿਰਾਇਆ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 46] ਸਾਡੇ ਸਾਰੇ ਵੈਰੀਆਂ ਨੇ ਸਾਡੇ ਵਿਰੁੱਧ ਆਪਣਾ ਮੂੰਹ ਪਸਾਰਿਆ ਹੈ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 47] ਡਰ ਅਤੇ ਫੰਦਾ, ਬਰਬਾਦੀ ਅਤੇ ਵਿਨਾਸ਼ ਸਾਡੇ ਉੱਤੇ ਆ ਪਏ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 48] ਮੇਰੀ ਪਰਜਾ ਦੀ ਧੀ ਦੀ ਬਰਬਾਦੀ ਦੇ ਕਾਰਨ, ਹੰਝੂਆਂ ਦੀਆਂ ਨਦੀਆਂ ਮੇਰੀਆਂ ਅੱਖਾਂ ਤੋਂ ਵਗਦੀਆਂ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 49] ਮੇਰੇ ਹੰਝੂ ਵਗਦੇ ਰਹਿਣਗੇ ਅਤੇ ਰੁੱਕਣਗੇ ਨਹੀਂ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 50] ਜਦ ਤੱਕ ਯਹੋਵਾਹ ਸਵਰਗ ਤੋਂ ਮੇਰੇ ਵੱਲ ਨਿਗਾਹ ਮਾਰ ਕੇ ਨਾ ਵੇਖੇ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 51] ਮੇਰੇ ਸ਼ਹਿਰ ਦੀਆਂ ਸਾਰੀਆਂ ਧੀਆਂ ਦੇ ਕਾਰਨ, ਮੇਰੀ ਅੱਖ ਮੇਰੇ ਦਿਲ ਨੂੰ ਦੁੱਖੀ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 52] ਜਿਹੜੇ ਬਿਨ੍ਹਾਂ ਕਾਰਨ ਮੇਰੇ ਵੈਰੀ ਹਨ, ਉਹਨਾਂ ਨੇ ਚਿੜ੍ਹੀ ਦੀ ਤਰ੍ਹਾਂ ਮੇਰਾ ਪਿੱਛਾ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 53] ਉਹਨਾਂ ਨੇ ਮੈਨੂੰ ਟੋਏ ਵਿੱਚ ਸੁੱਟ ਦਿੱਤਾ, ਅਤੇ ਮੈਨੂੰ ਮਾਰਨ ਲਈ ਪੱਥਰ ਮੇਰੇ ਉੱਤੇ ਸੁੱਟੇ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 54] ਪਾਣੀ ਮੇਰੇ ਸਿਰ ਦੇ ਉੱਤੋਂ ਵਗੇ, ਮੈਂ ਆਖਿਆ, ਮੈਂ ਮਰ ਮਿਟਿਆ ਹਾਂ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 55] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਡੂੰਘੇ ਟੋਏ ਵਿੱਚੋਂ ਤੇਰੇ ਨਾਮ ਦੀ ਦੁਹਾਈ ਦਿੱਤੀ,
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 56] ਤੂੰ ਮੇਰੀ ਅਵਾਜ਼ ਸੁਣੀ, ਆਪਣਾ ਕੰਨ ਮੇਰੀਆਂ ਆਹਾਂ ਅਤੇ ਮੇਰੀ ਦੁਹਾਈ ਵੱਲੋਂ ਬੰਦ ਨਾ ਕਰ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 57] ਜਿਸ ਵੇਲੇ ਮੈਂ ਤੈਨੂੰ ਪੁਕਾਰਿਆ, ਤੂੰ ਨੇੜੇ ਆਇਆ, ਤੂੰ ਆਖਿਆ, ਨਾ ਡਰ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 58] ਹੇ ਮੇਰੇ ਪ੍ਰਭੂ, ਤੂੰ ਮੇਰੀ ਜਾਨ ਦਾ ਮੁਕੱਦਮਾ ਲੜਿਆ ਹੈ, ਤੂੰ ਮੇਰੇ ਜੀਵਨ ਦਾ ਛੁਟਕਾਰਾ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 59] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਮੇਰੇ ਨਾਲ ਹੋਈ ਬੇਇਨਸਾਫ਼ੀ ਨੂੰ ਵੇਖਿਆ ਹੈ, ਤੂੰ ਮੇਰਾ ਨਿਆਂ ਕਰ!
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 60] ਤੂੰ ਉਹਨਾਂ ਦਾ ਬਦਲਾ ਵੇਖਿਆ ਹੈ, ਅਤੇ ਉਹ ਯੋਜਨਾਵਾਂ ਵੀ ਜੋ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਬਣਾਈਆਂ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 61] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਉਹਨਾਂ ਦੀ ਨਿੰਦਿਆ ਨੂੰ ਸੁਣਿਆ ਹੈ, ਅਤੇ ਉਨ੍ਹਾਂ ਯੋਜਨਾਵਾਂ ਨੂੰ ਵੀ ਜੋ ਉਹਨਾਂ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਬਣਾਈਆਂ ਹਨ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 62] ਮੇਰੇ ਵਿਰੋਧੀਆਂ ਦੀਆਂ ਗੱਲਾਂ, ਅਤੇ ਦਿਨ ਭਰ ਮੇਰੇ ਵਿਰੁੱਧ ਉਹਨਾਂ ਦੇ ਵਿਚਾਰ, ਤੂੰ ਜਾਣਦਾ ਹੈਂ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 63] ਉਹਨਾਂ ਦੇ ਉੱਠਣ ਬੈਠਣ ਵੱਲ ਧਿਆਨ ਦੇ! ਮੈਂ ਉਹਨਾਂ ਦੇ ਤਾਹਨਿਆਂ ਦਾ ਗੀਤ ਹਾਂ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 64] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਉਹਨਾਂ ਨੂੰ, ਉਹਨਾਂ ਦੇ ਹੱਥਾਂ ਦੇ ਕੰਮਾਂ ਅਨੁਸਾਰ ਬਦਲਾ ਦੇਵੇਂਗਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 65] ਤੂੰ ਉਹਨਾਂ ਦਾ ਮਨ ਸੁੰਨ ਕਰ ਦੇਵੇਂਗਾ, ਤੇਰਾ ਸਰਾਪ ਉਹਨਾਂ ਦੇ ਉੱਤੇ ਹੋਵੇਗਾ।
[IRV | PA | OT | Lamentations | Chapter 3 | Verse 66] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਕ੍ਰੋਧ ਵਿੱਚ ਉਹਨਾਂ ਦਾ ਪਿੱਛਾ ਕਰੇਂਗਾ, ਅਤੇ ਅਕਾਸ਼ ਦੇ ਹੇਠੋਂ ਉਹਨਾਂ ਦਾ ਨਾਸ ਕਰ ਦੇਵੇਂਗਾ।
