[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 1] Ἀποθέμενοι οὖν πᾶσαν κακίαν καὶ πάντα δόλον καὶ ⸀ὑποκρίσεις καὶ φθόνους καὶ πάσας καταλαλιάς,
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 12] τὴν ἀναστροφὴν ὑμῶν ⸂ἐν τοῖς ἔθνεσιν ἔχοντες καλήν⸃, ἵνα, ἐν ᾧ καταλαλοῦσιν ὑμῶν ὡς κακοποιῶν, ἐκ τῶν καλῶν ἔργων ⸀ἐποπτεύοντες δοξάσωσι τὸν θεὸν ἐν ἡμέρᾳ ἐπισκοπῆς.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 13] ⸀Ὑποτάγητε πάσῃ ἀνθρωπίνῃ κτίσει διὰ τὸν κύριον· εἴτε βασιλεῖ ὡς ὑπερέχοντι,
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 14] εἴτε ἡγεμόσιν ὡς διʼ αὐτοῦ πεμπομένοις εἰς ἐκδίκησιν κακοποιῶν ἔπαινον δὲ ἀγαθοποιῶν
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 15] (ὅτι οὕτως ἐστὶν τὸ θέλημα τοῦ θεοῦ, ἀγαθοποιοῦντας φιμοῦν τὴν τῶν ἀφρόνων ἀνθρώπων ἀγνωσίαν)·
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 16] ὡς ἐλεύθεροι, καὶ μὴ ὡς ἐπικάλυμμα ἔχοντες τῆς κακίας τὴν ἐλευθερίαν, ἀλλʼ ὡς ⸂θεοῦ δοῦλοι⸃.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 17] πάντας τιμήσατε, τὴν ἀδελφότητα ⸀ἀγαπᾶτε, τὸν θεὸν φοβεῖσθε, τὸν βασιλέα τιμᾶτε.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 18] Οἱ οἰκέται ὑποτασσόμενοι ἐν παντὶ φόβῳ τοῖς δεσπόταις, οὐ μόνον τοῖς ἀγαθοῖς καὶ ἐπιεικέσιν ἀλλὰ καὶ τοῖς σκολιοῖς.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 19] τοῦτο γὰρ χάρις εἰ διὰ συνείδησιν θεοῦ ὑποφέρει τις λύπας πάσχων ἀδίκως·
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 20] ποῖον γὰρ κλέος εἰ ἁμαρτάνοντες καὶ κολαφιζόμενοι ὑπομενεῖτε; ἀλλʼ εἰ ἀγαθοποιοῦντες καὶ πάσχοντες ὑπομενεῖτε, τοῦτο χάρις παρὰ θεῷ.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 21] εἰς τοῦτο γὰρ ἐκλήθητε, ὅτι καὶ Χριστὸς ἔπαθεν ὑπὲρ ⸀ὑμῶν, ὑμῖν ὑπολιμπάνων ὑπογραμμὸν ἵνα ἐπακολουθήσητε τοῖς ἴχνεσιν αὐτοῦ·
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 22] ὃς ἁμαρτίαν οὐκ ἐποίησεν οὐδὲ εὑρέθη δόλος ἐν τῷ στόματι αὐτοῦ·
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 23] ὃς λοιδορούμενος οὐκ ἀντελοιδόρει, πάσχων οὐκ ἠπείλει, παρεδίδου δὲ τῷ κρίνοντι δικαίως·
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 24] ὃς τὰς ἁμαρτίας ἡμῶν αὐτὸς ἀνήνεγκεν ἐν τῷ σώματι αὐτοῦ ἐπὶ τὸ ξύλον, ἵνα ταῖς ἁμαρτίαις ἀπογενόμενοι τῇ δικαιοσύνῃ ζήσωμεν· οὗ τῷ ⸀μώλωπι ἰάθητε.
[SBLGNT | EL | NT | 1 Peter | Chapter 2 | Verse 25] ἦτε γὰρ ὡς πρόβατα ⸀πλανώμενοι, ἀλλὰ ἐπεστράφητε νῦν ἐπὶ τὸν ποιμένα καὶ ἐπίσκοπον τῶν ψυχῶν ὑμῶν.
