[IRV | PA | OT | Isaiah | Chapter 43 | Verse 1] ਹੇ ਯਾਕੂਬ, ਤੇਰਾ ਕਰਤਾਰ, ਅਤੇ ਹੇ ਇਸਰਾਏਲ, ਤੇਰਾ ਸਿਰਜਣਹਾਰ ਯਹੋਵਾਹ ਹੁਣ ਇਹ ਆਖਦਾ ਹੈ, ਨਾ ਡਰ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੈਨੂੰ ਛੁਡਾ ਲਿਆ ਹੈ, ਮੈਂ ਤੇਰਾ ਨਾਮ ਲੈ ਕੇ ਤੈਨੂੰ ਬੁਲਾਇਆ ਹੈ, ਤੂੰ ਮੇਰਾ ਹੀ ਹੈਂ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 12] ਮੈਂ ਹੀ ਦੱਸਿਆ, ਮੈਂ ਬਚਾਇਆ, ਮੈਂ ਹੀ ਸੁਣਾਇਆ, ਨਾ ਕਿ ਤੁਹਾਡੇ ਵਿੱਚ ਕਿਸੇ ਓਪਰੇ ਦੇਵਤੇ ਨੇ, ਤੁਸੀਂ ਮੇਰੇ ਗਵਾਹ ਹੋ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਅਤੇ ਮੈਂ ਹੀ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 13] ਹਾਂ, ਪ੍ਰਾਚੀਨ ਦਿਨਾਂ ਤੋਂ ਲੈ ਕੇ ਮੈਂ ਹੀ ਉਹ ਹਾਂ, ਅਤੇ ਕੋਈ ਮੇਰੇ ਹੱਥੋਂ ਛੁਡਾ ਨਹੀਂ ਸਕਦਾ, ਮੈਂ ਕਾਰਜ ਕਰਾਂਗਾ ਅਤੇ ਕੌਣ ਉਹ ਨੂੰ ਰੋਕੇਗਾ?
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 14] ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਛੁਡਾਉਣ ਵਾਲਾ, ਇਸਰਾਏਲ ਦਾ ਪਵਿੱਤਰ ਪੁਰਖ ਇਹ ਫ਼ਰਮਾਉਂਦਾ ਹੈ, ਤੁਹਾਡੇ ਨਮਿੱਤ ਮੈਂ ਬਾਬਲ ਵੱਲ ਭੇਜਿਆ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਵਾਸੀਆਂ ਨੂੰ ਭਗੌੜਿਆਂ ਵਾਂਗੂੰ ਲੈ ਆਵਾਂਗਾ, ਅਤੇ ਕਸਦੀਆਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਜਹਾਜ਼ਾਂ ਉੱਤੇ ਚੜ੍ਹਾ ਕੇ ਲੈ ਆਵਾਂਗਾ, ਜਿਨ੍ਹਾਂ ਉੱਤੇ ਉਹ ਵੱਡਾ ਘਮੰਡ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 15] ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਵਿੱਤਰ ਪੁਰਖ ਹਾਂ, ਮੈਂ ਇਸਰਾਏਲ ਦਾ ਕਰਤਾਰ, ਤੁਹਾਡਾ ਰਾਜਾ ਹਾਂ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 16] ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਉਹ ਜੋ ਸਮੁੰਦਰ ਵਿੱਚ ਰਾਹ ਬਣਾਉਂਦਾ, ਅਤੇ ਡਾਢੇ ਪਾਣੀਆਂ ਵਿੱਚ ਰਸਤਾ,
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 17] ਉਹ ਜੋ ਰਥ ਅਤੇ ਘੋੜਾ, ਫੌਜ ਅਤੇ ਸੂਰਬੀਰ ਬਾਹਰ ਲੈ ਆਉਂਦਾ ਹੈ, ਉਹ ਇਕੱਠੇ ਲੇਟ ਜਾਂਦੇ, ਉਹ ਉੱਠਣਗੇ ਨਹੀਂ, ਉਹ ਮੰਦੇ ਪੈ ਗਏ, ਉਹ ਬੱਤੀ ਵਾਂਗੂੰ ਬੁਝ ਗਏ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 18] ਪਹਿਲੀਆਂ ਗੱਲਾਂ ਨੂੰ ਯਾਦ ਨਾ ਕਰੋ, ਪੁਰਾਣੀਆਂ ਗੱਲਾਂ ਨੂੰ ਨਾ ਸੋਚੋ,
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 19] ਵੇਖੋ, ਮੈਂ ਇੱਕ ਨਵਾਂ ਕੰਮ ਕਰਨ ਵਾਲਾ ਹਾਂ, ਉਹ ਹੁਣੇ ਹੀ ਦਿੱਸ ਪਵੇਗਾ, ਕੀ ਤੁਸੀਂ ਉਸ ਤੋਂ ਅਣਜਾਣ ਰਹੋਗੇ? ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਹੀ ਰਾਹ ਬਣਾਵਾਂਗਾ, ਅਤੇ ਥਲ ਵਿੱਚ ਨਦੀਆਂ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 20] ਜੰਗਲੀ ਜਾਨਵਰ, ਗਿੱਦੜ ਅਤੇ ਸ਼ੁਤਰਮੁਰਗ, ਮੇਰੀ ਮਹਿਮਾ ਕਰਨਗੇ, ਕਿਉਂ ਜੋ ਮੈਂ ਉਜਾੜ ਵਿੱਚ ਪਾਣੀ, ਅਤੇ ਥਲ ਵਿੱਚ ਨਦੀਆਂ ਦਿੰਦਾ ਹਾਂ, ਭਈ ਮੇਰੀ ਚੁਣੀ ਹੋਈ ਪਰਜਾ ਪਾਣੀ ਪੀਵੇ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 21] ਮੈਂ ਇਸ ਪਰਜਾ ਨੂੰ ਆਪਣੇ ਲਈ ਸਿਰਜਿਆ ਕਿ ਉਹ ਮੇਰੀ ਉਸਤਤ ਦਾ ਵਰਨਣ ਕਰੇ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 22] ਪਰ ਹੇ ਯਾਕੂਬ, ਤੂੰ ਮੈਨੂੰ ਨਹੀਂ ਪੁਕਾਰਿਆ, ਹੇ ਇਸਰਾਏਲ, ਤੂੰ ਤਾਂ ਮੇਰੇ ਤੋਂ ਅੱਕ ਗਿਆ!
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 23] ਤੂੰ ਮੇਰੇ ਲਈ ਆਪਣੀਆਂ ਹੋਮ ਬਲੀਆਂ ਦੇ ਲੇਲੇ ਨਹੀਂ ਲਿਆਇਆ, ਤੂੰ ਆਪਣੀਆਂ ਬਲੀਆਂ ਨਾਲ ਮੇਰਾ ਆਦਰ ਨਹੀਂ ਕੀਤਾ। ਮੈਂ ਮੈਦੇ ਦੀ ਭੇਟ ਦਾ ਭਾਰ ਤੇਰੇ ਉੱਤੇ ਨਹੀਂ ਪਾਇਆ, ਨਾ ਲੁਬਾਨ ਨਾਲ ਤੈਨੂੰ ਅਕਾਇਆ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 24] ਤੂੰ ਮੇਰੇ ਲਈ ਚਾਂਦੀ ਦੇ ਕੇ ਸੁਗੰਧਿਤ ਪੋਨੇ ਨਹੀਂ ਲਿਆਂਦੇ, ਨਾ ਤੂੰ ਆਪਣੀਆਂ ਬਲੀਆਂ ਦੀ ਚਰਬੀ ਨਾਲ ਮੈਨੂੰ ਰਜਾਇਆ, ਸਗੋਂ ਤੂੰ ਆਪਣੇ ਪਾਪਾਂ ਦਾ ਭਾਰ ਮੇਰੇ ਉੱਤੇ ਪਾਇਆ, ਤੂੰ ਮੈਨੂੰ ਆਪਣੀਆਂ ਬਦੀਆਂ ਨਾਲ ਅਕਾ ਦਿੱਤਾ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 25] ਮੈਂ, ਹਾਂ, ਮੈਂ ਹੀ ਉਹ ਹਾਂ, ਜੋ ਤੇਰੇ ਅਪਰਾਧਾਂ ਨੂੰ ਆਪਣੇ ਨਾਮ ਦੇ ਨਮਿੱਤ ਮਿਟਾਉਂਦਾ ਹਾਂ, ਅਤੇ ਮੈਂ ਤੇਰੇ ਪਾਪਾਂ ਨੂੰ ਚੇਤੇ ਨਹੀਂ ਰੱਖਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 26] ਮੈਨੂੰ ਯਾਦ ਕਰ, ਅਸੀਂ ਇਕੱਠੇ ਵਾਦ-ਵਿਵਾਦ ਕਰੀਏ, ਤੂੰ ਹੀ ਨਿਰਣਾ ਕਰ ਤਾਂ ਜੋ ਤੂੰ ਧਰਮੀ ਠਹਿਰੇਂ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 27] ਤੇਰੇ ਪਹਿਲੇ ਪਿਤਾ ਨੇ ਪਾਪ ਕੀਤਾ, ਤੇਰੇ ਜਾਜਕਾਂ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਅਪਰਾਧ ਕੀਤਾ।
[IRV | PA | OT | Isaiah | Chapter 43 | Verse 28] ਇਸ ਲਈ ਮੈਂ ਪਵਿੱਤਰ ਅਸਥਾਨ ਦੇ ਉੱਚ-ਅਧਿਕਾਰੀਆਂ ਨੂੰ ਭਰਿਸ਼ਟ ਠਹਿਰਾਇਆ, ਅਤੇ ਮੈਂ ਯਾਕੂਬ ਨੂੰ ਫਿਟਕਾਰ, ਅਤੇ ਇਸਰਾਏਲ ਨੂੰ ਦੁਰਬਚਨ ਦਾ ਕਾਰਨ ਬਣਾ ਦਿੱਤਾ।
