[IRV | PA | OT | Isaiah | Chapter 3 | Verse 1] ਹੁਣ ਵੇਖੋ! ਪ੍ਰਭੂ ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ, ਯਰੂਸ਼ਲਮ ਤੇ ਯਹੂਦਾਹ ਤੋਂ ਆਸਰਾ ਤੇ ਸਹਾਰਾ ਲੈ ਜਾ ਰਿਹਾ ਹੈ, ਅਰਥਾਤ ਰੋਟੀ ਦਾ ਸਾਰਾ ਸਹਾਰਾ ਤੇ ਪਾਣੀ ਦਾ ਸਾਰਾ ਸਹਾਰਾ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 12] ਮੇਰੀ ਪਰਜਾ! ਬੱਚੇ ਉਹਨਾਂ ਉੱਤੇ ਅਨ੍ਹੇਰ ਕਰਦੇ, ਅਤੇ ਔਰਤਾਂ ਉਹਨਾਂ ਉੱਤੇ ਹਕੂਮਤ ਕਰਦੀਆਂ ਹਨ। ਮੇਰੀ ਪਰਜਾ! ਤੇਰੇ ਆਗੂ ਤੈਨੂੰ ਭਟਕਾਉਂਦੇ ਹਨ, ਅਤੇ ਤੇਰੇ ਸਿੱਧੇ ਮਾਰਗਾਂ ਨੂੰ ਮਿਟਾ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 13] ਯਹੋਵਾਹ ਮੁਕੱਦਮਾ ਲੜਨ ਲਈ ਆਪਣੇ ਸਥਾਨ ਤੇ ਹੈ, ਅਤੇ ਲੋਕਾਂ ਦਾ ਫ਼ੈਸਲਾ ਕਰਨ ਲਈ ਖੜ੍ਹਾ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 14] ਯਹੋਵਾਹ ਆਪਣੀ ਪਰਜਾ ਦੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਆਗੂਆਂ ਦੇ ਵਿਰੁੱਧ ਨਿਆਂ ਲਈ ਆਉਂਦਾ ਹੈ, ਤੁਸੀਂ ਹੀ ਮੇਰੇ ਅੰਗੂਰੀ ਬਾਗ਼ ਨੂੰ ਚੱਟ ਕਰ ਲਿਆ ਹੈ, ਗਰੀਬਾਂ ਦੀ ਲੁੱਟ ਤੁਹਾਡੇ ਹੀ ਘਰਾਂ ਵਿੱਚ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 15] ਸੈਨਾਂ ਦੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਤੁਹਾਡਾ ਕੀ ਮਤਲਬ ਹੈ ਕਿ ਤੁਸੀਂ ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਦਬਾਉਂਦੇ ਹੋ, ਅਤੇ ਗਰੀਬਾਂ ਨੂੰ ਰਗੜਦੇ ਹੋ?
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 16] ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਇਸ ਲਈ ਕਿ ਸੀਯੋਨ ਦੀਆਂ ਧੀਆਂ ਹੰਕਾਰਨਾਂ ਹਨ, ਅਤੇ ਗਰਦਨ ਅਕੜਾ ਕੇ ਅਤੇ ਅੱਖਾਂ ਮਟਕਾ ਕੇ ਤੁਰਦੀਆਂ ਹਨ, ਅਤੇ ਠੁਮਕ-ਠੁਮਕ ਚਾਲ ਚੱਲਦੀਆਂ ਹਨ, ਅਤੇ ਪੈਰਾਂ ਵਿੱਚ ਘੁੰਗਰੂ ਛਣਕਾਉਂਦੀਆਂ ਹਨ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 17] ਹੁਣ ਪ੍ਰਭੂ ਸੀਯੋਨ ਦੀਆਂ ਧੀਆਂ ਦਾ ਸਿਰ ਗੰਜਾ ਕਰ ਦੇਵੇਗਾ ਅਤੇ ਯਹੋਵਾਹ ਉਹਨਾਂ ਦੇ ਸਰੀਰ ਨੰਗੇ ਕਰ ਦੇਵੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 18] ਉਸ ਦਿਨ ਪ੍ਰਭੂ ਉਹਨਾਂ ਦੀਆਂ ਪਜੇਬਾਂ ਦੀ ਸਜਾਵਟ, ਅਤੇ ਜਾਲੀਆਂ ਤੇ ਚੰਦਨਹਾਰ ਲੈ ਜਾਵੇਗਾ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 19] ਛੁਮਕੇ, ਛਣਕੰਗਣ, ਘੁੰਡ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 20] ਚੌਂਕ, ਕੰਗਣ, ਪਟਕੇ, ਅਤਰਦਾਨੀਆਂ, ਚੌਂਕੀਆਂ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 21] ਅਤੇ ਮੁੰਦਰੀਆਂ ਤੇ ਨੱਥਾਂ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 22] ਰਾਖਵੇਂ ਕੱਪੜੇ, ਚੱਦਰਾਂ, ਦੁਪੱਟੇ ਅਤੇ ਖੀਸੇ,
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 23] ਆਰਸੀਆਂ, ਮਲਮਲ, ਸਾਫ਼ੇ ਅਤੇ ਬੁਰਕੇ, ਇਨ੍ਹਾਂ ਸਾਰਿਆਂ ਦੀ ਸ਼ੋਭਾ ਦੂਰ ਕਰੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 24] ਅਤੇ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਸੁਗੰਧ ਦੇ ਥਾਂ ਸੜਿਆਂਧ ਹੋਵੇਗੀ, ਪਟਕੇ ਦੀ ਥਾਂ ਰੱਸੀ, ਮੀਢੀਆਂ ਦੇ ਥਾਂ ਗੰਜ, ਚੋਲੀ ਦੇ ਥਾਂ ਟਾਟ ਦੀ ਪੇਟੀ, ਸੁਹੱਪਣ ਦੇ ਥਾਂ ਦਾਗ ਹੋਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 25] ਤੇਰੇ ਪੁਰਖ ਤਲਵਾਰ ਨਾਲ, ਅਤੇ ਤੇਰੇ ਸੂਰਮੇ ਯੁੱਧ ਵਿੱਚ ਡਿੱਗਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 3 | Verse 26] ਸਿਯੋਨ ਸ਼ਹਿਰ ਦੇ ਫਾਟਕ ਵਿਰਲਾਪ ਤੇ ਸੋਗ ਕਰਨਗੇ, ਅਤੇ ਉਹ ਲੁੱਟ-ਪੁੱਟ ਹੋ ਕੇ ਉਹ ਹੇਠਾਂ ਬੈਠੇਗੀ।
