[IRV | PA | OT | Isaiah | Chapter 13 | Verse 1] ਬਾਬਲ ਦੇ ਵਿਖੇ ਅਗੰਮ ਵਾਕ ਜਿਸ ਨੂੰ ਆਮੋਸ ਦੇ ਪੁੱਤਰ ਯਸਾਯਾਹ ਨੇ ਦਰਸ਼ਣ ਵਿੱਚ ਪਾਇਆ, -
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 12] ਮੈਂ ਲੋਕਾਂ ਨੂੰ ਕੁੰਦਨ ਸੋਨੇ ਨਾਲੋਂ, ਅਤੇ ਮਨੁੱਖ ਨੂੰ ਓਫੀਰ ਦੇ ਸੋਨੇ ਨਾਲੋਂ ਦੁਰਲੱਭ ਬਣਾਵਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 13] ਇਸ ਲਈ ਮੈਂ ਅਕਾਸ਼ ਨੂੰ ਕਾਂਬਾ ਲਵਾਂਗਾ, ਅਤੇ ਧਰਤੀ ਆਪਣੇ ਥਾਂ ਤੋਂ ਹਿਲਾਈ ਜਾਵੇਗੀ, ਇਹ ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਦੇ ਕਹਿਰ ਵਿੱਚ, ਅਤੇ ਉਸ ਦੇ ਤੇਜ ਗੁੱਸੇ ਦੇ ਦਿਨ ਹੋਵੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 14] ਤਦ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਭੁੱਲੀ ਹਿਰਨੀ ਵਾਂਗੂੰ ਅਤੇ ਉਸ ਭੇਡ ਵਾਂਗੂੰ ਜਿਸ ਦਾ ਪਾਲੀ ਨਹੀਂ, ਹਰੇਕ ਮਨੁੱਖ ਆਪਣੇ ਲੋਕਾਂ ਵੱਲ ਮੁੜੇਗਾ, ਅਤੇ ਹਰੇਕ ਮਨੁੱਖ ਆਪਣੇ ਦੇਸ ਨੂੰ ਭੱਜੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 15] ਹਰੇਕ ਜਿਹੜਾ ਮਿਲ ਜਾਵੇ ਵਿੰਨ੍ਹਿਆ ਜਾਵੇਗਾ, ਹਰੇਕ ਜਿਹੜਾ ਫੜ੍ਹਿਆ ਜਾਵੇ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 16] ਉਨ੍ਹਾਂ ਦੇ ਬੱਚੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਅੱਗੇ ਪਟਕਾਏ ਜਾਣਗੇ, ਉਨ੍ਹਾਂ ਦੇ ਘਰ ਲੁੱਟੇ ਜਾਣਗੇ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਪਤਨੀਆਂ ਬੇਪਤ ਕੀਤੀਆਂ ਜਾਣਗੀਆਂ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 17] ਵੇਖੋ, ਮੈਂ ਬਾਬਲ ਦੇ ਵਾਸੀਆਂ ਦੇ ਵਿਰੁੱਧ ਮਾਦੀ ਲੋਕਾਂ ਨੂੰ ਪਰੇਰ ਰਿਹਾ ਹਾਂ, ਜਿਹੜੇ ਚਾਂਦੀ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕਰਦੇ, ਨਾ ਸੋਨੇ ਤੋਂ ਖੁਸ਼ ਹੁੰਦੇ ਹਨ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 18] ਉਨ੍ਹਾਂ ਦੇ ਧਣੁੱਖ ਜੁਆਨਾਂ ਨੂੰ ਵਿੰਨ੍ਹਣਗੇ, ਉਹ ਢਿੱਡ ਦੇ ਫਲ ਉੱਤੇ ਰਹਮ ਨਾ ਕਰਨਗੇ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਅੱਖਾਂ ਬੱਚਿਆਂ ਉੱਤੇ ਤਰਸ ਨਾ ਖਾਣਗੀਆਂ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 19] ਬਾਬਲ ਜੋ ਸਾਰੇ ਰਾਜਾਂ ਦੀ ਸਜਾਵਟ ਅਤੇ ਕਸਦੀਆਂ ਦੇ ਹੰਕਾਰ ਦੀ ਸ਼ਾਨ ਹੈ, ਸਦੂਮ ਅਤੇ ਅਮੂਰਾਹ ਜਿਹਾ ਹੋ ਜਾਵੇਗਾ, ਜਦੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਢਾਹ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 20] ਉਹ ਫੇਰ ਕਦੀ ਨਾ ਵਸਾਇਆ ਜਾਵੇਗਾ, ਨਾ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਅਬਾਦ ਕੀਤਾ ਜਾਵੇਗਾ, ਨਾ ਕੋਈ ਅਰਬੀ ਉੱਥੇ ਤੰਬੂ ਲਾਵੇਗਾ, ਨਾ ਅਯਾਲੀ ਉੱਥੇ ਆਪਣੇ ਇੱਜੜ ਬਿਠਾਉਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 21] ਪਰ ਜੰਗਲੀ ਜਾਨਵਰ ਉੱਥੇ ਬੈਠਣਗੇ, ਉਨ੍ਹਾਂ ਦੇ ਘਰ ਗਿੱਦੜਾਂ ਨਾਲ ਭਰੇ ਹੋਣਗੇ, ਸ਼ੁਤਰਮੁਰਗ ਉੱਥੇ ਵੱਸਣਗੇ, ਅਤੇ ਜੰਗਲੀ ਬੱਕਰੇ ਉੱਥੇ ਨੱਚਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 13 | Verse 22] ਬਿੱਜੂ ਉਨ੍ਹਾਂ ਦੇ ਖੁੱਡਾਂ ਵਿੱਚ, ਅਤੇ ਗਿੱਦੜ ਉਨ੍ਹਾਂ ਦੇ ਰੰਗ ਮਹਿਲਾਂ ਵਿੱਚ ਰੌਲ਼ਾ ਪਾਉਣਗੇ। ਉਹ ਦੇ ਵਿਨਾਸ਼ ਦਾ ਸਮਾਂ ਨੇੜੇ ਆ ਗਿਆ ਹੈ, ਉਹ ਦੇ ਦਿਨ ਲੰਮੇ ਨਾ ਹੋਣਗੇ।
