[IRV | PA | OT | Isaiah | Chapter 59 | Verse 1] ਵੇਖੋ, ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਅਜਿਹਾ ਛੋਟਾ ਨਹੀਂ ਕਿ ਉਹ ਬਚਾ ਨਾ ਸਕੇ, ਨਾ ਉਹ ਦਾ ਕੰਨ ਅਜਿਹਾ ਭਾਰੀ ਹੈ ਕਿ ਉਹ ਸੁਣੇ ਨਾ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 12] ਸਾਡੇ ਅਪਰਾਧ ਤਾਂ ਤੇਰੇ ਹਜ਼ੂਰ ਵੱਧ ਗਏ ਹਨ ਸਾਡੇ ਪਾਪ ਸਾਡੇ ਵਿਰੁੱਧ ਗਵਾਹੀ ਦਿੰਦੇ ਹਨ, ਕਿਉਂ ਜੋ ਸਾਡੇ ਅਪਰਾਧ ਸਾਡੇ ਨਾਲ ਹਨ, ਅਤੇ ਆਪਣੀਆਂ ਬਦੀਆਂ ਨੂੰ ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 13] ਅਸੀਂ ਯਹੋਵਾਹ ਦਾ ਅਪਰਾਧ ਕੀਤਾ ਅਤੇ ਉਸ ਤੋਂ ਮੁੱਕਰ ਗਏ, ਅਸੀਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪਿੱਛੇ ਚੱਲਣੋਂ ਹੱਟ ਗਏ, ਅਸੀਂ ਜ਼ੁਲਮ ਕੀਤਾ ਅਤੇ ਵਿਦਰੋਹੀ ਹੋ ਗਏ, ਅਸੀਂ ਮਨੋਂ ਜੁਗਤੀ ਕਰ ਕੇ ਝੂਠੀਆਂ ਗੱਲਾਂ ਕੀਤੀਆਂ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 14] ਨਿਆਂ ਪਲਟ ਗਿਆ, ਅਤੇ ਧਰਮ ਦੂਰ ਖੜ੍ਹਾ ਰਹਿੰਦਾ ਹੈ, ਸਚਿਆਈ ਤਾਂ ਚੌਂਕ ਵਿੱਚ ਡਿੱਗ ਪਈ, ਅਤੇ ਸਿਧਿਆਈ ਅੰਦਰ ਵੜ ਨਹੀਂ ਸਕਦੀ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 15] ਸਚਿਆਈ ਲੱਭਦੀ ਹੀ ਨਹੀਂ ਅਤੇ ਜਿਹੜਾ ਬਦੀ ਤੋਂ ਭੱਜਦਾ ਹੈ, ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਸ਼ਿਕਾਰ ਬਣਾਉਂਦਾ ਹੈ। ਯਹੋਵਾਹ ਨੇ ਵੇਖਿਆ ਅਤੇ ਪ੍ਰਸੰਨ ਨਾ ਹੋਇਆ ਕਿਉਂ ਜੋ ਨਿਆਂ ਕਿਤੇ ਵੀ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 16] ਉਹ ਨੇ ਵੇਖਿਆ ਕਿ ਕੋਈ ਮਨੁੱਖ ਨਹੀਂ, ਉਹ ਦੰਗ ਰਹਿ ਗਿਆ ਕਿ ਕੋਈ ਵੀ ਵਿਚੋਲਾ ਨਹੀਂ, ਇਸ ਲਈ ਉਹ ਦੀ ਭੁਜਾ ਨੇ ਆਪ ਹੀ ਉਸ ਲਈ ਬਚਾਓ ਕੀਤਾ, ਅਤੇ ਉਹ ਦੇ ਧਰਮ ਨੇ ਹੀ ਉਸ ਨੂੰ ਸੰਭਾਲਿਆ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 17] ਉਹ ਨੇ ਧਰਮ ਨੂੰ ਸੰਜੋ ਵਾਂਗੂੰ ਪਹਿਨਿਆ ਅਤੇ ਆਪਣੇ ਸਿਰ ਉੱਤੇ ਮੁਕਤੀ ਦਾ ਟੋਪ ਰੱਖਿਆ, ਉਸ ਨੇ ਬਦਲਾ ਲੈਣ ਦੇ ਬਸਤਰ ਧਾਰਣ ਕੀਤਾ ਅਤੇ ਚੋਲੇ ਵਾਂਗੂੰ ਅਣਖ ਨੂੰ ਪਾ ਲਿਆ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 18] ਉਨ੍ਹਾਂ ਦੇ ਕੰਮਾਂ ਦੇ ਅਨੁਸਾਰ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਬਦਲਾ ਦੇਵੇਗਾ, ਆਪਣੇ ਵੈਰੀਆਂ ਲਈ ਕ੍ਰੋਧ, ਵਿਰੋਧੀਆਂ ਲਈ ਬਦਲਾ ਦੇਵੇਗਾ, ਉਹ ਟਾਪੂਆਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਕੀਤੀ ਦਾ ਫਲ ਦੇਵੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 19] ਤਦ ਪੱਛਮ ਵੱਲ ਲੋਕ ਯਹੋਵਾਹ ਦੇ ਨਾਮ ਤੋਂ ਡਰਨਗੇ ਅਤੇ ਸੂਰਜ ਦੇ ਚੜ੍ਹਦੇ ਪਾਸਿਓਂ ਉਹ ਦੇ ਪਰਤਾਪ ਤੋਂ ਡਰਨਗੇ, ਕਿਉਂ ਜੋ ਉਹ ਹੜ੍ਹ ਵਾਲੀ ਨਦੀ ਵਾਂਗੂੰ ਆਵੇਗਾ, ਤਦ ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਉਸ ਦੇ ਵਿਰੁੱਧ ਝੰਡਾ ਖੜ੍ਹਾ ਕਰੇਗਾ l
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 20] ਸੀਯੋਨ ਲਈ ਇੱਕ ਛੁਟਕਾਰਾ ਦੇਣ ਵਾਲਾ ਆਵੇਗਾ ਅਰਥਾਤ ਉਨ੍ਹਾਂ ਲਈ ਜੋ ਯਾਕੂਬ ਵਿੱਚ ਅਪਰਾਧਾਂ ਤੋਂ ਮਨ ਫਿਰਾਉਂਦੇ ਹਨ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 59 | Verse 21] ਯਹੋਵਾਹ ਆਖਦਾ ਹੈ, ਮੇਰੀ ਵੱਲੋਂ, ਉਹਨਾਂ ਦੇ ਨਾਲ ਮੇਰਾ ਇਹ ਨੇਮ ਹੈ, ਮੇਰਾ ਆਤਮਾ ਜੋ ਤੇਰੇ ਉੱਤੇ ਹੈ, ਅਤੇ ਮੇਰੇ ਬਚਨ ਜੋ ਮੈਂ ਤੇਰੇ ਮੂੰਹ ਵਿੱਚ ਪਾਏ, ਉਹ ਤੇਰੇ ਮੂੰਹ ਵਿੱਚੋਂ, ਤੇਰੀ ਅੰਸ ਦੇ ਮੂੰਹ ਵਿੱਚੋਂ, ਸਗੋਂ ਤੇਰੀ ਅੰਸ ਦੀ ਅੰਸ ਦੇ ਮੂੰਹ ਵਿੱਚੋਂ, ਹੁਣ ਤੋਂ ਸਦੀਪਕ ਕਾਲ ਤੱਕ ਕਦੇ ਨਾ ਮੁੱਕਣਗੇ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
