[IRV | PA | OT | Isaiah | Chapter 57 | Verse 1] ਧਰਮੀ ਨਾਸ ਹੁੰਦਾ ਪਰ ਕੋਈ ਇਹ ਗੱਲ ਦਿਲ ਤੇ ਨਹੀਂ ਲਾਉਂਦਾ, ਭਗਤ ਲੋਕ ਲੈ ਲਏ ਜਾਂਦੇ ਹਨ ਪਰ ਕੋਈ ਸੋਚਦਾ ਨਹੀਂ ਕਿ ਧਰਮੀ ਇਸ ਲਈ ਲੈ ਲਿਆ ਜਾਂਦਾ ਹੈ ਕਿ ਆਉਣ ਵਾਲੀ ਬਿਪਤਾ ਤੋਂ ਬਚ ਸਕੇ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 12] ਮੈਂ ਤੇਰੇ ਧਰਮ ਨੂੰ ਅਤੇ ਤੇਰੇ ਕੰਮਾਂ ਨੂੰ ਦੱਸਾਂਗਾ, ਪਰ ਉਹ ਤੈਨੂੰ ਕੁਝ ਲਾਭ ਨਾ ਪੁਚਾਉਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 13] ਜਦ ਤੂੰ ਚਿੱਲਾਏਂ, ਤਾਂ ਤੇਰੇ ਬੁੱਤਾਂ ਦਾ ਟੋਲਾ ਤੈਨੂੰ ਛੁਡਾਵੇ। ਪਰ ਹਵਾ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨੂੰ ਚੁੱਕ ਕੇ ਲੈ ਜਾਵੇਗੀ, ਅਤੇ ਇੱਕ ਫੂਕ ਨਾਲ ਉਹ ਉੱਡ ਜਾਣਗੇ, ਪਰ ਜੋ ਮੇਰੀ ਸ਼ਰਨ ਆਉਂਦਾ ਹੈ, ਉਹ ਧਰਤੀ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰੇਗਾ, ਅਤੇ ਮੇਰੇ ਪਵਿੱਤਰ ਪਰਬਤ ਦਾ ਅਧਿਕਾਰੀ ਹੋਵੇਗਾ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 14] ਤਦ ਆਖਿਆ ਜਾਵੇਗਾ, ਭਰਤੀ ਪਾਓ, ਭਰਤੀ! ਰਾਹ ਤਿਆਰ ਕਰੋ, ਮੇਰੀ ਪਰਜਾ ਦੇ ਰਾਹ ਵਿੱਚੋਂ ਹਰੇਕ ਰੁਕਾਵਟ ਚੁੱਕ ਸੁੱਟੋ!
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 15] ਮਹਾਨ ਅਤੇ ਉੱਤਮ ਪੁਰਖ ਜੋ ਸਦਾ ਕਾਇਮ ਹੈ, ਜਿਸ ਦਾ ਨਾਮ ਪਵਿੱਤਰ ਹੈ, ਇਹ ਆਖਦਾ ਹੈ, ਮੈਂ ਉੱਚੇ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਵੱਸਦਾ ਹਾਂ, ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਵੀ ਜਿਸ ਦਾ ਆਤਮਾ ਕੁਚਲਿਆ ਅਤੇ ਦੀਨ ਹੈ, ਤਾਂ ਜੋ ਮੈਂ ਦੀਨ ਲੋਕਾਂ ਦੇ ਆਤਮਾ ਨੂੰ ਅਤੇ ਕੁਚਲਿਆਂ ਹੋਇਆਂ ਦੇ ਦਿਲ ਨੂੰ ਜੀਉਂਦਾ ਕਰਾਂ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 16] ਮੈਂ ਸਦਾ ਤੱਕ ਨਾ ਝਗੜਾਂਗਾ, ਨਾ ਹਮੇਸ਼ਾ ਕ੍ਰੋਧਵਾਨ ਰਹਾਂਗਾ, ਨਹੀਂ ਤਾਂ ਉਨ੍ਹਾਂ ਦਾ ਆਤਮਾ ਮੇਰੇ ਕਾਰਨ ਨਢਾਲ ਹੋ ਜਾਵੇਗਾ, ਉਹ ਹੀ ਮਨੁੱਖ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੈਂ ਬਣਾਇਆ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 17] ਮੈਂ ਉਹ ਦੇ ਲੋਭ ਦੀ ਬੁਰਿਆਈ ਦੇ ਕਾਰਨ ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ, ਮੈਂ ਉਹ ਨੂੰ ਮਾਰਿਆ, ਮੈਂ ਆਪਣਾ ਮੂੰਹ ਲੁਕਾਇਆ, ਮੈਂ ਕ੍ਰੋਧਵਾਨ ਹੋਇਆ, ਪਰ ਫੇਰ ਵੀ ਉਹ ਆਪਣੀ ਮਨ ਦੀ ਮਰਜ਼ੀ ਵਿੱਚ ਭਟਕਦੇ ਗਏ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 18] ਮੈਂ ਉਸ ਦੇ ਰਾਹ ਵੇਖੇ ਹਨ, ਪਰ ਮੈਂ ਉਸ ਨੂੰ ਚੰਗਾ ਕਰਾਂਗਾ, ਮੈਂ ਉਸ ਦੀ ਅਗਵਾਈ ਕਰਾਂਗਾ, ਅਤੇ ਉਸ ਨੂੰ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਸੋਗ ਕਰਨ ਵਾਲਿਆਂ ਨੂੰ ਤਸੱਲੀਆਂ ਬਖ਼ਸ਼ਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 19] ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਬੁੱਲ੍ਹਾਂ ਤੇ ਉਸਤਤ ਦਾ ਫਲ ਉਤਪੰਨ ਕਰਦਾ ਹਾਂ। ਦੂਰ ਵਾਲੇ ਲਈ ਅਤੇ ਨਜ਼ਦੀਕ ਵਾਲੇ ਲਈ ਸ਼ਾਂਤੀ, ਸ਼ਾਂਤੀ! ਯਹੋਵਾਹ ਆਖਦਾ ਹੈ, ਅਤੇ ਮੈਂ ਉਹ ਨੂੰ ਚੰਗਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 20] ਦੁਸ਼ਟ ਉੱਛਲਦੇ ਸਮੁੰਦਰ ਵਾਂਗੂੰ ਹਨ, ਜੋ ਚੈਨ ਨਹੀਂ ਲੈ ਸਕਦਾ, ਅਤੇ ਉਹ ਦੀਆਂ ਲਹਿਰਾਂ ਚਿੱਕੜ ਅਤੇ ਗੰਦ ਉਛਾਲਦੀਆਂ ਹਨ।
[IRV | PA | OT | Isaiah | Chapter 57 | Verse 21] ਮੇਰਾ ਪਰਮੇਸ਼ੁਰ ਆਖਦਾ ਹੈ, ਦੁਸ਼ਟਾਂ ਲਈ ਸ਼ਾਂਤੀ ਨਹੀਂ।
