[IRV | PA | OT | Isaiah | Chapter 49 | Verse 1] ਹੇ ਟਾਪੂਓ, ਮੇਰੀ ਸੁਣੋ, ਹੇ ਦੂਰ ਦੀਓ ਕੌਮੋਂ, ਕੰਨ ਲਾਓ! ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਢਿੱਡੋਂ ਹੀ ਸੱਦ ਲਿਆ, ਮੇਰੀ ਮਾਂ ਦੀ ਕੁੱਖੋਂ ਉਸ ਨੇ ਮੇਰਾ ਨਾਮ ਲਿਆ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 12] ਵੇਖੋ, ਉਹ ਦੂਰੋਂ ਆਉਣਗੇ, ਅਤੇ ਵੇਖੋ, ਉਹ ਉੱਤਰ ਵੱਲੋਂ ਤੇ ਪੱਛਮ ਵੱਲੋਂ, ਅਤੇ ਅਸਵਨ ਦੇਸ ਤੋਂ ਆਉਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 13] ਹੇ ਅਕਾਸ਼ੋ, ਜੈਕਾਰਾ ਗਜਾਓ! ਹੇ ਧਰਤੀ, ਬਾਗ-ਬਾਗ ਹੋ! ਹੇ ਪਰਬਤੋ, ਜੈ ਜੈ ਕਾਰ ਦੇ ਨਾਰੇ ਮਾਰੋ! ਕਿਉਂਕਿ ਯਹੋਵਾਹ ਨੇ ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਦਿਲਾਸਾ ਦਿੱਤਾ, ਅਤੇ ਆਪਣੇ ਦੁਖਿਆਰਿਆਂ ਉੱਤੇ ਰਹਮ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 14] ਪਰ ਸੀਯੋਨ ਨੇ ਆਖਿਆ, ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਛੱਡ ਦਿੱਤਾ, ਅਤੇ ਪ੍ਰਭੂ ਨੇ ਮੈਨੂੰ ਭੁਲਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 15] ਭਲਾ, ਮਾਂ ਆਪਣੇ ਦੁੱਧ ਚੁੰਘਦੇ ਬੱਚੇ ਨੂੰ ਭੁਲਾ ਸਕਦੀ ਹੈ ਕਿ ਉਹ ਆਪਣੀ ਕੁੱਖ ਤੋਂ ਜੰਮੇ ਹੋਏ ਬਾਲ ਉੱਤੇ ਰਹਮ ਨਾ ਕਰੇ? ਉਹ ਤਾਂ ਭਾਵੇਂ ਭੁੱਲ ਜਾਵੇ ਪਰ ਮੈਂ ਤੈਨੂੰ ਨਹੀਂ ਭੁੱਲਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 16] ਵੇਖ, ਮੈਂ ਤੈਨੂੰ ਆਪਣੀਆਂ ਹਥੇਲੀਆਂ ਉੱਤੇ ਉੱਕਰ ਲਿਆ, ਤੇਰੀਆਂ ਕੰਧਾਂ ਸਦਾ ਮੇਰੇ ਸਾਹਮਣੇ ਹਨ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 17] ਤੇਰੇ ਬੱਚੇ ਫੁਰਤੀ ਨਾਲ ਆ ਰਹੇ ਹਨ, ਤੈਨੂੰ ਢਾਉਣ ਵਾਲੇ ਅਤੇ ਤੈਨੂੰ ਉਜਾੜਨ ਵਾਲੇ ਤੇਰੇ ਵਿੱਚੋਂ ਨਿੱਕਲ ਜਾਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 18] ਤੁਸੀਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਆਲੇ-ਦੁਆਲੇ ਚੁੱਕ ਕੇ ਵੇਖੋ, ਉਹ ਸਾਰੇ ਇਕੱਠੇ ਹੁੰਦੇ ਤੇ ਤੇਰੇ ਕੋਲ ਆਉਂਦੇ ਹਨ, ਆਪਣੇ ਜੀਵਨ ਦੀ ਸਹੁੰ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਤੂੰ ਤਾਂ ਉਹਨਾਂ ਸਾਰਿਆਂ ਨੂੰ ਗਹਿਣੇ ਵਾਂਗੂੰ ਪਹਿਨੇਂਗੀ, ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਲਾੜੀ ਵਾਂਗੂੰ ਆਪਣੇ ਉੱਤੇ ਬੰਨ੍ਹੇਗੀ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 19] ਭਾਵੇਂ ਤੂੰ ਬਰਬਾਦ ਅਤੇ ਵਿਰਾਨ ਕੀਤੀ ਗਈ, ਅਤੇ ਤੇਰਾ ਦੇਸ ਉਜਾੜਿਆ ਗਿਆ ਪਰ, - ਹੁਣ ਤਾਂ ਤੂੰ ਵਾਸੀਆਂ ਲਈ ਭੀੜੀ ਹੋਵੇਂਗੀ, ਅਤੇ ਤੈਨੂੰ ਭੱਖ ਲੈਣ ਵਾਲੇ ਦੂਰ ਹੋ ਜਾਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 20] ਜਿਹੜੇ ਬੱਚੇ ਤੈਥੋਂ ਲਏ ਗਏ ਸਨ, ਉਹ ਫੇਰ ਤੇਰੇ ਕੰਨਾਂ ਵਿੱਚ ਆਖਣਗੇ, ਇਹ ਥਾਂ ਸਾਡੇ ਲਈ ਭੀੜਾ ਹੈ, ਸਾਨੂੰ ਜਗ੍ਹਾ ਦੇ ਤਾਂ ਜੋ ਅਸੀਂ ਵੱਸੀਏ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 21] ਤਦ ਤੂੰ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖੇਗੀ, ਕਿਸ ਨੇ ਇਹਨਾਂ ਨੂੰ ਮੇਰੇ ਲਈ ਜਣਿਆ? ਮੈਂ ਬੇ-ਔਲਾਦ ਅਤੇ ਬਾਂਝ ਸੀ, ਮੈਂ ਕੱਢੀ ਹੋਈ ਅਤੇ ਛੱਡੀ ਹੋਈ ਸੀ, - ਇਹਨਾਂ ਨੂੰ ਕਿਸ ਨੇ ਪਾਲਿਆ? ਮੈਂ ਤਾਂ ਇਕੱਲੀ ਰਹਿ ਗਈ ਸੀ, ਤਾਂ ਇਹ ਕਿੱਥੋਂ ਆਏ ਹਨ?
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 22] ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਇਹ ਫ਼ਰਮਾਉਂਦਾ ਹੈ, ਵੇਖੋ, ਮੈਂ ਆਪਣੇ ਹੱਥ ਕੌਮਾਂ ਲਈ ਉਠਾਵਾਂਗਾ, ਅਤੇ ਲੋਕਾਂ ਲਈ ਆਪਣਾ ਝੰਡਾ ਉੱਚਾ ਕਰਾਂਗਾ, ਅਤੇ ਉਹ ਤੇਰੇ ਪੁੱਤਰਾਂ ਨੂੰ ਕੁੱਛੜ ਚੁੱਕੀ ਲਿਆਉਣਗੇ, ਅਤੇ ਤੇਰੀਆਂ ਧੀਆਂ ਮੋਢਿਆਂ ਉੱਤੇ ਚੁੱਕੀਆਂ ਜਾਣਗੀਆਂ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 23] ਰਾਜੇ ਤੇਰੇ ਪਾਲਣ ਵਾਲੇ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਰਾਣੀਆਂ ਤੇਰੀਆਂ ਦਾਈਆਂ ਹੋਣਗੀਆਂ, ਉਹ ਮੂੰਹ ਭਾਰ ਡਿੱਗ ਕੇ ਤੈਨੂੰ ਮੱਥਾ ਟੇਕਣਗੇ, ਅਤੇ ਤੇਰੇ ਪੈਰਾਂ ਦੀ ਖ਼ਾਕ ਚੱਟਣਗੇ, ਤਾਂ ਤੂੰ ਜਾਣੇਂਗੀ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ, ਅਤੇ ਮੇਰੇ ਉਡੀਕਣ ਵਾਲੇ ਕਦੇ ਸ਼ਰਮਿੰਦੇ ਨਾ ਹੋਣਗੇ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 24] ਕੀ ਲੁੱਟ ਸੂਰਮੇ ਕੋਲੋਂ ਲਈ ਜਾਵੇਗੀ? ਜਾਂ ਦੁਸ਼ਟ ਦੇ ਹੱਥੋਂ ਕੈਦੀ ਛੁਡਾਏ ਜਾਣਗੇ?
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 25] ਪਰ ਯਹੋਵਾਹ ਇਹ ਆਖਦਾ ਹੈ, ਸੂਰਮਿਆਂ ਦੇ ਕੈਦੀ ਲੈ ਲਏ ਜਾਣਗੇ, ਅਤੇ ਜ਼ਾਲਮ ਦੀ ਲੁੱਟ ਉਹ ਦੇ ਹੱਥੋਂ ਲੈ ਲਈ ਜਾਵੇਗੀ, ਤੇਰੇ ਨਾਲ ਝਗੜਨ ਵਾਲਿਆਂ ਨਾਲ ਮੈਂ ਝਗੜਾਂਗਾ, ਅਤੇ ਤੇਰੇ ਪੁੱਤਰਾਂ ਨੂੰ ਮੈਂ ਬਚਾਵਾਂਗਾ।
[IRV | PA | OT | Isaiah | Chapter 49 | Verse 26] ਮੈਂ ਤੇਰੇ ਸਤਾਉਣ ਵਾਲਿਆਂ ਨੂੰ ਉਹਨਾਂ ਦਾ ਆਪਣਾ ਮਾਸ ਖੁਆਵਾਂਗਾ, ਉਹ ਆਪਣੇ ਲਹੂ ਨਾਲ ਮਸਤਾਨੇ ਹੋਣਗੇ ਜਿਵੇਂ ਮਧ ਨਾਲ, ਅਤੇ ਸਾਰੇ ਪ੍ਰਾਣੀ ਜਾਣਨਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਤੇਰਾ ਬਚਾਉਣ ਵਾਲਾ ਹਾਂ, ਅਤੇ ਤੇਰਾ ਛੁਟਕਾਰਾ ਦੇਣ ਵਾਲਾ, ਯਾਕੂਬ ਦਾ ਸ਼ਕਤੀਮਾਨ ਮੈਂ ਹੀ ਹਾਂ।
