[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 1] So when this agreement had been made, Lysias departed to the king, and the Jews went about their farming.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 27] After he had put these to flight and destroyed them, he marched against Ephron also, a strong city, wherein were multitudes of people of all nations. Stalwart young men placed on the walls made a vigorous defense. There were great stores of war engines and darts there.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 28] But calling upon the Sovereign who with might shatters the strength of the enemy, they took the city into their hands, and killed as many as twenty-five thousand of those who were in it.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 29] Setting out from there, they marched in haste against Scythopolis, which is six hundred furlongs away from Jerusalem.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 30] But when the Jews who were settled there testified of the good will that the Scythopolitans had shown toward them, and of their kind treatment of them in the times of their misfortune,
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 31] they gave thanks, and further exhorted them to remain well disposed toward the race for the future. Then they went up to Jerusalem, the feast of weeks being close at hand.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 32] But after the feast called Pentecost, they marched in haste against Gorgias the governor of Idumaea.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 33] He came out with three thousand infantry and four hundred cavalry.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 34] When they had set themselves in array, it came to pass that a few of the Jews fell.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 35] A certain Dositheus, one of Bacenor’s company, who was on horseback and was a strong man, pressed hard on Gorgias, and taking hold of his cloke dragged him along by main force. While he planned to take the accursed man alive, one of the Thracian cavalry bore down on him and disabled his shoulder, and so Gorgias escaped to Marisa.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 36] When those who were with Esdris had been fighting long and were weary, Judas called upon the Lord to show himself, fighting on their side and leading in the battle.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 37] Then in the language of his ancestors he raised the battle cry joined with hymns. Then he rushed against Gorgias’ troops when they were not expecting it, and put them to flight.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 38] Judas gathered his army and came to the city of Adullam. As the seventh day was coming on, they purified themselves according to the custom, and kept the Sabbath there.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 39] On the following day, when it had become necessary, Judas and his company came to take up the bodies of those who had fallen, and in company with their kinsmen to bring them back to the sepulchres of their ancestors.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 40] But under the garments of each one of the dead they found consecrated tokens of the idols of Jamnia, which the law forbids the Jews to have anything to do with. It became clear to all that it was for this cause that they had fallen.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 41] All therefore, blessing the ways of the Lord, the righteous Judge, who makes manifest the things that are hidden,
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 42] turned themselves to supplication, praying that the sin committed might be wholly blotted out. The noble Judas exhorted the multitude to keep themselves from sin, for they had seen with their own eyes what happened because of the sin of those who had fallen.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 43] When he had made a collection man by man to the sum of two thousand drachmas of silver, he sent to Jerusalem to offer a sacrifice for sin, doing very well and honorably in this, in that he took thought for the resurrection.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 44] For if he wasn’t expecting that those who had fallen would rise again, it would be superfluous and idle to pray for the dead.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 45] But if he was looking forward to an honorable memorial of gratitude laid up for those who die in godliness, then the thought was holy and godly. Therefore he made the atoning sacrifice for those who had died, that they might be released from their sin.
