[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 1] Καὶ ἐγένετο μεθʼ ἡμέρας πολλὰς, καὶ ῥῆμα Κυρίου ἐγένετο πρὸς Ἠλιοὺ ἐν τῷ ἐνιαυτῷ τῷ τρίτῳ, λέγων, πορεύθητι, καὶ ὄφθητι τῷ Ἀχαὰβ, καὶ δώσω ὑετὸν ἐπὶ πρόσωπον τῆς γῆς.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 19] Καὶ νῦν ἀπόστειλον, συνάθροισον πρὸς μὲ πάντα Ἰσραὴλ εἰς ὄρος τὸ Καρμήλιον, καὶ τοὺς προφήτας τῆς αἰσχύνης τετρακοσίους καὶ πεντήκοντα, καὶ τοὺς προφήτας τῶν ἀλσῶν τετρακοσίους ἐσθίοντας τράπεζαν Ἰεζάβελ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 20] Καὶ ἀπέστειλεν Ἀχαὰβ εἰς πάντα Ἰσραὴλ, καὶ ἐπισυνήγαγεπάντας τοὺς προφήτας εἰς ὄρος τὸ Καρμήλιον.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 21] Καὶ προσήγαγεν Ἠλιοὺ πρὸς πάντας· καὶ εἶπεν αὐτοῖς Ἠλιοὺ, ἕως πότε ὑμεῖς χωλανεῖτε ἐπʼ ἀμφοτέραις ταῖς ἰγνύαις· εἰ ἔστι Κύριος ὁ Θεὸς, πορεύεσθε ὀπίσω αὐτοῦ· εἰ δὲ Βάαλ, πορεύεσθε ὀπίσω αὐτοῦ· καὶ οὐκ ἀπεκρίθη ὁ λαὸς λόγον.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 22] Καὶ εἶπεν Ἠλιοὺ πρὸς τὸν λαόν, ἐγὼ ὑπολέλειμμαι προφήτης τοῦ Κυρίου μονώτατος· καὶ οἱ προφῆται τοῦ Βάαλ τετρακόσιοι καὶ πεντήκοντα ἄνδρες, καὶ οἱ προφῆται τοῦ ἄλσους τετρακόσιοι·
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 23] Δότωσαν ἡμῖν δύο βόας, καὶ ἐκλεξάσθωσαν ἑαυτοῖς τὸν ἕνα, καὶ μελισάτωσαν, καὶ ἐπιθέτωσαν ἐπὶ τῶν ξύλων, καὶ πῦρ μὴ ἐπιθέτωσαν· καὶ ἐγὼ ποιήσω τὸν βοῦν τὸν ἄλλον, καὶ πῦρ οὐ μὴ ἐπιθῶ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 24] Καὶ βοᾶτε ἐν ὀνόματι θεῶν ὑμῶν, καὶ ἐγὼ ἐπικαλέσομαι ἐν τῷ ὀνόματι Κυρίου τοῦ Θεοῦ μου· καὶ ἔσται ὁ θεὸς ὃς ἂν ἐπακούσῃ ἐν πυρὶ, οὗτος Θεός· καὶ ἀπεκρίθησαν πᾶς ὁ λαὸς, καὶ εἶπον, καλὸν τὸ ῥῆμα ὃ ἐλάλησας.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 25] Καὶ εἶπεν Ἠλιοὺ τοῖς προφήταις τῆς αἰσχύνης, ἐκλέξασθε ἑαυτοῖς τὸν μόσχον τὸν ἕνα, καὶ ποιήσατε πρῶτοι, ὅτι πολλοὶ ὑμεῖς· καὶ ἐπικαλέσασθε ἐν ὀνόματι θεοῦ ὑμῶν, καὶ πῦρ μὴ ἐπιθῆτε.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 26] Καὶ ἔλαβον τὸν μόσχον καὶ ἐποίησαν, καὶ ἐπεκαλοῦντο ἐν ὀνόματι τοῦ Βάαλ ἐκ πρωΐθεν ἕως μεσημβρίας, καὶ εἶπον, ἐπάκουσον ἡμῶν ὁ Βάαλ, ἐπάκουσον ἡμῶν· καὶ οὐκ ἦν φωνὴ, καὶ οὐκ ἦν ἀκρόασις· καὶ διέτρεχον ἐπὶ τοῦ θυσιαστηρίου οὗ ἐποίησαν.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 27] Καὶ ἐγένετο μεσημβρία, καὶ ἐμυκτήρισεν αὐτοὺς Ἠλιοὺ ὁ Θεσβίτης, καὶ εἶπεν, ἐπικαλεῖσθε ἐν φωνῇ μεγάλῃ, ὅτι θεός ἐστιν· ὅτι ἀδολεσχία αὐτῷ ἐστι, καὶ ἅμα μή ποτε χρηματίζει αὐτὸς, ἢ μή ποτε καθεύδει αὐτὸς, καὶ ἐξαναστήσεται.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 28] Καὶ ἐπεκαλοῦντο ἐν φωνῇ μεγάλῃ, καὶ κατετέμνοντο κατὰ τὸν ἐθισμὸν αὐτῶν ἐν μαχαίραις καὶ σειρομάσταις ἕως ἐκχύσεως αἵματος ἐπʼ αὐτοὺς,
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 29] καὶ προεφήτευον ἕως οὗ παρῆλθε τὸ δειλινόν· καὶ ἐγένετο ὡς ὁ καιρὸς τοὺ ἀναβῆναι τὴν θυσίαν, καὶ ἐλάλησεν Ἠλιοὺ ὁ Θεσβίτης πρὸς τοὺς προφήτας τῶν προσοχθισμάτων, λέγων, μετάστητε ἀπὸ τοῦ νῦν, καὶ ἐγὼ ποιήσω τὸ ὁλοκαύτωμά μου· καὶ μετέστησαν, καὶ ἀπῆλθον.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 30] Καὶ εἶπεν Ἠλιοὺ πρὸς τὸν λαὸν, προσαγάγετε πρὸς μέ· καὶ προσήγαγε πᾶς ὁ λαὸς πρὸς αὐτόν.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 31] Καὶ ἔλαβεν Ἡλιοὺ δώδεκα λίθους κατὰ ἀριθμὸν φυλῶν τοῦ Ἰσραὴλ, ὡς ἐλάλησε Κύριος πρὸς αὐτὸν, λέγων, Ἰσραὴλ ἔσται τὸ ὄνομά σου.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 32] Καὶ ᾠκοδόμησε τοὺς λίθους ἐν ὀνόματι Κυρίου, καὶ ἰάσατο τὸ θυσιαστήριον τὸ κατεσκαμμένον· καὶ ἐποίησε θάλασσαν χωροῦσαν δύο μετρητὰς σπέρματος κυκλόθεν τοῦ θυσιαστηρίου·
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 33] Καὶ ἐστοίβασε τὰς σχίδακας ἐπὶ τὸ θυσιαστήριον ὃ ἐποίησε, καὶ ἐμέλισε τὸ ὁλοκαύτωμα καὶ ἐπέθηκεν ἐπὶ τὰς σχίδακας, καὶ ἐστοίβασεν ἐπὶ τὸ θυσιαστήριον,
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 34] καὶ εἶπε, λάβετέ μοι τέσσαρας ὑδρίας ὕδατος, καὶ ἐπιχέετε ἐπὶ τὸ ὁλοκαύτωμα καὶ ἐπὶ τὰς σχίδακας· καὶ ἐποίησαν οὕτως. Καὶ εἶπε, δευτερώσατε· καὶ ἐδευτέρωσαν· καὶ εἶπε, τρισσώσατε· καὶ ἐτρίσσευσαν.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 35] Καὶ διεπορεύετο τὸ ὕδωρ κύκλῳ τοῦ θυσιαστηρίου, καὶ τὴν θάλασσαν ἔπλησαν ὕδατος.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 36] Καὶ ἀνεβόησεν Ἠλιοὺ εἰς τὸν οὐρανὸν, καὶ εἶπε, Κύριε ὁ Θεὸς Ἁβραὰμ καὶ Ἰσαὰκ καὶ Ἰσραήλ, ἐπάκουσόν μου Κύριε, ἐπάκουσόν μου σήμερον ἐν πυρί, καὶ γνώτωσαν πᾶς ὁ λαὸς οὗτος, ὅτι σὺ εἶ Κύριος ὁ Θεὸς Ἰσραὴλ, καὶ ἐγὼ δοῦλός σου, καὶ διὰ σὲ πεποίηκα τὰ ἔργα ταῦτα.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 37] Ἐπάκουσόν μου Κύριε, ἐπάκουσόν μου, καὶ γνώτω ὁ λαὸς οὗτος, ὅτι σὺ εἶ Κύριος ὁ Θεὸς, καὶ σὺ ἔστρεψας τὴν καρδίαν τοῦ λαοῦ τούτου ὀπίσω.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 38] Καὶ ἔπεσε πῦρ παρὰ Κυρίου ἐκ τοῦ οὐρανοῦ, καὶ κατέφαγε τὰ ὁλοκαυτώματα καὶ τὰς σχίδακας καὶ τὸ ὕδωρ τὸ ἐν τῇ θαλάσσῃ, καὶ τοὺς λίθους καὶ τὸν χοῦν ἐξέλειξε τὸ πῦρ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 39] Καὶ ἔπεσε πᾶς ὁ λαὸς ἐπὶ πρόσωπον αὐτῶν, καὶ εἶπον, ἀληθῶς Κύριος ὁ Θεὸς αὐτὸς ὁ Θεός.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 40] Καὶ εἶπεν Ἠλιοὺ πρὸς τὸν λαὸν, συλλάβετε τοὺς προφήτας τοῦ Βάαλ, μηδεὶς σωθήτω ἐξ αὐτῶν· καὶ συνελαβον αὐτοὺς, καὶ κατάγει αὐτοὺς Ἠλιοὺ εἰς τὸν χειμάῤῥουν Κισσῶν, καὶ ἔσφαξεν αὐτοὺς ἐκεῖ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 41] Καὶ εἶπεν Ἠλιοὺ τῷ Ἀχαὰβ, ἀνάβηθι, καὶ φάγε καὶ πίε, ὅτι φωνὴ τῶν ποδῶν τοῦ ὑετοῦ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 42] Καὶ ἀνέβη Ἀχαὰβ τοῦ φαγεῖν καὶ πιεῖν· καὶ Ἠλιοὺ ἀνέβη ἐπὶ τὴν Κάρμηλον καὶ ἔκυψεν ἐπὶ τὴν γῆν, καὶ ἔθηκε τὸ πρόσωπον αὐτοῦ ἀναμέσον τῶν γονάτων αὐτοῦ,
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 43] καὶ εἶπε τῷ παιδαρίῳ αὐτοῦ, ἀνάβηθι, καὶ ἐπίβλεψον ὁδὸν τῆς θαλάσσης· καὶ ἐπέβλεψε τὸ παιδάριον, καὶ εἶπεν, οὐκ ἔστιν οὐθέν· καὶ εἶπεν Ἠλιοὺ, καὶ σὺ ἐπίστρεψον ἑπτάκις.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 44] Καὶ ἐπέστρεψε τὸ παιδάριον ἑπτάκις· καὶ ἐγένετο ἐν τῷ ἑβδόμῳ, καὶ ἰδοὺ νεφέλη μικρὰ ὡς ἴχνος ἀνδρὸς ἀνάγουσα ὕδωρ· καὶ εἶπεν, ἀνάβηθι, καὶ εἶπον Ἀχαὰβ, ζεῦξον τὸ ἅρμα σου καὶ κατάβηθι, μὴ καταλάβῃ σε ὁ ὑετός.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 45] Καὶ ἐγένετο ἕως ὧδε καὶ ὧδε, καὶ ὁ οὐρανὸς συνεσκότασε νεφέλαις καὶ πνεύματι, καὶ ἐγένετο ὑετὸς μέγας· καὶ ἔκλαιε καὶ ἐπορεύετο Ἀχαὰβ ἕως Ἰεζράελ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 46] Καὶ χεὶρ Κυρίου ἐπὶ τὸν Ἠλιοὺ, καὶ συνέσφιγξε τὴν ὀσφὺν αὐτοῦ, καὶ ἔτρεχεν ἔμπροσθεν Ἀχαὰβ εἰς Ἰεζράελ.
