[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 1] Καὶ ὁ βασιλεὺς Σαλωμὼν ἦν φιλογύνης. Καὶ ἦσαν αὐτῷ γυναῖκες ἄρχουσαι ἑπτακόσιαι, καὶ παλλακαὶ τριακόσιαι. Καὶ ἔλαβε γυναῖκας ἀλλοτρίας, καὶ τὴν θυγατέρα Φαραὼ, Μωαβίτιδας, Ἀμμανίτιδας, Σύρας, καὶ Ἰδουμαίας, Χετταίας, καὶ Ἀμοῤῥαίας,
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 13] Πλὴν ὅλην τὴν βασιλείαν οὐ μὴ λάβω· σκῆπτρον ἓν δώσω τῷ υἱῷ σου διὰ Δαυὶδ τὸν δοῦλόν μου, καὶ διὰ Ἱερουσαλὴμ τὴν πόλιν ἣν ἐξελεξάμην.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 14] Καὶ ἤγειρε Κύριος σατὰν τῷ Σαλωμὼν τὸν Ἄδερ τὸν Ἰδουμαῖον, καὶ τὸν Ἐσρὼμ υἱὸν Ἐλιαδαὲ τὸν ἐν Ρααμὰ, Ἀδαδέζερ βασιλέα Σουβὰ κύριον αὐτοῦ· καὶ συνηθροίσθησαν ἐπʼ αὐτὸν ἄνδρες, καὶ ἦν ἄρχων συστρέμματος, καὶ προκατελάβετο τὴν Δαμασέκ· καὶ ἦσαν σατὰν τῷ Ἰσραὴλ πάσας τὰς ἡμέρας Σαλωμών· καὶ Ἄδερ ὁ Ἰδουμαῖος ἐκ τοῦ σπέρματος τῆς βασιλείας ἐν Ἰδουμαίᾳ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 15] Καὶ ἐγένετο ἐν τῷ ἐξολοθρεῦσαι Δαυὶδ τὸν Ἐδὼμ ἐν τῷ πορευθῆναι Ἰωὰβ ἄρχοντα τῆς στρατιᾶς θάπτειν τοὺς τραυματίας, καὶ ἔκοψαν πᾶν ἀρσενικὸν ἐν τῇ Ἰδουμαίᾳ·
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 16] ὅτι ἓξ μῆνας ἐνεκάθητο ἐκεῖ Ἰωὰβ καὶ πᾶς Ἰσραὴλ ἐν τῇ Ἰδουμαίᾳ, ἕως ὅτου ἐξωλόθρευσε πᾶν ἀρσενικὸν ἐν τῇ Ἰδουμαίᾳ·
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 17] Καὶ ἀπέδρα Ἄδερ αὐτὸς καὶ πάντες ἄνδρες Ἰδουμαῖοι τῶν παίδων τοῦ πατρὸς αὐτοῦ μετʼ αὐτοῦ, καὶ εἰσῆλθον εἰς Αἴγυπτον· καὶ Ἄδερ παιδάριον μικρόν.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 18] Καὶ ἀνίστανται ἄνδρες ἐκ τῆς πόλεως Μαδιὰμ, καὶ ἄρχονται εἰς Φαρὰν, καὶ λαμβάνουσιν ἄνδρας μεθʼ αὑτῶν, καὶ ἔρχονται πρὸς Φαραὼ βασιλέα Αἰγύπτου· καὶ εἰσῆλθεν Ἄδερ πρὸς Φαραὼ, καὶ ἔδωκεν αὐτῷ οἶκον, καὶ ἄρτους διέταξεν αὐτῷ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 19] Καὶ εὗρεν Ἄδερ χάριν ἐναντίον Φαραὼ σφόδρα, καὶ ἔδωκεν αὐτῷ γυναῖκα ἀδελφὴν τῆς γυναικὸς αὐτοῦ, ἀδελφὴν Θεκεμίνας μείζω. Καὶ ἔτεκεν αὐτῷ ἡ ἀδελφὴ Θεκεμίνας τῷ Ἄδερ τὸν Γανηβὰθ υἱὸν αὐτῆς·
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 20] καὶ ἐξέθρεψεν αὐτὸν Θεκεμίνα ἐν μέσῳ υἱῶν Φαραώ· καὶ ἦν Γανηβὰθ ἐν μέσῳ υἱῶν Φαραώ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 21] Καὶ Ἄδερ ἤκουσεν ἐν Αἰγύπτῳ ὅτι κεκοίμηται Δαυὶδ μετὰ τῶν πατέρων αὐτοῦ, καὶ ὅτι τέθνηκεν Ἰωὰβ ὁ ἄρχων τῆς στρατιᾶς, καὶ εἶπεν Ἄδερ πρὸς Φαραὼ, ἐξαπόστειλόν με, καὶ ἀποστρέψω εἰς τὴν γῆν μου.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 22] Καὶ εἶπε Φαραὼ τῷ Ἄδερ, τίνι σὺ ἐλαττονῇ μετʼ ἐμοῦ; καὶ ἰδοὺ σὺ ζητεῖς ἀπελθεῖν εἰς τὴν γῆν σου; καὶ εἶπεν αὐτῷ Ἄδερ, ὅτι ἐξαποστέλλων ἐξαποστελεῖς με· καὶ ἀνέστρεψεν Ἄδερ εἰς τὴν γῆν αὐτοῦ·
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 25] αὕτη ἡ κακία ἣν ἐποίησεν Ἄδερ· καὶ ἐβαρυθύμησεν Ἰσραὴλ, καὶ ἐβασίλευσεν ἐν τῇ Ἐδώμ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 26] Καὶ Ἱεροβοὰμ υἱὸς Ναβὰτ ὁ Ἐφραθὶ ἐκ τῆς Σαριρὰ, υἱὸς γυναικὸς χήρας, δοῦλος Σαλωμών.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 27] Καὶ τοῦτο τὸ πρᾶγμα ὡς ἐπῇρατο χεῖρας ἐπὶ βασιλέα Σαλωμών· καὶ ὁ βασιλεὺς Σαλωμὼν ᾠκοδόμησε τὴν ἄκραν, συνέκλεισε τὸν φραγμὸν τῆς πόλεως Δαυὶδ τοῦ πατρὸς αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 28] Καὶ ὁ ἄνθρωπος Ἱεροβοὰμ ἰσχυρὸς δυνάμει· καὶ εἶδε Σαλωμὼν τὸ παιδάριον ὅτι ἀνὴρ ἔργων ἐστὶ, καὶ κατέστησεν αὐτὸν ἐπὶ τὰς ἄρσεις οἴκου Ἰωσήφ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 29] Καὶ ἐγενήθη ἐν τῷ καιρῷ ἐκείνῳ, καὶ Ἱεροβοὰμ ἐξῆλθεν ἐξ Ἱερουσαλὴμ, καὶ εὗρεν αὐτὸν Ἀχιὰ ὁ Σηλωνίτης ὁ προφήτης ἐν τῇ ὁδῷ, καὶ ἀπέστησεν αὐτὸν ἐκ τῆς ὁδοῦ· καὶ Ἀχιὰ περιβεβλημένος ἱματίῳ καινῷ, καὶ ἀμφότεροι μόνοι ἐν τῷ πεδίῳ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 30] Καὶ ἐπελάβετο Ἀχιὰ τοῦ ἱματίου αὐτοῦ τοῦ καινοῦ τοῦ ἐπʼ αὐτῷ, καὶ διέῤῥηξεν αὐτὸ δώδεκα ῥήγματα,
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 31] καὶ εἶπε τῷ Ἱεροβοὰμ, λάβε σεαυτῷ δέκα ῥήγματα, ὅτι τάδε λέγει Κύριος ὁ Θεὸς Ἰσραὴλ, ἰδοὺ ἐγὼ ῥήσσω τὴν βασιλείαν ἐκ χειρὸς Σαλωμὼν, καὶ δώσω σοι δέκα σκῆπτρα.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 32] Καὶ δύο σκῆπτρα ἔσονται αὐτῷ διὰ τὸν δοῦλόν μου Δαυὶδ, καὶ διὰ Ἱερουσαλὴμ τὴν πόλιν ἣν ἐξελεξάμην ἐν αὐτῇ ἐκ πασῶν φυλῶν Ἰσραήλ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 33] Ἀνθʼ ὧν ἐγκατέλιπέ με, καὶ ἐποίησε τῇ Ἀστάρτῃ βδελύγματι Σιδωνίων, καὶ τῷ Χαμὼς, καὶ τοῖς εἰδώλοις Μωὰβ, καὶ τῷ βασιλεῖ αὐτῶν προσοχθίσματι υἱῶν Ἀμμὼν, καὶ οὐκ ἐπορεύθη ἐν ταῖς ὁδοῖς μου τοῦ ποιῆσαι τὸ εὐθὲς ἐνώπιον ἐμοῦ, ὡς Δαυὶδ ὁ πατὴρ αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 34] Καὶ οὐ μὴ λάβω τὴν βασιλείαν ὅλην ἐκ χειρὸς αὐτοῦ, διότι ἀντιτασσόμενος ἀντιτάξομαι αὐτῳ πάσας τὰς ἡμέρας τῆς ζωῆς αὐτοῦ, διὰ τὸν Δαυὶδ τὸν δοῦλόν μου ὃν ἐξελεξάμην αὐτόν.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 35] Καὶ λήψομαι τὴν βασιλείαν ἐκ χειρὸς τοῦ υἱοῦ αὐτοῦ, καὶ δώσω σοι τὰ δέκα σκῆπτρα.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 36] Τῷ δὲ υἱῷ αὐτοῦ δώσω τὰ δύο σκῆπτρα, ὅπως ᾖ θέσις τῷ δούλῳ μου Δαυὶδ πάσας τὰς ἡμέρας ἐνώπιον ἐμοῦ ἐν Ἱερουσαλὴμ τῇ πόλει, ἣν ἐξελεξάμην ἐμαυτῷ τοῦ θέσθαι τὸ ὄνομά μου ἐκεῖ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 37] Καὶ σὲ λήψομαι, καὶ βασιλεύσεις ἐν οἷς ἐπιθυμεῖ ἡ ψυχή σου, καὶ σὺ ἔσῃ βασιλεὺς ἐπὶ τὸν Ἰσραήλ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 38] Καὶ ἔσται ἐὰν φυλάξῃς πάντα ὅσα ἂν ἐντείλωμαί σοι, καὶ πορευθῇς ἐν ταῖς ὁδοῖς μου, καὶ ποιήσῃς τὸ εὐθὲς ἐνώπιον ἐμοῦ, τοῦ φυλάξασθαι τὰ προστάγματά μου καὶ τὰς ἐντολάς μου, καθὼς ἐποίησε Δαυὶδ ὁ δοῦλός μου, καὶ ἔσομαι μετὰ σοῦ καὶ οἰκοδομήσω σοι οἶκον πιστὸν, καθὼς ᾠκοδόμησα τῷ Δαυίδ.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 40] Καὶ ἐζήτησε Σαλωμὼν θανατῶσαι τὸν Ἱεροβοάμ· καὶ ἀνέστη καὶ ἀπέδρα εἰς Αἴγυπτον πρὸς Σουσακὶμ βασιλέα Αἰγύπτου, καὶ ἦν ἐν Αἰγύπτῳ ἕως οὗ ἀπέθανε Σαλωμών.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 41] Καὶ τὰ λοιπὰ τῶν λόγων Σαλωμὼν, καὶ πάντα ὅσα ἐποίησε, καὶ πᾶσαν τὴν φρόνησιν αὐτοῦ, οὐκ ἰδοὺ ταῦτα γέγραπται ἐν βιβλίῳ ῥημάτων Σαλωμών;
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 42] Καὶ αἱ ἡμέραι ἃς ἐβασίλευε Σαλωμὼν ἐν Ἱερουσαλὴμ ἐπὶ πάντα Ἰσραὴλ τεσσαράκοντα ἔτη.
[LXX | EL | OT | 1 Kings | Chapter 11 | Verse 43] Καὶ ἐκοιμήθη Σαλωμὼν μετὰ τῶν πατέρων αὐτοῦ, καὶ ἔθαψαν αὐτὸν ἐν πόλει Δαυὶδ τοῦ πατρὸς αὐτοῦ· καὶ ἐγενήθη ὡς ἤκουσεν Ἱεροβοὰμ υἱὸς Ναβὰτ, καὶ αὐτοῦ ἔτι ὄντος ἐν Αἰγύπτῳ ὡς ἔφυγεν ἐκ προσώπου Σαλωμὼν καὶ ἐκάθητο ἐν Αἰγύπτῳ, κατευθύνει καὶ ἔρχεται εἰς τὴν πόλιν αὐτοῦ εἰς τὴν γῆν Σαριρὰ τὴν ἐν ὄρει Ἐφραίμ. Καὶ ὁ βασιλεὺς Σαλωμὼν ἐκοιμήθη μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐβασίλευσε Ῥοβοὰμ ὁ υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
