[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 1] Καὶ συνήθροισεν υἱὸς Ἄδερ πᾶσαν τὴν δύναμιν αὐτοῦ, καὶ ἀνέβη καὶ περιεκάθισεν ἐπὶ Σαμάρειαν, καὶ τριακονταδύο βασιλεῖς μετʼ αὐτοῦ, καὶ πᾶς ἵππος καὶ ἅρμα· καὶ ἀνέβησαν καὶ περιεκάθισαν ἐπὶ Σαμάρειαν, καὶ ἐπολέμησαν ἐπʼ αὐτήν.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 12] Καὶ ἐγένετο ὅτε ἀπεκρίθη αὐτῷ τὸν λόγον τοῦτον, πίνων ἦν αὐτὸς καὶ πάντες οἱ βασιλεῖς οἱ μετʼ αὐτοῦ ἐν σκηναῖς· καὶ εἶπε τοῖς παισὶν αὐτοῦ, οἰκοδομήσατε χάρακα· καὶ ἔθεντο χάρακα ἐπὶ τὴν πόλιν.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 13] Καὶ ἰδοὺ προφήτης εἷς προσῆλθε τῷ Ἀχαὰβ βασιλεῖ Ἰσραὴλ, καὶ εἶπε, τάδε λέγει Κύριος, εἰ ἑώρακας τὸν ὄχλον τὸν μέγαν τοῦτον; ἰδοὺ ἐγὼ δίδωμι αὐτὸν σήμερον εἰς χεῖρας σὰς, καὶ γνώσῃ ὅτι ἐγὼ Κύριος.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 14] Καὶ εἶπεν Ἀχαὰβ, ἐν τίνι; καὶ εἶπε, τάδε λέγει Κύριος, ἐν τοῖς παιδαρίοις τῶν ἀρχόντων τῶν χωρῶν· καὶ εἶπεν Ἀχαὰβ, τίς συνάψει τὸν πόλεμον; καὶ εἶπε, σύ.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 15] Καὶ ἐπεσκέψατο Ἀχαὰβ τοὺς ἄρχοντας τὰ παιδάρια τῶν χωρῶν, καὶ ἐγένοντο διακόσια τριάκοντα· καὶ μετὰ ταῦτα ἐπεσκέψατο τὸν λαὸν πάντα υἱὸν δυνάμεως, ἑπτὰ χιλιάδας.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 16] Καὶ ἐξῆλθε μεσημβρίας, καὶ υἱὸς Ἄδερ πίνων μεθύων ἐν Σοκχὼθ αὐτὸς καὶ οἱ βασιλεῖς, τριάκοντα καὶ δύο βασιλεῖς συμβοηθοὶ αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 17] Καὶ ἐξῆλθον ἄρχοντες παιδάρια τῶν χωρῶν ἐν πρώτοις· καὶ ἀποστέλλουσι καὶ ἀπαγγέλλουσι τῷ βασιλεῖ Συρίας, λέγοντες, ἄνδρες ἐξεληλύθασιν ἐκ Σαμαρείας.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 18] Καὶ εἶπεν αὐτοῖς, εἰ εἰς εἰρήνην ἐκπορεύονται, συλλαβεῖν αὐτοὺς ζῶντας· καὶ εἰ εἰς πόλεμον, ζῶντας συλλαβεῖν αὐτούς·
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 19] καὶ μὴ ἐξελθάτωσαν ἐκ τῆς πόλεως ἄρχοντα τὰ παιδάρια τῶν χωρῶν. Καὶ ἡ δύναμις ὀπίσω αὐτῶν
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 20] ἐπάταξεν ἕκαστος τὸν παρʼ αὐτοῦ· καὶ ἐδευτέρωσιν ἕκαστος τὸν παρʼ αὐτοῦ· καὶ ἔφυγε Συρία· καὶ κατεδίωξεν αὐτοὺς Ἰσραήλ· καὶ σώζεται υἱὸς Ἄδερ βασιλεὺς Συρίας ἐφʼ ἵππου ἱππέως.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 21] Καὶ ἐξῆλθεν βασιλεὺς Ἰσραὴλ, καὶ ἔλαβε πάντας τοὺς ἵππους καὶ τὰ ἅρματα, καὶ ἐπάταξε πληγὴν μεγάλην ἐν Συρίᾳ.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 22] Καὶ προσῆλθεν ὁ προφήτης πρὸς βασιλέα Ἰσραὴλ, καὶ εἶπε, κραταιοῦ καὶ γνῶθι καὶ ἴδε τί ποιήσεις, ὅτι ἐπιστρέφοντος τοῦ ἐνιαυτοῦ υἱὸς Ἄδερ βασιλεὺς Συρίας ἀναβαίνει ἐπὶ σὲ.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 23] Καὶ οἱ παῖδες βασιλέως Συρίας· καὶ εἶπον, θεὸς ὀρέων Θεὸς Ἰσραὴλ καὶ οὐ θεὸς κοιλάδων, διὰ τοῦτο ἐκραταίωσεν ὑπὲρ ἡμᾶς· ἐὰν δὲ πολεμήσωμεν αὐτοὺς κατʼ εὐθὺ, εἰ μὴν κραταιώσωμεν ὑπὲρ αὐτούς.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 24] Καὶ τὸ ῥῆμα τοῦτο ποίησον· ἀπόστησον τοὺς βασιλεῖς ἕκαστον εἰς τὸν τόπον αὐτῶν, καὶ θοῦ ἀντʼ αὐτῶν σατράπας,
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 25] καὶ ἀλλάξομέν σοι δύναμιν κατὰ τὴν δύναμιν τὴν πεσοῦσαν, καὶ ἵππον κατὰ τὴν ἵππον, καὶ ἅρματα κατὰ τὰ ἅρματα, καὶ πολεμήσομεν πρὸς αὐτοὺς κατʼ εὐθὺ, καὶ κραταιώσομεν ὑπὲρ αὐτούς· καὶ ἤκουσε τῆς φωνῆς αὐτοῦ, καὶ ἐποίησεν οὕτως.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 26] Καὶ ἐγένετο ἐπιστρέψαντος τοῦ ἐνιαυτοῦ, καὶ ἐπεσκέψατο υἱὸς Ἄδερ τὴν Συρίαν, καὶ ἀνέβη εἰς Ἀφεκὰ εἰς πόλεμον ἐπὶ Ἰσραήλ.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 27] Καὶ οἱ υἱοὶ Ἰσραὴλ ἐπεσκέπησαν, καὶ παρεγένοντο εἰς ἀπαντὴν αὐτῶν· καὶ παρενέβαλεν Ἰσραὴλ ἐξεναντίας αὐτῶν ὡσεὶ δύο ποίμνια αἰγῶν· καὶ Συρία ἔπλησε τὴν γῆν.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 28] Καὶ προσῆλθεν ὁ ἄνθρωπος τοῦ Θεοῦ, καὶ εἶπε τῷ βασιλεῖ Ἰσραὴλ, τάδε λέγει Κύριος, ἀνθʼ ὧν εἶπε Συρία, θεὸς ὀρέων Κύριος ὁ Θεὸς Ἰσραὴλ καὶ οὐ θεὸς κοιλάδων αὐτὸς, καὶ δώσω τὴν δύναμιν τὴν μεγάλην ταύτην εἰς χεῖρα σὴν, καὶ γνώσῃ ὅτι ἐγὼ Κύριος.
[LXX | EL | OT | 1 Kings | Chapter 21 | Verse 29] Καὶ παρεμβάλλουσιν οὗτοι ἀπέναντι τούτων ἑπτὰ ἡμέρας· καὶ ἐγένετο ἐν τῇ ἡμέρᾳ τῇ ἑβδόμῃ, καὶ προσήγαγεν ὁ πόλεμος, καὶ ἐπάταξεν Ἰσραὴλ τὴν Συρίαν ἑκατὸν χιλιάδας πεζῶν μιᾷ ἡμέρᾳ.
