[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 1] ΚΑΙ ὁ βασιλεὺς Δαυὶδ πρεσβύτερος προβεβηκὼς ἡμέραις, καὶ περιέβαλλον αὐτὸν ἱματίοις, καὶ οὐκ ἐθερμαίνετο.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 28] Καὶ ἀπεκρίθη ὁ βασιλεὺς Δαυὶδ, καὶ εἶπε, καλέσατέ μοι τὴν Βηρσαβεέ· καὶ εἰσῆλθεν ἐνώπιον τοῦ βασιλέως, καὶ ἔστη ἐνώπιον αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 29] Καὶ ὤμοσεν ὁ βασιλεὺς, καὶ εἶπε, ζῇ Κύριος ὃς ἐλυτρώσατο τὴν ψυχήν μου ἐκ πάσης θλίψεως,
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 30] ὅτι καθὼς ὤμοσά σοι ἐν Κυρίῳ Θεῷ Ἰσραὴλ, λέγων, ὅτι Σαλωμὼν ὁ υἱός σου βασιλεύσει μετʼ ἐμὲ, καὶ αὐτὸς καθήσεται ἐπὶ τοῦ θρόνου μου ἀντʼ ἐμοῦ, ὅτι οὕτω ποιήσω τῇ ἡμέρᾳ ταύτῃ.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 31] Καὶ ἔκυψε Βηρσαβεὲ ἐπὶ πρόσωπον ἐπὶ τὴν γῆν, καὶ προσεκύνησε τῷ βασιλεῖ, καὶ εἶπε, ζήτω ὁ κύριός μου ὁ βασιλεὺς Δαυὶδ εἰς τὸν αἰῶνα.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 32] Καὶ εἶπεν ὁ βασιλεὺς Δαυίδ, Καλέσατέ μοι Σαδὼκ τὸν ἱερέα, καὶ Νάθαν τὸν προφήτην, καὶ Βαναίαν υἱὸν Ἰωδαέ καὶ εἰσῆλθον ἐνώπιον τοῦ βασιλέως.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 33] Καὶ εἶπεν ὁ βασιλεὺς αὐτοῖς, λάβετε τοὺς δούλους τοῦ κυρίου ὑμῶν μεθʼ ὑμῶν, καὶ ἐπιβιβάσατε τὸν υἱόν μου Σαλωμὼν ἐπὶ τὴν ἡμίονον τὴν ἐμὴν, καὶ καταγάγετε αὐτὸν εἰς τὴν Γιὼν,
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 34] καὶ χρισάτω αὐτὸν ἐκεῖ Σαδὼκ ὁ ἱερεὺς καὶ Νάθαν ὁ προφήτης εἰς βασιλέα ἐπὶ Ἰσραὴλ, καὶ σαλπίσατε κερατίνῃ, καὶ ἐρεῖτε, ζήτω ὁ βασιλεὺς Σαλωμών.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 35] Καὶ καθήσεται ἐπὶ τοῦ θρόνου μου, καὶ βασιλεύσει ἀντʼ ἐμοῦ· καὶ ἐγὼ ἐνετειλάμην τοῦ εἶναι εἰς ἡγούμενον ἐπὶ Ἰσραὴλ καὶ Ἰούδαν.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 36] Καὶ ἀπεκρίθη Βαναίας υἱὸς Ἰωδαὲ τῷ βασιλεῖ, καὶ εἶπε, γένοιτο οὕτως· πιστώσαι Κύριος ὁ Θεὸς τοῦ κυρίου μου τοῦ βασιλέως·
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 37] καθὼς ἦν Κύριος μετὰ τοῦ κυρίου μου τοῦ βασιλέως, οὕτως εἴη μετὰ Σαλωμὼν, καὶ μεγαλύναι τὸν θρόνον αὐτοῦ ὑπὲρ τὸν θρόνον τοῦ κυρίου μου τοῦ βασιλέως Δαυίδ.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 38] Καὶ κατέβη Σαδὼκ ὁ ἱερεὺς, καὶ Νάθαν ὁ προφήτης, καὶ Βαναίας υἱὸς Ἰωδαὲ, καὶ ὁ Χερεθὶ, καὶ ὁ Φελεθὶ, καὶ ἐπεκάθισαν τὸν Σαλωμὼν ἐπὶ τὴν ἡμίονον τοῦ βασιλέως Δαυὶδ, καὶ ἀπήγαγον αὐτὸν εἰς τὴν Γιών.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 39] Καὶ ἔλαβε Σαδὼκ ὁ ἱερεὺς τὸ κέρας τοῦ ἐλαίου ἐκ τῆς σκηνῆς, καὶ ἔχρισε τὸν Σαλωμὼν, καὶ ἐσάλπισε τῇ κερατίνῃ· καὶ εἶπε πᾶς ὁ λαός, ζήτω ὁ βασιλεὺς Σαλωμών.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 40] Καὶ ἀνέβη πᾶς ὁ λαὸς ὀπίσω αὐτοῦ, καὶ ἐχόρευον ἐν χοροῖς καὶ εὐφραινόμενοι εὐφροσύνην μεγάλην, καὶ ἐῤῥάγη ἡ γῆ ἐν τῇ φωνῇ αὐτῶν.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 41] Καὶ ἤκουσεν Ἀδωνίας καὶ πάντες οἱ κλητοὶ αὐτοῦ, καὶ αὐτοὶ συνετέλεσαν φαγεῖν· καὶ ἤκουσεν Ἰωὰβ τὴν φωνὴν τῆς κερατίνης, καὶ εἶπε, τίς ἡ φωνὴ τῆς πόλεως ἠχούσης;
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 42] Ἔτι αὐτοῦ λαλοῦντος, καὶ ἰδοὺ Ἰωνάθαν υἱὸς Ἀβιάθαρ τοῦ ἱερέως εἰσῆλθε· καὶ εἶπεν Ἀδωνίας, εἴσελθε, ὅτι ἀνὴρ δυνάμεως εἶ σὺ, καὶ ἀγαθὰ εὐαγγέλισαι.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 43] Καὶ ἀπεκρίθη Ἰωνάθαν, καὶ εἶπε, καὶ μάλα ὁ κύριος ἡμῶν ὁ βασιλεὺς Δαυὶδ ἐβασίλευσε τὸν Σαλωμὼν,
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 44] καὶ ἀπέστειλε μετʼ αὐτοῦ ὁ βασιλεὺς τὸν Σαδὼκ τὸν ἱερέα, καὶ Νάθαν τὸν προφήτην, καὶ Βαναίαν τὸν υἱὸν Ἰωδαὲ, καὶ τὸν Χερεθὶ, καὶ τὸν Φελεθὶ, καὶ ἐπεκάθισαν αὐτὸν ἐπὶ τὴν ἡμίονον τοῦ βασιλέως·
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 45] Καὶ ἔχρισαν αὐτὸν Σαδὼκ ὁ ἱερεὺς καὶ Νάθαν ὁ προφήτης ἐν τῇ Γιὼν, καὶ ἀνέβησαν ἐκεῖθεν εὐφραινόμενοι, καὶ ἤχησεν ἡ πόλις· αὕτη ἡ φωνὴ ἣν ἠκούσατε.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 46] Καὶ ἐκάθισε Σαλωμὼν ἐπὶ θρόνον βασιλείας.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 47] Καὶ εἰσῆλθον οἱ δοῦλοι τοῦ βασιλέως εὐλογῆσαι τὸν κύριον ἡμῶν τὸν βασιλέα Δαυὶδ, λέγοντες, ἀγαθύναι ὁ Θεὸς τὸ ὄνομα Σαλωμὼν ὑπὲρ τὸ ὄνομά σου, καὶ μεγαλύναι τὸν θρόνον αὐτοῦ ὑπὲρ τὸν θρόνον σου· καὶ προσεκύνησεν ὁ βασιλεὺς ἐπὶ τὴν κοίτην.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 48] Καί γε οὕτως εἶπεν ὁ βασιλεύς, εὐλογητὸς Κύριος ὁ Θεὸς Ἰσραὴλ, ὃς ἔδωκε σήμερον ἐκ τοῦ σπέρματός μου καθήμενον ἐπὶ τοῦ θρόνου μου, καὶ οἱ ὀφθαλμοί μου βλέπουσι.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 49] Καὶ ἐξέστησαν πάντες οἱ κλητοὶ τοῦ Ἀδωνίου, καὶ ἦλθον ἀνὴρ εἰς τὴν ὁδὸν αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 50] Καὶ Ἀδωνίας ἐφοβήθη ἀπὸ προσώπου Σαλωμὼν, καὶ ἀνέστη καὶ ἀπῆλθε καὶ ἐπελάβετο τῶν κεράτων τοῦ θυσιαστηρίου.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 51] Καὶ ἀνηγγέλη τῷ Σαλωμὼν, λέγοντες, ἰδοὺ Ἀδωνίας ἐφοβήθη τὸν βασιλέα Σαλωμὼν, καὶ κατέχει τῶν κεράτων τοῦ θυσιαστηρίου, λέγων, ὀμοσάτω μοι σήμερον Σαλωμὼν, εἰ οὐ θανατώσει τὸν δοῦλον αὐτοῦ ἐν ῥομφαίᾳ.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 52] Καὶ εἶπε Σαλωμών, ἐὰν γένηται εἰς υἱὸν δυνάμεως, εἰ πεσεῖται τῶν τριχῶν αὐτοῦ ἐπὶ τὴν γῆν· καὶ ἐὰν κακία εὑρεθῇ ἐν αὐτῷ, θανατωθήσεται.
[LXX | EL | OT | 1 Kings | Chapter 1 | Verse 53] Καὶ ἀπέστειλεν ὁ βασιλεὺς Σαλωμὼν, καὶ κατήνεγκαν αὐτὸν ἀπάνωθεν τοῦ θυσιαστηρίου· καὶ εἰσῆλθε, καὶ προσεκύνησε τῷ βασιλεῖ Σαλωμών· καὶ εἶπεν αὐτῷ Σαλωμὼν, δεῦρο εἰς τὸν οἶκόν σου.
