[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 1] Καὶ ἐκάθισε τὰ τρία ἔτη, καὶ οὐκ ἦν πόλεμος ἀναμέσον Συρίας καὶ ἀναμέσον Ἰσραήλ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 12] Καὶ πάντες οἱ προφῆται ἐπροφήτευον οὕτως, λέγοντες, ἀνάβαινε εἰς Ῥεμμὰθ Γαλαὰδ, καὶ εὐοδώσει, καὶ δώσει Κύριος εἰς χεῖράς σου καὶ τὸν βασιλέα Συρίας.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 13] Καὶ ὁ ἄγγελος ὁ πορευθεὶς καλέσαι τὸν Μιχαίαν, ἐλάλησεν αὐτῷ, λέγων, ἰδοὺ δὴ λαλοῦσι πάντες οἱ προφῆται ἐν στόματι ἐνὶ καλὰ περὶ τοῦ βασιλέως, γίνου δὴ καὶ σὺ εἰς τοὺς λόγους σου κατὰ τοὺς λόγους ἑνὸς τούτων, καὶ λάλησον καλά.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 14] Καὶ εἶπε Μιχαίας, ζῇ Κύριος, ὅτι ἃ ἐὰν εἴπῃ Κύριος πρὸς μὲ, ταῦτα λαλήσω.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 15] Καὶ ἦλθε πρὸς τὸν βασιλέα· καὶ εἶπεν αὐτῷ ὁ βασιλεὺς, Μιχαία, εἰ ἀναβῶ εἰς Ῥεμμὰθ Γαλαὰδ εἰς πόλεμον, ἢ ἐπισχῶ; καὶ εἶπεν, ἀνάβαινε, καὶ εὐοδώσει Κύριος εἰς χεῖρα τοῦ βασιλέως.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 16] Καὶ εἶπεν αὐτῷ ὁ βασιλεὺς, ποσάκις ἐγὼ ὁρκίζω σε, ὃπως λαλήσῃς πρὸς μὲ ἀλήθειαν ἐν ὀνόματι Κυρίου;
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 17] Καὶ εἶπεν, οὐχ οὕτως· ἑώρακα πάντα τὸν Ἰσραὴλ διεσπαρμένον ἐν τοῖς ὄρεσιν ὡς ποίμνιον ᾧ οὐκ ἔστι ποιμήν· καὶ εἶπε Κύριος, οὐ κύριος τούτοις Θεός; ἕκαστος εἰς τὸν οἶκον αὐτοῦ ἐν εἰρήνῃ ἀναστρεφέτω.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 18] Καὶ εἶπε βασιλεὺς Ἰσραὴλ πρὸς Ἰωσαφὰτ βασιλέα Ἰούδα, οὐκ εἶπα πρὸς σε, ὅτι οὐ προφητεύει οὗτός μοι καλὰ, διότι ἀλλʼ ἢ κακά;
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 19] Καὶ εἶπε Μιχαίας, οὐχ οὕτως· οὐκ ἐγώ· ἄκουε ῥῆμα Κυρίου· οὐχ οὕτως. Εἶδον Θεὸν Ἰσραὴλ καθήμενον ἐπὶ θρόνου αὐτοῦ, καὶ πᾶσα ἡ στρατιὰ τοῦ οὐρανοῦ εἱστήκει περὶ αὐτὸν ἐκ δεξιῶν αὐτοῦ καὶ ἐξ εὐωνύμων αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 20] Καὶ εἶπε Κύριος, τίς ἀπατήσει τὸν Ἀχαὰβ βασιλέα Ἰσραὴλ, καὶ ἀναβήσεται, καὶ πεσεῖται ἐν Ῥεμμὰθ Γαλαάδ; καὶ εἶπεν οὗτος οὕτως, καὶ οὗτος οὕτως.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 21] Καὶ ἐξῆλθε πνεῦμα καὶ ἔστη ἐνώπιον Κυρίου, καὶ εἶπεν, ἐγὼ ἀπατήσω αὐτόν.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 22] Καὶ εἶπε πρὸς αὐτὸν Κύριος, ἐν τίνι; καὶ εἶπεν, ἐξελεύσομαι, καὶ ἔσομαι πνεῦμα ψευδὲς εἰς τὸ στόμα πάντων τῶν προφητῶν αὐτοῦ· καὶ εἶπεν, ἀπατήσεις, καί γε δυνήσῃ· ἔξελθε καὶ ποίησον οὕτως.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 23] Καὶ νῦν ἰδοὺ ἔδωκε Κύριος πνεῦμα ψευδὲς ἐν στόματι πάντων τῶν προφητῶν σου τούτων, καὶ Κύριος ἐλάλησεν ἐπὶ σὲ κακά.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 24] Καὶ προσῆλθε Σεδεκίας υἱὸς Χαναὰν, καὶ ἐπάταξε τὸν Μιχαίαν ἐπὶ τὴν σιαγόνα, καὶ εἶπε, ποῖον πνεῦμα Κύριου τὸ λαλῆσαν ἐν σοί;
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 25] Καὶ εἶπε Μιχαίας, ἰδοὺ σὺ ὄψῃ τῇ ἡμέρᾳ ἐκείνῃ, ὅταν εἰσέλθῃς ταμεῖον τοῦ ταμείου τοῦ κρυβῆναι ἐκεῖ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 26] Καὶ εἶπεν ὁ βασιλεὺς Ἰσραὴλ, λάβετε τὸν Μιχαίαν, καὶ ἀποστρέψατε αὐτὸν πρὸς Σεμὴρ τὸν βασιλέα τῆς πόλεως· καὶ τῷ Ἰωὰς υἱῷ τοῦ βασιλέως
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 27] εἶπον θέσθαι τοῦτον ἐν φυλακῇ, καὶ ἐσθίειν αὐτὸν ἄρτον θλίψεως καὶ ὕδωρ θλίψεως ἕως τοῦ ἐπιστρέψαι με ἐν εἰρήνῃ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 28] Καὶ εἶπε Μιχαίας, ἐὰν ἐπιστρέφων ἐπιστρέψῃς ἐν εἰρήνῃ, οὐ λελάληκε Κύριος ἐν ἐμοί.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 29] Καὶ ἀνέβη βασιλεὺς Ἰσραὴλ καὶ Ἰωσαφὰτ βασιλεὺς Ἰούδα μετʼ αὐτοῦ εἰς Ῥεμμὰθ Γαλαάδ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 30] Καὶ εἶπε βασιλεὺς Ἰσραὴλ πρὸς Ἰωσαφὰτ βασιλέα Ἰούδα, συγκαλύψομαι καὶ εἰσελεύσομαι εἰς τὸν πόλεμον, καὶ σὺ ἔνδυσαι τὸν ἱματισμόν μου· καὶ συνεκαλύψατο βασιλεὺς Ἰσραὴλ, καὶ εἰσῆλθεν εἰς τὸν πόλεμον.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 31] Καὶ βασιλεὺς Συρίας ἐνετείλατο τοῖς ἄρχουσι τῶν ἁρμάτων αὐτοῦ τριάκοντα καὶ δυσὶ, λέγων, μὴ πολεμεῖτε μικρὸν καὶ μέγαν, ἀλλʼ ἢ τὸν βασιλέα Ἰσραὴλ μονώτατον.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 32] Καὶ ἐγένετο ὡς εἶδον οἱ ἄρχοντες τῶν ἁρμάτων τὸν Ἰωσαφὰτ βασιλέα Ἰούδα, καὶ αὐτοὶ εἶπαν, φαίνεται βασιλεὺς Ἰσραήλ οὗτος, καὶ ἐκύκλωσαν αὐτὸν πολεμῆσαι· καὶ ἀνέκραξεν Ἰωσαφάτ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 33] Καὶ ἐγένετο ὡς εἶδον οἱ ἄρχοντες τῶν ἁρμάτων ὅτι οὐκ ἔστι βασιλεὺς Ἰσραὴλ οὗτος, καὶ ἀπέστρεψαν ἀπʼ αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 34] Καὶ ἐπέτεινεν εἷς τὸ τόξον εὐστόχως, καὶ ἐπάταξε τὸν βασιλέα Ἰσραὴλ ἀναμέσον τοῦ πνεύμονος καὶ ἀναμέσον τοῦ θώρακος· καὶ εἶπε τῷ ἡνιόχῳ αὐτοῦ, ἐπίστρεψον τὰς χεῖράς σου καὶ ἐξάγαγέ με ἐκ τοῦ πολέμου, ὅτι τέτρωμαι.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 35] Καὶ ἐτροπώθη ὁ πόλεμος ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ ὁ βασιλεὺς ἦν ἑστηκὼς ἐπὶ τοῦ ἅρματος ἐξεναντίας Συρίας ἀπὸ πρωῒ ἕως ἑσπέρας, καὶ ἀπέχυνε τὸ αἷμα ἀπὸ τῆς πληγῆς εἰς τὸν κόλπον τοῦ ἅρματος, καὶ ἀπέθανεν ἑσπέρας, καὶ ἐξεπορεύετο τὸ αἷμα τῆς τροπῆς ἕως τοῦ κόλπου τοῦ ἅρματος.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 36] Καὶ ἔστη ὁ στρατοκῆρυξ δύνοντος τοῦ ἡλίου, λέγων, ἕκαστος εἰς τὴν ἑαυτοῦ πόλιν καὶ εἰς τὴν ἑαυτοῦ γῆν,
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 37] ὅτι τέθνηκεν ὁ βασιλεύς· καὶ ἦλθον εἰς Σαμάρειαν, καὶ ἔθαψαν τὸν βασιλέα ἐν Σαμαρείᾳ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 38] Καὶ ἀπένιψαν τὸ ἅρμα ἐπὶ τὴν κρήνην Σαμαρείας· καὶ ἐξέλιξαν αἱ ὗες καὶ οἱ κύνες τὸ αἷμα, καὶ αἱ πόρναι ἐλούσαντο ἐν τῷ αἵματι, κατὰ τὸ ῥῆμα Κυρίου ὃ ἐλάλησε.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 39] Καὶ τὰ λοιπὰ τῶν λόγων Ἀχαὰβ καὶ πάντα ἃ ἐποίησε, καὶ οἴκον ἐλεφάντινον ὃν ᾠκοδόμησε, καὶ πάσας τὰς πόλεις ἃς ἐποίησεν, οὐκ ἰδοὺ ταῦτα γέγραπται ἐν βιβλίῳ λόγων τῶν ἡμερῶν τῶν βασιλέων Ἰσραήλ;
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 40] Καὶ ἐκοιμήθη Ἀχαὰβ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐβασίλευσεν Ὀχοζίας υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 41] Καὶ Ἰωσαφὰτ υἱὸς Ἀσὰ ἐβασίλευσεν ἐπὶ Ἰούδαν· ἐν ἔτει τετάρτῷ τοῦ Ἀχαὰβ βασιλέως Ἰσραὴλ ἐβασίλευσεν
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 42] Ἰωσαφὰτ, Υἱὸς τρίακοντα καὶ πέντε ἐτῶν ἐν τῷ βασιλεύειν αὐτόν, καὶ εἴκοσι καὶ πέντε ἔτη ἐβασίλευσεν ἐν Ἰερουσαλὴμ· καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἀζουβὰ θυγάτηρ Σαλαΐ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 43] Καὶ ἐπορεύθη ἐν πάση ὁδῷ Ἀσὰ τοῦ πατρὸς αὐτοῦ, οὐκ ἐξέκλινεν ἀπʼ αὐτῆς τοῦ ποιῆσαι τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 44] Πλὴν τῶν ὑψηλῶν οὐκ ἐξῇρεν· ἔτι ὁ λαὸς ἐθυσίαζε καὶ ἐθυμίων ἐν τοῖς ὑψηλοῖς.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 45] Καὶ εἰρήνευσεν Ἰωσαφὰτ μετὰ βασιλέως Ἰσραήλ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 46] Καὶ τὰ λοιπὰ τῶν λόγων Ἰωσαφὰτ, καὶ αἱ δυναστεῖαι αὐτοῦ ὅσα ἐποίησεν, οὐκ ἰδοὺ ταῦτα γεγραμμένα ἐν βιβλίῳ λόγων τῶν ἡμερῶν βασιλέων Ἰούδα;
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 51] Καὶ ἐκοιμήθη Ἰωσαφὰτ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐτάφη παρὰ τοῖς πατράσιν αὐτοῦ ἐν πόλει Δαυὶδ τοῦ πατρὸς αὐτοῦ, καὶ ἐβασίλευσεν Ἰωρὰμ υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 52] Καὶ Ὀχοζίας υἱὸς Ἀχαὰβ ἐβασίλευσεν ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ· ἐν ἔτει ἑπτακαιδεκάτῳ Ἰωσαφὰτ βασιλέως Ἰούδα, Ὀχοζίας υἱὸς Ἀχαὰβ ἐβασίλευσεν ἐν Ἰσραὴλ ἐν Σαμαρείᾳ δύο ἔτη.
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 53] Καὶ ἐποίησε τὸ πονηρὸν ἐναντίον Κυρίου, καὶ ἐπορεύθη ἐν ὁδῶ Ἀχαὰβ τοῦ πατρὸς αὐτοῦ καὶ ἐν ὁδῷ Ἰεζάβελ τῆς μητρὸς αὐτοῦ, καὶ ἐν ταῖς ἁμαρτίαις οἴκου Ἱεροβοὰμ υἱοῦ Ναβὰτ ὃς ἐξήμαρτε τὸν Ἰσραήλ·
[LXX | EL | OT | 1 Kings | Chapter 22 | Verse 54] Καὶ ἐδούλευσε τοῖς Βααλὶμ καὶ προσεκύνησεν αὐτοῖς, καὶ παρώργισε τὸν Κύριον Θεὸν Ἰσραὴλ, κατὰ πάντα τὰ γενόμενα ἔμπροσθεν αὐτοῦ.
