[IRV | UR | NT | Matthew | Chapter 9 | Verse 1] फिर वो नाव पर चढ़ कर पार गया; और अपने शहर में आया।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 17] और नई मय पुरानी मश्कों में नहीं भरते वर्ना मश्कें फट जाती हैं; और मय बह जाती है, और मश्कें बरबाद हो जाती हैं; बल्कि नई मय नई मश्कों में भरते हैं; और वो दोनों बची रहती हैं।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 18] वो उन से ये बातें कह ही रहा था, कि देखो एक सरदार ने आकर उसे सज्दा किया और कहा, “मेरी बेटी अभी मरी है लेकिन तू चलकर अपना हाथ उस पर रख तो वो ज़िन्दा हो जाएगी।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 19] ईसा उठ कर अपने शागिर्दों समेत उस के पीछे हो लिया।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 20] और देखो; एक 'औरत ने जिसके बारह बरस से ख़ून जारी था; उसके पीछे आकर उस की पोशाक का किनारा छुआ।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 21] क्यूँकि वो अपने जी में कहती थी; अगर सिर्फ़ उसकी पोशाक ही छू लूँगी “तो अच्छी हो जाऊँगी।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 22] ईसा ने फिर कर उसे देखा और कहा, “बेटी, इत्मीनान रख! तेरे ईमान ने तुझे अच्छा कर दिया।” पस वो 'औरत उसी घड़ी अच्छी हो गई।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 23] जब ईसा सरदार के घर में आया और बाँसुरी बजाने वालों को और भीड़ को शोर मचाते देखा।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 24] तो कहा, “हट जाओ! क्यूँकि लड़की मरी नहीं बल्कि सोती है।” वो उस पर हँसने लगे।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 25] मगर जब भीड़ निकाल दी गई तो उस ने अन्दर जाकर उसका हाथ पकड़ा और लड़की उठी।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 26] और इस बात की शोहरत उस तमाम इलाक़े में फैल गई।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 27] जब ईसा वहाँ से आगे बढ़ा तो दो अन्धे उसके पीछे ये पुकारते हुए चले “ऐ इब्न — ए — दाऊद, हम पर रहम कर।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 28] जब वो घर में पहुँचा तो वो अन्धे उसके पास आए और 'ईसा ने उनसे कहा “क्या तुम को यक़ीन है कि मैं ये कर सकता हूँ?” उन्हों ने उस से कहा “हाँ ख़ुदावन्द।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 29] फिर उस ने उन की आँखें छू कर कहा, “तुम्हारे यक़ीन के मुताबिक़ तुम्हारे लिए हो।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 30] और उन की आँखें खुल गईं और ईसा ने उनको ताकीद करके कहा, “ख़बरदार, कोई इस बात को न जाने!”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 31] मगर उन्होंने निकल कर उस तमाम इलाक़े में उसकी शोहरत फैला दी।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 32] जब वो बाहर जा रहे थे, तो देखो लोग एक गूँगे को जिस में बदरूह थी उसके पास लाए।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 33] और जब वो बदरूह निकाल दी गई तो गूँगा बोलने लगा; और लोगों ने ता'अज्जुब करके कहा, “इस्राईल में ऐसा कभी नहीं देखा गया।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 34] मगर फ़रीसियों ने कहा, “ये तो बदरूहों के सरदार की मदद से बदरूहों को निकालता है।”
[IRV | UR | NT | Matthew | Chapter 9 | Verse 35] ईसा सब शहरों और गाँव में फिरता रहा, और उनके इबादतख़ानों में ता'लीम देता और बादशाही की ख़ुशख़बरी का एलान करता और — और हर तरह की बीमारी और हर तरह की कमज़ोरी दूर करता रहा।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 36] और जब उसने भीड़ को देखा तो उस को लोगों पर तरस आया; क्यूँकि वो उन भेड़ों की तरह थे जिनका चरवाहा न हो बुरी हालत में पड़े थे।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 37] उस ने अपने शागिर्दों से कहा, “फ़सल बहुत है, लेकिन मज़दूर थोड़े हैं।
[IRV | UR | NT | Matthew | Chapter 9 | Verse 38] पस फ़सल के मालिक से मिन्नत करो कि वो अपनी फ़सल काटने के लिए मज़दूर भेज दे।”
