[IRV | UR | NT | Matthew | Chapter 27 | Verse 1] जब सुबह हुई तो सब सरदार काहिनों और क़ौम के बुज़ुर्गों ने ईसा के ख़िलाफ़ मशवरा किया कि उसे मार डालें।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 19] और जब वो तख़्त — ए आदालत पर बैठा था तो उस की बीवी ने उसे कहला भेजा “तू इस रास्तबाज़ से कुछ काम न रख क्यूँकि मैंने आज ख़्वाब में इस की वजह से बहुत दु:ख उठाया है।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 20] लेकिन सरदार काहिनों और बुज़ुर्गों ने लोगों को उभारा कि बरअब्बा को माँग लें, और ईसा को हलाक कराएँ।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 21] हाकिम ने उनसे कहा इन दोनों में से किसको चाहते हो कि तुम्हारी ख़ातिर छोड़ दूँ? उन्होंने कहा “बरअब्बा को।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 22] पीलातुस ने उनसे कहा “फिर ईसा को जो मसीह कहलाता है क्या करूँ?” सब ने कहा “वो मस्लूब हो।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 23] उसने कहा “क्यूँ? उस ने क्या बुराई की है?” मगर वो और भी चिल्ला — चिल्ला कर कहने लगे “वो मस्लूब हो!”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 24] जब पीलातुस ने देखा कि कुछ बन नहीं पड़ता बल्कि उल्टा बलवा होता जाता है तो पानी लेकर लोगों के रूबरू अपने हाथ धोए “और कहा, मैं इस रास्तबाज़ के ख़ून से बरी हूँ; तुम जानो।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 25] सब लोगों ने जवाब में कहा “इसका ख़ून हमारी और हमारी औलाद की गर्दन पर।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 26] इस पर उस ने बरअब्बा को उनकी ख़ातिर छोड़ दिया, और ईसा को कोड़े लगवा कर हवाले किया कि मस्लूब हो।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 27] इस पर हाकिम के सिपाहियों ने ईसा को क़िले में ले जाकर सारी पलटन उसके आस पास जमा की।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 28] और उसके कपड़े उतार कर उसे क़िरमिज़ी चोग़ा पहनाया।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 29] और काँटों का ताज बना कर उसके सिर पर रख्खा, और एक सरकंडा उस के दहने हाथ में दिया और उसके आगे घुटने टेक कर उसे ठठ्ठों में उड़ाने लगे; “ऐ यहूदियों के बादशाह, आदाब!”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 30] और उस पर थूका, और वही सरकंडा लेकर उसके सिर पर मारने लगे।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 31] और जब उसका ठठ्ठा कर चुके तो चोग़े को उस पर से उतार कर फिर उसी के कपड़े उसे पहनाए; और मस्लूब करने को ले गए।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 32] जब बाहर आए तो उन्होंने शमौन नाम एक कुरेनी आदमी को पाकर उसे बेग़ार में पकड़ा, कि उसकी सलीब उठाए।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 33] और उस जगह जो गुल्गुता या'नी खोपड़ी की जगह कहलाती है पहुँचकर।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 34] पित मिली हुई मय उसे पीने को दी, मगर उसने चख कर पीना न चाहा।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 35] और उन्होंने उसे मस्लूब किया; और उसके कपड़े पर्ची डाल कर बाँट लिए।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 36] और वहाँ बैठ कर उसकी निगहबानी करने लगे।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 37] और उस का इल्ज़ाम लिख कर उसके सिर से ऊपर लगा दिया “कि ये यहूदियों का बादशाह ईसा है।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 38] उस वक़्त उसके साथ दो डाकू मस्लूब हुए, एक दहने और एक बाएँ।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 39] और राह चलने वाले सिर हिला — हिला कर उसको ला'न ता'न करते और कहते थे।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 40] “ऐ मक़दिस के ढानेवाले और तीन दिन में बनाने वाले अपने आप को बचा; अगर तू ख़ुदा का बेटा है तो सलीब पर से उतर आ।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 41] इसी तरह सरदार काहिन भी फ़क़ीहों और बुज़ुर्गों के साथ मिलकर ठठ्ठे से कहते थे,
[IRV | UR | NT | Matthew | Chapter 27 | Verse 42] “इसने औरों को बचाया, अपने आप को नहीं बचा सकता, ये तो इस्राईल का बादशाह है; अब सलीब पर से उतर आए, तो हम इस पर ईमान लाएँ।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 43] इस ने ख़ुदा पर भरोसा किया है, अगरचे इसे चाहता है तो अब इस को छुड़ा ले, क्यूँकि इस ने कहा था, मैं ख़ुदा का बेटा हूँ।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 44] इसी तरह डाकू भी जो उसके साथ मस्लूब हुए थे, उस पर ला'न ता'न करते थे।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 45] और दोपहर से लेकर तीसरे पहर तक तमाम मुल्क में अन्धेरा छाया रहा।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 46] और तीसरे पहर के क़रीब ईसा ने बड़ी आवाज़ से चिल्ला कर कहा “एली, एली, लमा शबक़तनी ऐ मेरे ख़ुदा, ऐ मेरे ख़ुदा, तू ने मुझे क्यूँ छोड़ दिया?”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 47] जो वहाँ खड़े थे उन में से कुछ ने सुन कर कहा “ये एलियाह को पुकारता है।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 48] और फ़ौरन उनमें से एक शख़्स दौड़ा और सोख़ते को लेकर सिरके में डुबोया और सरकंडे पर रख कर उसे चुसाया।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 49] मगर बाक़ियों ने कहा, “ठहर जाओ, देखें तो एलियाह उसे बचाने आता है या नहीं।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 50] ईसा ने फिर बड़ी आवाज़ से चिल्ला कर जान दे दी।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 51] और मक़दिस का पर्दा ऊपर से नीचे तक फट कर दो टुकड़े हो गया, और ज़मीन लरज़ी और चट्टानें तड़क गईं।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 52] और क़ब्रें खुल गईं। और बहुत से जिस्म उन मुक़द्दसों के जो सो गए थे, जी उठे।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 53] और उसके जी उठने के बाद क़ब्रों से निकल कर मुक़द्दस शहर में गए, और बहुतों को दिखाई दिए।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 54] पस सुबेदार और जो उस के साथ ईसा की निगहबानी करते थे, भुन्चाल और तमाम माजरा देख कर बहुत ही डर कर कहने लगे “बै — शक ये ख़ुदा का बेटा था।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 55] और वहाँ बहुत सी औरतें जो गलील से ईसा की ख़िदमत करती हुई उसके पीछे — पीछे आई थी, दूर से देख रही थीं।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 56] उन में मरियम मग़दलिनी थी, और या'क़ूब और योसेस की माँ मरियम और ज़ब्दी के बेटों की माँ।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 57] जब शाम हुई तो यूसुफ़ नाम अरिमतियाह का एक दौलतमन्द आदमी आया जो ख़ुद भी ईसा का शागिर्द था।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 58] उस ने पीलातुस के पास जा कर ईसा की लाश माँगी, इस पर पीलातुस ने दे देने का हुक्म दे दिया।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 59] यूसुफ़ ने लाश को लेकर साफ़ महीन चादर में लपेटा।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 60] और अपनी नई क़ब्र में जो उस ने चट्टान में खुदवाई थी रख्खा, फिर वो एक बड़ा पत्थर क़ब्र के मुँह पर लुढ़का कर चला गया।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 61] और मरियम मग़दलिनी और दूसरी मरियम वहाँ क़ब्र के सामने बैठी थीं।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 62] दूसरे दिन जो तैयारी के बाद का दिन था, सरदार काहिन और फ़रीसियों ने पीलातुस के पास जमा होकर कहा।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 63] ख़ुदावन्द हमें याद है “कि उस धोखेबाज़ ने जीते जी कहा था, मैं तीन दिन के बाद जी उठूँगा।
[IRV | UR | NT | Matthew | Chapter 27 | Verse 64] पस हुक्म दे कि तीसरे दिन तक क़ब्र की निगहबानी की जाए, कहीं ऐसा न हो कि उसके शागिर्द आकर उसे चुरा ले जाएँ, और लोगों से कह दें, वो मुर्दों में से जी उठा, और ये पिछला धोखा पहले से भी बुरा हो।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 65] पीलातुस ने उनसे कहा “तुम्हारे पास पहरे वाले हैं जाओ, जहाँ तक तुम से हो सके उसकी निगहबानी करो।”
[IRV | UR | NT | Matthew | Chapter 27 | Verse 66] पस वो पहरेदारों को साथ लेकर गए, और पत्थर पर मुहर करके क़ब्र की निगहबानी की।
