[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 1] जब शहरपनाह बन गई, और मैंने उसके फाटक खड़े किए, और द्वारपाल, और गवैये, और लेवीय लोग ठहराये गए,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 43] फिर लेवीय ये थेः होदवा के वंश में से कदमीएल की सन्तान येशुअ की सन्तान चौहत्तर।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 44] फिर गवैये ये थेः आसाप की सन्तान एक सौ अड़तालीस।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 45] फिर द्वारपाल ये थेः शल्लूम की सन्तान, आतेर की सन्तान, तल्मोन की सन्तान, अक्कूब की सन्तान, हतीता की सन्तान, और शोबै की सन्तान, जो सब मिलकर एक सौ अड़तीस हुए।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 46] फिर नतीन अर्थात् सीहा की सन्तान, हसूपा की सन्तान, तब्बाओत की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 47] केरोस की सन्तान, सीआ की सन्तान, पादोन की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 48] लबाना की सन्तान, हगाबा की सन्तान, शल्मै की सन्तान।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 49] हानान की सन्तान, गिद्देल की सन्तान, गहर की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 50] रायाह की सन्तान, रसीन की सन्तान, नकोदा की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 51] गज्जाम की सन्तान, उज्जा की सन्तान, पासेह की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 52] बेसै की सन्तान, मूनीम की सन्तान, नपूशस की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 53] बकबूक की सन्तान, हकूपा की सन्तान, हर्हूर की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 54] बसलीत की सन्तान, महीदा की सन्तान, हर्शा की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 55] बर्कोस की सन्तान, सीसरा की सन्तान, तेमह की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 56] नसीह की सन्तान, और हतीपा की सन्तान।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 57] फिर सुलैमान के दासों की सन्तान: सोतै की सन्तान, सोपेरेत की सन्तान, परीदा की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 58] याला की सन्तान, दर्कोन की सन्तान, गिद्देल की सन्तान,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 59] शपत्याह की सन्तान, हत्तील की सन्तान, पोकरेत-सबायीम की सन्तान, और आमोन की सन्तान।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 60] नतीन और सुलैमान के दासों की सन्तान मिलाकर तीन सौ बानवे थे।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 61] और ये वे हैं, जो तेल्मेलाह, तेलहर्शा, करूब, अद्दोन, और इम्मेर से यरूशलेम को गए, परन्तु अपने-अपने पितरों के घराने और वंशावली न बता सके, कि इस्राएल के हैं, या नहीं
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 62] दलायाह की सन्तान, तोबियाह की सन्तान, और नकोदा की सन्तान, जो सब मिलाकर छः सौ बयालीस थे।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 63] और याजकों में से हबायाह की सन्तान, हक्कोस की सन्तान, और बर्जिल्लै की सन्तान, जिसने गिलादी बर्जिल्लै की बेटियों में से एक से विवाह कर लिया, और उन्हीं का नाम रख लिया था।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 64] इन्होंने अपना-अपना वंशावली पत्र और अन्य वंशावली पत्रों में ढूँढ़ा, परन्तु न पाया, इसलिए वे अशुद्ध ठहरकर याजकपद से निकाले गए।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 65] और अधिपति ने उनसे कहा, कि जब तक ऊरीम और तुम्मीम धारण करनेवाला कोई याजक न उठे, तब तक तुम कोई परमपवित्र वस्तु खाने न पाओगे।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 66] पूरी मण्डली के लोग मिलाकर बयालीस हजार तीन सौ साठ ठहरे।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 67] इनको छोड़ उनके सात हजार तीन सौ सैंतीस दास-दासियाँ, और दो सौ पैंतालीस गानेवाले और गानेवालियाँ थीं।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 68] उनके घोड़े सात सौ छत्तीस, खच्चर दो सौ पैंतालीस,
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 69] ऊँट चार सौ पैंतीस और गदहे छः हजार सात सौ बीस थे।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 70] और पितरों के घरानों के कई एक मुख्य पुरुषों ने काम के लिये दान दिया। अधिपति ने तो चन्दे में हजार दर्कमोन सोना, पचास कटोरे और पाँच सौ तीस याजकों के अंगरखे दिए।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 71] और पितरों के घरानों के कई मुख्य-मुख्य पुरुषों ने उस काम के चन्दे में बीस हजार दर्कमोन सोना और दो हजार दो सौ माने चाँदी दी।
[IRV | HI | OT | Nehemiah | Chapter 7 | Verse 72] और शेष प्रजा ने जो दिया, वह बीस हजार दर्कमोन सोना, दो हजार माने चाँदी और सड़सठ याजकों के अंगरखे हुए।
