[IRV | BN | OT | Leviticus | Chapter 4 | Verse 1] আর সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 12] সবশুদ্ধ বলদটি নিয়ে শিবিরের বাইরে কোন শুচি জায়গায়, ছাই ফেলে দেবার জায়গায়, এনে কাঠের ওপরে আগুনে পুড়িয়ে দেবে; ছাই ফেলে দেবার জায়গায় তা পোড়াতে হবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 13] আর ইস্রায়েলের সব মণ্ডলী যদি প্রমাদবশতঃ পাপ করে এবং তা সমাজের চোখের আড়ালে থাকে এবং সদাপ্রভুর আজ্ঞানিষিদ্ধ কোনো কাজ করে যদি দোষী হয়,
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 14] তবে তাদের করা সেই পাপ যখন জানা যাবে সেই দিনের সমাজ পাপের জন্য বলিরূপে এক ছোট গোবৎস উৎসর্গ করবে; লোকেরা সমাগম তাঁবুর সামনে তাকে আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 15] পরে মণ্ডলীর প্রাচীনরা সদাপ্রভুর সামনে সেই গোবৎসের মাথায় হাত রাখবে এবং সদাপ্রভুর সামনে তাকে হত্যা করা হবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 16] পরে অভিষিক্ত যাজক সেই বলদের কিছু রক্ত সমাগম তাঁবুর মধ্যে আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 17] আর যাজক সেই রক্তে নিজের আঙুল ডুবিয়ে তার কিছুটা পর্দার আগে, সদাপ্রভুর সামনে সাত বার ছিটাবে
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 18] এবং সেই রক্তের কিছুটা নিয়ে সদাপ্রভুর সামনে সমাগম তাঁবুর মধ্যে রাখা বেদির শিঙের ওপরে দেবে; পরে সমাগম তাঁবুর দরজার সামনে হোমবেদির মূলে অন্য সব রক্ত ঢেলে দেবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 19] আর বলি থেকে তার সব মেদ নিয়ে বেদির ওপরে পোড়াবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 20] সে ঐ পাপের জন্য বলির বলদকে যেরকম করে, একেও সেরকম করবে; এভাবে যাজক তাদের জন্য প্রায়শ্চিত্ত করবে, তাতে তাদের পাপের ক্ষমা হবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 21] পরে সে বলদকে শিবিরের বাইরে নিয়ে গিয়ে প্রথম বলদটি যেমন পুড়িয়েছিলে, তেমনি তাকেও পুড়িয়ে দেবে; এটা সমাজের পাপের জন্য বলিদান।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 22] আর যদি কোনো অধ্যক্ষ পাপ করে, অর্থাৎ প্রমাদবশতঃ নিজের ঈশ্বর সদাপ্রভুর আজ্ঞানিষিদ্ধ কোনো কাজ করে দোষী হয়,
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 23] তবে তার করা সেই পাপ যখন জানা যাবে, সেদিনের নিজের উপহার বলে এক নির্দোষ পুরুষ ছাগল আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 24] পরে ঐ ছাগলের মাথায় হাত দিয়ে হোমবলি হত্যার জায়গায় সদাপ্রভুর সামনে তাকে হত্যা করবে; এটা পাপের জন্য বলিদান।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 25] পরে যাজক নিজের আঙুল দিয়ে সেই পাপের জন্য বলির কিছুটা রক্ত নিয়ে হোমবেদির শিঙের ওপরে দেবে এবং তার রক্ত হোমবেদির মূলে ঢেলে দেবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 26] আর মঙ্গলের জন্য বলিদানের মেদের মত তার সব মেদ নিয়ে বেদিতে পোড়াবে এভাবে যাজক পাপমোচনের জন্য প্রায়শ্চিত্ত করবে, তাতে তার পাপের ক্ষমা হবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 27] আর সাধারণ লোকদের মধ্যে যদি কেউ প্রমাদবশতঃ সদাপ্রভুর কোনো আজ্ঞানিষিদ্ধ কাজের জন্য পাপ করে দোষী হয়,
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 28] তবে সে যখন নিজের করা পাপ জানবে তখন নিজের করা সেই পাপের জন্য নিজের উপহার বলে পালের ভেতর থেকে এক নির্দোষ ছাগী আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 29] পরে ঐ পাপের জন্যে বলির মাথায় হাত রেখে হোমবলির জায়গায় সেই পাপের জন্য বলি হত্যা করবে
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 30] পরে যাজক আঙুল দিয়ে তার কিছুটা রক্ত নিয়ে হোমবেদির শিঙের ওপরে দেবে এবং তার সব রক্ত বেদির মূলে ঢেলে দেবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 31] আর মঙ্গলের জন্য বলি থেকে নেওয়া মেদের মত তার সব মেদ ছাড়িয়ে নেবে; পরে যাজক সদাপ্রভুর উদ্দেশ্যে সুগন্ধের জন্য বেদির ওপরে তা পুড়িয়ে দেবে; এভাবে যাজক তার জন্য প্রায়শ্চিত্ত করবে, তাতে তার পাপের ক্ষমা হবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 32] যদি সে পাপের জন্য বলির উপহারের জন্য ভেড়ার বাচ্চা আনে, তবে একটা নির্দোষ মেয়ে ভেড়ার বাচ্চা আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 33] আর সেই পাপের জন্য বলির মাথায় হাত দিয়ে হোমবলি হত্যার জায়গায় সেই পাপের জন্য বলি হত্যা করবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 34] পরে যাজক আঙুল দিয়ে সেই পাপের জন্য বলির কিছুটা রক্ত নিয়ে হোমবেদির শিংগুলোর ওপরে দেবে ও সব রক্ত বেদির মূলে ঢালবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 35] পরে মঙ্গলের বলির ভেড়ার বাচ্চার মেদ যেমন ছাড়ান যায়, তেমনি যাজক এর সব মেদ ছাড়িয়ে নেবে এবং সদাপ্রভুর জন্য আগুনে তৈরী উপহারের রীতি অনুসারে তা বেদিতে পোড়াবে; এভাবে যাজক তার করা পাপের প্রায়শ্চিত্ত করবে; তাতে তার পাপের ক্ষমা হবে।
