[WEB | EN | OT | Numbers | Chapter 29 | Verse 1] “‘In the seventh month, on the first day of the month, you shall have a holy convocation; you shall do no regular work. It is a day of blowing of trumpets to you.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 24] their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 25] and one male goat for a sin offering; in addition to the continual burnt offering, its meal offering, and its drink offering.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 26] “‘On the fifth day: nine bulls, two rams, fourteen male lambs a year old without defect;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 27] and their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance,
[WEB | EN | OT | Numbers | Chapter 29 | Verse 28] and one male goat for a sin offering, in addition to the continual burnt offering, and its meal offering, and its drink offering.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 29] “‘On the sixth day: eight bulls, two rams, fourteen male lambs a year old without defect;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 30] and their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance,
[WEB | EN | OT | Numbers | Chapter 29 | Verse 31] and one male goat for a sin offering; in addition to the continual burnt offering, its meal offering, and the drink offerings of it.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 32] “‘On the seventh day: seven bulls, two rams, fourteen male lambs a year old without defect;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 33] and their meal offering and their drink offerings for the bulls, for the rams, and for the lambs, according to their number, after the ordinance,
[WEB | EN | OT | Numbers | Chapter 29 | Verse 34] and one male goat for a sin offering; in addition to the continual burnt offering, its meal offering, and its drink offering.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 35] “‘On the eighth day you shall have a solemn assembly. You shall do no regular work;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 36] but you shall offer a burnt offering, an offering made by fire, a pleasant aroma to the LORD: one bull, one ram, seven male lambs a year old without defect;
[WEB | EN | OT | Numbers | Chapter 29 | Verse 37] their meal offering and their drink offerings for the bull, for the ram, and for the lambs, shall be according to their number, after the ordinance,
[WEB | EN | OT | Numbers | Chapter 29 | Verse 38] and one male goat for a sin offering, in addition to the continual burnt offering, with its meal offering, and its drink offering.
[WEB | EN | OT | Numbers | Chapter 29 | Verse 39] “‘You shall offer these to the LORD in your set feasts—in addition to your vows and your free will offerings—for your burnt offerings, your meal offerings, your drink offerings, and your peace offerings.’”
