[WEB | EN | OT | Numbers | Chapter 7 | Verse 1] On the day that Moses had finished setting up the tabernacle, and had anointed it and sanctified it with all its furniture, and the altar with all its vessels, and had anointed and sanctified them;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 23] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, five male lambs a year old. This was the offering of Nethanel the son of Zuar.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 24] On the third day Eliab the son of Helon, prince of the children of Zebulun,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 25] gave his offering: one silver platter, the weight of which was a hundred and thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 26] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 27] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 28] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 29] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Eliab the son of Helon.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 30] On the fourth day Elizur the son of Shedeur, prince of the children of Reuben,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 31] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 32] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 33] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 34] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 35] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Elizur the son of Shedeur.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 36] On the fifth day Shelumiel the son of Zurishaddai, prince of the children of Simeon,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 37] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 38] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 39] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 40] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 41] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old: this was the offering of Shelumiel the son of Zurishaddai.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 42] On the sixth day, Eliasaph the son of Deuel, prince of the children of Gad,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 43] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 44] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 45] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 46] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 47] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Eliasaph the son of Deuel.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 48] On the seventh day Elishama the son of Ammihud, prince of the children of Ephraim,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 49] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 50] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 51] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 52] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 53] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Elishama the son of Ammihud.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 54] On the eighth day Gamaliel the son of Pedahzur, prince of the children of Manasseh,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 55] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 56] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 57] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 58] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 59] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Gamaliel the son of Pedahzur.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 60] On the ninth day Abidan the son of Gideoni, prince of the children of Benjamin,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 61] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 62] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 63] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 64] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 65] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Abidan the son of Gideoni.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 66] On the tenth day Ahiezer the son of Ammishaddai, prince of the children of Dan,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 67] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 68] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 69] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 70] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 71] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Ahiezer the son of Ammishaddai.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 72] On the eleventh day Pagiel the son of Ochran, prince of the children of Asher,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 73] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 74] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 75] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 76] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 77] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Pagiel the son of Ochran.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 78] On the twelfth day Ahira the son of Enan, prince of the children of Naphtali,
[WEB | EN | OT | Numbers | Chapter 7 | Verse 79] gave his offering: one silver platter, the weight of which was one hundred thirty shekels, one silver bowl of seventy shekels, according to the shekel of the sanctuary, both of them full of fine flour mixed with oil for a meal offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 80] one golden ladle of ten shekels, full of incense;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 81] one young bull, one ram, one male lamb a year old, for a burnt offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 82] one male goat for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 83] and for the sacrifice of peace offerings, two head of cattle, five rams, five male goats, and five male lambs a year old. This was the offering of Ahira the son of Enan.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 84] This was the dedication offering of the altar, on the day when it was anointed, by the princes of Israel: twelve silver platters, twelve silver bowls, twelve golden ladles;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 85] each silver platter weighing one hundred thirty shekels, and each bowl seventy; all the silver of the vessels two thousand four hundred shekels, according to the shekel of the sanctuary;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 86] the twelve golden ladles, full of incense, weighing ten shekels apiece, according to the shekel of the sanctuary; all the gold of the ladles weighed one hundred twenty shekels;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 87] all the cattle for the burnt offering twelve bulls, the rams twelve, the male lambs a year old twelve, and their meal offering; and twelve male goats for a sin offering;
[WEB | EN | OT | Numbers | Chapter 7 | Verse 88] and all the cattle for the sacrifice of peace offerings: twenty-four bulls, sixty rams, sixty male goats, and sixty male lambs a year old. This was the dedication offering of the altar, after it was anointed.
[WEB | EN | OT | Numbers | Chapter 7 | Verse 89] When Moses went into the Tent of Meeting to speak with the LORD, he heard his voice speaking to him from above the mercy seat that was on the ark of the Testimony, from between the two cherubim; and he spoke to him.
