[YLT | EN | NT | Matthew | Chapter 5 | Verse 1] And having seen the multitudes, he went up to the mount, and he having sat down, his disciples came to him,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 17] 'Do not suppose that I came to throw down the law or the prophets — I did not come to throw down, but to fulfil;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 18] for, verily I say to you, till that the heaven and the earth may pass away, one iota or one tittle may not pass away from the law, till that all may come to pass.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 19] 'Whoever therefore may loose one of these commands — the least — and may teach men so, least he shall be called in the reign of the heavens, but whoever may do and may teach [them], he shall be called great in the reign of the heavens.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 20] 'For I say to you, that if your righteousness may not abound above that of the scribes and Pharisees, ye may not enter to the reign of the heavens.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 21] 'Ye heard that it was said to the ancients: Thou shalt not kill, and whoever may kill shall be in danger of the judgment;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 22] but I — I say to you, that every one who is angry at his brother without cause, shall be in danger of the judgment, and whoever may say to his brother, Empty fellow! shall be in danger of the sanhedrim, and whoever may say, Rebel! shall be in danger of the gehenna of the fire.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 23] 'If, therefore, thou mayest bring thy gift to the altar, and there mayest remember that thy brother hath anything against thee,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 24] leave there thy gift before the altar, and go — first be reconciled to thy brother, and then having come bring thy gift.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 25] 'Be agreeing with thy opponent quickly, while thou art in the way with him, that the opponent may not deliver thee to the judge, and the judge may deliver thee to the officer, and to prison thou mayest be cast,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 26] verily I say to thee, thou mayest not come forth thence till that thou mayest pay the last farthing.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 27] 'Ye heard that it was said to the ancients: Thou shalt not commit adultery;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 28] but I — I say to you, that every one who is looking on a woman to desire her, did already commit adultery with her in his heart.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 29] 'But, if thy right eye doth cause thee to stumble, pluck it out and cast from thee, for it is good to thee that one of thy members may perish, and not thy whole body be cast to gehenna.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 30] 'And, if thy right hand doth cause thee to stumble, cut it off, and cast from thee, for it is good to thee that one of thy members may perish, and not thy whole body be cast to gehenna.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 31] 'And it was said, That whoever may put away his wife, let him give to her a writing of divorce;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 32] but I — I say to you, that whoever may put away his wife, save for the matter of whoredom, doth make her to commit adultery; and whoever may marry her who hath been put away doth commit adultery.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 33] 'Again, ye heard that it was said to the ancients: Thou shalt not swear falsely, but thou shalt pay to the Lord thine oaths;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 34] but I — I say to you, not to swear at all; neither by the heaven, because it is the throne of God,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 35] nor by the earth, because it is His footstool, nor by Jerusalem, because it is a city of a great king,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 36] nor by thy head mayest thou swear, because thou art not able one hair to make white or black;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 37] but let your word be, Yes, Yes, No, No, and that which is more than these is of the evil.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 38] 'Ye heard that it was said: Eye for eye, and tooth for tooth;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 39] but I — I say to you, not to resist the evil, but whoever shall slap thee on thy right cheek, turn to him also the other;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 40] and whoever is willing to take thee to law, and thy coat to take — suffer to him also the cloak.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 41] 'And whoever shall impress thee one mile, go with him two,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 42] to him who is asking of thee be giving, and him who is willing to borrow from thee thou mayest not turn away.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 43] 'Ye heard that it was said: Thou shalt love thy neighbour, and shalt hate thine enemy;
[YLT | EN | NT | Matthew | Chapter 5 | Verse 44] but I — I say to you, Love your enemies, bless those cursing you, do good to those hating you, and pray for those accusing you falsely, and persecuting you,
[YLT | EN | NT | Matthew | Chapter 5 | Verse 45] that ye may be sons of your Father in the heavens, because His sun He doth cause to rise on evil and good, and He doth send rain on righteous and unrighteous.
[YLT | EN | NT | Matthew | Chapter 5 | Verse 46] 'For, if ye may love those loving you, what reward have ye? do not also the tax-gatherers the same?
[YLT | EN | NT | Matthew | Chapter 5 | Verse 47] and if ye may salute your brethren only, what do ye abundant? do not also the tax-gatherers so?
[YLT | EN | NT | Matthew | Chapter 5 | Verse 48] ye shall therefore be perfect, as your Father who [is] in the heavens is perfect.
