[IRV | TE | OT | Numbers | Chapter 33 | Verse 1] మోషే అహరోనుల నాయకత్వంలో తమ తమ సేనల ప్రకారం ఐగుప్తుదేశం నుండి ఇశ్రాయేలీయులు చేసిన ప్రయాణాలు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 15] రెఫీదీము నుండి సీనాయి అరణ్యంలో ఆగారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 16] అక్కడి నుండి కిబ్రోతు హత్తావాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 17] కిబ్రోతు హత్తావా నుండి హజేరోతు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 18] హజేరోతు నుండి రిత్మా వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 19] రిత్మా నుండి రిమ్మోను పారెసుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 20] రిమ్మోను పారెసు నుండి లిబ్నాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 21] లిబ్నాలో నుండి రీసాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 22] రీసా నుండి కెహేలాతాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 23] కెహేలాతా నుండి బయలుదేరి షాపెరు కొండ దగ్గర ఆగారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 24] షాపెరు కొండ దగ్గర నుండి హరాదాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 25] హరాదా నుండి మకెలోతుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 26] మకెలోతు నుండి తాహతుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 27] తాహతు నుండి తారహుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 28] తారహు నుండి మిత్కాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 29] మిత్కా నుండి హష్మోనాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 30] హష్మోనా నుండి మొసేరోతుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 31] మొసేరోతు నుండి బెనేయాకానుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 32] బెనేయాకాను నుండి హోర్‌హగ్గిద్గాదుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 33] హోర్‌హగ్గిద్గాదు నుండి యొత్బాతాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 34] యొత్బాతా నుండి ఎబ్రోనాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 35] ఎబ్రోనా నుండి ఎసోన్గెబెరుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 36] ఎసోన్గెబెరు నుండి కాదేషు అని పిలిచే సీను అరణ్యానికి వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 37] కాదేషు నుండి ఎదోము దేశం అంచులో ఉన్న హోరు కొండ దగ్గర ఆగారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 38] యెహోవా ఆజ్ఞ ప్రకారం యాజకుడు అహరోను హోరు కొండ ఎక్కి అక్కడ చనిపోయాడు. అది ఇశ్రాయేలీయులు ఐగుప్తు దేశం నుండి వచ్చిన 40 వ సంవత్సరం అయిదో నెల మొదటి రోజు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 39] అహరోను 123 సంవత్సరాల వయసులో హోరు కొండమీద చనిపోయాడు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 40] అప్పుడు కనాను దేశపు దక్షిణాన నివసించే అరాదు రాజైన కనానీయుడు ఇశ్రాయేలీయులు వచ్చిన సంగతి విన్నాడు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 41] వారు హోరు కొండ నుండి సల్మానాకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 42] సల్మానాలో నుండి పూనోనుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 43] పూనోనులో నుండి ఓబోతుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 44] ఓబోతు నుండి మోయాబు పొలిమేర దగ్గర ఉన్న ఈయ్యె అబారీముకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 45] ఈయ్యె అబారీము నుండి దీబోను గాదుకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 46] దీబోను గాదు నుండి అల్మోను దిబ్లాతాయిముకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 47] అల్మోను దిబ్లాతాయిము నుండి నెబో ఎదురుగా ఉన్న అబారీము కొండలకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 48] అబారీము కొండల నుండి యెరికో దగ్గర యొర్దానుకు దగ్గరగా ఉన్న మోయాబు మైదానాలకు వచ్చారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 49] వారు మోయాబు మైదానాల్లో బెత్యేషీమోతు మొదలు ఆబేలు షిత్తీము వరకూ యొర్దాను దగ్గర విడిది చేశారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 50] యెరికో దగ్గర, అంటే యొర్దానుకు పక్కనే ఉన్న మోయాబు మైదానాల్లో యెహోవా మోషేకు ఇలా ఆజ్ఞాపించాడు,
[IRV | TE | OT | Numbers | Chapter 33 | Verse 51] “నువ్వు ఇశ్రాయేలు ప్రజలతో ఇలా చెప్పు, ‘మీరు యొర్దానును దాటి కనాను దేశాన్ని చేరిన తరువాత
[IRV | TE | OT | Numbers | Chapter 33 | Verse 52] ఆ దేశ ప్రజలందరినీ మీ ఎదుట నుండి వెళ్లగొట్టి, వారి ప్రతిమలన్నిటినీ ధ్వంసం చేసి వారి పోత విగ్రహాలన్నిటిని పగలగొట్టి వారి ఉన్నత ప్రదేశాల్లో ఉన్న వారి పూజా స్థలాలను పాడుచేయాలి.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 53] ఆ దేశాన్ని స్వాధీనం చేసుకుని దానిలో నివసించాలి. ఎందుకంటే ఆ దేశాన్ని మీకు వారసత్వంగా నేను మీ స్వాధీనం చేశాను.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 54] మీరు మీ వంశాల ప్రకారం చీట్లు వేసి ఆ దేశాన్ని వారసత్వంగా పంచుకోవాలి. ఎక్కువ మందికి ఎక్కువ, తక్కువ మందికి తక్కువ వారసత్వం ఇవ్వాలి. చీటీ ప్రకారం ఎవరికి ఏ స్థలం వస్తుందో ఆ స్థలమే అతడు తీసుకోవాలి. మీ తండ్రుల గోత్రాల ప్రకారం మీరు వారసత్వం పొందాలి.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 55] అయితే మీరు మీ ఎదుట నుండి ఆ దేశ ప్రజలను వెళ్లగొట్టకపోతే, మీరు ఎవరిని ఉండనిచ్చారో వారు మీ కళ్ళలో ముళ్ళుగా, మీ పక్కలో శూలాలుగా ఉండి, మీరు నివసించే ఆ దేశంలో వారు మిమ్మల్ని బాధలకు గురిచేస్తారు.
[IRV | TE | OT | Numbers | Chapter 33 | Verse 56] అంతేగాక నేను వారికి ఏం చేయాలనుకున్నానో దానినే మీకు కూడా చేస్తాను.’”
