[LXX | EL | OT | Judith | Chapter 10 | Verse 1] Καὶ ἐγένετο ὡς ἐπαύσατο βοῶσα πρὸς τὸν Θεὸν Ἰσραὴλ, καὶ συνετέλεσε πάντα τὰ ῥήματα ταῦτα,
[LXX | EL | OT | Judith | Chapter 10 | Verse 13] Κᾀγὼ ἔρχομαι εἰς τὸ πρόσωπον Ὀλοφέρνου ἀρχιστρατήγου δυνάμεως ὑμῶν, τοῦ ἀναγγεῖλαι ῥήματα ἀληθείας, καὶ δείξω πρὸ προσώπου αὐτοῦ ὁδὸν καθʼ ἣν πορεύσεται, καὶ κυριεύσει πάσης τῆς ὀρεινῆς, καὶ οὐ διαφωνήσει τῶν ἀνδρῶν αὐτοῦ σὰρξ μία, οὐδὲ πνεῦμα ζωῆς.
[LXX | EL | OT | Judith | Chapter 10 | Verse 14] Ὡς δὲ ἤκουσαν οἱ ἄνδρες τὰ ῥήματα αὐτῆς, καὶ κατενόησαν τὸ πρόσωπον αὐτῆς, καὶ ἦν ἐναντίον αὐτῶν θαυμάσιον τῷ κάλλει σφόδρα, καὶ εἶπαν πρὸς αὐτὴν,
[LXX | EL | OT | Judith | Chapter 10 | Verse 15] σέσωκας τὴν ψυχήν σου, σπεύσασα καταβῆναι εἰς πρόσωπον τοῦ κυρίου ἡμῶν· καὶ νῦν πρόσελθε ἐπὶ τὴν σκηνὴν αὐτοῦ, καὶ ἀφʼ ἡμῶν προπέμψουσί σε ἕως παραδώσουσί σε εἰς τὰς χεῖρας αὐτοῦ.
[LXX | EL | OT | Judith | Chapter 10 | Verse 16] Ἐὰν δὲ στῇς ἐναντίον αὐτοῦ, μὴ φοβηθῇς τῇ καρδίᾳ σου, ἀλλὰ ἀνάγγειλον κατὰ τὰ ῥήματά σου, καὶ εὖ σε ποιήσει.
[LXX | EL | OT | Judith | Chapter 10 | Verse 17] Καὶ ἐπέλεξαν ἐξ αὐτῶν ἄνδρας ἑκατὸν, καὶ παρέζευξαν αὐτῇ καὶ τῇ ἅβρᾳ αὐτῆς, καὶ ἤγαγον αὐτὰς ἐπὶ τὴν σκηνὴν Ὀλοφέρνου.
[LXX | EL | OT | Judith | Chapter 10 | Verse 18] Καὶ ἐγένετο συνδρομὴ ἐν πὰσῃ τῇ παρεμβολῇ· διεβοήθη γὰρ εἰς τὰ σκηνώματα ἡ παρουσία αὐτῆς· καὶ ἐλθόντες ἐκύκλουν αὐτὴν ὡς εἱστήκει ἔξω τῆς σκηνῆς Ὀλοφέρνου, ἕως προσήγγειλαν αὐτῷ περὶ αὐτῆς.
[LXX | EL | OT | Judith | Chapter 10 | Verse 19] Καὶ ἐθαύμαζον ἐπὶ τῷ κάλλει αὐτῆς, καὶ ἐθαύμαζον τοὺς υἱοὺς Ἰσραὴλ ἀπʼ αὐτῆς· καὶ εἶπεν ἕκαστος πρὸς τὸν πλησίον αὐτοῦ, τίς καταφρονήσει τοῦ λαοῦ τούτου, ὃς ἔχει ἐν ἑαυτῷ γυναῖκας τοιαύτας; ὅτι οὐ καλόν ἐστιν ὑπολείπεσθαι ἐξ αὐτῶν ἄνδρα ἕνα, οἳ ἀφεθέντες δυνήσονται κατασοφίσασθαι πᾶσαν τὴν γῆν·
[LXX | EL | OT | Judith | Chapter 10 | Verse 20] καὶ ἐξῆλθον οἱ παρακαθεύδοντες Ὀλοφέρνῃ, καὶ πάντες οἱ θεράποντες αὐτοῦ, καὶ εἰσήγαγον αὐτὴν εἰς τὴν σκηνήν.
[LXX | EL | OT | Judith | Chapter 10 | Verse 21] Καὶ ἦν Ὀλοφέρνης ἀναπαυόμενος ἐπὶ τῆς κλίνης αὐτοῦ ἐν τῷ κωνωπείῳ, ὃ ἦν ἐκ πορφύρας καὶ χρυσίου καὶ σμαράγδου καὶ λίθων πολυτελῶν καθυφασμένων.
[LXX | EL | OT | Judith | Chapter 10 | Verse 22] Καὶ ἀνήγγειλαν αὐτῷ περὶ αὐτῆς, καὶ ἐξῆλθεν εἰς τὸ προσκήνιον, καὶ λαμπάδες ἀργυραῖ προάγουσαι αὐτοῦ.
[LXX | EL | OT | Judith | Chapter 10 | Verse 23] Ὡς δὲ ἦλθε κατὰ πρόσωπον αὐτοῦ Ἰουδὶθ, καὶ τῶν θεραπόντων αὐτοῦ, ἐθαύμασαν πάντες ἐπὶ τῷ κάλλει τοῦ προσώπου αὐτῆς· καὶ πεσοῦσα ἐπὶ πρόσωπον προσεκύνησεν αὐτῷ, καὶ ἤγειραν αὐτὴν οἱ δοῦλοι αὐτοῦ.
