[LXX | EL | OT | Judith | Chapter 2 | Verse 1] Καὶ ἐν τῷ ἔτει τῷ ὀκτωκαιδεκάτῳ, δευτέρᾳ καὶ εἰκάδι τοῦ πρώτου μηνὸς, ἐγένετο λόγος ἐν οἴκῳ Ναβουχοδονόσορ βασιλέως Ἀσσυρίων, ἐκδικῆσαι πᾶσαν τὴν γῆν καθὼς ἐλάλησε.
[LXX | EL | OT | Judith | Chapter 2 | Verse 15] καὶ ἠρίθμησεν ἐκλεκτοὺς ἄνδρας εἰς παράταξιν, καθότι ἐκέλευσεν αὐτῷ ὁ κύριος αὐτοῦ, εἰς μυριάδας δεκαδύο, καὶ ἱππεῖς τοξότας μυρίους δισχιλίους,
[LXX | EL | OT | Judith | Chapter 2 | Verse 16] καὶ διέταξεν αὐτοὺς ὃν τρόπον πολέμου πλῆθος συντάσσεται.
[LXX | EL | OT | Judith | Chapter 2 | Verse 17] Καὶ ἔλαβε καμήλους καὶ ὄνους καὶ ἡμιόνους εἰς τὴν ἀπαρτίαν αὐτῶν, πλῆθος πολὺ σφόδρα, καὶ πρόβατα καὶ βόας καὶ αἶγας εἰς τὴν παρασκευὴν αὐτῶν, ὧν οὐκ ἦν ἀριθμός,
[LXX | EL | OT | Judith | Chapter 2 | Verse 18] καὶ ἐπισιτισμὸν παντὶ ἀνδρὶ εἰς πλῆθος, καὶ χρυσίον καὶ ἀργύριον ἐξ οἴκου βασιλέως πολὺ σφόδρα.
[LXX | EL | OT | Judith | Chapter 2 | Verse 19] Καὶ ἐξῆλθεν αὐτὸς καὶ πᾶσα ἡ δύναμις αὐτοῦ εἰς πορείαν τοῦ προελθεῖν βασιλέως Ναβουχοδονόσορ, καὶ καλύψαι πᾶν τὸ πρόσωπον τῆς γῆς πρὸς δυσμαῖς ἐν ἅρμασι καὶ ἱππεῦσι καὶ πεζοῖς ἐπιλέκτοις αὐτῶν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 20] Καὶ πολὺς ὁ ἐπίμικτος ὡς ἀκρὶς τυνεξῆλθον αὐτοῖς, καὶ ὡς ἡ ἄμμος τῆς γῇς· οὐ γὰρ ἦν ἀριθμὸς ἀπὸ πλήθους αὐτῶν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 21] Καὶ ἀπῆλθον ἐκ Νινευὴ ὁδὸν τριῶν ἡμερῶν ἐπὶ πρόσωπον τοῦ πεδίου Βαικτιλαὶθ, καὶ ἐπεστρατοπέδευσεν ἀπὸ Βαικτιλαὶθ πλησίον τοῦ ὄρους τοῦ ἐπʼ ἀριστερᾷ τῆς ἄνω Κιλικίας.
[LXX | EL | OT | Judith | Chapter 2 | Verse 22] Καὶ ἔλαβε πᾶσαν τὴν δύναμιν αὐτοῦ, τοὺς πεζοὺς, καὶ τοὺς ἱππεῖς, καὶ τὰ ἅρματα αὐτοῦ, καὶ ἀπῆλθεν ἐκεῖθεν εἰς τὴν ὀρεινήν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 23] Καὶ διέκοψε τὸ Φοὺδ καὶ Λοὺδ, καὶ ἐπρονόμευσαν πάντας υἱοὺς Ῥασσὶς, καὶ υἱοὺς Ἰσμαὴλ τοὺς κατὰ πρόσωπον τῆς ἐρήμου πρὸς Νότον τῆς Χελλαίων.
[LXX | EL | OT | Judith | Chapter 2 | Verse 24] Καὶ παρῆλθε τὸν Εὐφράτην, καὶ διῆλθε τὴν Μεσοποταμίαν, καὶ διέσκαψε πάσας τὰς πόλεις τὰς ὑψηλὰς τὰς ἐπὶ τοῦ χειμαῤῥοῦ Ἀβρωνᾶ ἕως τοῦ ἐλθεῖν ἐπὶ θάλασσαν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 25] Καὶ κατελάβετο τὰ ὅρια τῆς Κιλίκιας, καὶ κατέκοψε πάντας τοὺς ἀντιστάντας αὐτῷ· καὶ ἦλθεν ἕως ὁρίων Ἰάφεθ, τὰ πρὸς Νότον κατὰ πρόσωπον τῆς Ἀραβίας.
[LXX | EL | OT | Judith | Chapter 2 | Verse 26] Καὶ ἐκύκλωσε πάντας τοὺς υἱοὺς Μαδιὰν, καὶ ἐνέπρησε τὰ σκηνώματα αὐτῶν, καὶ ἐπρονόμευσε τὰς μάνδρας αὐτῶν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 27] Καὶ κατέβη εἰς πεδίον Δαμασκοῦ ἐν ἡμέραις θερισμοῦ πυρῶν, καὶ ἐνέπρησε πάντας τοὺς ἀγροὺς αὐτῶν· καὶ τὰ ποίμνια καὶ τὰ βουκόλια ἔδωκεν εἰς ἀφανισμὸν, καὶ τὰς πόλεις αὐτῶν ἐσκύλευσε, καὶ τὰ πεδία αὐτῶν ἐξελίκμησε, καὶ ἐπάταξε πάντας τοὺς νεανίσκους αὐτῶν ἐν στόματι ῥομφαίας.
[LXX | EL | OT | Judith | Chapter 2 | Verse 28] Καὶ ἐπέπεσεν ὁ φόβος καὶ ὁ τρόμος αὐτοῦ ἐπὶ τοὺς κατοικοῦντας τὴν παραλίαν, τοὺς ὄντας ἐν Σιδῶνι καὶ Τύρῳ, καὶ τοὺς κατοικοῦντας Σοὺρ, καὶ Ὀκινὰ, καὶ πάντας τοὺς κατοικοῦντας Ἱεμναάν· καὶ οἱ κατοικοῦντες ἐν Ἀζώτῳ καὶ Ἀσκάλωνι ἐφοβήθησαν αὐτὸν σφόδρα.
