[IRV | PA | OT | Exodus | Chapter 9 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਫ਼ਿਰਊਨ ਕੋਲ ਜਾ ਅਤੇ ਉਸ ਨਾਲ ਗੱਲ ਕਰ ਕਿ ਯਹੋਵਾਹ ਇਬਰਾਨੀਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਕਿ ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਦੇ ਤਾਂ ਜੋ ਉਹ ਮੇਰੀ ਉਪਾਸਨਾ ਕਰੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 12] ਅਤੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਮੂਸਾ ਨੂੰ ਬੋਲਿਆ ਸੀ ਯਹੋਵਾਹ ਨੇ ਫ਼ਿਰਊਨ ਦੇ ਮਨ ਨੂੰ ਕਠੋਰ ਹੋਣ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਨਾ ਸੁਣੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 13] ਉਪਰੰਤ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਸਵੇਰੇ ਉੱਠ ਕੇ ਫ਼ਿਰਊਨ ਦੇ ਅੱਗੇ ਜਾ ਕੇ ਖੜਾ ਹੋ ਅਤੇ ਉਸ ਨੂੰ ਆਖ, ਯਹੋਵਾਹ ਇਬਰਾਨੀਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਦੇ ਤਾਂ ਜੋ ਉਹ ਮੇਰੀ ਉਪਾਸਨਾ ਕਰੇ
[IRV | PA | OT | Exodus | Chapter 9 | Verse 14] ਕਿਉਂਕਿ ਮੈਂ ਇਸ ਵਾਰ ਆਪਣੀਆਂ ਸਾਰੀਆਂ ਬਵਾਂ ਤੇਰੇ ਮਨ ਉੱਤੇ, ਤੇਰੇ ਟਹਿਲੂਆਂ ਉੱਤੇ ਅਤੇ ਤੇਰੀ ਪਰਜਾ ਉੱਤੇ ਭੇਜਣ ਵਾਲਾ ਹਾਂ ਤਾਂ ਜੋ ਤੂੰ ਜਾਣੇ ਕਿ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਮੇਰੇ ਜਿਹਾ ਕੋਈ ਨਹੀਂ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 15] ਹੁਣ ਤੱਕ ਮੈਂ ਆਪਣਾ ਹੱਥ ਵਧਾ ਕੇ ਤੈਨੂੰ ਅਤੇ ਤੇਰੀ ਰਈਅਤ ਨੂੰ ਮਰੀ ਨਾਲ ਮਾਰ ਦਿੱਤਾ ਹੁੰਦਾ ਅਤੇ ਤੂੰ ਧਰਤੀ ਉੱਤੋਂ ਮਿਟ ਗਿਆ ਹੁੰਦਾ
[IRV | PA | OT | Exodus | Chapter 9 | Verse 16] ਪਰ ਸੱਚ-ਮੁੱਚ ਮੈਂ ਤੈਨੂੰ ਇਸ ਕਰਕੇ ਖੜਾ ਕੀਤਾ ਅਤੇ ਇਸ ਕਰਕੇ ਤੈਨੂੰ ਆਪਣਾ ਬਲ ਵਿਖਾਇਆ ਤਾਂ ਜੋ ਮੇਰਾ ਨਾਮ ਸਾਰੀ ਧਰਤੀ ਵਿੱਚ ਪਰਗਟ ਹੋ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 17] ਹੁਣ ਤੱਕ ਤੂੰ ਮੇਰੀ ਪਰਜਾ ਵਿੱਚ ਆਪਣੇ ਆਪ ਨੂੰ ਉੱਚਾ ਕਰਦਾ ਰਿਹਾ ਹੈਂ ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਜਾਣ ਨਹੀਂ ਦਿੱਤਾ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 18] ਵੇਖ ਮੈਂ ਭਲਕੇ ਇਸੇ ਵੇਲੇ ਬਹੁਤ ਭਾਰੀ ਗੜੇ ਵਰਸਾਵਾਂਗਾ ਜਿਵੇਂ ਮਿਸਰ ਦੇ ਮੁੱਢ ਤੋਂ ਲੈ ਕੇ ਹੁਣ ਤੱਕ ਨਹੀਂ ਪਏ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 19] ਸੋ ਹੁਣ ਤੂੰ ਭੇਜ ਕੇ ਆਪਣੇ ਪਸ਼ੂ ਅਤੇ ਜੋ ਕੁਝ ਤੇਰਾ ਜੂਹ ਵਿੱਚ ਹੈ ਭਜਾ ਲਿਆ। ਸਾਰੇ ਆਦਮੀਆਂ ਅਤੇ ਡੰਗਰਾਂ ਉੱਤੇ ਜਿਹੜੇ ਮੈਦਾਨ ਵਿੱਚ ਹੋਣ ਅਤੇ ਘਰ ਵਿੱਚ ਨਾ ਲਿਆਂਦੇ ਜਾਣ ਗੜੇ ਪੈਣਗੇ ਅਤੇ ਉਹ ਮਰ ਜਾਣਗੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 20] ਤਾਂ ਫ਼ਿਰਊਨ ਦੇ ਟਹਿਲੂਆਂ ਵਿੱਚੋਂ ਜਿਹੜਾ ਯਹੋਵਾਹ ਦੇ ਬਚਨ ਤੋਂ ਭੈਅ ਖਾਂਦਾ ਸੀ ਉਹ ਆਪਣੇ ਟਹਿਲੂਆਂ ਨੂੰ ਅਤੇ ਆਪਣੇ ਪਸ਼ੂਆਂ ਨੂੰ ਘਰੀਂ ਭਜਾ ਲਿਆਇਆ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 21] ਪਰ ਜਿਸ ਨੇ ਆਪਣਾ ਮਨ ਯਹੋਵਾਹ ਦੇ ਬਚਨ ਉੱਤੇ ਨਾ ਲਾਇਆ ਉਸ ਨੇ ਆਪਣੇ ਟਹਿਲੂਆਂ ਅਤੇ ਪਸ਼ੂਆਂ ਨੂੰ ਜੂਹ ਵਿੱਚ ਰਹਿਣ ਦਿੱਤਾ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 22] ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਆਪਣਾ ਹੱਥ ਅਕਾਸ਼ ਵੱਲ ਵਧਾ ਤਾਂ ਜੋ ਸਾਰੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਆਦਮੀ ਉੱਤੇ, ਡੰਗਰ ਉੱਤੇ ਅਤੇ ਖੇਤ ਦੀ ਸਾਰੀ ਸਾਗ ਪੱਤ ਉੱਤੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਗੜੇ ਪੈਣ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 23] ਮੂਸਾ ਨੇ ਆਪਣਾ ਢਾਂਗਾ ਅਕਾਸ਼ ਵੱਲ ਲੰਮਾ ਕੀਤਾ ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਗਰਜ ਅਤੇ ਗੜੇ ਭੇਜੇ ਅਤੇ ਅੱਗ ਧਰਤੀ ਵੱਲ ਚਲੀ ਆਉਂਦੀ ਸੀ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਮਿਸਰ ਦੇਸ ਉੱਤੇ ਗੜੇ ਵਰਸਾਏ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 24] ਸੋ ਗੜੇ ਸਨ ਤੇ ਗੜਿਆਂ ਵਿੱਚ ਅੱਗ ਰਲੀ ਹੋਈ ਸੀ ਇਹ ਐਨੀ ਡਾਢੀ ਸੀ ਕਿ ਮਿਸਰ ਦੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਉਹ ਦੇ ਕੌਮ ਬਣਨ ਤੋਂ ਲੈ ਕੇ ਹੋਈ ਹੀ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 25] ਅਤੇ ਗੜਿਆਂ ਨੇ ਸਾਰੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਸਭ ਕੁਝ ਜੋ ਜੂਹ ਵਿੱਚ ਸੀ ਕੀ ਆਦਮੀ ਕੀ ਡੰਗਰ ਮਾਰਿਆ ਨਾਲੇ ਗੜਿਆਂ ਨੇ ਖੇਤ ਦਾ ਸੱਭੋ ਸਾਗ ਪੱਤ ਮਾਰ ਦਿੱਤਾ ਅਤੇ ਖੇਤ ਦੇ ਸਾਰੇ ਬਿਰਛ ਭੰਨ ਸੁੱਟੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 26] ਕੇਵਲ ਗੋਸ਼ਨ ਦੀ ਧਰਤੀ ਵਿੱਚ ਜਿੱਥੇ ਇਸਰਾਏਲੀ ਸਨ ਕੋਈ ਗੜਾ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 27] ਤਾਂ ਫ਼ਿਰਊਨ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਸੱਦ ਭੇਜਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਮੈਂ ਇਸ ਵਾਰ ਪਾਪ ਕੀਤਾ। ਯਹੋਵਾਹ ਸੱਚ ਹੈ। ਮੈਂ ਅਤੇ ਮੇਰੀ ਪਰਜਾ ਦੁਸ਼ਟ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 28] ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਸਿਫ਼ਾਰਸ਼ ਕਰੋ ਕਿਉਂ ਜੋ ਹੁਣ ਪਰਮੇਸ਼ੁਰ ਦੀ ਗਰਜ ਦੀ ਅਤੇ ਗੜਿਆਂ ਦੀ ਹੱਦ ਹੋ ਗਈ ਹੈ। ਮੈਂ ਤੁਹਾਨੂੰ ਜਾਣ ਦੇਵਾਂਗਾ ਹੁਣ ਤੁਸੀਂ ਹੋਰ ਨਹੀਂ ਠਹਿਰੋਗੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 29] ਤਾਂ ਮੂਸਾ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਜਿਵੇਂ ਹੀ ਮੈਂ ਨਗਰ ਤੋਂ ਬਾਹਰ ਜਾਂਵਾਂਗਾ ਮੈਂ ਯਹੋਵਾਹ ਅੱਗੇ ਆਪਣੇ ਹੱਥ ਅੱਡਾਂਗਾ ਤਾਂ ਗਰਜ਼ਣਾ ਹਟ ਜਾਵੇਗਾ ਅਤੇ ਗੜੇ ਫੇਰ ਨਾ ਪੈਣਗੇ ਤਾਂ ਜੋ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਧਰਤੀ ਯਹੋਵਾਹ ਦੀ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 30] ਮੈਂ ਤੁਹਾਨੂੰ ਅਤੇ ਤੁਹਾਡੇ ਟਹਿਲੂਆਂ ਨੂੰ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਅਜੇ ਵੀ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਨਾ ਡਰੋਗੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 31] ਅਲਸੀ ਅਤੇ ਜੌਂ ਮਾਰੇ ਗਏ ਕਿਉਂਕਿ ਜਵਾਂ ਦੇ ਸਿੱਟੇ ਨਿੱਕਲੇ ਹੋਏ ਸਨ ਅਤੇ ਅਲਸੀ ਫੁੱਲੀ ਹੋਈ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 32] ਪਰ ਕਣਕ ਅਤੇ ਮਸਰ ਮਾਰੇ ਨਾ ਗਏ ਕਿਉਂਕਿ ਉਹ ਅਜੇ ਵਧੇ ਨਹੀਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 33] ਤਾਂ ਮੂਸਾ ਫ਼ਿਰਊਨ ਕੋਲੋਂ ਹੋ ਕੇ ਨਗਰ ਵਿੱਚੋਂ ਬਾਹਰ ਗਿਆ ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਹੱਥ ਅੱਡੇ ਤਾਂ ਗਰਜ਼ਣਾ ਅਤੇ ਗੜੇ ਹਟ ਗਏ ਅਤੇ ਵਰਖਾ ਧਰਤੀ ਤੋਂ ਥੰਮ੍ਹ ਗਈ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 34] ਜਦ ਫ਼ਿਰਊਨ ਨੇ ਡਿੱਠਾ ਕਿ ਵਰਖਾ ਅਤੇ ਗੜੇ ਅਤੇ ਗਰਜ਼ਣਾ ਹਟ ਗਏ ਹਨ ਤਾਂ ਫੇਰ ਪਾਪ ਕੀਤਾ ਅਤੇ ਆਪਣਾ ਮਨ ਪੱਥਰ ਕਰ ਲਿਆ ਉਸ ਵੀ ਅਤੇ ਉਸ ਦੇ ਟਹਿਲੂਆਂ ਵੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 35] ਸੋ ਜਿਵੇਂ ਯਹੋਵਾਹ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਬੋਲਿਆ ਸੀ ਫ਼ਿਰਊਨ ਦਾ ਮਨ ਕਠੋਰ ਹੋ ਗਿਆ। ਉਸ ਨੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਜਾਣ ਨਾ ਦਿੱਤਾ।
