[IRV | PA | OT | Exodus | Chapter 16 | Verse 1] ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਏਲਿਮ ਤੋਂ ਕੂਚ ਕੀਤਾ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਸੀਨ ਦੀ ਉਜਾੜ ਵਿੱਚ ਜਿਹੜੀ ਏਲਿਮ ਅਤੇ ਸੀਨਈ ਦੇ ਵਿਚਕਾਰ ਹੈ ਦੂਜੇ ਮਹੀਨੇ ਦੇ ਪੰਦਰਵੇਂ ਦਿਨ ਉਨ੍ਹਾਂ ਦੇ ਮਿਸਰ ਦੇਸ ਤੋਂ ਨਿੱਕਲਣ ਦੇ ਮਗਰੋਂ ਆਈ
[IRV | PA | OT | Exodus | Chapter 16 | Verse 12] ਮੈਂ ਇਸਰਾਏਲੀਆਂ ਦਾ ਕੁੜ੍ਹਨਾ ਸੁਣਿਆ। ਇਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਸ਼ਾਮਾਂ ਨੂੰ ਤੁਸੀਂ ਮਾਸ ਖਾਓਗੇ ਅਤੇ ਸਵੇਰ ਨੂੰ ਤੁਸੀਂ ਰੋਟੀ ਨਾਲ ਰੱਜ ਜਾਓਗੇ ਅਤੇ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 13] ਸ਼ਾਮਾਂ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਬਟੇਰੇ ਚੜ੍ਹ ਆਏ ਅਤੇ ਡੇਰੇ ਨੂੰ ਢੱਕ ਲਿਆ ਅਤੇ ਸਵੇਰ ਨੂੰ ਡੇਰੇ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਤ੍ਰੇਲ ਪਈ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 14] ਜਦ ਤ੍ਰੇਲ ਉੱਡ ਗਈ ਤਾਂ ਵੇਖੋ ਉਜਾੜ ਦੀ ਪਰਤ ਉੱਤੇ ਨਿੱਕਾ-ਨਿੱਕਾ ਕੱਕਰ ਕੋਰੇ ਵਰਗਾ ਮਹੀਨ ਧਰਤੀ ਉੱਤੇ ਪਿਆ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 15] ਜਾਂ ਇਸਰਾਏਲੀਆਂ ਨੇ ਵੇਖਿਆ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਇੱਕ ਦੂਜੇ ਨੂੰ ਆਖਿਆ, ਇਹ ਕੀ ਹੈ? ਕਿਉਂ ਜੋ ਉਹ ਨਹੀਂ ਜਾਣਦੇ ਸਨ ਕਿ ਉਹ ਕੀ ਸੀ। ਉਪਰੰਤ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਇਹ ਉਹ ਰੋਟੀ ਹੈ ਜਿਹੜੀ ਯਹੋਵਾਹ ਤੁਹਾਨੂੰ ਖਾਣ ਲਈ ਦਿੱਤੀ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 16] ਇਹ ਉਹ ਗੱਲ ਹੈ ਜਿਹ ਦਾ ਯਹੋਵਾਹ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਉਸ ਵਿੱਚੋਂ ਹਰ ਇੱਕ ਮਨੁੱਖ ਆਪਣੇ ਖਾਣ ਜੋਗਾ ਇਕੱਠਾ ਕਰੇ ਅਰਥਾਤ ਇੱਕ-ਇੱਕ ਓਮਰ ਆਪਣੇ ਪ੍ਰਾਣੀਆਂ ਦੀ ਗਿਣਤੀ ਦੇ ਅਨੁਸਾਰ ਤੁਸੀਂ ਲਵੋ। ਹਰ ਮਨੁੱਖ ਉਨ੍ਹਾਂ ਲਈ ਜਿਹੜੇ ਉਹ ਦੇ ਤੰਬੂ ਵਿੱਚ ਹਨ ਲਵੇ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 17] ਤਾਂ ਇਸਰਾਏਲੀਆਂ ਨੇ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ ਅਤੇ ਕਈਆਂ ਨੇ ਵੱਧ ਅਤੇ ਕਈਆਂ ਨੇ ਘੱਟ ਇਕੱਠਾ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 18] ਜਦ ਉਨ੍ਹਾਂ ਨੇ ਓਮਰ ਨਾਲ ਮਾਪਿਆ ਤਾਂ ਜਿਸ ਨੇ ਵੱਧ ਲਿਆ ਸੀ ਉਸ ਦਾ ਵੱਧ ਨਾ ਨਿੱਕਲਿਆ ਅਤੇ ਜਿਸ ਨੇ ਘੱਟ ਲਿਆ ਸੀ ਉਸ ਦਾ ਘੱਟ ਨਾ ਨਿੱਕਲਿਆ ਪਰ ਹਰ ਇੱਕ ਨੇ ਆਪਣੇ ਖਾਣ ਜੋਗਾ ਪਾਇਆ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 19] ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਸਵੇਰ ਤੱਕ ਕੋਈ ਰੱਖ ਨਾ ਛੱਡੇ
[IRV | PA | OT | Exodus | Chapter 16 | Verse 20] ਪਰ ਉਨ੍ਹਾਂ ਨੇ ਮੂਸਾ ਦੀ ਨਾ ਸੁਣੀ। ਕਈਆਂ ਨੇ ਉਸ ਵਿੱਚੋਂ ਸਵੇਰ ਤੱਕ ਰੱਖ ਛੱਡਿਆ ਸੋ ਉਸ ਵਿੱਚ ਕੀੜੇ ਪੈ ਗਏ ਅਤੇ ਸੜਿਆਂਧ ਆਉਣ ਲੱਗ ਪਈ। ਤਾਂ ਮੂਸਾ ਉਨ੍ਹਾਂ ਉੱਤੇ ਗਰੰਜ ਹੋਇਆ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 21] ਸੋ ਉਹ ਹਰ ਇੱਕ ਦੇ ਖਾਣ ਜੋਗਾ ਹਰ ਸਵੇਰ ਨੂੰ ਇਕੱਠਾ ਕਰ ਲੈਂਦੇ ਸਨ ਅਤੇ ਜਦ ਧੁੱਪ ਤਿੱਖੀ ਹੁੰਦੀ ਸੀ ਤਾਂ ਉਹ ਢੱਲ਼ ਜਾਂਦਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 22] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਛੇਵੇਂ ਦਿਨ ਉਨ੍ਹਾਂ ਨੇ ਦੁੱਗਣੀ ਖਾਧ ਇਕੱਠੀ ਕੀਤੀ ਅਰਥਾਤ ਹਰ ਇੱਕ ਲਈ ਦੋ ਓਮਰ ਅਤੇ ਮੰਡਲੀ ਦੇ ਸਾਰੇ ਸਰਦਾਰ ਆਏ ਅਤੇ ਮੂਸਾ ਨੂੰ ਦੱਸਿਆ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 23] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਇਹ ਉਹੋ ਹੀ ਗੱਲ ਹੈ ਜਿਹੜੀ ਯਹੋਵਾਹ ਬੋਲਿਆ ਸੀ। ਭਲਕੇ ਯਹੋਵਾਹ ਦੇ ਪਵਿੱਤਰ ਸਬਤ ਦੀ ਮਨਾਉਤਾ ਹੈ ਸੋ ਜੋ ਪਕਾਉਣਾ ਹੈ ਪਕਾ ਲਓ ਅਤੇ ਜੋ ਉਬਾਲਣਾ ਹੈ ਉਬਾਲ ਲਓ ਅਤੇ ਬਾਕੀ ਬਚੇ ਆਪਣੇ ਕੋਲ ਸਵੇਰ ਤੱਕ ਰੱਖ ਛੱਡੋ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 24] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਆਪਣੇ ਸਵੇਰ ਤੱਕ ਰੱਖ ਛੱਡਿਆ ਜਿਵੇਂ ਮੂਸਾ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਅਤੇ ਉਸ ਵਿੱਚ ਨਾ ਸੜਿਆਂਧ ਸੀ ਅਤੇ ਨਾ ਹੀ ਕੀੜਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 25] ਮੂਸਾ ਨੇ ਆਖਿਆ, ਉਸ ਨੂੰ ਅੱਜ ਖਾਓ ਕਿਉਂ ਜੋ ਅੱਜ ਹੀ ਯਹੋਵਾਹ ਦਾ ਸਬਤ ਹੈ। ਅੱਜ ਉਹ ਤੁਹਾਨੂੰ ਰੜ ਵਿੱਚ ਨਹੀਂ ਲੱਭੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 26] ਛੇ ਦਿਨ ਤੁਸੀਂ ਇਕੱਠਾ ਕਰੋ ਪਰ ਸੱਤਵਾਂ ਦਿਨ ਸਬਤ ਹੈ। ਉਹ ਦੇ ਵਿੱਚ ਉਹ ਨਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 27] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਸੱਤਵੇਂ ਦਿਨ ਪਰਜਾ ਵਿੱਚੋਂ ਕਈ ਇੱਕ ਇਕੱਠਾ ਕਰਨ ਨੂੰ ਬਾਹਰ ਗਏ ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਨਾ ਲੱਭਾ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 28] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਕਦ ਤੱਕ ਮੇਰੇ ਹੁਕਮਾਂ ਅਤੇ ਮੇਰੀ ਬਿਵਸਥਾ ਦੇ ਮੰਨਣ ਤੋਂ ਇਨਕਾਰ ਕਰਦੇ ਰਹੋਗੇ?
[IRV | PA | OT | Exodus | Chapter 16 | Verse 29] ਵੇਖੋ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਸਬਤ ਦਿੱਤਾ ਹੈ, ਇਸੇ ਲਈ ਉਹ ਤੁਹਾਨੂੰ ਛੇਵੇਂ ਦਿਨ ਦੋ ਦਿਨਾਂ ਦੀ ਰੋਟੀ ਦਿੰਦਾ ਹੈ। ਤੁਸੀਂ ਹਰ ਇੱਕ ਆਪਣੀ ਥਾਂ ਵਿੱਚ ਰਹੋ। ਕੋਈ ਆਪਣੇ ਨਿਵਾਸ ਤੋਂ ਸਬਤ ਉੱਤੇ ਬਾਹਰ ਨਾ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 30] ਸੋ ਪਰਜਾ ਨੇ ਸੱਤਵੇਂ ਦਿਨ ਵਿਸ਼ਰਾਮ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 31] ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਨੇ ਉਸ ਦਾ ਨਾਮ ਮੰਨ ਰੱਖਿਆ। ਉਹ ਧਨੀਏ ਵਰਗਾ ਬੱਗਾ ਅਤੇ ਉਸ ਦਾ ਸੁਆਦ ਸ਼ਹਿਦ ਵਿੱਚ ਪਕਾਏ ਹੋਏ ਪੂੜੇ ਵਰਗਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 32] ਮੂਸਾ ਨੇ ਆਖਿਆ, ਇਹ ਉਹ ਗੱਲ ਹੈ ਜਿਹ ਦਾ ਯਹੋਵਾਹ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਕਿ ਆਪਣੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਲਈ ਉਸ ਤੋਂ ਇੱਕ ਓਮਰ ਭਰ ਕੇ ਰੱਖ ਛੱਡੋ ਤਾਂ ਜੋ ਉਹ ਉਸ ਰੋਟੀ ਨੂੰ ਵੇਖਣ ਜਿਹੜੀ ਮੈਂ ਤੁਹਾਨੂੰ ਉਜਾੜ ਵਿੱਚ ਖਵਾਈ ਜਦ ਮੈਂ ਤੁਹਾਨੂੰ ਮਿਸਰ ਦੇਸੋਂ ਕੱਢ ਕੇ ਲੈ ਆਇਆ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 33] ਮੂਸਾ ਨੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, ਇੱਕ ਕੁੱਜਾ ਲੈ ਕੇ ਉਸ ਵਿੱਚ ਇੱਕ ਪੂਰਾ ਓਮਰ ਮੰਨ ਪਾ ਦੇ ਅਤੇ ਉਹ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਰੱਖ ਛੱਡ ਤਾਂ ਜੋ ਤੁਹਾਡੀਆਂ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਸਾਂਭਿਆ ਰਹੇ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 34] ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਤਿਵੇਂ ਹੀ ਹਾਰੂਨ ਨੇ ਸਾਖੀ ਦੇ ਅੱਗੇ ਉਸ ਨੂੰ ਸੰਭਾਲ ਰੱਖਿਆ
[IRV | PA | OT | Exodus | Chapter 16 | Verse 35] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਚਾਲ੍ਹੀ ਸਾਲਾਂ ਤੱਕ ਉਸ ਮੰਨ ਨੂੰ ਖਾਧਾ ਜਦ ਤੱਕ ਉਹ ਆਪਣੇ ਵੱਸਣ ਦੀ ਧਰਤੀ ਵਿੱਚ ਨਾ ਆਏ। ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਮੰਨ ਨੂੰ ਖਾਧਾ ਜਦ ਤੱਕ ਉਹ ਕਨਾਨ ਦੇਸ ਦੀਆਂ ਹੱਦਾਂ ਵਿੱਚ ਨਾ ਆਏ।
[IRV | PA | OT | Exodus | Chapter 16 | Verse 36] ਇੱਕ ਓਮਰ ਏਫ਼ਾਹ ਦਾ ਦੱਸਵਾਂ ਹਿੱਸਾ ਹੁੰਦਾ ਹੈ।
