[IRV | PA | OT | Exodus | Chapter 8 | Verse 1] ਫਿਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਫ਼ਿਰਊਨ ਕੋਲ ਜਾ ਕੇ ਉਸ ਨੂੰ ਆਖ ਕਿ ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਦੇ ਤਾਂ ਜੋ ਉਹ ਮੇਰੀ ਉਪਾਸਨਾ ਕਰੇ
[IRV | PA | OT | Exodus | Chapter 8 | Verse 12] ਤਦ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਫ਼ਿਰਊਨ ਕੋਲੋਂ ਬਾਹਰ ਨੂੰ ਗਏ ਅਤੇ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਡੱਡੂਆਂ ਦੇ ਬਾਰੇ ਜਿਹੜੇ ਉਹ ਫ਼ਿਰਊਨ ਉੱਤੇ ਚੜ੍ਹਾ ਲਿਆਇਆ ਸੀ, ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਦੁਹਾਈ ਦਿੱਤੀ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 13] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਦੇ ਕਹਿਣ ਦੇ ਅਨੁਸਾਰ ਕੀਤਾ ਅਤੇ ਡੱਡੂ ਘਰਾਂ, ਵੇਹੜਿਆਂ ਅਤੇ ਖੇਤਾਂ ਵਿੱਚੋਂ ਮੁੱਕ ਗਏ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 14] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਇਕੱਠੇ ਕਰ ਕੇ ਢੇਰਾਂ ਦੇ ਢੇਰ ਲਾ ਦਿੱਤੇ ਤੇ ਧਰਤੀ ਉੱਤੇ ਬਦਬੂ ਫੈਲ ਗਈ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 15] ਪਰ ਜਿਵੇਂ ਯਹੋਵਾਹ ਬੋਲਿਆ ਸੀ, ਜਦ ਫ਼ਿਰਊਨ ਨੇ ਵੇਖਿਆ ਕਿ ਅਰਾਮ ਹੋ ਗਿਆ ਹੈ ਤਦ ਆਪਣਾ ਮਨ ਪੱਥਰ ਕਰ ਲਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਨਾ ਸੁਣੀ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 16] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ ਕਿ ਹਾਰੂਨ ਨੂੰ ਆਖ ਕਿ ਉਹ ਆਪਣੀ ਲਾਠੀ ਵਧਾ ਕੇ ਧਰਤੀ ਦੀ ਧੂੜ ਨੂੰ ਮਾਰੇ ਤਾਂ ਜੋ ਉਹ ਸਾਰੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਜੂੰਆਂ ਬਣ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 17] ਉਨ੍ਹਾਂ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ ਅਤੇ ਹਾਰੂਨ ਨੇ ਆਪਣੀ ਲਾਠੀ ਲੈ ਕੇ ਆਪਣਾ ਹੱਥ ਪਸਾਰਿਆ ਅਤੇ ਧਰਤੀ ਦੀ ਧੂੜ ਨੂੰ ਮਾਰਿਆ ਤਦ ਆਦਮੀ ਅਤੇ ਡੰਗਰ ਉੱਤੇ ਜੂੰਆਂ ਹੋ ਗਈਆਂ ਅਤੇ ਧਰਤੀ ਦੀ ਸਾਰੀ ਧੂੜ ਮਿਸਰ ਦੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਜੂੰਆਂ ਹੋ ਗਈ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 18] ਤਦ ਜਾਦੂਗਰਾਂ ਨੇ ਆਪਣੇ ਜੰਤਰਾਂ-ਮੰਤਰਾਂ ਨਾਲ ਜਤਨ ਕੀਤਾ ਕਿ ਉਹ ਜੂੰਆਂ ਲੈ ਆਉਣ ਪਰ ਉਹ ਲਿਆ ਨਾ ਸਕੇ ਅਤੇ ਆਦਮੀ ਅਤੇ ਡੰਗਰ ਉੱਤੇ ਜੂੰਆਂ ਹੀ ਜੂੰਆਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 19] ਤਦ ਜਾਦੂਗਰਾਂ ਨੇ ਫ਼ਿਰਊਨ ਨੂੰ ਆਖਿਆ ਕਿ ਇਹ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਂਗਲ ਹੈ ਪਰ ਜਿਵੇਂ ਯਹੋਵਾਹ ਬੋਲਿਆ ਸੀ, ਫ਼ਿਰਊਨ ਦਾ ਮਨ ਕਠੋਰ ਹੋ ਗਿਆ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਨਾ ਸੁਣੀ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 20] ਫਿਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਸਵੇਰ ਦੇ ਵੇਲੇ ਉੱਠ ਕੇ ਫ਼ਿਰਊਨ ਦੇ ਸਾਹਮਣੇ ਜਾ ਕੇ ਖੜਾ ਹੋ। ਵੇਖ ਉਹ ਪਾਣੀ ਵੱਲ ਬਾਹਰ ਜਾਂਦਾ ਹੈ ਅਤੇ ਤੂੰ ਉਸ ਨੂੰ ਆਖੀਂ, ਯਹੋਵਾਹ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਦੇ ਤਾਂ ਜੋ ਉਹ ਮੇਰੀ ਉਪਾਸਨਾ ਕਰੇ
[IRV | PA | OT | Exodus | Chapter 8 | Verse 21] ਜੇ ਤੂੰ ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਨਾ ਦੇਵੇਂਗਾ ਤਾਂ ਵੇਖ, ਮੈਂ ਤੇਰੇ ਅਤੇ ਤੇਰੇ ਸੇਵਕਾਂ ਅਤੇ ਤੇਰੀ ਪਰਜਾ ਉੱਤੇ ਤੇਰੇ ਘਰਾਂ ਵਿੱਚ ਮੱਖਾਂ ਦੇ ਝੁੰਡ ਭੇਜ ਰਿਹਾ ਹਾਂ ਅਤੇ ਮਿਸਰ ਦੇ ਘਰ ਮੱਖਾਂ ਦੇ ਝੁੰਡਾਂ ਨਾਲ ਭਰ ਜਾਣਗੇ ਅਤੇ ਉਹ ਭੂਮੀ ਵੀ ਜਿੱਥੇ ਉਹ ਹਨ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 22] ਤਦ ਮੈਂ ਉਸ ਦਿਨ ਗੋਸ਼ਨ ਦੀ ਧਰਤੀ ਨੂੰ ਜਿੱਥੇ ਮੇਰੀ ਪਰਜਾ ਵੱਸਦੀ ਹੈ, ਵੱਖ ਰੱਖਾਂਗਾ ਤਾਂ ਜੋ ਉੱਥੇ ਮੱਖਾਂ ਦੇ ਝੁੰਡ ਨਾ ਹੋਣ ਤਾਂ ਜੋ ਤੂੰ ਜਾਣੇ ਕਿ ਧਰਤੀ ਉੱਤੇ ਮੈਂ ਹੀ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 23] ਮੈਂ ਆਪਣੀ ਪਰਜਾ ਅਤੇ ਤੇਰੀ ਪਰਜਾ ਨੂੰ ਵੱਖਰਾ ਕਰਾਂਗਾ ਅਤੇ ਇਹ ਨਿਸ਼ਾਨ ਕੱਲ ਤੱਕ ਹੋਵੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 24] ਤਦ ਯਹੋਵਾਹ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ ਅਤੇ ਮੱਖਾਂ ਦੇ ਝੁੰਡਾਂ ਦੇ ਝੁੰਡ ਫ਼ਿਰਊਨ ਦੇ ਮਹਿਲ ਵਿੱਚ ਅਤੇ ਉਸ ਦੇ ਸੇਵਕਾਂ ਦੇ ਘਰਾਂ ਵਿੱਚ ਆਏ ਅਤੇ ਮਿਸਰ ਦੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਧਰਤੀ ਮੱਖਾਂ ਦੇ ਝੁੰਡਾਂ ਦੇ ਕਾਰਨ ਨਾਸ ਹੋ ਗਈ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 25] ਫ਼ਿਰਊਨ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਬੁਲਵਾਕੇ ਆਖਿਆ, ਤੁਸੀਂ ਜਾਓ ਅਤੇ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਇਸੇ ਦੇਸ ਵਿੱਚ ਬਲੀ ਚੜ੍ਹਾਓ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 26] ਤਦ ਮੂਸਾ ਨੇ ਆਖਿਆ, ਇਸ ਤਰ੍ਹਾਂ ਕਰਨਾ ਜੋਗ ਨਹੀਂ ਕਿਉਂ ਜੋ ਅਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਮਿਸਰੀਆਂ ਦੀਆਂ ਘਿਣਾਉਣੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਵਾਂਗੇ। ਵੇਖੋ, ਜੇ ਅਸੀਂ ਮਿਸਰੀਆਂ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਅੱਗੇ ਘਿਣਾਉਣੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਈਏ ਤਾਂ ਕੀ ਉਹ ਸਾਨੂੰ ਪਥਰਾਉ ਨਾ ਕਰਨਗੇ?
[IRV | PA | OT | Exodus | Chapter 8 | Verse 27] ਜਿਵੇਂ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਆਖੇਗਾ ਅਸੀਂ ਤਿੰਨ ਦਿਨਾਂ ਦਾ ਰਸਤੇ ਉਜਾੜ ਵਿੱਚ ਜਾਂਵਾਂਗੇ ਅਤੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਬਲੀਆਂ ਚੜ੍ਹਾਵਾਂਗੇ।
[IRV | PA | OT | Exodus | Chapter 8 | Verse 28] ਤਦ ਫ਼ਿਰਊਨ ਨੇ ਆਖਿਆ, ਮੈਂ ਤੁਹਾਨੂੰ ਜਾਣ ਦੇਵਾਂਗਾ ਤਾਂ ਜੋ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਉਜਾੜ ਵਿੱਚ ਬਲੀਆਂ ਚੜ੍ਹਾਓ ਪਰ ਬਹੁਤ ਦੂਰ ਨਾ ਜਾਇਓ ਅਤੇ ਤੁਸੀਂ ਮੇਰੇ ਲਈ ਸਿਫ਼ਾਰਸ਼ ਕਰਨਾ।
