[IRV | PA | OT | Exodus | Chapter 18 | Verse 1] ਜਦ ਮੂਸਾ ਦੇ ਸੌਹਰੇ ਯਿਥਰੋ ਨੇ ਜਿਹੜਾ ਮਿਦਯਾਨ ਦਾ ਜਾਜਕ ਸੀ ਸਭ ਕੁਝ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮੂਸਾ ਅਤੇ ਆਪਣੀ ਪਰਜਾ ਇਸਰਾਏਲ ਲਈ ਕੀਤਾ ਸੁਣਿਆ ਅਰਥਾਤ ਜਿਵੇਂ ਯਹੋਵਾਹ ਇਸਰਾਏਲ ਨੂੰ ਮਿਸਰੋਂ ਬਾਹਰ ਲੈ ਆਇਆ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 12] ਮੂਸਾ ਦਾ ਸੌਹਰਾ ਯਿਥਰੋ ਹੋਮ ਦੀ ਭੇਟ ਅਤੇ ਬਲੀਆਂ ਪਰਮੇਸ਼ੁਰ ਲਈ ਲਿਆਇਆ ਅਤੇ ਹਾਰੂਨ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਬਜ਼ੁਰਗ ਮੂਸਾ ਦੇ ਸੌਹਰੇ ਯਿਥਰੋ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਰੋਟੀ ਖਾਣ ਲਈ ਆਏ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 13] ਅਗਲੇ ਦਿਨ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਮੂਸਾ ਪਰਜਾ ਦਾ ਨਿਆਂ ਕਰਨ ਲਈ ਬੈਠਾ ਅਤੇ ਪਰਜਾ ਮੂਸਾ ਦੇ ਅੱਗੇ ਸਵੇਰ ਤੋਂ ਸ਼ਾਮ ਤੱਕ ਖੜੀ ਰਹੀ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 14] ਜਦ ਮੂਸਾ ਦੇ ਸੌਹਰੇ ਨੇ ਉਹ ਸਭ ਕੁਝ ਜੋ ਉਸ ਨੇ ਪਰਜਾ ਨਾਲ ਕੀਤਾ ਵੇਖਿਆ ਤਾਂ ਆਖਿਆ, ਇਹ ਕੀ ਗੱਲ ਹੈ ਜੋ ਤੂੰ ਪਰਜਾ ਨਾਲ ਕਰਦਾ ਹੈਂ? ਤੂੰ ਕਿਉਂ ਇਕੱਲਾ ਬੈਠਦਾ ਹੈਂ ਅਤੇ ਸਾਰੀ ਪਰਜਾ ਸਵੇਰ ਤੋਂ ਸ਼ਾਮ ਤੱਕ ਤੇਰੇ ਅੱਗੇ ਖੜੀ ਰਹਿੰਦੀ ਹੈ?
[IRV | PA | OT | Exodus | Chapter 18 | Verse 15] ਤਾਂ ਮੂਸਾ ਨੇ ਆਪਣੇ ਸੌਹਰੇ ਨੂੰ ਆਖਿਆ, ਇਸ ਕਰਕੇ ਕਿ ਪਰਜਾ ਮੇਰੇ ਕੋਲ ਪਰਮੇਸ਼ੁਰ ਦੀ ਭਾਲ ਲਈ ਆਉਂਦੀ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 16] ਜਦ ਉਨ੍ਹਾਂ ਵਿੱਚ ਕੋਈ ਗੱਲ ਹੁੰਦੀ ਹੈ ਤਾਂ ਉਹ ਮੇਰੇ ਕੋਲ ਆਉਂਦੇ ਹਨ ਮੈਂ ਉਸ ਮਨੁੱਖ ਅਤੇ ਉਸ ਦੇ ਗੁਆਂਢੀ ਵਿੱਚ ਨਿਆਂ ਕਰ ਦਿੰਦਾ ਹਾਂ ਅਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਬਿਧੀਆਂ ਅਤੇ ਬਿਵਸਥਾ ਦਸ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 17] ਤਾਂ ਮੂਸਾ ਦੇ ਸੌਹਰੇ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਜੋ ਤੂੰ ਕਰਦਾ ਹੈਂ ਸੋ ਚੰਗੀ ਗੱਲ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 18] ਤੂੰ ਜ਼ਰੂਰ ਥੱਕ ਜਾਵੇਂਗਾ, ਤੂੰ ਵੀ ਅਤੇ ਤੇਰੇ ਨਾਲ ਇਹ ਲੋਕ ਵੀ ਕਿਉਂ ਜੋ ਇਹ ਕੰਮ ਤੇਰੇ ਲਈ ਬਹੁਤਾ ਭਾਰੀ ਹੈ। ਤੂੰ ਇਕੱਲਾ ਇਸ ਨੂੰ ਨਹੀਂ ਕਰ ਸਕਦਾ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 19] ਤੂੰ ਹੁਣ ਮੇਰੀ ਗੱਲ ਸੁਣ। ਮੈਂ ਤੈਨੂੰ ਮੱਤ ਦਿੰਦਾ ਹਾਂ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਤੇਰੇ ਨਾਲ ਹੋਵੇਗਾ। ਤੂੰ ਲੋਕਾਂ ਲਈ ਪਰਮੇਸ਼ੁਰ ਦੇ ਥਾਂ ਰਹੀਂ ਅਤੇ ਤੂੰ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਅੱਗੇ ਲਿਆਈਂ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 20] ਤੂੰ ਬਿਧੀਆਂ ਅਤੇ ਬਿਵਸਥਾਵਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਸਿਖਾ ਅਤੇ ਉਹ ਰਾਹ ਜਿਸ ਉੱਤੇ ਚੱਲਣਾ ਹੈ ਅਤੇ ਉਹ ਕੰਮ ਜਿਸ ਨੂੰ ਕਰਨਾ ਹੈ ਉਨ੍ਹਾਂ ਨੂੰ ਦਸ ਦੇ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 21] ਨਾਲੇ ਤੂੰ ਸਾਰਿਆਂ ਲੋਕਾਂ ਵਿੱਚੋਂ ਸਿਆਣੇ ਮਨੁੱਖਾਂ ਨੂੰ ਜਿਹੜੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰਦੇ ਅਤੇ ਸੱਚੇ ਅਤੇ ਲੋਭ ਦੇ ਵੈਰੀ ਹੋਣ ਚੁਣ ਲੈ। ਉਨ੍ਹਾਂ ਨੂੰ ਲੋਕਾਂ ਉੱਤੇ ਹਜ਼ਾਰਾਂ ਦੇ ਸਰਦਾਰ ਸੈਂਕੜਿਆਂ ਦੇ ਸਰਦਾਰ, ਪੰਜਾਹ ਦੇ ਸਰਦਾਰ ਅਤੇ ਦਸਾਂ ਦੇ ਸਰਦਾਰ ਠਹਿਰਾ ਦੇਣਾ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 22] ਉਹ ਹਰ ਵੇਲੇ ਲੋਕਾਂ ਦਾ ਨਿਆਂ ਕਰਨ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇ ਕਿ ਹਰ ਇੱਕ ਵੱਡੀ ਗੱਲ ਤੇਰੇ ਕੋਲ ਲਿਆਉਣ ਪਰ ਛੋਟੀਆਂ ਗੱਲਾਂ ਨੂੰ ਆਪ ਨਬੇੜਨ ਸੋ ਇਸ ਤਰ੍ਹਾਂ ਤੇਰੇ ਲਈ ਸੌਖਾ ਰਹੇਗਾ ਅਤੇ ਉਹ ਤੇਰੇ ਨਾਲ ਭਾਰ ਹਲਕਾ ਕਰਨ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 23] ਜੇ ਤੂੰ ਇਸ ਗੱਲ ਨੂੰ ਕਰੇਂਗਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਤੈਨੂੰ ਹੁਕਮ ਦੇਵੇ ਤਾਂ ਤੂੰ ਝੱਲ ਸਕੇਂਗਾ ਅਤੇ ਇਹ ਸਾਰੇ ਲੋਕ ਵੀ ਸੁੱਖ-ਸਾਂਦ ਨਾਲ ਆਪਣੇ ਸਥਾਨਾਂ ਨੂੰ ਜਾਣਗੇ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 24] ਸੋ ਮੂਸਾ ਨੇ ਆਪਣੇ ਸੌਹਰੇ ਦੀ ਗੱਲ ਨੂੰ ਸੁਣਿਆ ਅਤੇ ਜੋ ਉਸ ਆਖਿਆ ਸੀ ਸੋ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 25] ਤਦ ਮੂਸਾ ਨੇ ਸਿਆਣੇ ਮਨੁੱਖਾਂ ਨੂੰ ਇਸਰਾਏਲ ਵਿੱਚੋਂ ਚੁਣ ਕੇ ਉਹਨਾਂ ਨੂੰ ਪਰਜਾ ਉੱਤੇ ਪ੍ਰਧਾਨ ਠਹਿਰਾਇਆ ਹਜ਼ਾਰਾਂ ਦੇ ਪ੍ਰਧਾਨ, ਸੈਂਕੜਿਆਂ ਦੇ ਪ੍ਰਧਾਨ, ਪੰਜਾਹਾਂ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਦਸਾਂ ਦੇ ਪ੍ਰਧਾਨ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 26] ਉਹ ਹਰ ਵੇਲੇ ਪਰਜਾ ਦਾ ਨਿਆਂ ਕਰਦੇ ਸਨ ਅਤੇ ਔਖਾ ਕੰਮ ਮੂਸਾ ਕੋਲ ਲਿਆਉਂਦੇ ਸਨ ਪਰ ਸਾਰੇ ਛੋਟੇ ਕੰਮ ਆਪ ਨਬੇੜ ਲੈਂਦੇ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 18 | Verse 27] ਮੂਸਾ ਨੇ ਆਪਣੇ ਸੌਹਰੇ ਨੂੰ ਵਿਦਿਆ ਕੀਤਾ ਤਾਂ ਉਹ ਆਪਣੇ ਦੇਸ ਦੇ ਰਾਹ ਪੈ ਗਿਆ।
