[IRV | PA | OT | Exodus | Chapter 1 | Verse 1] ਹੁਣ ਇਸਰਾਏਲ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਨਾਮ, ਜਿਹੜੇ ਮਿਸਰ ਵਿੱਚ ਇੱਕ-ਇੱਕ ਜਣਾ ਆਪੋ ਆਪਣੇ ਟੱਬਰ ਨਾਲ ਯਾਕੂਬ ਦੇ ਨਾਲ ਆਏ ਸੋ ਇਹ ਹਨ;
[IRV | PA | OT | Exodus | Chapter 1 | Verse 12] ਪਰ ਜਿੰਨਾਂ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਦੁੱਖ ਦਿੰਦੇ ਸਨ ਉਹ ਉੱਨਾ ਹੀ ਵਧਦੇ ਅਤੇ ਫੈਲਦੇ ਜਾਂਦੇ ਸਨ, ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਇਸਰਾਏਲੀਆਂ ਤੋਂ ਅੱਕ ਗਏ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 13] ਉਪਰੰਤ ਮਿਸਰੀ ਇਸਰਾਏਲੀਆਂ ਤੋਂ ਸਖ਼ਤੀ ਨਾਲ ਟਹਿਲ ਕਰਾਉਣ ਲੱਗੇ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 14] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਔਖੀ ਟਹਿਲ ਨਾਲ ਅਰਥਾਤ ਗਾਰੇ, ਇੱਟਾਂ ਅਤੇ ਖੇਤਾਂ ਵਿੱਚ ਹਰ ਪਰਕਾਰ ਦੀ ਟਹਿਲ ਨਾਲ ਉਨ੍ਹਾਂ ਦਾ ਜੀਉਣ ਖੱਟਾ ਕਰ ਦਿੱਤਾ। ਜਿਹੜੀ ਟਹਿਲ ਉਨ੍ਹਾਂ ਤੋਂ ਕਰਾਉਂਦੇ ਸਨ ਉਹ ਸਖ਼ਤੀ ਨਾਲ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 15] ਤਦ ਮਿਸਰ ਦੇ ਰਾਜੇ ਨੇ ਇਬਰਾਨੀ ਦਾਈਆਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦਾ ਨਾਮ ਸਿਫਰਾਹ ਅਤੇ ਦੂਜੀ ਦਾ ਨਾਮ ਫੂਆਹ ਸੀ ਆਖਿਆ
[IRV | PA | OT | Exodus | Chapter 1 | Verse 16] ਜਦ ਇਬਰਾਨਣਾਂ ਲਈ ਤੁਸੀਂ ਦਾਈ ਪੁਣਾ ਕਰਦੀਆਂ ਹੋ ਅਤੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜਣਾਉਣ ਦੇ ਪੀੜ੍ਹੇ ਉੱਤੇ ਵੇਖਦੀਆਂ ਹੋ ਤਾਂ ਜੇਕਰ ਉਹ ਪੁੱਤਰ ਹੋਵੇ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟੋ ਪਰ ਜੇਕਰ ਧੀ ਹੋਵੇ ਤਾਂ ਉਹ ਜਿਉਂਦੀ ਰਹੇ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 17] ਪਰ ਦਾਈਆਂ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰਦੀਆਂ ਸਨ ਅਤੇ ਜਿਵੇਂ ਮਿਸਰ ਦੇ ਰਾਜੇ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਉਨ੍ਹਾਂ ਤਿਵੇਂ ਨਾ ਕੀਤਾ, ਉਹ ਮੁੰਡਿਆਂ ਨੂੰ ਜਿਉਂਦੇ ਰੱਖਦੀਆਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 18] ਤਦ ਮਿਸਰ ਦੇ ਰਾਜੇ ਨੇ ਦਾਈਆਂ ਨੂੰ ਸੱਦ ਕੇ ਆਖਿਆ, ਤੁਸੀਂ ਇਹ ਗੱਲ ਕਿਉਂ ਕੀਤੀ ਕਿ ਮੁੰਡਿਆਂ ਨੂੰ ਜਿਉਂਦੇ ਰਹਿਣ ਦਿੱਤਾ?
[IRV | PA | OT | Exodus | Chapter 1 | Verse 19] ਫਿਰ ਦਾਈਆਂ ਨੇ ਫ਼ਿਰਊਨ ਨੂੰ ਆਖਿਆ ਕਿ ਇਬਰਾਨੀ ਔਰਤਾਂ ਮਿਸਰੀ ਔਰਤਾਂ ਵਾਂਗੂੰ ਨਹੀਂ ਹਨ ਕਿਉਂ ਜੋ ਉਹ ਜਿੰਦ ਵਾਲੀਆਂ ਹਨ ਅਤੇ ਦਾਈਆਂ ਦੇ ਆਉਣ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਜਣ ਲੈਂਦੀਆਂ ਹਨ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 20] ਇਸ ਲਈ ਪਰਮੇਸ਼ੁਰ ਨੇ ਦਾਈਆਂ ਨਾਲ ਭਲਿਆਈ ਕੀਤੀ ਅਤੇ ਉਹ ਲੋਕ ਵਧ ਗਏ ਅਤੇ ਬਹੁਤ ਬਲਵੰਤ ਹੋ ਗਏ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 21] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਇਸ ਲਈ ਕਿ ਦਾਈਆਂ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰੀਆਂ ਉਸ ਉਨ੍ਹਾਂ ਦੇ ਘਰ ਵਸਾਏ।
[IRV | PA | OT | Exodus | Chapter 1 | Verse 22] ਉਪਰੰਤ ਫ਼ਿਰਊਨ ਨੇ ਆਪਣੀ ਸਾਰੀ ਪਰਜਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਹਰ ਇੱਕ ਪੁੱਤਰ ਨੂੰ ਜਿਹੜਾ ਇਬਰੀਆਂ ਦੇ ਜੰਮਣ ਨੀਲ ਨਦੀ ਵਿੱਚ ਸੁੱਟ ਦਿਓ ਪਰ ਹਰ ਇੱਕ ਧੀ ਨੂੰ ਜਿਉਂਦੀ ਰੱਖ ਲਓ।
