[IRV | PA | OT | Exodus | Chapter 22 | Verse 1] ਜੇ ਕੋਈ ਮਨੁੱਖ ਬਲ਼ਦ ਜਾਂ ਭੇਡ ਚੁਰਾਵੇ ਜਾਂ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟੇ ਜਾਂ ਉਸ ਨੂੰ ਵੇਚ ਦੇਵੇ ਤਾਂ ਚੌਣੇ ਵਿੱਚੋਂ ਉਸ ਦੇ ਵੱਟੇ ਪੰਜ ਬਲ਼ਦ ਅਤੇ ਇੱਜੜ ਵਿੱਚੋਂ ਉਸ ਦੇ ਵੱਟੇ ਚਾਰ ਭੇਡਾਂ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 12] ਜੇ ਉਹ ਸੱਚ-ਮੁੱਚ ਉਸ ਤੋਂ ਚੁਰਾਇਆ ਜਾਵੇ ਤਾਂ ਉਹ ਉਸ ਦੇ ਮਾਲਕ ਨੂੰ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 13] ਜੇ ਉਹ ਸੱਚ-ਮੁੱਚ ਪਾੜਿਆ ਜਾਵੇ ਤਾਂ ਉਹ ਉਸ ਨੂੰ ਉਗਾਹੀ ਵਿੱਚ ਲਿਆਵੇ ਅਤੇ ਪਾੜੇ ਹੋਏ ਦਾ ਵੱਟਾ ਨਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 14] ਜਦ ਕੋਈ ਮਨੁੱਖ ਆਪਣੇ ਗੁਆਂਢੀ ਤੋਂ ਕੁਝ ਉਧਾਰ ਲਵੇ ਅਤੇ ਉਹ ਸੱਟ ਖਾ ਜਾਵੇ ਜਾਂ ਮਰ ਜਾਵੇ ਜਦ ਕਿ ਉਹ ਦਾ ਮਾਲਕ ਕੋਲ ਨਹੀਂ ਹੈ ਤਾਂ ਉਹ ਜ਼ਰੂਰ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 15] ਜੇ ਉਹ ਦਾ ਮਾਲਕ ਉਹ ਦੇ ਕੋਲ ਹੋਵੇ ਤਾਂ ਉਹ ਵੱਟਾ ਨਾ ਭਰੇ ਜੇ ਉਹ ਭਾੜੇ ਉੱਤੇ ਹੋਵੇ ਤਾਂ ਉਹ ਭਾੜੇ ਵਿੱਚ ਗਿਣਿਆ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 16] ਜਦ ਕੋਈ ਮਨੁੱਖ ਕਿਸੇ ਕੁਆਰੀ ਨੂੰ ਜਿਹ ਦੀ ਕੁੜਮਾਈ ਨਹੀਂ ਹੋਈ ਝਾਂਸਾ ਦੇਵੇ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਲੇਟੇ ਉਹ ਜ਼ਰੂਰ ਉਸ ਦਾ ਮੁੱਲ ਦੇ ਕੇ ਉਸ ਨੂੰ ਵਿਆਹ ਲਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 17] ਜੇ ਉਸ ਦਾ ਪਿਤਾ ਉਸ ਨੂੰ ਦੇਣ ਤੋਂ ਉੱਕਾ ਹੀ ਇਨਕਾਰੀ ਹੋਵੇ ਤਾਂ ਉਹ ਕੁਆਰੀਆਂ ਦੇ ਮੇਹਰ ਅਨੁਸਾਰ ਚਾਂਦੀ ਤੋਲ ਕੇ ਦੇਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 18] ਤੂੰ ਜਾਦੂਗਰਨੀ ਨੂੰ ਜਿਉਂਦੀ ਨਾ ਛੱਡ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 19] ਜੋ ਕੋਈ ਪਸ਼ੂ ਨਾਲ ਕੁਕਰਮ ਕਰੇ ਉਹ ਜ਼ਰੂਰ ਮਾਰਿਆ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 20] ਜਿਹੜਾ ਕੇਵਲ ਯਹੋਵਾਹ ਤੋਂ ਬਿਨਾਂ ਹੋਰ ਦੇਵਤਿਆਂ ਨੂੰ ਬਲੀਆਂ ਚੜ੍ਹਾਵੇ ਉਸ ਦਾ ਸੱਤਿਆਨਾਸ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 21] ਤੁਸੀਂ ਪਰਦੇਸੀ ਨੂੰ ਨਾ ਸਤਾਓ ਨਾ ਦੁੱਖ ਦਿਓ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਪਰਦੇਸੀ ਰਹੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 22] ਵਿਧਵਾ ਅਤੇ ਯਤੀਮ ਨੂੰ ਤੰਗ ਨਾ ਕਰੋ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 23] ਜੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਤੰਗ ਹੀ ਕਰੋਗੇ ਤਾਂ ਜਦ ਉਹ ਮੇਰੇ ਅੱਗੇ ਦੁਹਾਈ ਦੇਣਗੇ ਤਾਂ ਮੈਂ ਜ਼ਰੂਰ ਉਨ੍ਹਾਂ ਦੀ ਦੁਹਾਈ ਨੂੰ ਸੁਣਾਂਗਾ
[IRV | PA | OT | Exodus | Chapter 22 | Verse 24] ਅਤੇ ਮੇਰਾ ਕ੍ਰੋਧ ਭੜਕ ਉੱਠੇਗਾ ਅਤੇ ਮੈਂ ਤੁਹਾਨੂੰ ਤਲਵਾਰ ਨਾਲ ਵੱਢ ਸੁੱਟਾਂਗਾ ਅਤੇ ਤੁਹਾਡੀਆਂ ਔਰਤਾਂ ਵਿਧਵਾ ਅਤੇ ਤੁਹਾਡੇ ਪੁੱਤਰ ਯਤੀਮ ਹੋ ਜਾਣਗੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 25] ਜੇ ਤੂੰ ਮੇਰੀ ਪਰਜਾ ਵਿੱਚੋਂ ਆਪਣੇ ਨਾਲ ਦੇ ਕਿਸੇ ਕੰਗਾਲ ਨੂੰ ਚਾਂਦੀ ਉਧਾਰ ਦੇਵੇਂ ਤਾਂ ਤੂੰ ਉਹ ਦਾ ਬਿਆਜੜੀਆ ਨਾ ਬਣ, ਤੂੰ ਉਸ ਉੱਤੇ ਬਿਆਜ ਨਾ ਲਾਵੀਂ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 26] ਜੇ ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਦੀ ਚਾਦਰ ਗਹਿਣੇ ਰੱਖੇਂ ਤਾਂ ਸੂਰਜ ਦੇ ਡੁੱਬਣ ਤੋਂ ਪਹਿਲਾਂ ਉਹ ਨੂੰ ਮੋੜ ਦੇ
[IRV | PA | OT | Exodus | Chapter 22 | Verse 27] ਕਿਉਂ ਜੋ ਉਹੀ ਉਸ ਦਾ ਓੜ੍ਹਨਾ ਹੈ। ਇਹ ਉਸ ਦੇ ਸਰੀਰ ਲਈ ਚਾਦਰ ਹੈ, ਉਹ ਕਾਹਦੇ ਵਿੱਚ ਲੰਮਾ ਪਵੇਗਾ? ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਜਦ ਉਹ ਮੇਰੇ ਅੱਗੇ ਦੁਹਾਈ ਦੇਵੇਗਾ ਤਾਂ ਮੈਂ ਸੁਣਾਂਗਾ ਕਿਉਂ ਜੋ ਮੈਂ ਕਿਰਪਾਲੂ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 28] ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਨਾ ਕੋਸ ਅਤੇ ਆਪਣੇ ਲੋਕਾਂ ਦੇ ਪ੍ਰਧਾਨ ਨੂੰ ਫਿਟਕਾਰ ਨਾ ਦੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 29] ਆਪਣੇ ਖਲਵਾੜੇ ਅਤੇ ਆਪਣੇ ਕੋਹਲੂ ਦੇ ਰਸ ਦੇ ਚੜ੍ਹਾਉਣ ਲਈ ਢਿੱਲ ਨਾ ਕਰ। ਤੂੰ ਆਪਣੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਪਹਿਲੌਠਾ ਮੈਨੂੰ ਦੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 30] ਇਸ ਤਰ੍ਹਾਂ ਤੂੰ ਆਪਣੇ ਬਲ਼ਦ ਅਤੇ ਆਪਣੀ ਭੇਡ ਨਾਲ ਕਰ ਕਿ ਸੱਤ ਦਿਨ ਉਹ ਆਪਣੀ ਮਾਂ ਨਾਲ ਰਹੇ ਪਰ ਅੱਠਵੇਂ ਦਿਨ ਉਹ ਤੂੰ ਮੈਨੂੰ ਦੇ।
