[IRV | PA | OT | Exodus | Chapter 39 | Verse 1] ਉਨ੍ਹਾਂ ਨੇ ਮਹੀਨ ਉਣਤੀ ਦਾ ਨੀਲਾ ਬੈਂਗਣੀ ਅਤੇ ਕਿਰਮਚੀ ਬਸਤਰ ਪਵਿੱਤਰ ਸਥਾਨ ਦੀ ਉਪਾਸਨਾ ਲਈ ਬਣਾਇਆ ਅਤੇ ਹਾਰੂਨ ਲਈ ਪਵਿੱਤਰ ਬਸਤਰ ਬਣਾਏ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 18] ਅਤੇ ਦੂਜੇ ਦੋਵੇਂ ਸਿਰੇ ਗੁੰਦੀਆਂ ਹੋਈਆਂ ਜੰਜ਼ੀਰੀਆਂ ਦੇ ਦੋਹਾਂ ਖ਼ਾਨਿਆਂ ਉੱਤੇ ਰੱਖੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਏਫ਼ੋਦ ਦੇ ਮੋਢਿਆਂ ਦੀਆਂ ਕਤਰਾਂ ਉੱਤੇ ਅਗਲੇ ਪਾਸੇ ਰੱਖਿਆ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 19] ਉਨ੍ਹਾਂ ਨੇ ਸੋਨੇ ਦੇ ਦੋ ਕੜੇ ਬਣਾਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸੀਨੇ ਬੰਦ ਦੇ ਦੋਹਾਂ ਸਿਰਿਆਂ ਵਿੱਚ ਪਾਇਆ ਜਿਹੜੇ ਏਫ਼ੋਦ ਦੀ ਕਿਨਾਰੀ ਦੇ ਅੰਦਰਲੇ ਪਾਸੇ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 20] ਉਨ੍ਹਾਂ ਨੇ ਸੋਨੇ ਦੇ ਦੋ ਹੋਰ ਕੜੇ ਬਣਾਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਏਫ਼ੋਦ ਦੀਆਂ ਦੋਹਾਂ ਕਤਰਾਂ ਉੱਤੇ ਅਗਲੇ ਪਾਸੇ ਹੇਠਲੀ ਵੱਲ ਸੀਣ ਦੇ ਨੇੜੇ ਏਫ਼ੋਦ ਦੇ ਕਾਰੀਗਰੀ ਨਾਲ ਕੱਢੇ ਹੋਏ ਪਟਕੇ ਦੇ ਉੱਤੇ ਰੱਖਿਆ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 21] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਸੀਨੇ ਬੰਦ ਉਸ ਦੇ ਕੜਿਆਂ ਨਾਲ ਏਫ਼ੋਦ ਦੇ ਕੜਿਆਂ ਵਿੱਚ ਨੀਲੇ ਰੰਗ ਦੀ ਰੱਸੀ ਨਾਲ ਅਜਿਹਾ ਬੰਨ੍ਹਿਆ ਕਿ ਉਹ ਏਫ਼ੋਦ ਦੇ ਕੱਢੇ ਹੋਏ ਪਟਕੇ ਦੇ ਉੱਤੇ ਰਹੇ ਅਤੇ ਸੀਨੇ ਬੰਦ ਏਫ਼ੋਦ ਦੇ ਉੱਤੇ ਨਾ ਖੁਲ੍ਹੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 22] ਉਸ ਨੇ ਏਫ਼ੋਦ ਦਾ ਚੋਗਾ ਸਾਰਾ ਨੀਲੇ ਰੰਗ ਦਾ ਅਤੇ ਬੁਣਤ ਦਾ ਬਣਾਇਆ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 23] ਅਤੇ ਚੋਗੇ ਦੇ ਵਿਚਕਾਰ ਸੰਜੋ ਦੇ ਛੇਕ ਵਰਗਾ ਛੇਕ ਰੱਖਿਆ ਅਤੇ ਛੇਕ ਦੇ ਚੁਫ਼ੇਰੇ ਇੱਕ ਬੰਨੀ ਬਣਾਈ ਤਾਂ ਜੋ ਉਹ ਨਾ ਪਾਟੇ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 24] ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਪੱਲੇ ਦੇ ਹੇਠਲੇ ਘੇਰੇ ਉੱਤੇ ਨੀਲੇ ਬੈਂਗਣੀ ਅਤੇ ਕਿਰਮਚੀ ਕਤਾਨ ਦੇ ਅਨਾਰ ਬਣਾਏ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 25] ਅਨਾਰਾਂ ਦੇ ਵਿਚਕਾਰ ਅਤੇ ਆਲੇ-ਦੁਆਲੇ ਖ਼ਾਲਸ ਸੋਨੇ ਦੇ ਘੁੰਗਰੂ ਚੋਗੇ ਦੇ ਹੇਠਲੇ ਪੱਲੇ ਉੱਤੇ ਪਾਏ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 26] ਅਰਥਾਤ ਸੋਨੇ ਦਾ ਇੱਕ ਘੁੰਗਰੂ ਅਤੇ ਇੱਕ ਅਨਾਰ ਫੇਰ ਇੱਕ ਘੁੰਗਰੂ ਅਤੇ ਇੱਕ ਅਨਾਰ ਚੋਗੇ ਦੇ ਹੇਠਲੇ ਪੱਲੇ ਦੇ ਘੇਰੇ ਉੱਤੇ ਸੀ ਅਤੇ ਇਹ ਉਪਾਸਨਾ ਲਈ ਸੀ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 27] ਉਨ੍ਹਾਂ ਦੇ ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਮਹੀਨ ਕਤਾਨ ਦੇ ਕੁੜਤੇ ਬੁਣਤ ਦੇ ਬਣਾਏ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 28] ਅਤੇ ਮਹੀਨ ਕਤਾਨ ਦੀ ਪਗੜੀ, ਮਹੀਨ ਕਤਾਨ ਦਾ ਅਮਾਮਾ ਅਤੇ ਮਹੀਨ ਕਤਾਨ ਦੀਆਂ ਉਣੀਆਂ ਹੋਈਆਂ ਕੱਛਾਂ ਬਣਾਈਆਂ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 29] ਅਤੇ ਮਹੀਨ ਕਤਾਨ ਦਾ ਉਣਿਆ ਹੋਇਆ ਨੀਲਾ ਬੈਂਗਣੀ ਅਤੇ ਕਿਰਮਚੀ ਪਟਕਾ ਕਸੀਦੇਕਾਰੀ ਦੇ ਕੰਮ ਦਾ ਬਣਾਇਆ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 30] ਉਨ੍ਹਾਂ ਨੇ ਮੱਥੇ ਲਈ ਪਵਿੱਤਰ ਚਮਕੀਲਾ ਪੱਤਰ ਖ਼ਾਲਸ ਸੋਨੇ ਦਾ ਬਣਾਇਆ ਅਤੇ ਉਸ ਦੇ ਉੱਤੇ ਉਨ੍ਹਾਂ ਨੇ ਲਿਖਤ ਛਾਪ ਦੀ ਉੱਕਰਾਈ ਵਾਂਗੂੰ ਲਿਖੀ “ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰਤਾਈ”
[IRV | PA | OT | Exodus | Chapter 39 | Verse 31] ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਵਿੱਚ ਨੀਲੀ ਡੋਰ ਪਾਈ ਤਾਂ ਜੋ ਉਹ ਅਮਾਮੇ ਦੇ ਉੱਤੇ ਬੰਨ੍ਹਿਆ ਜਾਵੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 32] ਸੋ ਡੇਰੇ ਦੀ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦਾ ਸਾਰਾ ਕੰਮ ਪੂਰਾ ਹੋਇਆ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਇਸਰਾਏਲੀਆਂ ਨੇ ਸਾਰਾ ਕੁਝ ਕੀਤਾ। ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਉਨ੍ਹਾਂ ਨੇ ਤਿਵੇਂ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 33] ਤਾਂ ਉਹ ਡੇਰਾ ਮੂਸਾ ਕੋਲ ਲਿਆਏ ਅਰਥਾਤ ਤੰਬੂ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਸਮਾਨ, ਉਸ ਦੀਆਂ ਕੁੰਡੀਆਂ, ਉਸ ਦੇ ਫੱਟੇ, ਉਸ ਦੇ ਹੋੜੇ, ਉਸ ਦੀਆਂ ਥੰਮ੍ਹੀਆਂ, ਅਤੇ ਉਸ ਦੀਆਂ ਚੀਥੀਆਂ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 34] ਅਤੇ ਛੱਤ੍ਰਿਆਂ ਦੀਆਂ ਲਾਲ ਰੰਗੀਆਂ ਹੋਈਆਂ ਖੱਲਾਂ ਦਾ ਢੱਕਣ ਅਤੇ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦਾ ਢੱਕਣ ਅਤੇ ਓਟ ਦਾ ਪਰਦਾ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 35] ਸਾਖੀ ਦਾ ਸੰਦੂਕ ਚੋਬਾਂ ਸਣੇ ਅਤੇ ਪ੍ਰਾਸਚਿਤ ਦਾ ਸਰਪੋਸ਼
[IRV | PA | OT | Exodus | Chapter 39 | Verse 36] ਮੇਜ਼ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਭਾਂਡੇ ਅਤੇ ਹਜ਼ੂਰੀ ਦੀ ਰੋਟੀ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 37] ਖ਼ਾਲਸ ਸ਼ਮਾਦਾਨ ਉਸ ਦੇ ਦੀਵਿਆਂ ਸਣੇ ਜਿਨ੍ਹਾਂ ਦੀਵਿਆਂ ਨੂੰ ਸੁਆਰਨਾ ਸੀ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਚਾਨਣ ਲਈ ਤੇਲ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 38] ਸੋਨੇ ਦੀ ਜਗਵੇਦੀ ਅਤੇ ਮਸਹ ਕਰਨ ਦਾ ਤੇਲ ਅਤੇ ਸੁਗੰਧੀ ਧੂਪ ਅਤੇ ਡੇਰੇ ਦੇ ਦਰਵਾਜ਼ੇ ਦੀ ਓਟ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 39] ਪਿੱਤਲ ਦੀ ਜਗਵੇਦੀ ਅਤੇ ਉਸ ਦੀ ਪਿੱਤਲ ਦੀ ਝੰਜਰੀ ਉਸ ਦੀਆਂ ਚੋਬਾਂ ਸਣੇ ਅਤੇ ਉਸ ਦਾ ਸਾਰਾ ਸਮਾਨ, ਹੌਦ ਅਤੇ ਉਸ ਦੀ ਚੌਂਕੀ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 40] ਵਿਹੜੇ ਦੀਆਂ ਕਨਾਤਾਂ ਉਸ ਦੀਆਂ ਥੰਮ੍ਹੀਆਂ ਅਤੇ ਉਸ ਦੀਆਂ ਚੀਥੀਆਂ ਅਤੇ ਵਿਹੜੇ ਦੇ ਫਾਟਕ ਦੀ ਓਟ ਅਤੇ ਉਸ ਦੀਆਂ ਲਾਸਾਂ ਅਤੇ ਉਸ ਦੀਆਂ ਕੀਲੀਆਂ ਅਤੇ ਡੇਰੇ ਦੀ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਉਪਾਸਨਾ ਦਾ ਸਾਰਾ ਸਮਾਨ
[IRV | PA | OT | Exodus | Chapter 39 | Verse 41] ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਉਪਾਸਨਾ ਲਈ ਮਹੀਨ ਉਣਿਆ ਹੋਇਆ ਬਸਤਰ ਅਰਥਾਤ ਹਾਰੂਨ ਜਾਜਕ ਦੇ ਪਵਿੱਤਰ ਬਸਤਰ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਬਸਤਰ ਕਿ ਉਹ ਜਾਜਕਾਈ ਦਾ ਕੰਮ ਕਰਨ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 42] ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਤਿਵੇਂ ਹੀ ਇਸਰਾਏਲੀਆਂ ਨੇ ਸਾਰਾ ਕੰਮ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 39 | Verse 43] ਮੂਸਾ ਨੇ ਇਸ ਸਾਰੇ ਕੰਮ ਨੂੰ ਡਿੱਠਾ ਅਤੇ ਵੇਖੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਨੂੰ ਪੂਰਾ ਕਰ ਦਿੱਤਾ ਸੀ। ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਉਨ੍ਹਾਂ ਨੇ ਤਿਵੇਂ ਹੀ ਬਣਾਇਆ ਸੋ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ।
