[IRV | PA | OT | Exodus | Chapter 12 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ ਕਿ
[IRV | PA | OT | Exodus | Chapter 12 | Verse 12] ਮੈਂ ਉਸ ਰਾਤ ਮਿਸਰ ਦੇਸ ਦੇ ਵਿੱਚ ਦੀ ਲੰਘਾਂਗਾ ਅਤੇ ਮਿਸਰ ਦੇਸ ਦੇ ਪਹਿਲੌਠੇ ਭਾਵੇਂ ਮਨੁੱਖ ਨੂੰ ਭਾਵੇਂ ਡੰਗਰ ਨੂੰ ਮਾਰ ਸੁੱਟਾਂਗਾ ਅਤੇ ਮਿਸਰ ਦੇ ਸਾਰੇ ਦੇਵਤਿਆਂ ਦਾ ਨਿਆਂ ਕਰਾਂਗਾ। ਮੈਂ ਯਹੋਵਾਹ ਹਾਂ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 13] ਅਤੇ ਉਹ ਲਹੂ ਤੁਹਾਡੇ ਲਈ ਘਰਾਂ ਉੱਤੇ ਜਿੱਥੇ ਤੁਸੀਂ ਹੋਵੋਗੇ ਨਿਸ਼ਾਨ ਹੋਵੇਗਾ ਅਤੇ ਜਦ ਮੈਂ ਲਹੂ ਨੂੰ ਵੇਖਾਂਗਾ ਮੈਂ ਤੁਹਾਡੇ ਉੱਤੋਂ ਦੀ ਲੰਘ ਜਾਂਵਾਂਗਾ ਅਤੇ ਤੁਹਾਡੇ ਉੱਤੇ ਕੋਈ ਬਵਾ ਜਦ ਮੈਂ ਮਿਸਰ ਦੇਸ ਨੂੰ ਮਾਰਾਂਗਾ ਨਾ ਪਵੇਗੀ ਜਿਹੜੀ ਤੁਹਾਡਾ ਨਾਸ ਕਰੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 14] ਅਤੇ ਇਹ ਦਿਨ ਤੁਹਾਡੇ ਲਈ ਇੱਕ ਯਾਦਗਾਰ ਹੋਵੇਗਾ ਅਤੇ ਤੁਸੀਂ ਇਹ ਦਿਨ ਯਹੋਵਾਹ ਲਈ ਪਰਬ ਕਰਕੇ ਮਨਾਇਓ ਅਤੇ ਆਪਣੀਆਂ ਪੀੜ੍ਹੀਆਂ ਵਿੱਚ ਇਸ ਨੂੰ ਸਦਾ ਦੀ ਬਿਧੀ ਦਾ ਪਰਬ ਮਨਾਇਓ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 15] ਤੁਸੀਂ ਸੱਤ ਦਿਨ ਤੱਕ ਪਤੀਰੀ ਰੋਟੀ ਖਾਓ। ਪਹਿਲੇ ਹੀ ਦਿਨ ਖ਼ਮੀਰ ਆਪਣਿਆਂ ਘਰਾਂ ਤੋਂ ਬਾਹਰ ਕੱਢ ਦੇਣਾ ਕਿਉਂਕਿ ਜਿਹੜਾ ਪਹਿਲੇ ਦਿਨ ਤੋਂ ਸੱਤਵੇਂ ਦਿਨ ਤੱਕ ਕਦੀ ਖ਼ਮੀਰੀ ਰੋਟੀ ਖਾਵੇਗਾ ਉਹ ਪ੍ਰਾਣੀ ਇਸਰਾਏਲ ਵਿੱਚੋਂ ਛੇਕਿਆ ਜਾਵੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 16] ਅਤੇ ਪਹਿਲੇ ਦਿਨ ਤੁਹਾਡੀ ਪਵਿੱਤਰ ਸਭਾ ਹੋਵੇਗੀ ਅਤੇ ਸੱਤਵੇਂ ਦਿਨ ਵੀ ਤੁਹਾਡੀ ਪਵਿੱਤਰ ਸਭਾ ਹੋਵੇਗੀ ਇਨ੍ਹਾਂ ਵਿੱਚ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕੀਤਾ ਜਾਵੇ ਨਿਰਾ ਉਹੋ ਜਿਹੜਾ ਹਰ ਇੱਕ ਪ੍ਰਾਣੀ ਦੇ ਖਾਣ ਲਈ ਹੋਵੇ, ਤੁਸੀਂ ਓਨਾ ਹੀ ਕਰਿਓ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 17] ਅਤੇ ਤੁਸੀਂ ਇਹ ਪਤੀਰੀ ਰੋਟੀ ਦਾ ਪਰਬ ਮਨਾਇਆ ਕਰੋ ਕਿਉਂਕਿ ਇਸੇ ਹੀ ਦਿਨ ਮੈਂ ਤੁਹਾਡੀਆਂ ਸੈਨਾਂ ਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਬਾਹਰ ਕੱਢ ਲਿਆਇਆ ਸੀ ਇਸ ਕਰਕੇ ਤੁਸੀਂ ਇਹ ਦਿਨ ਆਪਣੀਆਂ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਸਦਾ ਦੀ ਬਿਧੀ ਲਈ ਮਨਾਇਆ ਕਰੋ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 18] ਪਹਿਲੇ ਮਹੀਨੇ ਦੀ ਚੌਧਵੀਂ ਦੀ ਸ਼ਾਮ ਤੋਂ ਇੱਕੀ ਤਾਰੀਖ਼ ਦੀ ਸ਼ਾਮ ਤੱਕ ਤੁਸੀਂ ਪਤੀਰੀ ਰੋਟੀ ਖਾਓ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 19] ਸੱਤਾਂ ਦਿਨਾਂ ਤੱਕ ਤੁਹਾਡਿਆਂ ਘਰਾਂ ਵਿੱਚ ਖ਼ਮੀਰ ਨਾ ਲੱਭੇ ਕਿਉਂਕਿ ਜਿਹੜਾ ਖ਼ਮੀਰੀ ਚੀਜ਼ ਖਾਵੇਗਾ ਉਹ ਪ੍ਰਾਣੀ ਇਸਰਾਏਲ ਦੀ ਮੰਡਲੀ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢਿਆ ਜਾਵੇਗਾ ਭਾਵੇਂ ਓਪਰਾ ਹੋਵੇ ਭਾਵੇਂ ਦੇਸ ਵਿੱਚ ਜੰਮਿਆ ਹੋਇਆ ਹੋਵੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 20] ਤੁਸੀਂ ਕੋਈ ਖ਼ਮੀਰੀ ਵਸਤ ਨਾ ਖਾਓ ਅਤੇ ਤੁਸੀਂ ਆਪਣਿਆਂ ਸਾਰਿਆਂ ਟਿਕਾਣਿਆਂ ਵਿੱਚ ਪਤੀਰੀ ਰੋਟੀ ਖਾਇਓ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 21] ਤਦ ਮੂਸਾ ਨੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਬੁਲਵਾ ਕੇ ਆਖਿਆ, ਆਪੋ ਆਪਣੇ ਟੱਬਰ ਅਨੁਸਾਰ ਲੇਲਿਆਂ ਨੂੰ ਕੱਢ ਲਵੋ ਅਤੇ ਪਸਾਹ ਲਈ ਵੱਢੋ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 22] ਤੁਸੀਂ ਇੱਕ ਜੂਫ਼ੇ ਦੀ ਗੁੱਛੀ ਲੈ ਕੇ ਉਸ ਨੂੰ ਲਹੂ ਵਿੱਚ ਜਿਹੜਾ ਭਾਂਡੇ ਵਿੱਚ ਹੈ ਡਬੋ ਕੇ, ਸੇਰੂ ਅਤੇ ਦਰਵਾਜ਼ੇ ਦੀਆਂ ਦੋਹਾਂ ਬਾਹੀਆਂ ਉੱਤੇ ਲਾਓ ਅਤੇ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੋਈ ਸਵੇਰ ਤੱਕ ਆਪਣੇ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਤੋਂ ਬਾਹਰ ਨਾ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 23] ਕਿਉਂਕਿ ਯਹੋਵਾਹ ਮਿਸਰੀਆਂ ਦੇ ਮਾਰਨ ਲਈ ਲੰਘੇਗਾ ਅਤੇ ਜਦ ਉਹ ਸੇਰੂ ਅਤੇ ਦੋਹਾਂ ਬਾਹੀਆਂ ਉੱਤੇ ਲਹੂ ਨੂੰ ਵੇਖੇਗਾ ਤਾਂ ਯਹੋਵਾਹ ਉਸ ਦਰਵਾਜ਼ੇ ਤੋਂ ਪਾਸਾ ਦੇ ਕੇ ਲੰਘ ਜਾਵੇਗਾ ਅਤੇ ਨਾਸ ਕਰਨ ਵਾਲੇ ਨੂੰ ਤੁਹਾਡੇ ਮਾਰਨ ਲਈ ਤੁਹਾਡਿਆਂ ਘਰਾਂ ਵਿੱਚ ਨਾ ਆਉਣ ਦੇਵੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 24] ਤੁਸੀਂ ਆਪਣੇ ਅਤੇ ਆਪਣੇ ਪੁੱਤਰਾਂ ਲਈ ਇਸ ਗੱਲ ਨੂੰ ਸਦਾ ਦੀ ਬਿਧੀ ਮਨਾਇਆ ਕਰੋ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 25] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇ ਕਿ ਜਦ ਤੁਸੀਂ ਉਸ ਦੇਸ ਵਿੱਚ ਵੜੋ ਜਿਹੜਾ ਯਹੋਵਾਹ ਆਪਣੇ ਕੀਤੇ ਹੋਏ ਬਚਨ ਦੇ ਅਨੁਸਾਰ ਤੁਹਾਨੂੰ ਦੇਵੇਗਾ ਤਾਂ ਤੁਸੀਂ ਇਸ ਰੀਤੀ ਨੂੰ ਮਨਾਇਆ ਕਰਿਓ
[IRV | PA | OT | Exodus | Chapter 12 | Verse 26] ਅਤੇ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਜਾਂ ਤੁਹਾਡੇ ਪੁੱਤਰ ਤੁਹਾਨੂੰ ਪੁੱਛਣ ਕਿ ਤੁਹਾਡਾ ਇਸ ਰੀਤੀ ਤੋਂ ਕੀ ਮਤਲਬ ਹੈ?
[IRV | PA | OT | Exodus | Chapter 12 | Verse 27] ਤਾਂ ਤੁਸੀਂ ਆਖਿਓ ਕਿ ਇਹ ਯਹੋਵਾਹ ਦੀ ਪਸਾਹ ਦਾ ਬਲੀਦਾਨ ਹੈ ਜੋ ਮਿਸਰ ਵਿੱਚ ਇਸਰਾਏਲੀਆਂ ਦੇ ਘਰਾਂ ਦੇ ਉੱਤੋਂ ਦੀ ਲੰਘਿਆ ਜਦ ਉਸ ਨੇ ਮਿਸਰੀਆਂ ਨੂੰ ਮਾਰਿਆ ਪਰ ਸਾਡੇ ਘਰਾਂ ਨੂੰ ਬਚਾਇਆ। ਤਾਂ ਪਰਜਾ ਨੇ ਸੀਸ ਨਿਵਾ ਕੇ ਮੱਥਾ ਟੇਕਿਆ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 28] ਫੇਰ ਇਸਰਾਏਲੀਆਂ ਨੇ ਜਾ ਕੇ ਓਵੇਂ ਹੀ ਕੀਤਾ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਤਿਵੇਂ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 29] ਤਾਂ ਅੱਧੀ ਰਾਤ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਹੋਵਾਹ ਨੇ ਮਿਸਰ ਦੇਸ ਦੇ ਹਰ ਇੱਕ ਪਹਿਲੌਠੇ ਨੂੰ ਫ਼ਿਰਊਨ ਦੇ ਪਹਿਲੌਠੇ ਤੋਂ ਲੈ ਕੇ ਜਿਹੜਾ ਉਹ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠਣ ਵਾਲਾ ਸੀ ਉਸ ਬੰਦੀ ਦੇ ਪਹਿਲੌਠੇ ਤੱਕ ਜਿਹੜਾ ਭੋਰੇ ਵਿੱਚ ਸੀ ਨਾਲੇ ਡੰਗਰ ਦੇ ਹਰ ਇੱਕ ਪਹਿਲੌਠੇ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 30] ਤਾਂ ਫ਼ਿਰਊਨ ਉਸ ਰਾਤ ਨੂੰ ਉੱਠਿਆ ਨਾਲੇ ਉਸ ਦੇ ਸਾਰੇ ਟਹਿਲੂਏ ਅਤੇ ਸਾਰੇ ਮਿਸਰੀ ਅਤੇ ਮਿਸਰ ਵਿੱਚ ਵੱਡਾ ਸਿਆਪਾ ਹੋਇਆ ਕਿਉਂਕਿ ਕੋਈ ਘਰ ਨਹੀਂ ਸੀ ਜਿੱਥੇ ਕੋਈ ਮਰਿਆ ਨਾ ਹੋਵੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 31] ਤਾਂ ਉਸ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਰਾਤੀਂ ਬੁਲਵਾ ਕੇ ਆਖਿਆ, ਉੱਠੋ ਅਤੇ ਮੇਰੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਨਿੱਕਲ ਜਾਓ ਤੁਸੀਂ ਵੀ ਅਤੇ ਇਸਰਾਏਲੀ ਵੀ ਅਤੇ ਜਾ ਕੇ ਆਪਣੀ ਗੱਲ ਦੇ ਅਨੁਸਾਰ ਯਹੋਵਾਹ ਦੀ ਉਪਾਸਨਾ ਕਰੋ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 32] ਆਪਣੇ ਇੱਜੜ ਵੀ ਅਤੇ ਆਪਣੇ ਵੱਗ ਵੀ ਲੈ ਜਾਓ ਜਿਵੇਂ ਤੁਸੀਂ ਬੋਲੇ ਸੀ ਅਤੇ ਚਲੇ ਜਾਓ, ਨਾਲੇ ਮੈਨੂੰ ਵੀ ਅਸੀਸ ਦੇਣੀ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 33] ਅਤੇ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਉੱਤੇ ਮਿਸਰੀ ਕੱਸ ਪਾਉਣ ਲੱਗੇ ਕਿ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚੋਂ ਛੇਤੀ ਕੱਢ ਲੈਣ ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ, ਅਸੀਂ ਸਾਰੇ ਮਰ ਗਏ!
[IRV | PA | OT | Exodus | Chapter 12 | Verse 34] ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਗੁੰਨ੍ਹਿਆ ਹੋਇਆ ਆਟਾ ਖ਼ਮੀਰ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ ਹੀ ਪਰਾਤੜਿਆਂ ਸਣੇ ਆਪਣਿਆਂ ਲੀੜਿਆਂ ਵਿੱਚ ਬੰਨ੍ਹ ਕੇ ਆਪਣੇ ਮੋਢਿਆਂ ਉੱਤੇ ਚੁੱਕ ਲਿਆ
[IRV | PA | OT | Exodus | Chapter 12 | Verse 35] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਮੂਸਾ ਦੇ ਬੋਲਣ ਦੇ ਅਨੁਸਾਰ ਕੀਤਾ ਅਤੇ ਮਿਸਰੀਆਂ ਤੋਂ ਚਾਂਦੀ ਦੇ ਗਹਿਣੇ ਅਤੇ ਸੋਨੇ ਦੇ ਗਹਿਣੇ ਅਤੇ ਲੀੜੇ ਉਨ੍ਹਾਂ ਨੇ ਮੰਗ ਲਏ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 36] ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਮਿਸਰੀਆਂ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਆਦਰ ਮਾਣ ਦਿੱਤਾ ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਜੋ ਮੰਗਿਆ ਉਨ੍ਹਾਂ ਨੇ ਦੇ ਦਿੱਤਾ। ਇਸ ਤਰ੍ਹਾਂ ਉਨ੍ਹਾਂ ਨੇ ਮਿਸਰੀਆਂ ਨੂੰ ਲੁੱਟ ਲਿਆ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 37] ਇਸਰਾਏਲੀਆਂ ਨੇ ਰਾਮਸੇਸ ਤੋਂ ਸੁੱਕੋਥ ਵੱਲ ਕੂਚ ਕੀਤਾ ਅਤੇ ਨਿਆਣਿਆਂ ਤੋਂ ਬਿਨਾਂ ਛੇ ਕੁ ਲੱਖ ਮਨੁੱਖ ਪਿਆਦੇ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 38] ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਮਿਲੀ-ਜੁਲੀ ਭੀੜ ਵੀ ਗਈ ਨਾਲੇ ਇੱਜੜ ਅਤੇ ਚੌਣੇ ਅਰਥਾਤ ਢੇਰ ਸਾਰੇ ਪਸ਼ੂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 39] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਗੁੰਨ੍ਹੇ ਹੋਏ ਆਟੇ ਦੀਆਂ ਜਿਹੜਾ ਮਿਸਰ ਤੋਂ ਲਿਆਏ ਸਨ ਪਤੀਰੀਆਂ ਰੋਟੀਆਂ ਪਕਾਈਆਂ ਕਿਉਂ ਜੋ ਉਹ ਇਸ ਲਈ ਖ਼ਮੀਰ ਨਹੀਂ ਹੋਇਆ ਸੀ ਕਿ ਉਹ ਮਿਸਰੋਂ ਧੱਕੇ ਗਏ ਸਨ ਅਤੇ ਉੱਥੇ ਠਹਿਰ ਨਾ ਸਕੇ ਨਾ ਆਪਣੇ ਲਈ ਰੋਟੀ ਬਣਾ ਸਕੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 40] ਇਸਰਾਏਲੀਆਂ ਦੇ ਮਿਸਰ ਵਿੱਚ ਵਸੇਬੇ ਦਾ ਸਮਾਂ ਚਾਰ ਸੌ ਤੀਹ ਸਾਲ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 41] ਚਾਰ ਸੌ ਤੀਹ ਸਾਲਾਂ ਦੇ ਅੰਤ ਵਿੱਚ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਉਸੇ ਦਿਨ ਯਹੋਵਾਹ ਦੀਆਂ ਸਾਰੀਆਂ ਸੈਨਾਂ ਮਿਸਰ ਦੇਸ ਤੋਂ ਨਿੱਕਲ ਗਈਆਂ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 42] ਉਨ੍ਹਾਂ ਨੂੰ ਮਿਸਰ ਦੇਸ ਤੋਂ ਕੱਢਣ ਦੇ ਕਾਰਨ ਇਹ ਇੱਕ ਰਾਤ ਹੈ ਜਿਹੜੀ ਯਹੋਵਾਹ ਲਈ ਮਨਾਉਣ ਵਾਲੀ ਹੈ। ਇਹੋ ਯਹੋਵਾਹ ਦੀ ਉਹ ਰਾਤ ਹੈ ਜਿਹੜੀ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਦੀਆਂ ਕੁੱਲ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਮਨਾਉਣ ਵਾਲੀ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 43] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ, ਇਹ ਪਸਾਹ ਦੀ ਬਿਧੀ ਹੈ। ਕੋਈ ਓਪਰਾ ਉਸ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ
[IRV | PA | OT | Exodus | Chapter 12 | Verse 44] ਪਰ ਮਨੁੱਖ ਦਾ ਹਰ ਟਹਿਲੂਆ ਚਾਂਦੀ ਨਾਲ ਮੁੱਲ ਲਿਆ ਹੋਇਆ ਜਦ ਉਸ ਦੀ ਸੁੰਨਤ ਕਰ ਦਿੱਤੀ ਹੋਵੇ ਤਦ ਉਹ ਉਸ ਵਿੱਚੋਂ ਖਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 45] ਪਰਦੇਸੀ ਅਤੇ ਮਜ਼ਦੂਰ ਉਸ ਵਿੱਚੋਂ ਨਾ ਖਾਣ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 46] ਇੱਕੋ ਹੀ ਘਰ ਵਿੱਚ ਉਹ ਖਾਧਾ ਜਾਵੇ। ਤੁਸੀਂ ਉਸ ਘਰ ਤੋਂ ਬਾਹਰ ਮਾਸ ਵਿੱਚੋਂ ਕੁਝ ਨਾ ਲੈ ਜਾਇਓ, ਨਾ ਉਸ ਦੀ ਕੋਈ ਹੱਡੀ ਤੋੜਿਓ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 47] ਇਸਰਾਏਲ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਉਸ ਨੂੰ ਮਨਾਇਆ ਕਰੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 48] ਜਦ ਤੁਹਾਡੇ ਨਾਲ ਕੋਈ ਓਪਰਾ ਟਿਕਿਆ ਹੋਇਆ ਹੋਵੇ ਅਤੇ ਉਹ ਯਹੋਵਾਹ ਲਈ ਪਸਾਹ ਕਰਨੀ ਚਾਹੇ ਤਦ ਉਸ ਦੇ ਹਰ ਇੱਕ ਨਰ ਦੀ ਸੁੰਨਤ ਕੀਤੀ ਜਾਵੇ ਫੇਰ ਉਹ ਨੇੜੇ ਆ ਕੇ ਉਹ ਨੂੰ ਮਨਾਵੇ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਦੇਸ ਦੇ ਜੰਮੇ ਹੋਏ ਵਾਂਗੂੰ ਹੋਵੇਗਾ ਪਰ ਅਸੁੰਨਤੀ ਨਰ ਉਸ ਵਿੱਚੋਂ ਨਾ ਖਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 12 | Verse 49] ਦੇਸੀ ਅਤੇ ਪਰਦੇਸੀ ਲਈ ਜਿਹੜਾ ਤੁਹਾਡੇ ਵਿੱਚ ਵੱਸਦਾ ਹੈ ਇੱਕੋ ਹੀ ਬਿਵਸਥਾ ਹੋਵੇਗੀ।
