[IRV | PA | OT | Exodus | Chapter 37 | Verse 1] ਬਸਲਏਲ ਨੇ ਸ਼ਿੱਟੀਮ ਦੀ ਲੱਕੜੀ ਦਾ ਇੱਕ ਸੰਦੂਕ ਬਣਾਇਆ ਜਿਸ ਦੀ ਲੰਬਾਈ ਢਾਈ ਹੱਥ ਚੌੜਾਈ ਡੇਢ ਹੱਥ ਅਤੇ ਉਚਾਈ ਡੇਢ ਹੱਥ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 12] ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਇੱਕ ਚੱਪਾ ਭਰ ਕਿਨਾਰੀ ਚੁਫ਼ੇਰੇ ਬਣਾਈ ਅਤੇ ਉਸ ਨੇ ਸੋਨੇ ਦੀ ਬਨੇਰੀ ਕਿਨਾਰੀ ਦੇ ਚੁਫ਼ੇਰੇ ਬਣਾਈ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 13] ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਸੋਨੇ ਦੇ ਚਾਰ ਕੜੇ ਢਾਲ਼ ਕੇ ਬਣਾਏ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਕੜਿਆਂ ਨੂੰ ਉਹ ਦੇ ਚੌਹਾਂ ਖੂੰਜਿਆਂ ਉੱਤੇ ਜਿਹੜੇ ਚੌਹਾਂ ਪਾਵਿਆਂ ਉੱਤੇ ਸਨ ਪਾ ਦਿੱਤਾ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 14] ਕਿਨਾਰੀ ਦੇ ਕੋਲ ਹੀ ਕੜੇ ਸਨ ਅਤੇ ਉਹ ਮੇਜ਼ ਦੇ ਚੁੱਕਣ ਨੂੰ ਚੋਬਾਂ ਪਾਉਣ ਲਈ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 15] ਅਤੇ ਉਸ ਨੇ ਚੋਬਾਂ ਸ਼ਿੱਟੀਮ ਦੀ ਲੱਕੜੀ ਤੋਂ ਬਣਾਈਆਂ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸੋਨੇ ਨਾਲ ਮੜ੍ਹਿਆ ਤਾਂ ਜੋ ਮੇਜ਼ ਚੁੱਕੀ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 16] ਉਸ ਨੇ ਮੇਜ਼ ਦੇ ਉੱਪਰਲੇ ਭਾਂਡੇ ਕੁੰਦਨ ਸੋਨੇ ਦੇ ਬਣਾਏ ਅਰਥਾਤ ਉਸ ਦੀਆਂ ਥਾਲੀਆਂ, ਚਮਚੇ, ਗੜਵੇ ਅਤੇ ਡੋਲ੍ਹਣ ਦੇ ਕਟੋਰੇ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 17] ਉਸ ਨੇ ਸ਼ਮਾਦਾਨ ਕੁੰਦਨ ਸੋਨੇ ਦਾ ਬਣਾਇਆ ਅਤੇ ਉਹ ਸ਼ਮਾਦਾਨ ਘੜ੍ਹ ਕੇ ਬਣਾਇਆ। ਉਸ ਦਾ ਪਾਏਦਾਨ ਅਤੇ ਡੰਡਾ ਅਤੇ ਕਟੋਰੇ ਅਤੇ ਗੋਲੇ ਅਤੇ ਫੁੱਲ ਉਸ ਵਿੱਚੋਂ ਹੀ ਸਨ
[IRV | PA | OT | Exodus | Chapter 37 | Verse 18] ਅਤੇ ਛੇ ਟਹਿਣੀਆਂ ਉਸ ਦੇ ਦੋਹਾਂ ਪਾਸਿਆਂ ਤੋਂ ਨਿੱਕਲਦੀਆਂ ਸਨ। ਸ਼ਮਾਦਾਨ ਦੇ ਇੱਕ ਪਾਸਿਓਂ ਤਿੰਨ ਟਹਿਣੀਆਂ ਅਤੇ ਸ਼ਮਾਦਾਨ ਦੇ ਦੂਜੇ ਪਾਸਿਓਂ ਤਿੰਨ ਟਹਿਣੀਆਂ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 19] ਇੱਕ ਟਹਿਣੀ ਉੱਤੇ ਤਿੰਨ ਕਟੋਰੇ ਬਦਾਮ ਦੇ ਫੁੱਲਾਂ ਵਰਗੇ ਅਤੇ ਗੋਲੇ ਅਤੇ ਫੁੱਲ ਅਤੇ ਦੂਜੀ ਟਹਿਣੀ ਉੱਤੇ ਤਿੰਨ ਕਟੋਰੇ ਬਦਾਮ ਦੇ ਫੁੱਲਾਂ ਵਰਗੇ ਅਤੇ ਗੋਲੇ ਅਤੇ ਫੁੱਲ ਸਨ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੀ ਛੇਆਂ ਟਹਿਣੀਆਂ ਲਈ ਸੀ ਜਿਹੜੀਆਂ ਸ਼ਮਾਦਾਨ ਤੋਂ ਨਿੱਕਲਦੀਆਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 20] ਅਤੇ ਸ਼ਮਾਦਾਨ ਵਿੱਚ ਚਾਰ ਕਟੋਰੇ ਬਦਾਮ ਦੇ ਫੁੱਲਾਂ ਵਰਗੇ ਅਤੇ ਉਹ ਦੇ ਗੋਲੇ ਅਤੇ ਉਹ ਦੇ ਫੁੱਲ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 21] ਉਸ ਤੋਂ ਦੋਹਾਂ ਟਹਿਣੀਆਂ ਹੇਠ ਇੱਕ ਗੋਲਾ ਅਤੇ ਫੇਰ ਉਸ ਤੋਂ ਦੋਹਾਂ ਟਹਿਣੀਆਂ ਹੇਠ ਇੱਕ ਗੋਲਾ ਅਤੇ ਉਸ ਤੋਂ ਫੇਰ ਦੋਹਾਂ ਟਹਿਣੀਆਂ ਹੇਠ ਇੱਕ ਗੋਲਾ ਇਸ ਤਰ੍ਹਾਂ ਉਨ੍ਹਾਂ ਛੇਆਂ ਟਹਿਣੀਆਂ ਲਈ ਸੀ ਜਿਹੜੀਆਂ ਉਸ ਤੋਂ ਨਿੱਕਲਦੀਆਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 22] ਉਨ੍ਹਾਂ ਦੇ ਗੋਲੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਟਹਿਣੀਆਂ ਉਸੇ ਤੋਂ ਸਨ ਅਰਥਾਤ ਇਹ ਸਾਰਾ ਘੜਿਆ ਹੋਇਆ ਕੁੰਦਨ ਸੋਨੇ ਦੇ ਇੱਕ ਟੁੱਕੜੇ ਤੋਂ ਸੀ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 23] ਉਸ ਦੇ ਉਸ ਨੇ ਸੱਤ ਦੀਵੇ ਬਣਾਏ ਅਤੇ ਉਸ ਦੇ ਗੁਲਤਰਾਸ਼ ਅਤੇ ਉਸ ਦੇ ਗੁਲਦਾਨ ਕੁੰਦਨ ਸੋਨੇ ਦੇ ਸਨ
[IRV | PA | OT | Exodus | Chapter 37 | Verse 24] ਅਤੇ ਉਸ ਨੇ ਇੱਕ ਮਣ ਦੇ ਲੱਗਭੱਗ ਕੁੰਦਨ ਸੋਨੇ ਤੋਂ ਇਹ ਸਾਰੇ ਭਾਂਡੇ ਬਣਾਏ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 25] ਉਸ ਨੇ ਸ਼ਿੱਟੀਮ ਦੀ ਲੱਕੜੀ ਤੋਂ ਧੂਪ ਦੀ ਇੱਕ ਜਗਵੇਦੀ ਬਣਾਈ। ਉਸ ਦੀ ਲੰਬਾਈ ਇੱਕ ਹੱਥ ਅਤੇ ਉਸ ਦੀ ਚੌੜਾਈ ਇੱਕ ਹੱਥ ਅਤੇ ਉਹ ਚੌਰਸ ਸੀ ਅਤੇ ਦੋ ਹੱਥ ਉਸ ਦੀ ਉਚਾਈ ਸੀ ਅਤੇ ਉਸ ਦੇ ਸਿੰਙ ਉਸੇ ਤੋਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 26] ਉਸ ਨੇ ਉਹ ਨੂੰ ਖ਼ਾਲਸ ਸੋਨੇ ਨਾਲ ਮੜ੍ਹਿਆ ਅਰਥਾਤ ਉਹ ਦਾ ਉੱਪਰਲਾ ਪਾਸਾ ਅਤੇ ਉਹ ਦੇ ਚੁਫ਼ੇਰੇ ਦੇ ਪਾਸੇ ਅਤੇ ਉਸ ਦੇ ਸਿੰਙ। ਉਸ ਨੇ ਉਹ ਦੇ ਚੁਫ਼ੇਰੇ ਇੱਕ ਸੋਨੇ ਦੀ ਬਨੇਰੀ ਬਣਾਈ
[IRV | PA | OT | Exodus | Chapter 37 | Verse 27] ਅਤੇ ਉਸ ਲਈ ਸੋਨੇ ਦੇ ਦੋ ਕੜੇ ਉਸ ਦੀ ਬਨੇਰੀ ਦੇ ਹੇਠ ਉਸ ਦੇ ਦੋਹਾਂ ਪੱਲਿਆਂ ਉੱਤੇ ਅਤੇ ਉਸ ਦੀ ਦੋਹੀਂ ਪਾਸੀਂ ਬਣਾਏ। ਉਸ ਨੂੰ ਚੁੱਕਣ ਲਈ ਚੋਬਾਂ ਦੇ ਥਾਂ ਸਨ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 28] ਉਸ ਨੇ ਚੋਬਾਂ ਸ਼ਿੱਟੀਮ ਦੀ ਲੱਕੜੀ ਤੋਂ ਬਣਾਈਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸੋਨੇ ਨਾਲ ਮੜ੍ਹਿਆ।
[IRV | PA | OT | Exodus | Chapter 37 | Verse 29] ਉਸ ਨੇ ਮਸਹ ਕਰਨ ਦਾ ਪਵਿੱਤਰ ਤੇਲ ਅਤੇ ਨਿਰੋਲ ਸੁਗੰਧੀ ਧੂਪ ਨੂੰ ਗਾਂਧੀ ਦੀ ਕਾਰੀਗਰੀ ਦੇ ਅਨੁਸਾਰ ਬਣਾਇਆ।
