[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 1] Ὁ μὲν οὖν ἀρχιερεὺς Σίμων ἐξεναντίας τοῦ ναοῦ κάμψας τὰ γόνατα, καί τὰς χεῖρας προτείνας εὐτάκτως, ἐποιήσατο τὴν δέησιν τοιαύτην·
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 17] Μὴ ἐκδικήσῃς ἡμᾶς ἐν τῇ τούτων ἀκαθαρσίᾳ, μηδὲ εὐθύνῃς ἡμᾶς ἐν βεβηλώσει· ἵνα μὴ καυχήσωνται οἱ παράνομοι ἐν θυμῷ αὐτῶν, μηδὲ ἀγαλλιάσωνται ἐν ὑπερηφανίᾳ γλώσσης αὐτῶν, λέγοντες,
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 18] ἡμεῖς κατεπατήσαμεν τὸν οἶκον τοῦ ἁγιασμοῦ, ὡς καταπατοῦνται οἱ οἶκοι τῶν προσοχθισμάτων.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 19] Ἀπάλειψον τὰς ἁμαρτίας ἡμῶν, καὶ διασκέδασον τὰς ἀμπλακίας ἡμῶν, καὶ ἐπίφανον τὸ ἔλεός σου κατὰ τὴν ὥραν ταύτην.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 20] Ταχὺ προκαταλαβέτωσαν ἡμᾶς οἱ οἰκτιρμοί σου· καὶ δὸς αἰνέσεις ἐν στόματι τῶν καταπεπτωκότων καὶ συντετριμμένων τὰς ψυχὰς, ποιήσας ἡμῖν εἰρήνην.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 21] Ἐνταῦθα ὁ πάντων ἐπόπτης Θεὸς, καὶ πρὸ πάντωρ ἅγιος ἐν ἁγίοις, εἰσακούσας τῆς ἐνθέσμου λιτανείας, τὸν ὕβρει καὶ θράσει μεγάλως ἐπηρμένον ἐμάστιξεν αὐτόν,
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 22] ἔνθεν καὶ ἔνθεν κραδάνας αὐτὸν ὡς κάλαμον ὑπὸ ἀνέμου, ὥστε κατʼ ἐδάφους ἄπρακτον ἔτι καὶ τοῖς μέλεσι παραλελυμένον, μηδὲ φωνῆσαι δύνασθαι δικαίᾳ περιπεπλεγμένον κρίσει.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 23] Ὅθεν οἵ τε φίλοι καὶ οἱ σωματοφύλακες αὐτοῦ ταχεῖαν καὶ ὀξεῖαν ἰδόντες τὴν καταλαβοῦσαν αὐτὸν εὐθύναν, φοβούμενοι μὴ καὶ τὸ ζῇν ἐκλείπῃ, ταχέως αὐτὸν ἐξείλκυσαν ὑπερβάλλοντι καταπεπληγμένοι φόβῳ.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 24] Ἐν χρόνῳ δὲ ὕστερον ἀναλεξάμενος ἑαυτὸν, οὐδαμῶς εἰς μετάμελον ἦλθεν ἐπιτιμηθεὶς, μετʼ ἀπειλῆς δὲ πικρᾶς ἀνέλυσε.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 25] Διακομισθεὶς δὲ εἰς τὴν Αἴγυπτον, καὶ τὰ τῆς κακίας ἐπαύξων, διά δὲ τῶν προαποδεδιγμένων συμποτῶν καὶ ἑταίρων τοῦ παντὸς δικαίου κεχωρισμένων,
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 26] οὐ μόνον ταῖς ἀναριθμήτοις ἀσελγείαις διηρκέσθη, ἀλλὰ καὶ ἐπὶ τοσοῦτον θράσους προῆλθεν, ὥστε δυσφημίας ἐν τοῖς τόποις συνίστασθαι, καὶ πολλοὺς τῶν φίλων ἀτενίζοντας εἰς τὴν τοῦ βασιλέως πρόθεσιν καὶ αὐτοὺς ἕπεσθαι τῇ ἐκείνου θελήσει.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 27] Προέθετο δὲ δημοσίᾳ κατὰ τοῦ ἔθνους διαδοῦναι ψόγον· καὶ ἐπὶ τοῦ κατὰ τὴν αὐλὴν πύργου στήλην ἀναστήσας, ἐξεκόλαψε γραφήν,
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 28] μηδένα τῶν μὴ θυόντων εἰς τὰ ἱερὰ αὐτῶν εἰσιέναι, πάντας δὲ τοὺς Ἰουδαίους εἰς λαογραφίαν καὶ οἰκετικὴν διάθεσιν ἀχθῆναι, τοὺς δὲ ἀντιλέγοντας βίᾳ φερομένους τοῦ ζῇν μεταστῆσαι,
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 29] τούτους τε ἀπογραφομένους χαράσσεσθαι καὶ διὰ πυρὸς εἰς τὸ σῶμα παρασήμῳ Διονύσου κισσοφύλλῳ, οὓς καὶ καταχωρίσαι εἰς τὴν προσυνεσταλμένην αὐθεντίαν.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 30] Ἵνα δὲ μὴ τοῖς πᾶσιν ἀπεχθόμενος φαίνηται, ὑπέγραψεν, ἐὰν δέ τινες ἐξ αὐτῶν προαιρῶνται ἐν τοῖς κατὰ τὰς τελετὰς μεμυημένοις ἀναστρέφεσθαι, τούτους ἰσοπολίτας Ἀλεξανδρεῦσιν εἶναι.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 31] Ἔνιοι μὲν οὖν ἐπι πολεως τὰς τῆς πόλεως εὐσεβείας ἐπιβάθρας στυγοῦντες, εὐχερῶς ἑαυτοὺς ἐδίδοσαν, ὡς μεγάλης τινὸς κοινωνήσοντες εὐκλείας ἀπὸ τῆς ἐσομένης τῷ βασιλεῖ συναναστροφῆς.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 32] Οἱ δὲ πλεῖστοι γενναίᾳ ψυχῇ ἐνίσχυσαν καὶ οὐ διέστησαν τῆς εὐσεβείας· τά τε χρήματα περὶ τοῦ ζῇν ἀντικαταλλασσομενοι, ἀδεῶς ἐπειρῶντο ἑαυτοὺς ῥύσασθαι ἐκ τῶν ἀπογραφῶν.
[LXX | EL | OT | 3 Maccabees | Chapter 2 | Verse 33] Εὐέλπιδές δὲ καθειστήκεισαν ἀντιλήμψεως τεύξεασθαι, καὶ τοὺς ἀποχωροῦντας ἐξ αὐτῶν ἐβδελύσσοντο, καὶ ὡς πολεμίους τοῦ ἔθνους ἔκρινον, καὶ τῆς κοινῆς συναναστροφῆς καὶ εὐχρηστίας ἐστέρουν.
