[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 1] Παρακαλῶ οὖν ὑμᾶς ἐγώ, ὁ δέσμιος ἐν Κυρίῳ, ἀξίως περιπατῆσαι τῆς κλήσεως ἧς ἐκλήθητε,
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 14] ἵνα μηκέτι ὦμεν νήπιοι, κλυδωνιζόμενοι καὶ περιφερόμενοι παντὶ ἀνέμῳ τῆς διδασκαλίας, ἐν τῇ κυβείᾳ τῶν ἀνθρώπων, ἐν πανουργίᾳ πρὸς τὴν μεθοδείαν τῆς πλάνης·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 15] ἀληθεύοντες δὲ ἐν ἀγάπῃ αὐξήσωμεν εἰς αὐτὸν τὰ πάντα, ὅς ἐστιν ἡ κεφαλή, ὁ Χριστός,
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 16] ἐξ οὗ πᾶν τὸ σῶμα συναρμολογούμενον καὶ συμβιβαζόμενον διὰ πάσης ἁφῆς τῆς ἐπιχορηγίας, κατ᾿ ἐνέργειαν ἐν μέτρῳ ἑνὸς ἑκάστου μέρους, τὴν αὔξησιν τοῦ σώματος ποιεῖται εἰς οἰκοδομὴν ἑαυτοῦ ἐν ἀγάπῃ.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 17] Τοῦτο οὖν λέγω καὶ μαρτύρομαι ἐν Κυρίῳ, μηκέτι ὑμᾶς περιπατεῖν, καθὼς καὶ τὰ λοιπὰ ἔθνη περιπατεῖ ἐν ματαιότητι τοῦ νοὸς αὐτῶν,
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 18] ἐσκοτισμένοι τῇ διανοίᾳ, ὄντες ἀπηλλοτριωμένοι τῆς ζωῆς τοῦ Θεοῦ διὰ τὴν ἄγνοιαν τὴν οὖσαν ἐν αὐτοῖς, διὰ τὴν πώρωσιν τῆς καρδίας αὐτῶν·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 19] οἵτινες ἀπηλγηκότες ἑαυτοὺς παρέδωκαν τῇ ἀσελγείᾳ, εἰς ἐργασίαν ἀκαθαρσίας πάσης ἐν πλεονεξίᾳ.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 20] Ὑμεῖς δὲ οὐχ οὕτως ἐμάθετε τὸν Χριστόν,
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 21] εἴγε αὐτὸν ἠκούσατε καὶ ἐν αὐτῷ ἐδιδάχθητε, καθώς ἐστιν ἀλήθεια ἐν τῷ Ἰησοῦ·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 22] ἀποθέσθαι ὑμᾶς, κατὰ τὴν προτέραν ἀναστροφήν, τὸν παλαιὸν ἄνθρωπον, τὸν φθειρόμενον κατὰ τὰς ἐπιθυμίας τῆς ἀπάτης·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 23] ἀνανεοῦσθαι δὲ τῷ πνεύματι τοῦ νοὸς ὑμῶν,
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 24] καὶ ἐνδύσασθαι τὸν καινὸν ἄνθρωπον, τὸν κατὰ Θεὸν κτισθέντα ἐν δικαιοσύνῃ καὶ ὁσιότητι τῆς ἀληθείας.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 25] Διὸ ἀποθέμενοι τὸ ψεῦδος λαλεῖτε ἀλήθειαν ἕκαστος μετὰ τοῦ πλησίον αὐτοῦ· ὅτι ἐσμὲν + 4:25 ἀλλήλων ¦ ἀλλήλοιν ST ἀλλήλων μέλη.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 26] Ὀργίζεσθε καὶ μὴ ἁμαρτάνετε· ὁ ἥλιος μὴ ἐπιδυέτω ἐπὶ τῷ παροργισμῷ ὑμῶν·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 27] μήτε δίδοτε τόπον τῷ διαβόλῳ.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 28] Ὁ κλέπτων μηκέτι κλεπτέτω· μᾶλλον δὲ κοπιάτω, ἐργαζόμενος τὸ ἀγαθὸν ταῖς χερσίν, ἵνα ἔχῃ μεταδιδόναι τῷ χρείαν ἔχοντι.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 29] Πᾶς λόγος σαπρὸς ἐκ τοῦ στόματος ὑμῶν μὴ ἐκπορευέσθω, ἀλλ᾿ εἴ τις ἀγαθὸς πρὸς οἰκοδομὴν τῆς χρείας, ἵνα δῷ χάριν τοῖς ἀκούουσι.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 30] Καὶ μὴ λυπεῖτε τὸ πνεῦμα τὸ ἅγιον τοῦ Θεοῦ, ἐν ᾧ ἐσφραγίσθητε εἰς ἡμέραν ἀπολυτρώσεως.
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 31] Πᾶσα πικρία καὶ θυμὸς καὶ ὀργὴ καὶ κραυγὴ καὶ βλασφημία ἀρθήτω ἀφ᾿ ὑμῶν, σὺν πάσῃ κακίᾳ·
[GRCGTR | EL | NT | Ephesians | Chapter 4 | Verse 32] γίνεσθε δὲ εἰς ἀλλήλους χρηστοί, εὔσπλαγχνοι, χαριζόμενοι ἑαυτοῖς, καθὼς καὶ ὁ Θεὸς ἐν Χριστῷ ἐχαρίσατο ὑμῖν.
